rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,Marvin Gaye,I Heard It Through The Grapevine,1,1,7,1969-01-04
2,Stevie Wonder,For Once In My Life,2,2,10,1969-01-04
3,Diana Ross And The Supremes & The Temptations,I'm Gonna Make You Love Me,7,3,5,1969-01-04
4,Young-Holt Unlimited,Soulful Strut,16,4,6,1969-01-04
5,Glen Campbell,Wichita Lineman,4,4,10,1969-01-04
6,The Temptations,Cloud Nine,10,6,8,1969-01-04
7,Diana Ross & The Supremes,Love Child,3,1,12,1969-01-04
8,Classics IV Featuring Dennis Yost,Stormy,5,5,11,1969-01-04
9,Johnnie Taylor,Who's Making Love,8,5,11,1969-01-04
10,B.J. Thomas,Hooked On A Feeling,13,10,8,1969-01-04
11,Bobby Vinton,I Love How You Love Me,9,9,10,1969-01-04
12,Derek,Cinnamon,12,12,11,1969-01-04
13,Clarence Carter,Too Weak To Fight,23,13,9,1969-01-04
14,Rene & Rene,Lo Mucho Que Te Quiero (The More I Love You),26,14,7,1969-01-04
15,Canned Heat,Going Up The Country,20,15,5,1969-01-04
16,Dion,"Abraham, Martin And John",6,4,11,1969-01-04
17,Tommy James And The Shondells,Crimson And Clover,28,17,4,1969-01-04
18,Dusty Springfield,Son-Of-A Preacher Man,21,18,6,1969-01-04
19,Eddie Floyd,Bring It On Home To Me,17,17,12,1969-01-04
20,Aretha Franklin,See Saw,14,14,7,1969-01-04
21,Otis Redding,Papa's Got A Brand New Bag,24,21,6,1969-01-04
22,Judy Collins,Both Sides Now,11,8,9,1969-01-04
23,The Beatles,Hey Jude,15,1,17,1969-01-04
24,Steppenwolf,Magic Carpet Ride,18,3,14,1969-01-04
25,The Impressions,This Is My Country,38,25,6,1969-01-04
26,Elvis Presley,If I Can Dream,30,26,6,1969-01-04
27,Sly & The Family Stone,Everyday People,42,27,6,1969-01-04
28,Wilson Pickett,Hey Jude,43,28,3,1969-01-04
29,Tyrone Davis,Can I Change My Mind,66,29,3,1969-01-04
30,Sergio Mendes & Brasil '66,Scarborough Fair,27,16,8,1969-01-04
31,Aretha Franklin,My Song,36,31,6,1969-01-04
32,The Rascals,A Ray Of Hope,32,32,5,1969-01-04
33,Tammy Wynette,Stand By Your Man,34,33,9,1969-01-04
34,Booker T. & The MG's,Hang 'Em High,40,34,9,1969-01-04
35,Archie Bell & The Drells,There's Gonna Be A Showdown,49,35,4,1969-01-04
36,Ohio Express,Chewy Chewy,19,15,12,1969-01-04
37,The Doors,Touch Me,72,37,2,1969-01-04
38,Brooklyn Bridge,Worst That Could Happen,53,38,3,1969-01-04
39,The Royal Guardsmen,Baby Let's Wait,48,39,8,1969-01-04
40,Bee Gees,I Started A Joke,41,40,3,1969-01-04
41,Andy Williams with the St. Charles Borromeo Choir,Battle Hymn Of The Republic,33,33,12,1969-01-04
42,The Grass Roots,Bella Linda,46,42,6,1969-01-04
43,Jerry Butler,Are You Happy,57,43,5,1969-01-04
44,The Delfonics,Ready Or Not Here I Come (Can't Hide From Love),50,44,5,1969-01-04
45,Leapy Lee,Little Arrows,22,16,13,1969-01-04
46,Herb Alpert & The Tijuana Brass,My Favorite Things,47,46,4,1969-01-04
47,Sammy Davis Jr.,I've Gotta Be Me,74,47,4,1969-01-04
48,Bobby Taylor & The Vancouvers,Malinda,51,48,5,1969-01-04
49,The Tymes,People,39,39,8,1969-01-04
50,The Chambers Brothers,I Can't Turn You Loose,37,37,7,1969-01-04
51,The Unifics,The Beginning Of My End,71,51,4,1969-01-04
52,The Lettermen,Put Your Head On My Shoulder,44,44,8,1969-01-04
53,Smokey Robinson & The Miracles,"Baby, Baby Don't Cry",-,53,1,1969-01-04
54,Bobby Womack,California Dreamin',69,54,5,1969-01-04
55,Jeannie C. Riley,The Girl Most Likely,55,55,5,1969-01-04
56,The Jimi Hendrix Experience,Crosstown Traffic,56,52,6,1969-01-04
57,The 5th Dimension,California Soul,62,57,3,1969-01-04
58,Bobby Bland,Rockin' In The Same Old Boat,60,58,8,1969-01-04
59,Sam & Dave,"Soul Sister, Brown Sugar",70,59,3,1969-01-04
60,Johnny Cash,Daddy Sang Bass,64,60,2,1969-01-04
61,The Beach Boys,Bluebirds Over The Mountain,61,61,4,1969-01-04
62,Magic Lanterns,"Shame, Shame",29,29,11,1969-01-04
63,O.C. Smith,Isn't It Lonely Together,63,63,4,1969-01-04
64,Creedence Clearwater Revival,I Put A Spell On You,58,58,9,1969-01-04
65,Bob Seger System,Ramblin' Gamblin' Man,75,65,3,1969-01-04
66,The Dells,Does Anybody Know I'm Here,94,66,2,1969-01-04
67,Barbara Acklin,Just Ain't No Love,68,67,8,1969-01-04
68,Tom Jones,A Minute Of Your Time,73,68,3,1969-01-04
69,Petula Clark,American Boys,59,59,7,1969-01-04
70,Vanilla Fudge,"Season Of The Witch, Pt. 1",65,65,3,1969-01-04
71,Eric Burdon & The Animals,White Houses,67,67,7,1969-01-04
72,Johnny Nash,You Got Soul,81,72,4,1969-01-04
73,Andy Kim,Rainbow Ride,84,73,3,1969-01-04
74,The Goodees,Condition Red,97,74,3,1969-01-04
75,The Moments,Not On The Outside,85,75,2,1969-01-04
76,Paul Mauriat,Chitty Chitty Bang Bang,78,76,7,1969-01-04
77,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Electric Stories,83,77,2,1969-01-04
78,The Archies,Feelin' So Good (S.k.o.o.b.y-D.o.o),88,78,2,1969-01-04
79,Jay & The Americans,This Magic Moment,90,79,2,1969-01-04
80,Roger Miller,Vance,80,80,5,1969-01-04
81,William Bell,I Forgot To Be Your Lover,-,81,1,1969-01-04
82,Frank Sinatra,Rain In My Heart,-,82,1,1969-01-04
83,Chambers Brothers,Shout! - Part 1,96,83,3,1969-01-04
84,The Foundations,Build Me Up Buttercup,-,84,1,1969-01-04
85,The Box Tops,"Sweet Cream Ladies, Forward March",89,85,2,1969-01-04
86,James Brown,Tit For Tat (Ain't No Taking Back),86,86,3,1969-01-04
87,"John Wesley Ryles, I",Kay,87,87,2,1969-01-04
88,Arthur Conley,"Ob-La-Di, Ob-La-Da",-,88,1,1969-01-04
89,John Sebastian,She's A Lady,-,89,1,1969-01-04
90,The Turtles,You Showed Me,-,90,1,1969-01-04
91,Barry Ryan,Eloise,92,91,2,1969-01-04
92,Ray Charles & Jimmy Lewis,If It Wasn't For Bad Luck,-,92,1,1969-01-04
93,The Esquires,You've Got The Power,93,93,2,1969-01-04
94,Joe Simon,Looking Back,-,91,3,1969-01-04
95,The Crystal Mansion,The Thought Of Loving You,95,95,3,1969-01-04
96,New Colony Six,Things I'd Like To Say,100,96,2,1969-01-04
97,Al Martino,I Can't Help It (If I'm Still In Love With You),99,97,2,1969-01-04
98,Bobby Vee,I'm Into Lookin' For Someone To Love Me,98,98,2,1969-01-04
99,Nina Simone,Ain't Got No; I Got Life,-,99,1,1969-01-04
100,Paul Anka,Goodnight My Love,-,100,1,1969-01-04
1,Marvin Gaye,I Heard It Through The Grapevine,1,1,8,1969-01-11
2,Diana Ross And The Supremes & The Temptations,I'm Gonna Make You Love Me,3,2,6,1969-01-11
3,Glen Campbell,Wichita Lineman,5,3,11,1969-01-11
4,Young-Holt Unlimited,Soulful Strut,4,4,7,1969-01-11
5,B.J. Thomas,Hooked On A Feeling,10,5,9,1969-01-11
6,The Temptations,Cloud Nine,6,6,9,1969-01-11
7,Stevie Wonder,For Once In My Life,2,2,11,1969-01-11
8,Tommy James And The Shondells,Crimson And Clover,17,8,5,1969-01-11
9,Diana Ross & The Supremes,Love Child,7,1,13,1969-01-11
10,Bobby Vinton,I Love How You Love Me,11,9,11,1969-01-11
11,Derek,Cinnamon,12,11,12,1969-01-11
12,Canned Heat,Going Up The Country,15,12,6,1969-01-11
13,Dusty Springfield,Son-Of-A Preacher Man,18,13,7,1969-01-11
14,Rene & Rene,Lo Mucho Que Te Quiero (The More I Love You),14,14,8,1969-01-11
15,Classics IV Featuring Dennis Yost,Stormy,8,5,12,1969-01-11
16,Dion,"Abraham, Martin And John",16,4,12,1969-01-11
17,Elvis Presley,If I Can Dream,26,17,7,1969-01-11
18,The Doors,Touch Me,37,18,3,1969-01-11
19,Bee Gees,I Started A Joke,40,19,4,1969-01-11
20,Johnnie Taylor,Who's Making Love,9,5,12,1969-01-11
21,Clarence Carter,Too Weak To Fight,13,13,10,1969-01-11
22,Judy Collins,Both Sides Now,22,8,10,1969-01-11
23,Brooklyn Bridge,Worst That Could Happen,38,23,4,1969-01-11
24,The Rascals,A Ray Of Hope,32,24,6,1969-01-11
25,The Impressions,This Is My Country,25,25,7,1969-01-11
26,Sly & The Family Stone,Everyday People,27,26,7,1969-01-11
27,Wilson Pickett,Hey Jude,28,27,4,1969-01-11
28,Tyrone Davis,Can I Change My Mind,29,28,4,1969-01-11
29,Steppenwolf,Magic Carpet Ride,24,3,15,1969-01-11
30,The Beatles,Hey Jude,23,1,18,1969-01-11
31,Booker T. & The MG's,Hang 'Em High,34,31,10,1969-01-11
32,Sergio Mendes & Brasil '66,Scarborough Fair,30,16,9,1969-01-11
33,Tammy Wynette,Stand By Your Man,33,33,10,1969-01-11
34,The 5th Dimension,California Soul,57,34,4,1969-01-11
35,Archie Bell & The Drells,There's Gonna Be A Showdown,35,35,5,1969-01-11
36,Aretha Franklin,See Saw,20,14,8,1969-01-11
37,Otis Redding,Papa's Got A Brand New Bag,21,21,7,1969-01-11
38,The Grass Roots,Bella Linda,42,38,7,1969-01-11
39,The Royal Guardsmen,Baby Let's Wait,39,39,9,1969-01-11
40,Eddie Floyd,Bring It On Home To Me,19,17,13,1969-01-11
41,Aretha Franklin,My Song,31,31,7,1969-01-11
42,Jerry Butler,Are You Happy,43,42,6,1969-01-11
43,The Delfonics,Ready Or Not Here I Come (Can't Hide From Love),44,43,6,1969-01-11
44,Andy Williams with the St. Charles Borromeo Choir,Battle Hymn Of The Republic,41,33,13,1969-01-11
45,Herb Alpert & The Tijuana Brass,My Favorite Things,46,45,5,1969-01-11
46,Sammy Davis Jr.,I've Gotta Be Me,47,46,5,1969-01-11
47,Smokey Robinson & The Miracles,"Baby, Baby Don't Cry",53,47,2,1969-01-11
48,The Foundations,Build Me Up Buttercup,84,48,2,1969-01-11
49,Ohio Express,Chewy Chewy,36,15,13,1969-01-11
50,Leapy Lee,Little Arrows,45,16,14,1969-01-11
51,The Unifics,The Beginning Of My End,51,51,5,1969-01-11
52,Bobby Womack,California Dreamin',54,52,6,1969-01-11
53,The Jimi Hendrix Experience,Crosstown Traffic,56,52,7,1969-01-11
54,Bob Seger System,Ramblin' Gamblin' Man,65,54,4,1969-01-11
55,Tom Jones,A Minute Of Your Time,68,55,4,1969-01-11
56,Arthur Conley,"Ob-La-Di, Ob-La-Da",88,56,2,1969-01-11
57,Bobby Taylor & The Vancouvers,Malinda,48,48,6,1969-01-11
58,Sam & Dave,"Soul Sister, Brown Sugar",59,58,4,1969-01-11
59,Johnny Cash,Daddy Sang Bass,60,59,3,1969-01-11
60,Andy Kim,Rainbow Ride,73,60,4,1969-01-11
61,Jeannie C. Riley,The Girl Most Likely,55,55,6,1969-01-11
62,The Beach Boys,Bluebirds Over The Mountain,61,61,5,1969-01-11
63,The Archies,Feelin' So Good (S.k.o.o.b.y-D.o.o),78,63,3,1969-01-11
64,The Dells,Does Anybody Know I'm Here,66,64,3,1969-01-11
65,Jay & The Americans,This Magic Moment,79,65,3,1969-01-11
66,Bobby Bland,Rockin' In The Same Old Boat,58,58,9,1969-01-11
67,The Chambers Brothers,I Can't Turn You Loose,50,37,8,1969-01-11
68,O.C. Smith,Isn't It Lonely Together,63,63,5,1969-01-11
69,Barbara Acklin,Just Ain't No Love,67,67,9,1969-01-11
70,Johnny Nash,You Got Soul,72,70,5,1969-01-11
71,Eric Burdon & The Animals,White Houses,71,67,8,1969-01-11
72,The Turtles,You Showed Me,90,72,2,1969-01-11
73,The Box Tops,"Sweet Cream Ladies, Forward March",85,73,3,1969-01-11
74,The Goodees,Condition Red,74,74,4,1969-01-11
75,The Moments,Not On The Outside,75,75,3,1969-01-11
76,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Electric Stories,77,76,3,1969-01-11
77,Paul Mauriat,Chitty Chitty Bang Bang,76,76,8,1969-01-11
78,William Bell,I Forgot To Be Your Lover,81,78,2,1969-01-11
79,Magic Lanterns,"Shame, Shame",62,29,12,1969-01-11
80,Petula Clark,American Boys,69,59,8,1969-01-11
81,Frank Sinatra,Rain In My Heart,82,81,2,1969-01-11
82,New Colony Six,Things I'd Like To Say,96,82,3,1969-01-11
83,Paul Anka,Goodnight My Love,100,83,2,1969-01-11
84,The Crystal Mansion,The Thought Of Loving You,95,84,4,1969-01-11
85,John Sebastian,She's A Lady,89,85,2,1969-01-11
86,Barry Ryan,Eloise,91,86,3,1969-01-11
87,James Brown,Tit For Tat (Ain't No Taking Back),86,86,4,1969-01-11
88,Roger Miller,Vance,80,80,6,1969-01-11
89,"John Wesley Ryles, I",Kay,87,87,3,1969-01-11
90,Ray Charles & Jimmy Lewis,If It Wasn't For Bad Luck,92,90,2,1969-01-11
91,Joe South,Games People Play,-,91,1,1969-01-11
92,Chambers Brothers,Shout! - Part 1,83,83,4,1969-01-11
93,The Esquires,You've Got The Power,93,93,3,1969-01-11
94,Joe Simon,Looking Back,94,91,4,1969-01-11
95,Nick DeCaro,If I Only Had Time,-,95,1,1969-01-11
96,Nina Simone,Ain't Got No; I Got Life,99,96,2,1969-01-11
97,Hugh Masekela,Riot,-,97,1,1969-01-11
98,Brian Hyland,Tragedy,-,98,1,1969-01-11
99,Bobby Vee,I'm Into Lookin' For Someone To Love Me,98,98,3,1969-01-11
100,Al Martino,I Can't Help It (If I'm Still In Love With You),97,97,3,1969-01-11
1,Marvin Gaye,I Heard It Through The Grapevine,1,1,9,1969-01-18
2,Diana Ross And The Supremes & The Temptations,I'm Gonna Make You Love Me,2,2,7,1969-01-18
3,Young-Holt Unlimited,Soulful Strut,4,3,8,1969-01-18
4,Tommy James And The Shondells,Crimson And Clover,8,4,6,1969-01-18
5,B.J. Thomas,Hooked On A Feeling,5,5,10,1969-01-18
6,Glen Campbell,Wichita Lineman,3,3,12,1969-01-18
7,Stevie Wonder,For Once In My Life,7,2,12,1969-01-18
8,The Doors,Touch Me,18,8,4,1969-01-18
9,Brooklyn Bridge,Worst That Could Happen,23,9,5,1969-01-18
10,Dusty Springfield,Son-Of-A Preacher Man,13,10,8,1969-01-18
11,Derek,Cinnamon,11,11,13,1969-01-18
12,Canned Heat,Going Up The Country,12,12,7,1969-01-18
13,The Temptations,Cloud Nine,6,6,10,1969-01-18
14,Rene & Rene,Lo Mucho Que Te Quiero (The More I Love You),14,14,9,1969-01-18
15,Sly & The Family Stone,Everyday People,26,15,8,1969-01-18
16,Bee Gees,I Started A Joke,19,16,5,1969-01-18
17,Elvis Presley,If I Can Dream,17,17,8,1969-01-18
18,Diana Ross & The Supremes,Love Child,9,1,14,1969-01-18
19,Bobby Vinton,I Love How You Love Me,10,9,12,1969-01-18
20,Classics IV Featuring Dennis Yost,Stormy,15,5,13,1969-01-18
21,Johnnie Taylor,Who's Making Love,20,5,13,1969-01-18
22,Dion,"Abraham, Martin And John",16,4,13,1969-01-18
23,Clarence Carter,Too Weak To Fight,21,13,11,1969-01-18
24,Tammy Wynette,Stand By Your Man,33,24,11,1969-01-18
25,Tyrone Davis,Can I Change My Mind,28,25,5,1969-01-18
26,Wilson Pickett,Hey Jude,27,26,5,1969-01-18
27,Booker T. & The MG's,Hang 'Em High,31,27,11,1969-01-18
28,The Grass Roots,Bella Linda,38,28,8,1969-01-18
29,The 5th Dimension,California Soul,34,29,5,1969-01-18
30,The Impressions,This Is My Country,25,25,8,1969-01-18
31,The Foundations,Build Me Up Buttercup,48,31,3,1969-01-18
32,Steppenwolf,Magic Carpet Ride,29,3,16,1969-01-18
33,Judy Collins,Both Sides Now,22,8,11,1969-01-18
34,Archie Bell & The Drells,There's Gonna Be A Showdown,35,34,6,1969-01-18
35,The Rascals,A Ray Of Hope,24,24,7,1969-01-18
36,The Royal Guardsmen,Baby Let's Wait,39,36,10,1969-01-18
37,Sammy Davis Jr.,I've Gotta Be Me,46,37,6,1969-01-18
38,The Beatles,Hey Jude,30,1,19,1969-01-18
39,The Unifics,The Beginning Of My End,51,39,6,1969-01-18
40,Jerry Butler,Are You Happy,42,40,7,1969-01-18
41,The Delfonics,Ready Or Not Here I Come (Can't Hide From Love),43,41,7,1969-01-18
42,Smokey Robinson & The Miracles,"Baby, Baby Don't Cry",47,42,3,1969-01-18
43,Jay & The Americans,This Magic Moment,65,43,4,1969-01-18
44,Otis Redding,Papa's Got A Brand New Bag,37,21,8,1969-01-18
45,Bobby Womack,California Dreamin',52,45,7,1969-01-18
46,The Turtles,You Showed Me,72,46,3,1969-01-18
47,Paul Anka,Goodnight My Love,83,47,3,1969-01-18
48,Bob Seger System,Ramblin' Gamblin' Man,54,48,5,1969-01-18
49,The Dells,Does Anybody Know I'm Here,64,49,4,1969-01-18
50,Andy Kim,Rainbow Ride,60,50,5,1969-01-18
51,Arthur Conley,"Ob-La-Di, Ob-La-Da",56,51,3,1969-01-18
52,Sam & Dave,"Soul Sister, Brown Sugar",58,52,5,1969-01-18
53,Johnny Cash,Daddy Sang Bass,59,53,4,1969-01-18
54,Herb Alpert & The Tijuana Brass,My Favorite Things,45,45,6,1969-01-18
55,Tom Jones,A Minute Of Your Time,55,55,5,1969-01-18
56,The Jimi Hendrix Experience,Crosstown Traffic,53,52,8,1969-01-18
57,The Goodees,Condition Red,74,57,5,1969-01-18
58,New Colony Six,Things I'd Like To Say,82,58,4,1969-01-18
59,Johnny Nash,You Got Soul,70,59,6,1969-01-18
60,The Moments,Not On The Outside,75,60,4,1969-01-18
61,The Archies,Feelin' So Good (S.k.o.o.b.y-D.o.o),63,61,4,1969-01-18
62,Joe South,Games People Play,91,62,2,1969-01-18
63,The Beach Boys,Bluebirds Over The Mountain,62,61,6,1969-01-18
64,The Box Tops,"Sweet Cream Ladies, Forward March",73,64,4,1969-01-18
65,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Electric Stories,76,65,4,1969-01-18
66,Frank Sinatra,Rain In My Heart,81,66,3,1969-01-18
67,Johnnie Taylor,Take Care Of Your Homework,-,67,1,1969-01-18
68,O.C. Smith,Isn't It Lonely Together,68,63,6,1969-01-18
69,William Bell,I Forgot To Be Your Lover,78,69,3,1969-01-18
70,Bobby Bland,Rockin' In The Same Old Boat,66,58,10,1969-01-18
71,The First Edition,But You Know I Love You,-,71,1,1969-01-18
72,Bobby Taylor & The Vancouvers,Malinda,57,48,7,1969-01-18
73,Joe Simon,Looking Back,94,73,5,1969-01-18
74,Spirit,I Got A Line On You,-,74,1,1969-01-18
75,Brian Hyland,Tragedy,98,75,2,1969-01-18
76,Betty Everett,There'll Come A Time,-,76,1,1969-01-18
77,Jr. Walker & The All Stars,Home Cookin,-,77,1,1969-01-18
78,Ella Washington,He Called Me Baby,-,78,1,1969-01-18
79,Hugh Masekela,Riot,97,79,2,1969-01-18
80,Etta James,Almost Persuaded,-,80,1,1969-01-18
81,Ray Charles & Jimmy Lewis,If It Wasn't For Bad Luck,90,81,3,1969-01-18
82,The T.S.U. Toronadoes,Getting The Corners,-,82,1,1969-01-18
83,"John Wesley Ryles, I",Kay,89,83,4,1969-01-18
84,The Crystal Mansion,The Thought Of Loving You,84,84,5,1969-01-18
85,John Sebastian,She's A Lady,85,85,3,1969-01-18
86,Barry Ryan,Eloise,86,86,4,1969-01-18
87,Rock & Roll Double Bubble,Bubble Gum Music,-,87,1,1969-01-18
88,Al Wilson,Poor Side Of Town,-,88,1,1969-01-18
89,Bill Deal & The Rhondels,May I,-,89,1,1969-01-18
90,The Fun And Games,The Grooviest Girl In The World,-,90,1,1969-01-18
91,Chambers Brothers,Shout! - Part 1,92,83,5,1969-01-18
92,The Esquires,You've Got The Power,93,92,4,1969-01-18
93,Tommy Leonetti,Kum Ba Yah,-,93,1,1969-01-18
94,The Marvelettes,I'm Gonna Hold On Long As I Can,-,94,1,1969-01-18
95,Nina Simone,Ain't Got No; I Got Life,96,95,3,1969-01-18
96,The Peppermint Rainbow,Will You Be Staying After Sunday,-,96,1,1969-01-18
