rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
44,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,33,16,23,2015-01-03
45,Clean Bandit Featuring Jess Glynne,Rather Be,36,10,28,2015-01-03
46,DeJ Loaf,Try Me,45,45,9,2015-01-03
47,Ella Henderson,Ghost,57,47,8,2015-01-03
48,Nicki Minaj,Anaconda,55,2,20,2015-01-03
49,MAGIC!,Rude,43,1,35,2015-01-03
50,One Direction,Night Changes,53,31,5,2015-01-03
51,Eric Church,Talladega,51,51,9,2015-01-03
52,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",47,43,16,2015-01-03
53,Chris Jamison,Velvet,-,53,1,2015-01-03
54,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,44,39,16,2015-01-03
55,Fergie,L.A.LOVE (la la),41,27,11,2015-01-03
56,T.I. Featuring Young Thug,About The Money,50,42,20,2015-01-03
57,Florida Georgia Line,Sun Daze,58,57,9,2015-01-03
58,Pentatonix,"Mary, Did You Know?",48,26,5,2015-01-03
59,Brad Paisley,Perfect Storm,52,52,11,2015-01-03
60,Imagine Dragons,I Bet My Life,63,53,7,2015-01-03
61,Luke Bryan,I See You,61,61,4,2015-01-03
62,Nicki Minaj Featuring Skylar Grey,Bed Of Lies,-,62,4,2015-01-03
63,Chris Jamison & Adam Levine,Lost Without U,-,63,1,2015-01-03
64,OneRepublic,I Lived,67,64,4,2015-01-03
65,Jessie J,Masterpiece,-,65,1,2015-01-03
66,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,54,54,3,2015-01-03
67,Kenny Chesney,Til It's Gone,68,67,8,2015-01-03
68,David Guetta Featuring Sam Martin,Dangerous,60,56,9,2015-01-03
69,Lillywood & Robin Schulz,Prayer In C,79,69,3,2015-01-03
70,One Direction,Steal My Girl,70,13,12,2015-01-03
71,Parmalee,Close Your Eyes,69,69,13,2015-01-03
72,Lee Brice,Drinking Class,72,72,10,2015-01-03
73,Jason Aldean,Just Gettin' Started,84,61,4,2015-01-03
74,Damien,Soldier,-,74,1,2015-01-03
75,Fifth Harmony,Sledgehammer,94,75,4,2015-01-03
76,Thomas Rhett,Make Me Wanna,80,76,6,2015-01-03
77,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,87,77,6,2015-01-03
78,RaeLynn,God Made Girls,71,61,9,2015-01-03
79,Ne-Yo Featuring Juicy J,She Knows,85,79,5,2015-01-03
80,Keith Urban,Somewhere In My Car,65,49,17,2015-01-03
81,The Weeknd,Often,74,74,10,2015-01-03
82,Brett Eldredge,Mean To Me,82,82,7,2015-01-03
83,Matt McAndrew & Adam Levine,Lost Stars,-,83,1,2015-01-03
84,Maddie & Tae,Girl In A Country Song,62,54,20,2015-01-03
85,Colbie Caillat,Try,77,55,18,2015-01-03
86,WALK THE MOON,Shut Up And Dance,83,75,6,2015-01-03
87,Pitbull & Ne-Yo,Time Of Our Lives,-,87,2,2015-01-03
88,Nicki Minaj Featuring Ariana Grande,Get On Your Knees,-,88,1,2015-01-03
89,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,75,41,13,2015-01-03
90,J. Cole,Apparently,-,90,1,2015-01-03
91,Randy Houser,Like A Cowboy,91,91,3,2015-01-03
92,Kid Ink Featuring Usher & Tinashe,Body Language,92,78,11,2015-01-03
93,August Alsina,No Love,78,69,14,2015-01-03
94,Charli XCX,Break The Rules,100,94,2,2015-01-03
95,Chris Young,Lonely Eyes,-,95,1,2015-01-03
96,Pitbull Featuring John Ryan,Fireball,88,23,20,2015-01-03
97,Darius Rucker,Homegrown Honey,97,97,4,2015-01-03
98,J. Cole,Wet Dreamz,73,73,2,2015-01-03
99,Lorde,Yellow Flicker Beat,86,34,7,2015-01-03
100,Nico & Vinz,In Your Arms,89,72,10,2015-01-03
1,Taylor Swift,Blank Space,1,1,9,2015-01-10
2,Mark Ronson Featuring Bruno Mars,Uptown Funk!,3,2,7,2015-01-10
3,Hozier,Take Me To Church,2,2,20,2015-01-10
4,Meghan Trainor,Lips Are Movin,5,4,10,2015-01-10
5,Meghan Trainor,All About That Bass,10,1,25,2015-01-10
6,Sam Smith,I'm Not The Only One,6,5,17,2015-01-10
7,Ed Sheeran,Thinking Out Loud,4,4,12,2015-01-10
8,Maroon 5,Animals,9,3,19,2015-01-10
9,Taylor Swift,Shake It Off,11,1,19,2015-01-10
10,Nick Jonas,Jealous,8,8,16,2015-01-10
11,Ariana Grande & The Weeknd,Love Me Harder,7,7,12,2015-01-10
12,Big Sean Featuring E-40,I Don't F**k With You,12,11,14,2015-01-10
13,Selena Gomez,The Heart Wants What It Wants,13,6,8,2015-01-10
14,Fall Out Boy,Centuries,20,14,16,2015-01-10
15,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,15,12,9,2015-01-10
16,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,21,12,5,2015-01-10
17,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,22,3,22,2015-01-10
18,I LOVE MAKONNEN Featuring Drake,Tuesday,17,12,14,2015-01-10
19,Rae Sremmurd,No Type,23,16,14,2015-01-10
20,Tove Lo,Habits (Stay High),16,3,31,2015-01-10
21,Mr. Probz,Waves,18,14,19,2015-01-10
22,Ed Sheeran,Don't,19,9,29,2015-01-10
23,Bobby Shmurda,Hot Boy,25,6,22,2015-01-10
24,Sam Smith,Stay With Me,27,2,38,2015-01-10
25,Beyonce,7/11,24,13,5,2015-01-10
26,O.T. Genasis,CoCo,28,26,6,2015-01-10
27,Iggy Azalea Featuring M0,Beg For It,29,27,10,2015-01-10
28,Jeremih Featuring YG,Don't Tell 'Em,30,6,27,2015-01-10
29,Iggy Azalea Featuring Rita Ora,Black Widow,33,3,26,2015-01-10
30,Jason Derulo,Trumpets,37,14,31,2015-01-10
31,Calvin Harris Featuring John Newman,Blame,26,19,16,2015-01-10
32,Vance Joy,Riptide,32,32,27,2015-01-10
33,Usher Featuring Juicy J,I Don't Mind,31,31,6,2015-01-10
34,One Direction,Night Changes,50,31,6,2015-01-10
35,MAGIC!,Rude,49,1,36,2015-01-10
36,Alesso Featuring Tove Lo,Heroes (We Could Be),36,35,13,2015-01-10
37,Carrie Underwood,Something In The Water,41,24,13,2015-01-10
38,Fergie,L.A.LOVE (la la),55,27,12,2015-01-10
39,Sia,Chandelier,40,8,34,2015-01-10
40,Fifth Harmony,Sledgehammer,75,40,5,2015-01-10
41,Tim McGraw,Shotgun Rider,38,38,13,2015-01-10
42,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,44,16,24,2015-01-10
43,Ella Henderson,Ghost,47,43,9,2015-01-10
44,Clean Bandit Featuring Jess Glynne,Rather Be,45,10,29,2015-01-10
45,DeJ Loaf,Try Me,46,45,10,2015-01-10
46,Pitbull & Ne-Yo,Time Of Our Lives,87,46,3,2015-01-10
47,Milky Chance,Stolen Dance,39,39,23,2015-01-10
48,Nicki Minaj,Anaconda,48,2,21,2015-01-10
49,The Weeknd,Earned It (Fifty Shades Of Grey),-,49,1,2015-01-10
50,Ariana Grande,Santa Tell Me,42,42,5,2015-01-10
51,One Direction,Steal My Girl,70,13,13,2015-01-10
52,Eric Church,Talladega,51,51,10,2015-01-10
53,Florida Georgia Line,Sun Daze,57,53,10,2015-01-10
54,Imagine Dragons,I Bet My Life,60,53,8,2015-01-10
55,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,54,39,17,2015-01-10
56,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",52,43,17,2015-01-10
57,Luke Bryan,I See You,61,57,5,2015-01-10
58,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,77,58,7,2015-01-10
59,Nicki Minaj Featuring Beyonce,Feeling Myself,43,43,2,2015-01-10
60,Lee Brice,Drinking Class,72,60,11,2015-01-10
61,RaeLynn,God Made Girls,78,61,10,2015-01-10
62,OneRepublic,I Lived,64,62,5,2015-01-10
63,Brad Paisley,Perfect Storm,59,52,12,2015-01-10
64,Meghan Trainor,Dear Future Husband,-,64,6,2015-01-10
65,The Weeknd,Often,81,65,11,2015-01-10
66,Colbie Caillat,Try,85,55,19,2015-01-10
67,Pentatonix,"Mary, Did You Know?",58,26,6,2015-01-10
68,Jessie J,Masterpiece,65,65,2,2015-01-10
69,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,66,54,4,2015-01-10
70,David Guetta Featuring Sam Martin,Dangerous,68,56,10,2015-01-10
71,Lillywood & Robin Schulz,Prayer In C,69,69,4,2015-01-10
72,Kid Ink Featuring Usher & Tinashe,Body Language,92,72,12,2015-01-10
73,Ne-Yo Featuring Juicy J,She Knows,79,73,6,2015-01-10
74,Jason Aldean,Just Gettin' Started,73,61,5,2015-01-10
75,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,89,41,14,2015-01-10
76,Thomas Rhett,Make Me Wanna,76,76,7,2015-01-10
77,Chris Young,Lonely Eyes,95,77,2,2015-01-10
78,Taylor Swift Featuring Kendrick Lamar,Bad Blood,-,78,2,2015-01-10
79,Nico & Vinz,In Your Arms,100,72,11,2015-01-10
80,Nicki Minaj Featuring Skylar Grey,Bed Of Lies,62,62,5,2015-01-10
81,Kenny Chesney,Til It's Gone,67,67,9,2015-01-10
82,Keith Urban,Somewhere In My Car,80,49,18,2015-01-10
83,Brett Eldredge,Mean To Me,82,82,8,2015-01-10
84,Taylor Swift,Style,-,60,3,2015-01-10
85,Parmalee,Close Your Eyes,71,69,14,2015-01-10
86,Darius Rucker,Homegrown Honey,97,86,5,2015-01-10
87,Jessie J Featuring 2 Chainz,Burnin' Up,-,86,6,2015-01-10
88,August Alsina,No Love,93,69,15,2015-01-10
89,WALK THE MOON,Shut Up And Dance,86,75,7,2015-01-10
90,Lorde,Yellow Flicker Beat,99,34,8,2015-01-10
91,Charli XCX,Break The Rules,94,91,3,2015-01-10
92,Shawn Mendes,Something Big,-,92,2,2015-01-10
93,Prince Royce Featuring Snoop Dogg,Stuck On A Feeling,-,93,1,2015-01-10
94,J. Cole,Apparently,90,90,2,2015-01-10
95,French Montana Featuring Jeremih,Bad B*tch,-,95,1,2015-01-10
96,Randy Houser,Like A Cowboy,91,91,4,2015-01-10
97,Blake Shelton,Neon Light,-,43,18,2015-01-10
98,Becky G,Can't Stop Dancin',-,98,1,2015-01-10
99,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",Shell Shocked,-,84,3,2015-01-10
100,Meghan Trainor,Title,-,100,1,2015-01-10
1,Mark Ronson Featuring Bruno Mars,Uptown Funk!,2,1,8,2015-01-17
2,Taylor Swift,Blank Space,1,1,10,2015-01-17
3,Hozier,Take Me To Church,3,2,21,2015-01-17
4,Ed Sheeran,Thinking Out Loud,7,4,13,2015-01-17
5,Meghan Trainor,Lips Are Movin,4,4,11,2015-01-17
6,Meghan Trainor,All About That Bass,5,1,26,2015-01-17
7,Taylor Swift,Shake It Off,9,1,20,2015-01-17
8,Sam Smith,I'm Not The Only One,6,5,18,2015-01-17
9,Nick Jonas,Jealous,10,8,17,2015-01-17
10,Maroon 5,Animals,8,3,20,2015-01-17
11,Ariana Grande & The Weeknd,Love Me Harder,11,7,13,2015-01-17
12,Big Sean Featuring E-40,I Don't F**k With You,12,11,15,2015-01-17
13,Fall Out Boy,Centuries,14,13,17,2015-01-17
14,Selena Gomez,The Heart Wants What It Wants,13,6,9,2015-01-17
15,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,17,3,23,2015-01-17
16,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,15,12,10,2015-01-17
17,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,16,12,6,2015-01-17
18,I LOVE MAKONNEN Featuring Drake,Tuesday,18,12,15,2015-01-17
19,Sam Smith,Stay With Me,24,2,39,2015-01-17
20,Tove Lo,Habits (Stay High),20,3,32,2015-01-17
21,Rae Sremmurd,No Type,19,16,15,2015-01-17
22,Mr. Probz,Waves,21,14,20,2015-01-17
23,Ed Sheeran,Don't,22,9,30,2015-01-17
24,Beyonce,7/11,25,13,6,2015-01-17
25,Bobby Shmurda,Hot Boy,23,6,23,2015-01-17
26,O.T. Genasis,CoCo,26,26,7,2015-01-17
27,MAGIC!,Rude,35,1,37,2015-01-17
28,Usher Featuring Juicy J,I Don't Mind,33,28,7,2015-01-17
29,Iggy Azalea Featuring M0,Beg For It,27,27,11,2015-01-17
30,Jeremih Featuring YG,Don't Tell 'Em,28,6,28,2015-01-17
31,Iggy Azalea Featuring Rita Ora,Black Widow,29,3,27,2015-01-17
32,Calvin Harris Featuring John Newman,Blame,31,19,17,2015-01-17
33,Pitbull & Ne-Yo,Time Of Our Lives,46,33,4,2015-01-17
34,One Direction,Night Changes,34,31,7,2015-01-17
35,Kanye West Featuring Paul McCartney,Only One,-,35,1,2015-01-17
36,Vance Joy,Riptide,32,32,28,2015-01-17
37,Sia,Chandelier,39,8,35,2015-01-17
38,Fergie,L.A.LOVE (la la),38,27,13,2015-01-17
39,Alesso Featuring Tove Lo,Heroes (We Could Be),36,35,14,2015-01-17
40,Jason Derulo,Trumpets,30,14,32,2015-01-17
41,Ella Henderson,Ghost,43,41,10,2015-01-17
42,Carrie Underwood,Something In The Water,37,24,14,2015-01-17
43,Tim McGraw,Shotgun Rider,41,38,14,2015-01-17
44,Clean Bandit Featuring Jess Glynne,Rather Be,44,10,30,2015-01-17
45,Milky Chance,Stolen Dance,47,39,24,2015-01-17
46,Fifth Harmony,Sledgehammer,40,40,6,2015-01-17
47,DeJ Loaf,Try Me,45,45,11,2015-01-17
48,Nicki Minaj,Anaconda,48,2,22,2015-01-17
49,Eric Church,Talladega,52,49,11,2015-01-17
50,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,42,16,25,2015-01-17
51,Florida Georgia Line,Sun Daze,53,51,11,2015-01-17
52,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",56,43,18,2015-01-17
53,OneRepublic,I Lived,62,53,6,2015-01-17
54,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,58,54,8,2015-01-17
55,One Direction,Steal My Girl,51,13,14,2015-01-17
56,Luke Bryan,I See You,57,56,6,2015-01-17
57,Brad Paisley,Perfect Storm,63,52,13,2015-01-17
58,Imagine Dragons,I Bet My Life,54,53,9,2015-01-17
59,Nicki Minaj Featuring Beyonce,Feeling Myself,59,43,3,2015-01-17
60,Lillywood & Robin Schulz,Prayer In C,71,60,5,2015-01-17
61,Ne-Yo Featuring Juicy J,She Knows,73,61,7,2015-01-17
62,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,69,54,5,2015-01-17
63,Lee Brice,Drinking Class,60,60,12,2015-01-17
64,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,55,39,18,2015-01-17
65,Colbie Caillat,Try,66,55,20,2015-01-17
66,Jason Aldean,Just Gettin' Started,74,61,6,2015-01-17
67,RaeLynn,God Made Girls,61,61,11,2015-01-17
68,Kenny Chesney,Til It's Gone,81,67,10,2015-01-17
69,The Weeknd,Often,65,65,12,2015-01-17
70,David Guetta Featuring Sam Martin,Dangerous,70,56,11,2015-01-17
71,Taylor Swift,Style,84,60,4,2015-01-17
72,Thomas Rhett,Make Me Wanna,76,72,8,2015-01-17
73,Chris Young,Lonely Eyes,77,73,3,2015-01-17
74,Parmalee,Close Your Eyes,85,69,15,2015-01-17
75,Brett Eldredge,Mean To Me,83,75,9,2015-01-17
76,Kid Ink Featuring Usher & Tinashe,Body Language,72,72,13,2015-01-17
77,WALK THE MOON,Shut Up And Dance,89,75,8,2015-01-17
78,Prince Royce Featuring Snoop Dogg,Stuck On A Feeling,93,78,2,2015-01-17
79,Keith Urban,Somewhere In My Car,82,49,19,2015-01-17
80,Shawn Mendes,Something Big,92,80,3,2015-01-17
81,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,75,41,15,2015-01-17
82,Darius Rucker,Homegrown Honey,86,82,6,2015-01-17
83,Randy Houser,Like A Cowboy,96,83,5,2015-01-17
84,Meghan Trainor,Dear Future Husband,64,64,7,2015-01-17
85,Nico & Vinz,In Your Arms,79,72,12,2015-01-17
86,J. Cole,Apparently,94,86,3,2015-01-17
87,The Weeknd,Earned It (Fifty Shades Of Grey),49,49,2,2015-01-17
88,August Alsina,No Love,88,69,16,2015-01-17
89,Blake Shelton,Neon Light,97,43,19,2015-01-17
90,Calvin Harris Featuring Ellie Goulding,Outside,-,68,4,2015-01-17
91,Nicki Minaj Featuring Skylar Grey,Bed Of Lies,80,62,6,2015-01-17
92,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,-,92,1,2015-01-17
93,Sam Hunt,Take Your Time,-,93,1,2015-01-17
94,Lorde,Yellow Flicker Beat,90,34,9,2015-01-17
95,Jake Owen,What We Ain't Got,-,95,1,2015-01-17
96,Sheppard,Geronimo,-,90,2,2015-01-17
97,Tyler Farr,A Guy Walks Into A Bar,-,97,1,2015-01-17
98,Chase Bryant,Take It On Back,-,98,1,2015-01-17
99,Cole Swindell,Ain't Worth The Whiskey,-,99,1,2015-01-17
100,G-Eazy Featuring Remo,I Mean It,-,100,1,2015-01-17
1,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,1,9,2015-01-24
2,Taylor Swift,Blank Space,2,1,11,2015-01-24
3,Hozier,Take Me To Church,3,2,22,2015-01-24
4,Ed Sheeran,Thinking Out Loud,4,4,14,2015-01-24
5,Sam Smith,I'm Not The Only One,8,5,19,2015-01-24
6,Meghan Trainor,Lips Are Movin,5,4,12,2015-01-24
7,Nick Jonas,Jealous,9,7,18,2015-01-24
8,Ariana Grande & The Weeknd,Love Me Harder,11,7,14,2015-01-24
9,Taylor Swift,Shake It Off,7,1,21,2015-01-24
10,Meghan Trainor,All About That Bass,6,1,27,2015-01-24
11,Maroon 5,Animals,10,3,21,2015-01-24
12,Big Sean Featuring E-40,I Don't F**k With You,12,11,16,2015-01-24
13,Selena Gomez,The Heart Wants What It Wants,14,6,10,2015-01-24
14,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,17,12,7,2015-01-24
15,Fall Out Boy,Centuries,13,13,18,2015-01-24
16,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,16,12,11,2015-01-24
17,Sia,Elastic Heart,-,17,1,2015-01-24
18,Rae Sremmurd,No Type,21,16,16,2015-01-24
19,I LOVE MAKONNEN Featuring Drake,Tuesday,18,12,16,2015-01-24
20,Beyonce,7/11,24,13,7,2015-01-24
21,Sam Smith,Stay With Me,19,2,40,2015-01-24
22,Mr. Probz,Waves,22,14,21,2015-01-24
23,Usher Featuring Juicy J,I Don't Mind,28,23,8,2015-01-24
24,Tove Lo,Habits (Stay High),20,3,33,2015-01-24
25,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,15,3,24,2015-01-24
26,O.T. Genasis,CoCo,26,26,8,2015-01-24
27,Ed Sheeran,Don't,23,9,31,2015-01-24
28,Ella Henderson,Ghost,41,28,11,2015-01-24
29,Bobby Shmurda,Hot Boy,25,6,24,2015-01-24
30,Sia,Chandelier,37,8,36,2015-01-24
31,Alesso Featuring Tove Lo,Heroes (We Could Be),39,31,15,2015-01-24
32,Calvin Harris Featuring John Newman,Blame,32,19,18,2015-01-24
33,Vance Joy,Riptide,36,32,29,2015-01-24
34,OneRepublic,I Lived,53,34,7,2015-01-24
35,Pitbull & Ne-Yo,Time Of Our Lives,33,33,5,2015-01-24
36,Jeremih Featuring YG,Don't Tell 'Em,30,6,29,2015-01-24
37,Iggy Azalea Featuring Rita Ora,Black Widow,31,3,28,2015-01-24
38,MAGIC!,Rude,27,1,38,2015-01-24
39,One Direction,Night Changes,34,31,8,2015-01-24
40,Chris Brown & Tyga,Ayo,-,40,1,2015-01-24
41,Carrie Underwood,Something In The Water,42,24,15,2015-01-24
42,Iggy Azalea Featuring M0,Beg For It,29,27,12,2015-01-24
43,Milky Chance,Stolen Dance,45,39,25,2015-01-24
44,Fifth Harmony,Sledgehammer,46,40,7,2015-01-24
45,Ellie Goulding,Love Me Like You Do,-,45,1,2015-01-24
46,Clean Bandit Featuring Jess Glynne,Rather Be,44,10,31,2015-01-24
47,DeJ Loaf,Try Me,47,45,12,2015-01-24
48,Tim McGraw,Shotgun Rider,43,38,15,2015-01-24
49,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,54,49,9,2015-01-24
50,Eric Church,Talladega,49,49,12,2015-01-24
51,Luke Bryan,I See You,56,51,7,2015-01-24
52,Florida Georgia Line,Sun Daze,51,51,12,2015-01-24
53,Lillywood & Robin Schulz,Prayer In C,60,53,6,2015-01-24
54,Kanye West Featuring Paul McCartney,Only One,35,35,2,2015-01-24
55,Fergie,L.A.LOVE (la la),38,27,14,2015-01-24
56,Ne-Yo Featuring Juicy J,She Knows,61,56,8,2015-01-24
57,Brad Paisley,Perfect Storm,57,52,14,2015-01-24
58,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",52,43,19,2015-01-24
59,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,62,54,6,2015-01-24
60,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,64,39,19,2015-01-24
61,Nicki Minaj Featuring Beyonce,Feeling Myself,59,43,4,2015-01-24
62,Kenny Chesney,Til It's Gone,68,62,11,2015-01-24
63,Prince Royce Featuring Snoop Dogg,Stuck On A Feeling,78,63,3,2015-01-24
64,Imagine Dragons,I Bet My Life,58,53,10,2015-01-24
65,The Weeknd,Often,69,65,13,2015-01-24
66,Thomas Rhett,Make Me Wanna,72,66,9,2015-01-24
67,Lee Brice,Drinking Class,63,60,13,2015-01-24
68,Jason Aldean,Just Gettin' Started,66,61,7,2015-01-24
69,One Direction,Steal My Girl,55,13,15,2015-01-24
70,RaeLynn,God Made Girls,67,61,12,2015-01-24
71,WALK THE MOON,Shut Up And Dance,77,71,9,2015-01-24
72,Taylor Swift,Style,71,60,5,2015-01-24
73,Chris Young,Lonely Eyes,73,73,4,2015-01-24
74,Brett Eldredge,Mean To Me,75,74,10,2015-01-24
75,Sam Hunt,Take Your Time,93,75,2,2015-01-24
76,Calvin Harris Featuring Ellie Goulding,Outside,90,68,5,2015-01-24
77,Fall Out Boy,Irresistible,-,77,1,2015-01-24
78,Randy Houser,Like A Cowboy,83,78,6,2015-01-24
79,J. Cole,Apparently,86,79,4,2015-01-24
80,Darius Rucker,Homegrown Honey,82,80,7,2015-01-24
81,David Guetta Featuring Sam Martin,Dangerous,70,56,12,2015-01-24
82,The Weeknd,Earned It (Fifty Shades Of Grey),87,49,3,2015-01-24
83,Kid Ink Featuring Usher & Tinashe,Body Language,76,72,14,2015-01-24
84,Keith Urban,Somewhere In My Car,79,49,20,2015-01-24
85,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,92,85,2,2015-01-24
86,Parmalee,Close Your Eyes,74,69,16,2015-01-24
87,Sophia Grace,Best Friends,-,87,1,2015-01-24
88,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,81,41,16,2015-01-24
89,Cole Swindell,Ain't Worth The Whiskey,99,89,2,2015-01-24
90,I Prevail,Blank Space,-,90,1,2015-01-24
91,August Alsina,No Love,88,69,17,2015-01-24
92,Chase Bryant,Take It On Back,98,92,2,2015-01-24
93,Sheppard,Geronimo,96,90,3,2015-01-24
94,Jake Owen,What We Ain't Got,95,94,2,2015-01-24
95,Meghan Trainor,Dear Future Husband,84,64,8,2015-01-24
96,B.o.B Featuring Trey Songz,Not For Long,-,96,1,2015-01-24
97,Tyler Farr,A Guy Walks Into A Bar,97,97,2,2015-01-24
98,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,-,98,1,2015-01-24
99,Blake Shelton,Neon Light,89,43,20,2015-01-24
100,Hoodie Allen Featuring Ed Sheeran,All About It,-,100,1,2015-01-24
1,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,1,10,2015-01-31
2,Ed Sheeran,Thinking Out Loud,4,2,15,2015-01-31
3,Taylor Swift,Blank Space,2,1,12,2015-01-31
4,Hozier,Take Me To Church,3,2,23,2015-01-31
5,Taylor Swift,Shake It Off,9,1,22,2015-01-31
6,Meghan Trainor,Lips Are Movin,6,4,13,2015-01-31
7,Sam Smith,I'm Not The Only One,5,5,20,2015-01-31
8,Maroon 5,Sugar,-,8,1,2015-01-31
9,Nick Jonas,Jealous,7,7,19,2015-01-31
10,Meghan Trainor,All About That Bass,10,1,28,2015-01-31
11,Ariana Grande & The Weeknd,Love Me Harder,8,7,15,2015-01-31
12,Fall Out Boy,Centuries,15,12,19,2015-01-31
