rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
30,LeAnn Rimes,Big Deal,23,23,13,2000-01-08
31,Sugar Ray,Someday,36,7,28,2000-01-08
32,Counting Crows,Hanginaround,33,32,10,2000-01-08
33,Sole Featuring JT Money & Kandi,"4, 5, 6",28,21,11,2000-01-08
34,Filter,Take A Picture,34,34,7,2000-01-08
35,Lou Bega,Mambo No. 5 (A Little Bit Of...),32,3,20,2000-01-08
36,Ideal,Get Gone,35,13,21,2000-01-08
37,Goo Goo Dolls,Black Balloon,41,16,27,2000-01-08
38,Ol' Dirty Bastard Featuring Kelis,Got Your Money,38,33,12,2000-01-08
39,Enrique Iglesias,Rhythm Divine,42,39,6,2000-01-08
40,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,47,40,6,2000-01-08
41,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,43,41,5,2000-01-08
42,Mint Condition,If You Love Me,40,30,10,2000-01-08
43,Faith Hill,Breathe,26,26,10,2000-01-08
44,Destiny's Child,Say My Name,56,44,3,2000-01-08
45,Lonestar,Amazed,45,24,23,2000-01-08
46,Ricky Martin,Shake Your Bon-Bon,39,39,8,2000-01-08
47,Puff Daddy Featuring R. Kelly,Satisfy You,44,2,16,2000-01-08
48,Sisqo Featuring Make It Hot,Got To Get It,51,48,8,2000-01-08
49,98 Degrees,This Gift,53,49,2,2000-01-08
50,Brad Paisley,He Didn't Have To Be,37,30,12,2000-01-08
51,Blink-182,All The Small Things,52,51,6,2000-01-08
52,Dixie Chicks,Cowboy Take Me Away,48,48,7,2000-01-08
53,Reba,What Do You Say,46,46,11,2000-01-08
54,Kelis,Caught Out There,58,54,6,2000-01-08
55,Tim McGraw,My Best Friend,50,50,7,2000-01-08
56,Clint Black,When I Said I Do,49,31,13,2000-01-08
57,Creed,Higher,61,52,18,2000-01-08
58,Will Smith Featuring K-Ci,Will 2K,63,25,11,2000-01-08
59,Amber,Sexual (Li Da Di),67,59,22,2000-01-08
60,Ginuwine,None Of Ur Friends Business,68,60,5,2000-01-08
61,SHeDAISY,Deck The Halls,69,61,3,2000-01-08
62,Backstreet Boys,Show Me The Meaning Of Being Lonely,74,62,2,2000-01-08
63,Alan Jackson,Pop A Top,57,55,9,2000-01-08
64,Robbie Williams,Angels,55,55,8,2000-01-08
65,Mary J. Blige,Deep Inside,64,64,9,2000-01-08
66,Mariah Carey Featuring Jay-Z,Heartbreaker,60,1,19,2000-01-08
67,Marc Nelson,15 Minutes,59,27,15,2000-01-08
68,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,62,36,17,2000-01-08
69,J-Shin Featuring LaTocha Scott,One Night Stand,77,69,3,2000-01-08
70,R.E.M.,The Great Beyond,72,70,3,2000-01-08
71,Martina McBride,I Love You,66,24,20,2000-01-08
72,Lil' Wayne Featuring Juvenile & B.G.,Tha Block Is Hot,82,72,6,2000-01-08
73,Limp Bizkit Featuring Method Man,N 2 Gether Now,78,73,6,2000-01-08
74,Angie Stone,No More Rain (In This Cloud),79,74,3,2000-01-08
75,Chad Brock With Hank Williams Jr. & George Jones,A Country Boy Can Survive (Y2K Version),93,75,2,2000-01-08
76,Yankee Grey,All Things Considered,65,55,17,2000-01-08
77,Snoop Dogg Presents Tha Eastsidaz,G'd Up,-,77,1,2000-01-08
78,Rage Against The Machine,Guerrilla Radio,83,69,11,2000-01-08
79,Bush,The Chemicals Between Us,81,67,15,2000-01-08
80,Lonestar,Smile,71,71,4,2000-01-08
81,Deborah Cox With R.L.,We Can't Be Friends,75,8,18,2000-01-08
82,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,Notorious B.I.G.,85,82,5,2000-01-08
83,Mariah Carey,All I Want For Christmas Is You,-,83,1,2000-01-08
84,Sixpence None The Richer,There She Goes,88,32,18,2000-01-08
85,Prince,The Greatest Romance Ever Sold,89,63,12,2000-01-08
86,Joe,I Wanna Know,94,86,2,2000-01-08
87,Chico DeBarge,Give You What You Want (Fa Sure),91,71,12,2000-01-08
88,Destiny's Child,Bug A Boo,73,33,16,2000-01-08
89,Britney Spears,(You Drive Me) Crazy,76,10,17,2000-01-08
90,John Michael Montgomery,Home To You,80,45,15,2000-01-08
91,D'Angelo Featuring Method Man And Redman,Left & Right,70,70,5,2000-01-08
92,Fatboy Slim,The Rockafeller Skank,90,77,25,2000-01-08
93,Kenny Chesney,She Thinks My Tractor's Sexy,86,74,8,2000-01-08
94,Eve Featuring Faith Evans,Love Is Blind,-,94,1,2000-01-08
95,Clay Walker,"Live, Laugh, Love",84,84,6,2000-01-08
96,Backstreet Boys,Larger Than Life,87,25,17,2000-01-08
97,"Ginuwine, R.L., Tyrese, Case",The Best Man I Can Be,-,97,1,2000-01-08
98,Beth Hart,L.A. Song,96,96,7,2000-01-08
99,Limp Bizkit,Re-arranged,95,90,6,2000-01-08
100,Joe Diffie,The Quittin' Kind,98,98,2,2000-01-08
1,Christina Aguilera,What A Girl Wants,11,1,8,2000-01-15
2,Santana Featuring Rob Thomas,Smooth,1,1,25,2000-01-15
3,Brian McKnight,Back At One,2,2,21,2000-01-15
4,Savage Garden,I Knew I Loved You,6,4,13,2000-01-15
5,Jessica Simpson,I Wanna Love You Forever,3,3,14,2000-01-15
6,Whitney Houston,My Love Is Your Love,4,4,20,2000-01-15
7,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,5,5,8,2000-01-15
8,Kenny G,Auld Lang Syne,7,7,4,2000-01-15
9,Marc Anthony,I Need To Know,8,3,19,2000-01-15
10,Blaque,Bring It All To Me,9,9,13,2000-01-15
11,Eiffel 65,Blue (Da Ba Dee),13,11,6,2000-01-15
12,LFO,Girl On TV,12,10,9,2000-01-15
13,Donell Jones,U Know What's Up,10,7,17,2000-01-15
14,Celine Dion,That's The Way It Is,17,14,10,2000-01-15
15,Smash Mouth,Then The Morning Comes,16,14,12,2000-01-15
16,Kevon Edmonds,24/7,14,10,11,2000-01-15
17,Jennifer Lopez,Waiting For Tonight,19,8,14,2000-01-15
18,Jagged Edge,He Can't Love U,15,15,6,2000-01-15
19,Montell Jordan,Get It On Tonite,20,19,13,2000-01-15
20,Foo Fighters,Learn To Fly,26,20,14,2000-01-15
21,Train,Meet Virginia,24,21,15,2000-01-15
22,Len,Steal My Sunshine,27,9,23,2000-01-15
23,Lonestar,Amazed,45,23,24,2000-01-15
24,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,29,19,28,2000-01-15
25,TLC,Unpretty,25,1,30,2000-01-15
26,702,Where My Girls At?,28,4,38,2000-01-15
27,Sugar Ray,Someday,31,7,29,2000-01-15
28,LeAnn Rimes,Big Deal,30,23,14,2000-01-15
29,Counting Crows,Hanginaround,32,29,11,2000-01-15
30,Faith Hill,Breathe,43,26,11,2000-01-15
31,Filter,Take A Picture,34,31,8,2000-01-15
32,Lou Bega,Mambo No. 5 (A Little Bit Of...),35,3,21,2000-01-15
33,Enrique Iglesias,Rhythm Divine,39,33,7,2000-01-15
34,Goo Goo Dolls,Black Balloon,37,16,28,2000-01-15
35,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,40,35,7,2000-01-15
36,Guy,Dancin',22,19,5,2000-01-15
37,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,41,37,6,2000-01-15
38,Destiny's Child,Say My Name,44,38,4,2000-01-15
39,Dixie Chicks,Cowboy Take Me Away,52,39,8,2000-01-15
40,Ol' Dirty Bastard Featuring Kelis,Got Your Money,38,33,13,2000-01-15
41,IMx,Stay The Night,23,23,15,2000-01-15
42,Brad Paisley,He Didn't Have To Be,50,30,13,2000-01-15
43,Reba,What Do You Say,53,43,12,2000-01-15
44,Ideal,Get Gone,36,13,22,2000-01-15
45,Mint Condition,If You Love Me,42,30,11,2000-01-15
46,Tim McGraw,My Best Friend,55,46,8,2000-01-15
47,Ricky Martin,Shake Your Bon-Bon,46,39,9,2000-01-15
48,Sole Featuring JT Money & Kandi,"4, 5, 6",33,21,12,2000-01-15
49,Sisqo Featuring Make It Hot,Got To Get It,48,48,9,2000-01-15
50,Blink-182,All The Small Things,51,50,7,2000-01-15
51,Puff Daddy Featuring R. Kelly,Satisfy You,47,2,17,2000-01-15
52,Alan Jackson,Pop A Top,63,52,10,2000-01-15
53,Clint Black,When I Said I Do,56,31,14,2000-01-15
54,Robbie Williams,Angels,64,54,9,2000-01-15
55,Backstreet Boys,Show Me The Meaning Of Being Lonely,62,55,3,2000-01-15
56,Kelis,Caught Out There,54,54,7,2000-01-15
57,Will Smith Featuring K-Ci,Will 2K,58,25,12,2000-01-15
58,Amber,Sexual (Li Da Di),59,58,23,2000-01-15
59,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,68,36,18,2000-01-15
60,Creed,Higher,57,52,19,2000-01-15
61,Mariah Carey Featuring Jay-Z,Heartbreaker,66,1,20,2000-01-15
62,R.E.M.,The Great Beyond,70,62,4,2000-01-15
63,Ginuwine,None Of Ur Friends Business,60,60,6,2000-01-15
64,M2M,Don't Say You Love Me,21,21,9,2000-01-15
65,Lonestar,Smile,80,65,5,2000-01-15
66,Angie Stone,No More Rain (In This Cloud),74,66,4,2000-01-15
67,Mary J. Blige,Deep Inside,65,64,10,2000-01-15
68,Yankee Grey,All Things Considered,76,55,18,2000-01-15
69,Joe,I Wanna Know,86,69,3,2000-01-15
70,Sugar Ray,Falls Apart,-,70,1,2000-01-15
71,John Michael Montgomery,Home To You,90,45,16,2000-01-15
72,Sixpence None The Richer,There She Goes,84,32,19,2000-01-15
73,Britney Spears,(You Drive Me) Crazy,89,10,18,2000-01-15
74,J-Shin Featuring LaTocha Scott,One Night Stand,69,69,4,2000-01-15
75,Bush,The Chemicals Between Us,79,67,16,2000-01-15
76,Fatboy Slim,The Rockafeller Skank,92,76,26,2000-01-15
77,Snoop Dogg Presents Tha Eastsidaz,G'd Up,77,77,2,2000-01-15
78,Marc Nelson,15 Minutes,67,27,16,2000-01-15
79,98 Degrees,This Gift,49,49,3,2000-01-15
80,Deborah Cox With R.L.,We Can't Be Friends,81,8,19,2000-01-15
81,Lil' Wayne Featuring Juvenile & B.G.,Tha Block Is Hot,72,72,7,2000-01-15
82,Clay Walker,"Live, Laugh, Love",95,82,7,2000-01-15
83,Rage Against The Machine,Guerrilla Radio,78,69,12,2000-01-15
84,Limp Bizkit Featuring Method Man,N 2 Gether Now,73,73,7,2000-01-15
85,Kenny Chesney,She Thinks My Tractor's Sexy,93,74,9,2000-01-15
86,Destiny's Child,Bug A Boo,88,33,17,2000-01-15
87,Backstreet Boys,Larger Than Life,96,25,18,2000-01-15
88,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,Notorious B.I.G.,82,82,6,2000-01-15
89,Mark Wills,Back At One,-,89,1,2000-01-15
90,Beth Hart,L.A. Song,98,90,8,2000-01-15
91,Eve Featuring Faith Evans,Love Is Blind,94,91,2,2000-01-15
92,Chad Brock With Hank Williams Jr. & George Jones,A Country Boy Can Survive (Y2K Version),75,75,3,2000-01-15
93,'N Sync & Gloria Estefan,Music Of My Heart,-,2,19,2000-01-15
94,Chico DeBarge,Give You What You Want (Fa Sure),87,71,13,2000-01-15
95,Jay-Z Featuring Beanie Sigel & Amil,Do It Again (Put Ya Hands Up),-,95,1,2000-01-15
96,Limp Bizkit,Re-arranged,99,90,7,2000-01-15
97,"Ginuwine, R.L., Tyrese, Case",The Best Man I Can Be,97,97,2,2000-01-15
98,DMX,What's My Name,-,98,1,2000-01-15
99,Prince,The Greatest Romance Ever Sold,85,63,13,2000-01-15
100,Joe Diffie,The Quittin' Kind,100,98,3,2000-01-15
1,Christina Aguilera,What A Girl Wants,1,1,9,2000-01-22
2,Savage Garden,I Knew I Loved You,4,2,14,2000-01-22
3,Santana Featuring Rob Thomas,Smooth,2,1,26,2000-01-22
4,Brian McKnight,Back At One,3,2,22,2000-01-22
5,Blaque,Bring It All To Me,10,5,14,2000-01-22
6,Marc Anthony,I Need To Know,9,3,20,2000-01-22
7,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,7,5,9,2000-01-22
8,Jessica Simpson,I Wanna Love You Forever,5,3,15,2000-01-22
9,Eiffel 65,Blue (Da Ba Dee),11,9,7,2000-01-22
10,Whitney Houston,My Love Is Your Love,6,4,21,2000-01-22
11,Celine Dion,That's The Way It Is,14,11,11,2000-01-22
12,Smash Mouth,Then The Morning Comes,15,12,13,2000-01-22
13,Donell Jones,U Know What's Up,13,7,18,2000-01-22
14,Jennifer Lopez,Waiting For Tonight,17,8,15,2000-01-22
15,Montell Jordan,Get It On Tonite,19,15,14,2000-01-22
16,Destiny's Child,Say My Name,38,16,5,2000-01-22
17,Lonestar,Amazed,23,17,25,2000-01-22
18,Jagged Edge,He Can't Love U,18,15,7,2000-01-22
19,Foo Fighters,Learn To Fly,20,19,15,2000-01-22
20,Train,Meet Virginia,21,20,16,2000-01-22
21,Filter,Take A Picture,31,21,9,2000-01-22
22,LFO,Girl On TV,12,10,10,2000-01-22
23,Faith Hill,Breathe,30,23,12,2000-01-22
24,Kevon Edmonds,24/7,16,10,12,2000-01-22
25,Backstreet Boys,Show Me The Meaning Of Being Lonely,55,25,4,2000-01-22
26,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,37,26,7,2000-01-22
27,LeAnn Rimes,Big Deal,28,23,15,2000-01-22
28,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,24,19,29,2000-01-22
29,Counting Crows,Hanginaround,29,29,12,2000-01-22
30,Len,Steal My Sunshine,22,9,24,2000-01-22
31,Dixie Chicks,Cowboy Take Me Away,39,31,9,2000-01-22
32,Enrique Iglesias,Rhythm Divine,33,32,8,2000-01-22
33,Reba,What Do You Say,43,33,13,2000-01-22
34,702,Where My Girls At?,26,4,39,2000-01-22
35,Blink-182,All The Small Things,50,35,8,2000-01-22
36,TLC,Unpretty,25,1,31,2000-01-22
37,Sugar Ray,Someday,27,7,30,2000-01-22
38,Tim McGraw,My Best Friend,46,38,9,2000-01-22
39,Goo Goo Dolls,Black Balloon,34,16,29,2000-01-22
40,Sisqo Featuring Make It Hot,Got To Get It,49,40,10,2000-01-22
41,Brad Paisley,He Didn't Have To Be,42,30,14,2000-01-22
42,Lou Bega,Mambo No. 5 (A Little Bit Of...),32,3,22,2000-01-22
43,Alan Jackson,Pop A Top,52,43,11,2000-01-22
44,Guy,Dancin',36,19,6,2000-01-22
45,Ol' Dirty Bastard Featuring Kelis,Got Your Money,40,33,14,2000-01-22
46,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,35,35,8,2000-01-22
47,Lonestar,Smile,65,47,6,2000-01-22
48,Ginuwine,None Of Ur Friends Business,63,48,7,2000-01-22
49,Clint Black,When I Said I Do,53,31,15,2000-01-22
50,Joe,I Wanna Know,69,50,4,2000-01-22
51,Mint Condition,If You Love Me,45,30,12,2000-01-22
52,Puff Daddy Featuring R. Kelly,Satisfy You,51,2,18,2000-01-22
53,Robbie Williams,Angels,54,53,10,2000-01-22
54,Ricky Martin,Shake Your Bon-Bon,47,39,10,2000-01-22
55,Mark Wills,Back At One,89,55,2,2000-01-22
56,Angie Stone,No More Rain (In This Cloud),66,56,5,2000-01-22
57,Eve Featuring Faith Evans,Love Is Blind,91,57,3,2000-01-22
58,Amber,Sexual (Li Da Di),58,58,24,2000-01-22
59,Kelis,Caught Out There,56,54,8,2000-01-22
60,R.E.M.,The Great Beyond,62,60,5,2000-01-22
61,Creed,Higher,60,52,20,2000-01-22
62,IMx,Stay The Night,41,23,16,2000-01-22
63,Mary J. Blige,Deep Inside,67,63,11,2000-01-22
64,Sugar Ray,Falls Apart,70,64,2,2000-01-22
65,Third Eye Blind,Never Let You Go,-,65,1,2000-01-22
66,Kenny G,Auld Lang Syne,8,7,5,2000-01-22
67,Sonique,It Feels So Good,-,67,1,2000-01-22
68,Jay-Z Featuring Beanie Sigel & Amil,Do It Again (Put Ya Hands Up),95,68,2,2000-01-22
69,Sole Featuring JT Money & Kandi,"4, 5, 6",48,21,13,2000-01-22
70,Vertical Horizon,Everything You Want,-,70,1,2000-01-22
71,Q-Tip,Breathe And Stop,-,71,1,2000-01-22
72,J-Shin Featuring LaTocha Scott,One Night Stand,74,69,5,2000-01-22
73,Yankee Grey,All Things Considered,68,55,19,2000-01-22
74,Clay Walker,"Live, Laugh, Love",82,74,8,2000-01-22
75,Dr. Dre Featuring Eminem,Forgot About Dre,-,75,1,2000-01-22
76,DMX,What's My Name,98,76,2,2000-01-22
77,D'Angelo,Untitled (How Does It Feel),-,77,1,2000-01-22
78,John Michael Montgomery,Home To You,71,45,17,2000-01-22
79,Sixpence None The Richer,There She Goes,72,32,20,2000-01-22
80,Gary Allan,Smoke Rings In The Dark,-,80,1,2000-01-22
81,Lil' Wayne Featuring Juvenile & B.G.,Tha Block Is Hot,81,72,8,2000-01-22
82,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,59,36,19,2000-01-22
83,"Ginuwine, R.L., Tyrese, Case",The Best Man I Can Be,97,83,3,2000-01-22
84,Kenny Chesney,She Thinks My Tractor's Sexy,85,74,10,2000-01-22
85,Bush,The Chemicals Between Us,75,67,17,2000-01-22
86,Limp Bizkit Featuring Method Man,N 2 Gether Now,84,73,8,2000-01-22
87,Britney Spears,(You Drive Me) Crazy,73,10,19,2000-01-22
88,Destiny's Child,Bug A Boo,86,33,18,2000-01-22
89,Snoop Dogg Presents Tha Eastsidaz,G'd Up,77,77,3,2000-01-22
90,Joe Diffie,The Quittin' Kind,100,90,4,2000-01-22
91,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,Notorious B.I.G.,88,82,7,2000-01-22
92,M2M,Don't Say You Love Me,64,21,10,2000-01-22
93,Rage Against The Machine,Guerrilla Radio,83,69,13,2000-01-22
94,Backstreet Boys,Larger Than Life,87,25,19,2000-01-22
95,Fatboy Slim,The Rockafeller Skank,76,76,27,2000-01-22
96,Limp Bizkit,Re-arranged,96,90,8,2000-01-22
97,Deborah Cox With R.L.,We Can't Be Friends,80,8,20,2000-01-22
98,'N Sync & Gloria Estefan,Music Of My Heart,93,2,20,2000-01-22
99,Beth Hart,L.A. Song,90,90,9,2000-01-22
100,Will Smith Featuring K-Ci,Will 2K,57,25,13,2000-01-22
1,Savage Garden,I Knew I Loved You,2,1,15,2000-01-29
2,Christina Aguilera,What A Girl Wants,1,1,10,2000-01-29
3,Santana Featuring Rob Thomas,Smooth,3,1,27,2000-01-29
4,Brian McKnight,Back At One,4,2,23,2000-01-29
5,Blaque,Bring It All To Me,5,5,15,2000-01-29
6,Eiffel 65,Blue (Da Ba Dee),9,6,8,2000-01-29
7,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,7,5,10,2000-01-29
8,Celine Dion,That's The Way It Is,11,8,12,2000-01-29
9,Marc Anthony,I Need To Know,6,3,21,2000-01-29
10,Whitney Houston,My Love Is Your Love,10,4,22,2000-01-29
