rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
87,Martha & The Vandellas,Love (Makes Me Do Foolish Things),91,87,4,1966-01-01
88,The Temptations,Don't Look Back,92,88,3,1966-01-01
89,Little Anthony And The Imperials,Hurt,-,89,1,1966-01-01
90,Otis Redding,Just One More Day,85,85,5,1966-01-01
91,Lowell Fulsom,Black Nights,96,91,2,1966-01-01
92,The Five Americans,I See The Light,-,92,1,1966-01-01
93,Lee Dorsey,"Get Out Of My Life, Woman",-,93,1,1966-01-01
94,Chris Andrews,Yesterday Man,-,94,1,1966-01-01
95,Elvis Presley,Blue River,-,95,1,1966-01-01
96,The Manhattans,Follow Your Heart,-,96,1,1966-01-01
97,The Three Degrees,Look In My Eyes,-,97,1,1966-01-01
98,King Curtis,Spanish Harlem,100,98,2,1966-01-01
99,Bob Dylan,Can You Please Crawl Out Your Window?,-,99,1,1966-01-01
100,Billy Stewart,Mountain Of Love,-,100,1,1966-01-01
1,The Beatles,We Can Work It Out,2,1,4,1966-01-08
2,Simon & Garfunkel,The Sound Of Silence,1,1,8,1966-01-08
3,Gary Lewis And The Playboys,She's Just My Style,16,3,5,1966-01-08
4,The Statler Brothers,Flowers On The Wall,12,4,9,1966-01-08
5,The Righteous Brothers,Ebb Tide,8,5,6,1966-01-08
6,The Dave Clark Five,Over And Over,5,1,9,1966-01-08
7,James Brown And The Famous Flames,I Got You (I Feel Good),3,3,9,1966-01-08
8,The Vogues,Five O'Clock World,11,8,7,1966-01-08
9,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),4,1,12,1966-01-08
10,The Beatles,Day Tripper,18,10,4,1966-01-08
11,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Let's Hang On!,6,3,14,1966-01-08
12,The McCoys,Fever,7,7,9,1966-01-08
13,The T-Bones,No Matter What Shape (Your Stomach's In),22,13,5,1966-01-08
14,The Rolling Stones,As Tears Go By,48,14,3,1966-01-08
15,Herman's Hermits,A Must To Avoid,27,15,3,1966-01-08
16,The Lovin' Spoonful,You Didn't Have To Be So Nice,21,16,7,1966-01-08
17,Eddy Arnold,Make The World Go Away,10,6,13,1966-01-08
18,Jackie Lee,The Duck,24,18,8,1966-01-08
19,Al Martino,Spanish Eyes,25,19,6,1966-01-08
20,Roger Miller,England Swings,9,8,10,1966-01-08
21,Elvis Presley With The Jordanaires,Puppet On A String,14,14,9,1966-01-08
22,Barry Young,One Has My Name (The Other Has My Heart),13,13,10,1966-01-08
23,Paul Revere & The Raiders Featuring Mark Lindsay,Just Like Me,28,23,6,1966-01-08
24,Mike Douglas,The Men In My Little Girl's Life,57,24,3,1966-01-08
25,The Animals,It's My Life,23,23,10,1966-01-08
26,Bobby Vinton,Satin Pillows,29,26,6,1966-01-08
27,The Wonder Who?,Don't Think Twice,17,12,10,1966-01-08
28,The Toys,Attack,33,28,4,1966-01-08
29,Joe Tex,A Sweet Woman Like You,34,29,6,1966-01-08
30,Tom Jones,Thunderball,36,30,5,1966-01-08
31,Jay & The Americans,Sunday And Me,26,18,8,1966-01-08
32,Mitch Ryder And The Detroit Wheels,Jenny Take A Ride!,43,32,5,1966-01-08
33,The Impressions,You've Been Cheatin',37,33,8,1966-01-08
34,The Beach Boys,The Little Girl I Once Knew,20,20,7,1966-01-08
35,The Knickerbockers,Lies,40,35,6,1966-01-08
36,The Shangri-Las,I Can Never Go Home Anymore,15,6,10,1966-01-08
37,Ronny And The Daytonas,Sandy,45,37,6,1966-01-08
38,The Kinks,A Well Respected Man,50,38,6,1966-01-08
39,The Hollies,Look Through Any Window,49,39,8,1966-01-08
40,Herb Alpert & The Tijuana Brass,Taste Of Honey,31,7,16,1966-01-08
41,Billy Joe Royal,I've Got To Be Somebody,44,41,6,1966-01-08
42,The Viscounts,Harlem Nocturne,39,39,27,1966-01-08
43,Ramsey Lewis Trio,Hang On Sloopy,19,11,8,1966-01-08
44,Roy Head And The Traits,Apple Of My Eye,42,32,8,1966-01-08
45,Ray Charles,Crying Time,56,45,5,1966-01-08
46,Johnny Rivers,Under Your Spell Again,60,46,4,1966-01-08
47,Frank Sinatra,It Was A Very Good Year,58,47,3,1966-01-08
48,Dionne Warwick,Are You There (With Another Girl),52,48,5,1966-01-08
49,Barbra Streisand,Second Hand Rose,59,49,4,1966-01-08
50,Hedgehoppers Anonymous,It's Good News Week,54,50,6,1966-01-08
51,Noel Harrison,A Young Girl,55,51,6,1966-01-08
52,Petula Clark,My Love,74,52,3,1966-01-08
53,Bobby Goldsboro,Broomstick Cowboy,63,53,4,1966-01-08
54,Connie Francis,Jealous Heart,47,47,7,1966-01-08
55,Vic Dana,Crystal Chandelier,51,51,6,1966-01-08
56,Herb Alpert & The Tijuana Brass,Zorba The Greek,67,56,3,1966-01-08
57,Stevie Wonder,Uptight (Everything's Alright),78,57,4,1966-01-08
58,The Beach Boys,Barbara Ann,81,58,2,1966-01-08
59,The Miracles,Going To A Go-Go,69,59,3,1966-01-08
60,"Dino, Desi & Billy",Please Don't Fight It,64,60,5,1966-01-08
61,The C.O.D.'s,Michael,65,61,7,1966-01-08
62,Fontella Bass,Recovery,79,62,3,1966-01-08
63,Gene Pitney,Princess In Rags,46,37,8,1966-01-08
64,Elvis Presley With The Jordanaires,Tell Me Why,75,64,2,1966-01-08
65,The Marvelettes,Don't Mess With Bill,80,65,2,1966-01-08
66,Lou Christie,Lightnin' Strikes,82,66,3,1966-01-08
67,Len Barry,Like A Baby,83,67,2,1966-01-08
68,The 4 Seasons,Little Boy (In Grown Up Clothes),77,68,3,1966-01-08
69,Herb Alpert & The Tijuana Brass,Tijuana Taxi,71,69,3,1966-01-08
70,The Packers,Hole In The Wall,61,43,9,1966-01-08
71,Jack Jones,Love Bug,72,71,5,1966-01-08
72,James Brown At The Organ,Try Me,66,63,8,1966-01-08
73,Wilson Pickett,Don't Fight It,70,53,10,1966-01-08
74,Buck Owens and The Buckaroos,Buckaroo,62,60,9,1966-01-08
75,Patti LaBelle And The Blue Belles,All Or Nothing,68,68,6,1966-01-08
76,Bobby Powell,C.C. Rider,76,76,6,1966-01-08
77,The Gentrys,Spread It On Thick,85,77,2,1966-01-08
78,Don Covay & The Goodtimers,Seesaw,53,44,9,1966-01-08
79,Little Anthony And The Imperials,Hurt,89,79,2,1966-01-08
80,The Five Americans,I See The Light,92,80,2,1966-01-08
81,Chris Montez,Call Me,-,81,1,1966-01-08
82,The Young Rascals,I Ain't Gonna Eat Out My Heart Anymore,86,82,3,1966-01-08
83,Lou Johnson,A Time To Love-A Time To Cry (Petite Fleur),73,59,9,1966-01-08
84,Maxine Brown,If You Gotta Make A Fool Of Somebody,84,84,5,1966-01-08
85,The Temptations,Don't Look Back,88,85,4,1966-01-08
86,Martha & The Vandellas,Love (Makes Me Do Foolish Things),87,86,5,1966-01-08
87,Bob Dylan,Can You Please Crawl Out Your Window?,99,87,2,1966-01-08
88,Gene Chandler,Rainbow '65 (Part I),-,81,5,1966-01-08
89,King Curtis,Spanish Harlem,98,89,3,1966-01-08
90,Lee Dorsey,"Get Out Of My Life, Woman",93,90,2,1966-01-08
91,Bobby Bland,I'm Too Far Gone (To Turn Around),-,91,1,1966-01-08
92,The Manhattans,Follow Your Heart,96,92,2,1966-01-08
93,Lowell Fulsom,Black Nights,91,91,3,1966-01-08
94,Red Sovine,Giddyup Go,-,94,1,1966-01-08
95,Ben E. King,Goodnight My Love,-,95,1,1966-01-08
96,Billy Vaughn And His Orchestra,Michelle,-,96,1,1966-01-08
97,Tammi Terrell,I Can't Believe You Love Me,-,97,1,1966-01-08
98,David & Jonathan,Michelle,-,98,1,1966-01-08
99,The Mamas & The Papas,California Dreamin',-,99,1,1966-01-08
100,Solomon Burke,Baby Come On Home,-,100,1,1966-01-08
1,The Beatles,We Can Work It Out,1,1,5,1966-01-15
2,Simon & Garfunkel,The Sound Of Silence,2,1,9,1966-01-15
3,Gary Lewis And The Playboys,She's Just My Style,3,3,6,1966-01-15
4,The Vogues,Five O'Clock World,8,4,8,1966-01-15
5,The Righteous Brothers,Ebb Tide,5,5,7,1966-01-15
6,The Beatles,Day Tripper,10,6,5,1966-01-15
7,The Statler Brothers,Flowers On The Wall,4,4,10,1966-01-15
8,Mike Douglas,The Men In My Little Girl's Life,24,8,4,1966-01-15
9,The Rolling Stones,As Tears Go By,14,9,4,1966-01-15
10,The T-Bones,No Matter What Shape (Your Stomach's In),13,10,6,1966-01-15
11,Herman's Hermits,A Must To Avoid,15,11,4,1966-01-15
12,The Lovin' Spoonful,You Didn't Have To Be So Nice,16,12,8,1966-01-15
13,The Dave Clark Five,Over And Over,6,1,10,1966-01-15
14,The McCoys,Fever,12,7,10,1966-01-15
15,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Let's Hang On!,11,3,15,1966-01-15
16,Paul Revere & The Raiders Featuring Mark Lindsay,Just Like Me,23,16,7,1966-01-15
17,Jackie Lee,The Duck,18,17,9,1966-01-15
18,Al Martino,Spanish Eyes,19,18,7,1966-01-15
19,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),9,1,13,1966-01-15
20,James Brown And The Famous Flames,I Got You (I Feel Good),7,3,10,1966-01-15
21,Mitch Ryder And The Detroit Wheels,Jenny Take A Ride!,32,21,6,1966-01-15
22,The Toys,Attack,28,22,5,1966-01-15
23,Bobby Vinton,Satin Pillows,26,23,7,1966-01-15
24,Petula Clark,My Love,52,24,4,1966-01-15
25,The Animals,It's My Life,25,23,11,1966-01-15
26,The Knickerbockers,Lies,35,26,7,1966-01-15
27,Tom Jones,Thunderball,30,27,6,1966-01-15
28,The Kinks,A Well Respected Man,38,28,7,1966-01-15
29,Joe Tex,A Sweet Woman Like You,29,29,7,1966-01-15
30,Ronny And The Daytonas,Sandy,37,30,7,1966-01-15
31,The Beach Boys,Barbara Ann,58,31,3,1966-01-15
32,Eddy Arnold,Make The World Go Away,17,6,14,1966-01-15
33,Ray Charles,Crying Time,45,33,6,1966-01-15
34,The Hollies,Look Through Any Window,39,34,9,1966-01-15
35,Johnny Rivers,Under Your Spell Again,46,35,5,1966-01-15
36,The Wonder Who?,Don't Think Twice,27,12,11,1966-01-15
37,Frank Sinatra,It Was A Very Good Year,47,37,4,1966-01-15
38,Billy Joe Royal,I've Got To Be Somebody,41,38,7,1966-01-15
39,Roger Miller,England Swings,20,8,11,1966-01-15
40,Barry Young,One Has My Name (The Other Has My Heart),22,13,11,1966-01-15
41,Barbra Streisand,Second Hand Rose,49,41,5,1966-01-15
42,The Viscounts,Harlem Nocturne,42,39,28,1966-01-15
43,Herb Alpert & The Tijuana Brass,Zorba The Greek,56,43,4,1966-01-15
44,Elvis Presley With The Jordanaires,Puppet On A String,21,14,10,1966-01-15
45,Dionne Warwick,Are You There (With Another Girl),48,45,6,1966-01-15
46,Stevie Wonder,Uptight (Everything's Alright),57,46,5,1966-01-15
47,Elvis Presley With The Jordanaires,Tell Me Why,64,47,3,1966-01-15
48,The Miracles,Going To A Go-Go,59,48,4,1966-01-15
49,The Shangri-Las,I Can Never Go Home Anymore,36,6,11,1966-01-15
50,The Impressions,You've Been Cheatin',33,33,9,1966-01-15
51,Noel Harrison,A Young Girl,51,51,7,1966-01-15
52,Lou Christie,Lightnin' Strikes,66,52,4,1966-01-15
53,Bobby Goldsboro,Broomstick Cowboy,53,53,5,1966-01-15
54,Len Barry,Like A Baby,67,54,3,1966-01-15
55,The Marvelettes,Don't Mess With Bill,65,55,3,1966-01-15
56,Fontella Bass,Recovery,62,56,4,1966-01-15
57,Hedgehoppers Anonymous,It's Good News Week,50,50,7,1966-01-15
58,The Beach Boys,The Little Girl I Once Knew,34,20,8,1966-01-15
59,Connie Francis,Jealous Heart,54,47,8,1966-01-15
60,The 4 Seasons,Little Boy (In Grown Up Clothes),68,60,4,1966-01-15
61,The C.O.D.'s,Michael,61,61,8,1966-01-15
62,Vic Dana,Crystal Chandelier,55,51,7,1966-01-15
63,"Dino, Desi & Billy",Please Don't Fight It,60,60,6,1966-01-15
64,Herb Alpert & The Tijuana Brass,Tijuana Taxi,69,64,4,1966-01-15
65,The Gentrys,Spread It On Thick,77,65,3,1966-01-15
66,Little Anthony And The Imperials,Hurt,79,66,3,1966-01-15
67,The Young Rascals,I Ain't Gonna Eat Out My Heart Anymore,82,67,4,1966-01-15
68,Chris Montez,Call Me,81,68,2,1966-01-15
69,David & Jonathan,Michelle,98,69,2,1966-01-15
70,The Packers,Hole In The Wall,70,43,10,1966-01-15
71,The Five Americans,I See The Light,80,71,3,1966-01-15
72,Bob Dylan,Can You Please Crawl Out Your Window?,87,72,3,1966-01-15
73,Maxine Brown,If You Gotta Make A Fool Of Somebody,84,73,6,1966-01-15
74,The Mamas & The Papas,California Dreamin',99,74,2,1966-01-15
75,Jr. Walker & The All Stars,Cleo's Mood,-,75,1,1966-01-15
76,Bobby Powell,C.C. Rider,76,76,7,1966-01-15
77,Jack Jones,Love Bug,71,71,6,1966-01-15
78,The Supremes,My World Is Empty Without You,-,78,1,1966-01-15
79,Gene Chandler,Rainbow '65 (Part I),88,79,6,1966-01-15
80,Martha & The Vandellas,Love (Makes Me Do Foolish Things),86,80,6,1966-01-15
81,Lee Dorsey,"Get Out Of My Life, Woman",90,81,3,1966-01-15
82,Red Sovine,Giddyup Go,94,82,2,1966-01-15
83,The Temptations,Don't Look Back,85,83,5,1966-01-15
84,Bobby Bland,I'm Too Far Gone (To Turn Around),91,84,2,1966-01-15
85,The Strangeloves,Night Time,-,85,1,1966-01-15
86,Frankie Valli,(You're Gonna) Hurt Yourself,-,86,1,1966-01-15
87,Tammi Terrell,I Can't Believe You Love Me,97,87,2,1966-01-15
88,Jim Reeves,Snow Flake,-,88,1,1966-01-15
89,King Curtis,Spanish Harlem,89,89,4,1966-01-15
90,Billy Vaughn And His Orchestra,Michelle,96,90,2,1966-01-15
91,Sam & Dave,You Don't Know Like I Know,-,91,1,1966-01-15
92,Sharpees,Tired Of Being Lonely,-,92,1,1966-01-15
93,Jackie Wilson And LaVern Baker,Think Twice,-,93,1,1966-01-15
94,Darrow Fletcher,The Pain Gets A Little Deeper,-,94,1,1966-01-15
95,Ben E. King,Goodnight My Love,95,95,2,1966-01-15
96,Solomon Burke,Baby Come On Home,100,96,2,1966-01-15
97,Eddie Holman,This Can't Be True,-,97,1,1966-01-15
98,The Who,My Generation,-,98,1,1966-01-15
99,Roy Head,Get Back,-,99,1,1966-01-15
100,Jonathan King,Where The Sun Has Never Shone,-,100,1,1966-01-15
1,Simon & Garfunkel,The Sound Of Silence,2,1,10,1966-01-22
2,The Beatles,We Can Work It Out,1,1,6,1966-01-22
3,Gary Lewis And The Playboys,She's Just My Style,3,3,7,1966-01-22
4,The Vogues,Five O'Clock World,4,4,9,1966-01-22
5,The Beatles,Day Tripper,6,5,6,1966-01-22
6,The T-Bones,No Matter What Shape (Your Stomach's In),10,6,7,1966-01-22
7,Mike Douglas,The Men In My Little Girl's Life,8,7,5,1966-01-22
8,Herman's Hermits,A Must To Avoid,11,8,5,1966-01-22
9,The Rolling Stones,As Tears Go By,9,9,5,1966-01-22
10,The Lovin' Spoonful,You Didn't Have To Be So Nice,12,10,9,1966-01-22
11,Paul Revere & The Raiders Featuring Mark Lindsay,Just Like Me,16,11,8,1966-01-22
12,The Statler Brothers,Flowers On The Wall,7,4,11,1966-01-22
13,The Righteous Brothers,Ebb Tide,5,5,8,1966-01-22
14,Jackie Lee,The Duck,17,14,10,1966-01-22
15,The Beach Boys,Barbara Ann,31,15,4,1966-01-22
16,Mitch Ryder And The Detroit Wheels,Jenny Take A Ride!,21,16,7,1966-01-22
17,Petula Clark,My Love,24,17,5,1966-01-22
18,Al Martino,Spanish Eyes,18,18,8,1966-01-22
19,The Toys,Attack,22,19,6,1966-01-22
20,The Knickerbockers,Lies,26,20,8,1966-01-22
21,Ray Charles,Crying Time,33,21,7,1966-01-22
22,The Dave Clark Five,Over And Over,13,1,11,1966-01-22
23,Bobby Vinton,Satin Pillows,23,23,8,1966-01-22
24,The Kinks,A Well Respected Man,28,24,8,1966-01-22
25,Tom Jones,Thunderball,27,25,7,1966-01-22
26,Stevie Wonder,Uptight (Everything's Alright),46,26,6,1966-01-22
27,Ronny And The Daytonas,Sandy,30,27,8,1966-01-22
28,James Brown And The Famous Flames,I Got You (I Feel Good),20,3,11,1966-01-22
29,The Miracles,Going To A Go-Go,48,29,5,1966-01-22
30,Lou Christie,Lightnin' Strikes,52,30,5,1966-01-22
31,Frank Sinatra,It Was A Very Good Year,37,31,5,1966-01-22
32,The Hollies,Look Through Any Window,34,32,10,1966-01-22
33,Herb Alpert & The Tijuana Brass,Zorba The Greek,43,33,5,1966-01-22
34,The Animals,It's My Life,25,23,12,1966-01-22
35,Johnny Rivers,Under Your Spell Again,35,35,6,1966-01-22
36,Len Barry,Like A Baby,54,36,4,1966-01-22
37,Elvis Presley With The Jordanaires,Tell Me Why,47,37,4,1966-01-22
38,Barbra Streisand,Second Hand Rose,41,38,6,1966-01-22
39,Dionne Warwick,Are You There (With Another Girl),45,39,7,1966-01-22
40,Joe Tex,A Sweet Woman Like You,29,29,8,1966-01-22
41,The McCoys,Fever,14,7,11,1966-01-22
42,The Marvelettes,Don't Mess With Bill,55,42,4,1966-01-22
43,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),19,1,14,1966-01-22
44,The C.O.D.'s,Michael,61,44,9,1966-01-22
45,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Let's Hang On!,15,3,16,1966-01-22
46,The Supremes,My World Is Empty Without You,78,46,2,1966-01-22
47,David & Jonathan,Michelle,69,47,3,1966-01-22
48,The Viscounts,Harlem Nocturne,42,39,29,1966-01-22
49,Fontella Bass,Recovery,56,49,5,1966-01-22
50,Billy Joe Royal,I've Got To Be Somebody,38,38,8,1966-01-22
51,Herb Alpert & The Tijuana Brass,Tijuana Taxi,64,51,5,1966-01-22
52,Hedgehoppers Anonymous,It's Good News Week,57,50,8,1966-01-22
53,Little Anthony And The Imperials,Hurt,66,53,4,1966-01-22
54,The Mamas & The Papas,California Dreamin',74,54,3,1966-01-22
55,Noel Harrison,A Young Girl,51,51,8,1966-01-22
56,Bobby Goldsboro,Broomstick Cowboy,53,53,6,1966-01-22
57,The Gentrys,Spread It On Thick,65,57,4,1966-01-22
58,Ramsey Lewis Trio,A Hard Day's Night,-,58,1,1966-01-22
59,The Young Rascals,I Ain't Gonna Eat Out My Heart Anymore,67,59,5,1966-01-22
60,The Five Americans,I See The Light,71,60,4,1966-01-22
61,Chris Montez,Call Me,68,61,3,1966-01-22
62,Jr. Walker & The All Stars,Cleo's Mood,75,62,2,1966-01-22
63,Maxine Brown,If You Gotta Make A Fool Of Somebody,73,63,7,1966-01-22
64,Bob Dylan,Can You Please Crawl Out Your Window?,72,64,4,1966-01-22
65,The 4 Seasons,Little Boy (In Grown Up Clothes),60,60,5,1966-01-22
66,The Strangeloves,Night Time,85,66,2,1966-01-22
67,Frankie Valli,(You're Gonna) Hurt Yourself,86,67,2,1966-01-22
68,Lee Dorsey,"Get Out Of My Life, Woman",81,68,4,1966-01-22
69,Gene Chandler,Rainbow '65 (Part I),79,69,7,1966-01-22
70,Martha & The Vandellas,Love (Makes Me Do Foolish Things),80,70,7,1966-01-22
71,Ronnie Dove,When Liking Turns To Loving,-,71,1,1966-01-22
72,"Dino, Desi & Billy",Please Don't Fight It,63,60,7,1966-01-22
73,The Packers,Hole In The Wall,70,43,11,1966-01-22
74,Nancy Sinatra,These Boots Are Made For Walkin',-,74,1,1966-01-22
75,Martha & The Vandellas,My Baby Loves Me,-,75,1,1966-01-22
76,Bobby Bland,I'm Too Far Gone (To Turn Around),84,76,3,1966-01-22
77,The Who,My Generation,98,77,2,1966-01-22
78,Billy Vaughn And His Orchestra,Michelle,90,78,3,1966-01-22
79,Jim Reeves,Snow Flake,88,79,2,1966-01-22
80,Tammi Terrell,I Can't Believe You Love Me,87,80,3,1966-01-22
81,Roy Orbison,Breakin' Up Is Breakin' My Heart,-,81,1,1966-01-22
82,The Sunrays,Andrea,-,82,1,1966-01-22
83,Bob Lind,Elusive Butterfly,-,83,1,1966-01-22
84,Mel Carter,Love Is All We Need,-,84,1,1966-01-22
85,Red Sovine,Giddyup Go,82,82,3,1966-01-22
86,Bert Kaempfert And His Orchestra,Bye Bye Blues,-,86,1,1966-01-22
87,Sharpees,Tired Of Being Lonely,92,87,2,1966-01-22
88,Roy Head,Get Back,99,88,2,1966-01-22
89,Eddie Holman,This Can't Be True,97,89,2,1966-01-22
90,Sam & Dave,You Don't Know Like I Know,91,90,2,1966-01-22
91,Ben E. King,Goodnight My Love,95,91,3,1966-01-22
92,Bud Shank,Michelle,-,92,1,1966-01-22
93,Johnny Lytle,The Loop,-,93,1,1966-01-22
94,Darrow Fletcher,The Pain Gets A Little Deeper,94,94,2,1966-01-22
95,Johnny and The Expressions,Something I Want To Tell You,-,95,1,1966-01-22
96,King Curtis,Spanish Harlem,89,89,5,1966-01-22
97,Jonathan King,Where The Sun Has Never Shone,100,97,2,1966-01-22
98,Mary Wells,Can't You See (You're Losing Me),-,98,1,1966-01-22
99,Deon Jackson,Love Makes The World Go Round,-,99,1,1966-01-22
100,Billy Stewart,Because I Love You,-,100,1,1966-01-22
1,The Beatles,We Can Work It Out,2,1,7,1966-01-29
2,The Beach Boys,Barbara Ann,15,2,5,1966-01-29
3,Gary Lewis And The Playboys,She's Just My Style,3,3,8,1966-01-29
4,The T-Bones,No Matter What Shape (Your Stomach's In),6,4,8,1966-01-29
5,The Vogues,Five O'Clock World,4,4,10,1966-01-29
6,The Rolling Stones,As Tears Go By,9,6,6,1966-01-29
7,Mike Douglas,The Men In My Little Girl's Life,7,7,6,1966-01-29
8,Herman's Hermits,A Must To Avoid,8,8,6,1966-01-29
9,Petula Clark,My Love,17,9,6,1966-01-29
