rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
8,Jerry Reed,Amos Moses,8,8,19,1971-03-06
9,Nitty Gritty Dirt Band,Mr. Bojangles,9,9,16,1971-03-06
10,Wadsworth Mansion,Sweet Mary,7,7,11,1971-03-06
11,Creedence Clearwater Revival,Have You Ever Seen The Rain/Hey Tonight,13,11,6,1971-03-06
12,Ike & Tina Turner,Proud Mary,21,12,6,1971-03-06
13,Henry Mancini And His Orchestra,(Theme From) Love Story,14,13,8,1971-03-06
14,Dawn,Knock Three Times,3,1,16,1971-03-06
15,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Doesn't Somebody Want To Be Wanted,19,15,4,1971-03-06
16,Lynn Anderson,Rose Garden,4,3,15,1971-03-06
17,Bobby Goldsboro,Watching Scotty Grow,11,11,11,1971-03-06
18,Wilson Pickett,Don't Let The Green Grass Fool You,20,18,8,1971-03-06
19,Judy Collins,Amazing Grace,15,15,13,1971-03-06
20,Dave Edmunds,I Hear You Knocking,6,4,11,1971-03-06
21,The Grass Roots,Temptation Eyes,24,21,11,1971-03-06
22,Sammi Smith,Help Me Make It Through The Night,27,22,8,1971-03-06
23,Bobby Sherman,Cried Like A Baby,32,23,4,1971-03-06
24,Andy Williams,(Where Do I Begin) Love Story,35,24,5,1971-03-06
25,King Floyd,Groove Me,18,6,20,1971-03-06
26,Santana,Oye Como Va,53,26,3,1971-03-06
27,George Harrison,What Is Life,66,27,2,1971-03-06
28,Johnnie Taylor,Jody's Got Your Girl And Gone,28,28,8,1971-03-06
29,Marvin Gaye,What's Going On,49,29,3,1971-03-06
30,Rufus Thomas,(Do The) Push And Pull Part I,25,25,12,1971-03-06
31,Francis Lai And His Orchestra,Theme From Love Story,33,31,6,1971-03-06
32,Chicago,Free,54,32,3,1971-03-06
33,Gladys Knight And The Pips,If I Were Your Woman,23,9,15,1971-03-06
34,The Mike Curb Congregation,Burning Bridges,34,34,14,1971-03-06
35,Cat Stevens,Wild World,48,35,4,1971-03-06
36,Bloodrock,D.O.A.,38,36,10,1971-03-06
37,Jackie Moore,"Precious, Precious",37,30,14,1971-03-06
38,Aretha Franklin,You're All I Need To Get By,46,38,3,1971-03-06
39,Van Morrison,Blue Money,44,39,5,1971-03-06
40,Four Tops,Just Seven Numbers (Can Straighten Out My Life),40,40,7,1971-03-06
41,Bee Gees,Lonely Days,22,3,14,1971-03-06
42,James Taylor,Country Road,45,42,5,1971-03-06
43,The Guess Who,Hang On To Your Life,43,43,6,1971-03-06
44,Chairman Of The Board,Chairman Of The Board,55,44,4,1971-03-06
45,B.J. Thomas,No Love At All,68,45,2,1971-03-06
46,The 5th Dimension,"Love's Lines, Angles And Rhymes",69,46,2,1971-03-06
47,Bread,Let Your Love Go,42,28,10,1971-03-06
48,Brewer And Shipley,One Toke Over The Line,57,48,4,1971-03-06
49,Freda Payne,Cherish What Is Dear To You (While It's Near to You),56,49,4,1971-03-06
50,Joe Simon,Your Time To Cry,47,40,12,1971-03-06
51,Alice Cooper,Eighteen,77,51,3,1971-03-06
52,The Main Ingredient,I'm So Proud,52,49,13,1971-03-06
53,Liz Damon's Orient Express,1900 Yesterday,50,33,11,1971-03-06
54,Little Sister,Somebody's Watching You,51,32,13,1971-03-06
55,Paul McCartney,Another Day/Oh Woman Oh Why,-,55,1,1971-03-06
56,The Staple Singers,Heavy Makes You Happy (Sha-Na-Boom Boom),71,56,5,1971-03-06
57,Runt,We Gotta Get You A Woman,41,20,17,1971-03-06
58,The Statler Brothers,Bed Of Rose's,58,58,8,1971-03-06
59,The Fuzz,I Love You For All Seasons,63,59,7,1971-03-06
60,Murray Head With The Trinidad Singers,Superstar,65,60,17,1971-03-06
61,James Brown,Soul Power (Pt. 1),84,61,2,1971-03-06
62,The Originals,God Bless Whoever Sent You,59,53,12,1971-03-06
63,Emitt Rhodes,Fresh As A Daisy,60,54,9,1971-03-06
64,Perry Como,It's Impossible,29,10,17,1971-03-06
65,B.B. King,Ask Me No Questions,83,65,4,1971-03-06
66,The Impressions,Ain't Got Time,85,66,2,1971-03-06
67,Engelbert Humperdinck,When There's No You,-,67,1,1971-03-06
68,Arkade,The Morning Of Our Lives,82,68,4,1971-03-06
69,The Presidents,Triangle Of Love (Hey Diddle Diddle),72,69,6,1971-03-06
70,Brian Hyland,Lonely Teardrops,74,70,4,1971-03-06
71,Gary Puckett,Keep The Customer Satisfied,73,71,5,1971-03-06
72,Jerry Butler Featuring Brenda Lee Eager,If It's Real What I Feel,-,72,1,1971-03-06
73,Sugarloaf,Tongue In Cheek,-,73,1,1971-03-06
74,R. Dean Taylor,Ain't It A Sad Thing,76,74,4,1971-03-06
75,Dusk,Angel Baby,75,75,5,1971-03-06
76,Candi Staton,He Called Me Baby,67,52,10,1971-03-06
77,McGuinness Flint,When I'm Dead And Gone,62,47,9,1971-03-06
78,Conway Twitty & Loretta Lynn,After The Fire Is Gone,86,78,2,1971-03-06
79,Z.Z. Hill,Don't Make Me Pay For His Mistakes,94,79,2,1971-03-06
80,Detroit Emeralds,Do Me Right,80,80,3,1971-03-06
81,The Lettermen,Everything Is Good About You,81,81,6,1971-03-06
82,Isaac Hayes,The Look Of Love,87,82,4,1971-03-06
83,Matthews' Southern Comfort,Woodstock,-,83,1,1971-03-06
84,The Mixtures,Pushbike Song,-,84,1,1971-03-06
85,Steppenwolf,Snow Blind Friend,-,85,1,1971-03-06
86,Billy Joe Royal,Tulsa,88,86,3,1971-03-06
87,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),-,87,1,1971-03-06
88,The Stairsteps,Didn't It Look So Easy,93,88,5,1971-03-06
89,Donovan,Celia Of The Seals,98,89,2,1971-03-06
90,James Brown,Spinning Wheel (Pt. 1),-,90,1,1971-03-06
91,Derek & The Dominos,Bell Bottom Blues,91,91,2,1971-03-06
92,Ann Peebles,I Pity The Fool,-,92,1,1971-03-06
93,Ballin' Jack,Super Highway,100,93,4,1971-03-06
94,Helen Reddy,I Don't Know How To Love Him,95,94,3,1971-03-06
95,The Buoys,Timothy,99,93,4,1971-03-06
96,100 Proof Aged in Soul,One Man's Leftovers (Is Another Man's Feast),96,96,2,1971-03-06
97,The Gentrys,Wild World,97,97,2,1971-03-06
98,Mac Davis,Beginning To Feel The Pain,92,92,2,1971-03-06
99,The Bells,Stay Awhile,-,99,1,1971-03-06
100,Quicksilver Messenger Service,What About Me,-,100,1,1971-03-06
1,The Osmonds,One Bad Apple,1,1,11,1971-03-13
2,Janis Joplin,Me And Bobby McGee,3,2,7,1971-03-13
3,Carpenters,For All We Know,7,3,6,1971-03-13
4,The Temptations,Just My Imagination (Running Away With Me),4,4,6,1971-03-13
5,Tom Jones,She's A Lady,6,5,6,1971-03-13
6,Jackson 5,Mama's Pearl,2,2,7,1971-03-13
7,Ike & Tina Turner,Proud Mary,12,7,7,1971-03-13
8,Creedence Clearwater Revival,Have You Ever Seen The Rain/Hey Tonight,11,8,7,1971-03-13
9,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Doesn't Somebody Want To Be Wanted,15,9,5,1971-03-13
10,Gordon Lightfoot,If You Could Read My Mind,5,5,12,1971-03-13
11,Jerry Reed,Amos Moses,8,8,20,1971-03-13
12,Nitty Gritty Dirt Band,Mr. Bojangles,9,9,17,1971-03-13
13,Henry Mancini And His Orchestra,(Theme From) Love Story,13,13,9,1971-03-13
14,Wadsworth Mansion,Sweet Mary,10,7,12,1971-03-13
15,Sammi Smith,Help Me Make It Through The Night,22,15,9,1971-03-13
16,Bobby Sherman,Cried Like A Baby,23,16,5,1971-03-13
17,Wilson Pickett,Don't Let The Green Grass Fool You,18,17,9,1971-03-13
18,Marvin Gaye,What's Going On,29,18,4,1971-03-13
19,George Harrison,What Is Life,27,19,3,1971-03-13
20,The Grass Roots,Temptation Eyes,21,20,12,1971-03-13
21,Dawn,Knock Three Times,14,1,17,1971-03-13
22,Lynn Anderson,Rose Garden,16,3,16,1971-03-13
23,Andy Williams,(Where Do I Begin) Love Story,24,23,6,1971-03-13
24,Chicago,Free,32,24,4,1971-03-13
25,Santana,Oye Como Va,26,25,4,1971-03-13
26,Dave Edmunds,I Hear You Knocking,20,4,12,1971-03-13
27,Bobby Goldsboro,Watching Scotty Grow,17,11,12,1971-03-13
28,Van Morrison,Blue Money,39,28,6,1971-03-13
29,Judy Collins,Amazing Grace,19,15,14,1971-03-13
30,Aretha Franklin,You're All I Need To Get By,38,30,4,1971-03-13
31,Francis Lai And His Orchestra,Theme From Love Story,31,31,7,1971-03-13
32,B.J. Thomas,No Love At All,45,32,3,1971-03-13
33,Cat Stevens,Wild World,35,33,5,1971-03-13
34,Johnnie Taylor,Jody's Got Your Girl And Gone,28,28,9,1971-03-13
35,The Mike Curb Congregation,Burning Bridges,34,34,15,1971-03-13
36,Paul McCartney,Another Day/Oh Woman Oh Why,55,36,2,1971-03-13
37,Rufus Thomas,(Do The) Push And Pull Part I,30,25,13,1971-03-13
38,The 5th Dimension,"Love's Lines, Angles And Rhymes",46,38,3,1971-03-13
39,Brewer And Shipley,One Toke Over The Line,48,39,5,1971-03-13
40,James Brown,Soul Power (Pt. 1),61,40,3,1971-03-13
41,Bloodrock,D.O.A.,36,36,11,1971-03-13
42,James Taylor,Country Road,42,42,6,1971-03-13
43,Chairman Of The Board,Chairman Of The Board,44,43,5,1971-03-13
44,Freda Payne,Cherish What Is Dear To You (While It's Near to You),49,44,5,1971-03-13
45,Alice Cooper,Eighteen,51,45,4,1971-03-13
46,Jackie Moore,"Precious, Precious",37,30,15,1971-03-13
47,Four Tops,Just Seven Numbers (Can Straighten Out My Life),40,40,8,1971-03-13
48,The Guess Who,Hang On To Your Life,43,43,7,1971-03-13
49,The Staple Singers,Heavy Makes You Happy (Sha-Na-Boom Boom),56,49,6,1971-03-13
50,B.B. King,Ask Me No Questions,65,50,5,1971-03-13
51,The Fuzz,I Love You For All Seasons,59,51,8,1971-03-13
52,Engelbert Humperdinck,When There's No You,67,52,2,1971-03-13
53,Glen Campbell,Dream Baby (How Long Must I Dream),-,53,1,1971-03-13
54,Joe Simon,Your Time To Cry,50,40,13,1971-03-13
55,Stephen Stills,Sit Yourself Down,-,55,1,1971-03-13
56,Liz Damon's Orient Express,1900 Yesterday,53,33,12,1971-03-13
57,The Impressions,Ain't Got Time,66,57,3,1971-03-13
58,Three Dog Night,Joy To The World,-,58,1,1971-03-13
59,The Statler Brothers,Bed Of Rose's,58,58,9,1971-03-13
60,Elvis Presley,"Where Did They Go, Lord/Rags To Riches",-,60,1,1971-03-13
61,Brian Hyland,Lonely Teardrops,70,61,5,1971-03-13
62,Arkade,The Morning Of Our Lives,68,62,5,1971-03-13
63,Murray Head With The Trinidad Singers,Superstar,60,60,18,1971-03-13
64,Dusk,Angel Baby,75,64,6,1971-03-13
65,Detroit Emeralds,Do Me Right,80,65,4,1971-03-13
66,R. Dean Taylor,Ain't It A Sad Thing,74,66,5,1971-03-13
67,Stevie Wonder,We Can Work It Out,-,67,1,1971-03-13
68,The Presidents,Triangle Of Love (Hey Diddle Diddle),69,68,7,1971-03-13
69,Conway Twitty & Loretta Lynn,After The Fire Is Gone,78,69,3,1971-03-13
70,Z.Z. Hill,Don't Make Me Pay For His Mistakes,79,70,3,1971-03-13
71,Sugarloaf,Tongue In Cheek,73,71,2,1971-03-13
72,Jerry Butler Featuring Brenda Lee Eager,If It's Real What I Feel,72,72,2,1971-03-13
73,The Buoys,Timothy,95,73,5,1971-03-13
74,The Lettermen,Everything Is Good About You,81,74,7,1971-03-13
75,Ray Charles,Don't Change On Me,-,75,1,1971-03-13
76,The Bells,Stay Awhile,99,76,2,1971-03-13
77,The Mixtures,Pushbike Song,84,77,2,1971-03-13
78,Matthews' Southern Comfort,Woodstock,83,78,2,1971-03-13
79,Isaac Hayes,The Look Of Love,82,79,5,1971-03-13
80,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),87,80,2,1971-03-13
81,The Stairsteps,Didn't It Look So Easy,88,81,6,1971-03-13
82,Steppenwolf,Snow Blind Friend,85,82,2,1971-03-13
83,The Mob,Give It To Me,-,83,1,1971-03-13
84,Donovan,Celia Of The Seals,89,84,3,1971-03-13
85,Helen Reddy,I Don't Know How To Love Him,94,85,4,1971-03-13
86,Charley Pride,I'd Rather Love You,-,86,1,1971-03-13
87,Ocean,Put Your Hand In The Hand,-,87,1,1971-03-13
88,King Floyd,Baby Let Me Kiss You,-,88,1,1971-03-13
89,Salvage,Hot Pants,-,89,1,1971-03-13
90,James Brown,Spinning Wheel (Pt. 1),90,90,2,1971-03-13
91,Ann Peebles,I Pity The Fool,92,91,2,1971-03-13
92,"Emerson, Lake & Palmer",Lucky Man,-,92,1,1971-03-13
93,The Ides Of March,L.A. Goodbye,-,93,1,1971-03-13
94,The Raeletts,Bad Water,-,94,1,1971-03-13
95,Odds & Ends,Love Makes The World Go Round,-,95,1,1971-03-13
96,The Osmond Brothers,I Can't Stop,-,96,1,1971-03-13
97,Paul Humphrey & His Cool Aid Chemists,Cool Aid,-,97,1,1971-03-13
98,Wilbert Harrison,My Heart Is Yours,-,98,1,1971-03-13
99,Mike Reilly,1927 Kansas City,-,99,1,1971-03-13
100,Quicksilver Messenger Service,What About Me,100,100,2,1971-03-13
1,Janis Joplin,Me And Bobby McGee,2,1,8,1971-03-20
2,Tom Jones,She's A Lady,5,2,7,1971-03-20
3,The Temptations,Just My Imagination (Running Away With Me),4,3,7,1971-03-20
4,The Osmonds,One Bad Apple,1,1,12,1971-03-20
5,Carpenters,For All We Know,3,3,7,1971-03-20
6,Ike & Tina Turner,Proud Mary,7,6,8,1971-03-20
7,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Doesn't Somebody Want To Be Wanted,9,7,6,1971-03-20
8,Marvin Gaye,What's Going On,18,8,5,1971-03-20
9,Sammi Smith,Help Me Make It Through The Night,15,9,10,1971-03-20
10,Gordon Lightfoot,If You Could Read My Mind,10,5,13,1971-03-20
11,Jerry Reed,Amos Moses,11,8,21,1971-03-20
12,Creedence Clearwater Revival,Have You Ever Seen The Rain/Hey Tonight,8,8,8,1971-03-20
13,Jackson 5,Mama's Pearl,6,2,8,1971-03-20
14,Andy Williams,(Where Do I Begin) Love Story,23,14,7,1971-03-20
15,George Harrison,What Is Life,19,15,4,1971-03-20
16,Bobby Sherman,Cried Like A Baby,16,16,6,1971-03-20
17,Nitty Gritty Dirt Band,Mr. Bojangles,12,9,18,1971-03-20
18,The Grass Roots,Temptation Eyes,20,18,13,1971-03-20
19,Henry Mancini And His Orchestra,(Theme From) Love Story,13,13,10,1971-03-20
20,Paul McCartney,Another Day/Oh Woman Oh Why,36,20,3,1971-03-20
21,Wadsworth Mansion,Sweet Mary,14,7,13,1971-03-20
22,Cat Stevens,Wild World,33,22,6,1971-03-20
23,Chicago,Free,24,23,5,1971-03-20
24,Santana,Oye Como Va,25,24,5,1971-03-20
25,Van Morrison,Blue Money,28,25,7,1971-03-20
26,Brewer And Shipley,One Toke Over The Line,39,26,6,1971-03-20
27,Aretha Franklin,You're All I Need To Get By,30,27,5,1971-03-20
28,B.J. Thomas,No Love At All,32,28,4,1971-03-20
29,Wilson Pickett,Don't Let The Green Grass Fool You,17,17,10,1971-03-20
30,Lynn Anderson,Rose Garden,22,3,17,1971-03-20
31,Judy Collins,Amazing Grace,29,15,15,1971-03-20
32,James Brown,Soul Power (Pt. 1),40,32,4,1971-03-20
33,The 5th Dimension,"Love's Lines, Angles And Rhymes",38,33,4,1971-03-20
34,Dawn,Knock Three Times,21,1,18,1971-03-20
35,Francis Lai And His Orchestra,Theme From Love Story,31,31,8,1971-03-20
36,Bobby Goldsboro,Watching Scotty Grow,27,11,13,1971-03-20
37,James Taylor,Country Road,42,37,7,1971-03-20
38,Alice Cooper,Eighteen,45,38,5,1971-03-20
39,The Mike Curb Congregation,Burning Bridges,35,34,16,1971-03-20
40,The Staple Singers,Heavy Makes You Happy (Sha-Na-Boom Boom),49,40,7,1971-03-20
41,Bloodrock,D.O.A.,41,36,12,1971-03-20
42,Chairman Of The Board,Chairman Of The Board,43,42,6,1971-03-20
43,Johnnie Taylor,Jody's Got Your Girl And Gone,34,28,10,1971-03-20
44,Freda Payne,Cherish What Is Dear To You (While It's Near to You),44,44,6,1971-03-20
45,Three Dog Night,Joy To The World,58,45,2,1971-03-20
46,B.B. King,Ask Me No Questions,50,46,6,1971-03-20
47,Glen Campbell,Dream Baby (How Long Must I Dream),53,47,2,1971-03-20
48,Stephen Stills,Sit Yourself Down,55,48,2,1971-03-20
49,Elvis Presley,"Where Did They Go, Lord/Rags To Riches",60,49,2,1971-03-20
50,Engelbert Humperdinck,When There's No You,52,50,3,1971-03-20
51,The Fuzz,I Love You For All Seasons,51,51,9,1971-03-20
52,Stevie Wonder,We Can Work It Out,67,52,2,1971-03-20
53,Detroit Emeralds,Do Me Right,65,53,5,1971-03-20
54,The Impressions,Ain't Got Time,57,54,4,1971-03-20
55,Brian Hyland,Lonely Teardrops,61,55,6,1971-03-20
56,The Bells,Stay Awhile,76,56,3,1971-03-20
57,Dusk,Angel Baby,64,57,7,1971-03-20
58,Ray Charles,Don't Change On Me,75,58,2,1971-03-20
59,Sugarloaf,Tongue In Cheek,71,59,3,1971-03-20
60,Arkade,The Morning Of Our Lives,62,60,6,1971-03-20
61,Conway Twitty & Loretta Lynn,After The Fire Is Gone,69,61,4,1971-03-20
62,Z.Z. Hill,Don't Make Me Pay For His Mistakes,70,62,4,1971-03-20
63,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),80,63,3,1971-03-20
64,Matthews' Southern Comfort,Woodstock,78,64,3,1971-03-20
65,Murray Head With The Trinidad Singers,Superstar,63,60,19,1971-03-20
66,Steppenwolf,Snow Blind Friend,82,66,3,1971-03-20
67,The Buoys,Timothy,73,67,6,1971-03-20
68,The Mixtures,Pushbike Song,77,68,3,1971-03-20
69,Jerry Butler Featuring Brenda Lee Eager,If It's Real What I Feel,72,69,3,1971-03-20
70,King Floyd,Baby Let Me Kiss You,88,70,2,1971-03-20
71,Ocean,Put Your Hand In The Hand,87,71,2,1971-03-20
72,Ray Price,I Won't Mention It Again,-,72,1,1971-03-20
73,Elton John,Friends,-,73,1,1971-03-20
74,Dionne Warwick,Who Gets The Guy,-,74,1,1971-03-20
75,The Mob,Give It To Me,83,75,2,1971-03-20
76,Salvage,Hot Pants,89,76,2,1971-03-20
77,Helen Reddy,I Don't Know How To Love Him,85,77,5,1971-03-20
78,"Emerson, Lake & Palmer",Lucky Man,92,78,2,1971-03-20
79,Smokey Robinson & The Miracles,I Don't Blame You At All,-,79,1,1971-03-20
80,Johnny Cash,Man In Black,-,80,1,1971-03-20
81,The Raeletts,Bad Water,94,81,2,1971-03-20
82,Barbra Streisand,Time And Love,-,82,1,1971-03-20
83,Paul Humphrey & His Cool Aid Chemists,Cool Aid,97,83,2,1971-03-20
84,Charley Pride,I'd Rather Love You,86,84,2,1971-03-20
85,Ann Peebles,I Pity The Fool,91,85,3,1971-03-20
86,Perry Como,I Think Of You,-,86,1,1971-03-20
87,Odds & Ends,Love Makes The World Go Round,95,87,2,1971-03-20
88,Tyrone Davis,Could I Forget You,-,88,1,1971-03-20
89,The Ides Of March,L.A. Goodbye,93,89,2,1971-03-20
90,The New Seekers featuring Eve Graham,Nickel Song,-,90,1,1971-03-20
91,Merle Haggard And The Strangers,Soldier's Last Letter,-,91,1,1971-03-20
92,The Ray Charles Orchestra,Booty Butt,-,92,1,1971-03-20
93,The Intruders,I'm Girl Scoutin',-,93,1,1971-03-20
94,Booker T. & The MG's,Melting Pot,-,94,1,1971-03-20
95,Tommy James,Adrienne,-,95,1,1971-03-20
96,Richie Havens,Here Comes The Sun,-,96,1,1971-03-20
97,Mike Reilly,1927 Kansas City,99,97,2,1971-03-20
98,Wilbert Harrison,My Heart Is Yours,98,98,2,1971-03-20
99,The Kimberlys,I Don't Know How To Love Him/Everything's Alright,-,99,1,1971-03-20
100,Nilsson,Me And My Arrow,-,100,1,1971-03-20
1,Janis Joplin,Me And Bobby McGee,1,1,9,1971-03-27
2,The Temptations,Just My Imagination (Running Away With Me),3,2,8,1971-03-27
3,Tom Jones,She's A Lady,2,2,8,1971-03-27
4,Ike & Tina Turner,Proud Mary,6,4,9,1971-03-27
5,Carpenters,For All We Know,5,3,8,1971-03-27
6,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Doesn't Somebody Want To Be Wanted,7,6,7,1971-03-27
7,Marvin Gaye,What's Going On,8,7,6,1971-03-27
8,Sammi Smith,Help Me Make It Through The Night,9,8,11,1971-03-27
9,The Osmonds,One Bad Apple,4,1,13,1971-03-27
10,George Harrison,What Is Life,15,10,5,1971-03-27
11,Andy Williams,(Where Do I Begin) Love Story,14,11,8,1971-03-27
12,Jerry Reed,Amos Moses,11,8,22,1971-03-27
13,Gordon Lightfoot,If You Could Read My Mind,10,5,14,1971-03-27
14,Paul McCartney,Another Day/Oh Woman Oh Why,20,14,4,1971-03-27
15,Santana,Oye Como Va,24,15,6,1971-03-27
16,The Grass Roots,Temptation Eyes,18,16,14,1971-03-27
17,Creedence Clearwater Revival,Have You Ever Seen The Rain/Hey Tonight,12,8,9,1971-03-27
18,Jackson 5,Mama's Pearl,13,2,9,1971-03-27
19,Cat Stevens,Wild World,22,19,7,1971-03-27
20,Bobby Sherman,Cried Like A Baby,16,16,7,1971-03-27
21,Aretha Franklin,You're All I Need To Get By,27,21,6,1971-03-27
22,Brewer And Shipley,One Toke Over The Line,26,22,7,1971-03-27
23,Chicago,Free,23,23,6,1971-03-27
24,B.J. Thomas,No Love At All,28,24,5,1971-03-27
25,Van Morrison,Blue Money,25,25,8,1971-03-27
26,Nitty Gritty Dirt Band,Mr. Bojangles,17,9,19,1971-03-27
27,Henry Mancini And His Orchestra,(Theme From) Love Story,19,13,11,1971-03-27
28,The 5th Dimension,"Love's Lines, Angles And Rhymes",33,28,5,1971-03-27
29,Wadsworth Mansion,Sweet Mary,21,7,14,1971-03-27
30,James Brown,Soul Power (Pt. 1),32,30,5,1971-03-27
31,The Staple Singers,Heavy Makes You Happy (Sha-Na-Boom Boom),40,31,8,1971-03-27
32,Alice Cooper,Eighteen,38,32,6,1971-03-27
33,Wilson Pickett,Don't Let The Green Grass Fool You,29,17,11,1971-03-27
34,Three Dog Night,Joy To The World,45,34,3,1971-03-27
35,Stevie Wonder,We Can Work It Out,52,35,3,1971-03-27
36,Elvis Presley,"Where Did They Go, Lord/Rags To Riches",49,36,3,1971-03-27
37,Ocean,Put Your Hand In The Hand,71,37,3,1971-03-27
38,The Bells,Stay Awhile,56,38,4,1971-03-27
39,Stephen Stills,Sit Yourself Down,48,39,3,1971-03-27
40,Glen Campbell,Dream Baby (How Long Must I Dream),47,40,3,1971-03-27
41,James Taylor,Country Road,37,37,8,1971-03-27
42,Francis Lai And His Orchestra,Theme From Love Story,35,31,9,1971-03-27
43,B.B. King,Ask Me No Questions,46,43,7,1971-03-27
44,Chairman Of The Board,Chairman Of The Board,42,42,7,1971-03-27
45,Neil Diamond,I Am...I Said/Done Too Soon,-,45,1,1971-03-27
46,The Mike Curb Congregation,Burning Bridges,39,34,17,1971-03-27
47,Engelbert Humperdinck,When There's No You,50,47,4,1971-03-27
48,Freda Payne,Cherish What Is Dear To You (While It's Near to You),44,44,7,1971-03-27
49,King Floyd,Baby Let Me Kiss You,70,49,3,1971-03-27
50,The Fuzz,I Love You For All Seasons,51,50,10,1971-03-27
51,Ray Charles,Don't Change On Me,58,51,3,1971-03-27
52,Detroit Emeralds,Do Me Right,53,52,6,1971-03-27
53,The Impressions,Ain't Got Time,54,53,5,1971-03-27
54,Brian Hyland,Lonely Teardrops,55,54,7,1971-03-27
55,Bloodrock,D.O.A.,41,36,13,1971-03-27
56,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),63,56,4,1971-03-27
57,Dusk,Angel Baby,57,57,8,1971-03-27
58,Sugarloaf,Tongue In Cheek,59,58,4,1971-03-27
59,Elton John,Friends,73,59,2,1971-03-27
60,Smokey Robinson & The Miracles,I Don't Blame You At All,79,60,2,1971-03-27
61,Conway Twitty & Loretta Lynn,After The Fire Is Gone,61,61,5,1971-03-27
62,Z.Z. Hill,Don't Make Me Pay For His Mistakes,62,62,5,1971-03-27
63,Matthews' Southern Comfort,Woodstock,64,63,4,1971-03-27
64,The Buoys,Timothy,67,64,7,1971-03-27
65,Barbra Streisand,Time And Love,82,65,2,1971-03-27
66,Steppenwolf,Snow Blind Friend,66,66,4,1971-03-27
67,The Mixtures,Pushbike Song,68,67,4,1971-03-27
68,"Emerson, Lake & Palmer",Lucky Man,78,68,3,1971-03-27
69,Dionne Warwick,Who Gets The Guy,74,69,2,1971-03-27
70,Ray Price,I Won't Mention It Again,72,70,2,1971-03-27
71,Dawn,I Play And Sing,-,71,1,1971-03-27
72,Bread,If,-,72,1,1971-03-27
73,Salvage,Hot Pants,76,73,3,1971-03-27
74,The Mob,Give It To Me,75,74,3,1971-03-27
75,Helen Reddy,I Don't Know How To Love Him,77,75,6,1971-03-27
76,Tyrone Davis,Could I Forget You,88,76,2,1971-03-27
77,Johnny Cash,Man In Black,80,77,2,1971-03-27
78,The Raeletts,Bad Water,81,78,3,1971-03-27
79,Charley Pride,I'd Rather Love You,84,79,3,1971-03-27
80,Perry Como,I Think Of You,86,80,2,1971-03-27
81,Kenny Rogers & The First Edition,Someone Who Cares,-,81,1,1971-03-27
82,Paul Humphrey & His Cool Aid Chemists,Cool Aid,83,82,3,1971-03-27
83,The Ray Charles Orchestra,Booty Butt,92,83,2,1971-03-27
84,The Ides Of March,L.A. Goodbye,89,84,3,1971-03-27
85,Ann Peebles,I Pity The Fool,85,85,4,1971-03-27
86,Nilsson,Me And My Arrow,100,86,2,1971-03-27
87,Odds & Ends,Love Makes The World Go Round,87,87,3,1971-03-27
88,Donny Osmond of The Osmonds,Sweet And Innocent,-,88,1,1971-03-27
89,Kiki Dee,Love Makes The World Go Round,-,89,1,1971-03-27
90,The New Seekers featuring Eve Graham,Nickel Song,90,90,2,1971-03-27
91,Merle Haggard And The Strangers,Soldier's Last Letter,91,91,2,1971-03-27
92,Booker T. & The MG's,Melting Pot,94,92,2,1971-03-27
93,The Intruders,I'm Girl Scoutin',93,93,2,1971-03-27
94,Richie Havens,Here Comes The Sun,96,94,2,1971-03-27
95,Tommy James,Adrienne,95,95,2,1971-03-27
96,Mike Reilly,1927 Kansas City,97,96,3,1971-03-27
97,Poco,C'mon,-,97,1,1971-03-27
98,Derek & The Dominos,Layla,-,98,1,1971-03-27
99,Andy Kim,I Wish I Were,-,99,1,1971-03-27
100,Mountain,The Animal Trainer And The Toad,-,100,1,1971-03-27
1,The Temptations,Just My Imagination (Running Away With Me),2,1,9,1971-04-03
2,Janis Joplin,Me And Bobby McGee,1,1,10,1971-04-03
3,Carpenters,For All We Know,5,3,9,1971-04-03
4,Tom Jones,She's A Lady,3,2,9,1971-04-03
5,Marvin Gaye,What's Going On,7,5,7,1971-04-03
6,Ike & Tina Turner,Proud Mary,4,4,10,1971-04-03
7,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Doesn't Somebody Want To Be Wanted,6,6,8,1971-04-03
8,Sammi Smith,Help Me Make It Through The Night,8,8,12,1971-04-03
9,Andy Williams,(Where Do I Begin) Love Story,11,9,9,1971-04-03
10,Paul McCartney,Another Day/Oh Woman Oh Why,14,10,5,1971-04-03
11,Three Dog Night,Joy To The World,34,11,4,1971-04-03
12,Cat Stevens,Wild World,19,12,8,1971-04-03
13,Santana,Oye Como Va,15,13,7,1971-04-03
14,George Harrison,What Is Life,10,10,6,1971-04-03
15,The Grass Roots,Temptation Eyes,16,15,15,1971-04-03
