rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
71,Johnny Crawford,Proud,87,71,2,1963-01-12
72,Jimmy McGriff,All About My Girl,81,72,2,1963-01-12
73,Bobby Goldsboro,Molly,82,73,4,1963-01-12
74,Bobby Bland,Call On Me,79,74,2,1963-01-12
75,Jan Bradley,Mama Didn't Lie,98,75,2,1963-01-12
76,The Emotions,Echo,80,76,6,1963-01-12
77,Bent Fabric and His Piano,Chicken Feed,-,77,1,1963-01-12
78,Roosevelt Fountain And Pens Of Rhythm,Red Pepper I,88,78,2,1963-01-12
79,Etta James,Would It Make Any Difference To You,-,79,1,1963-01-12
80,The Cascades,Rhythm Of The Rain,-,80,1,1963-01-12
81,Jimmy Clanton,Darkest Street In Town,86,81,2,1963-01-12
82,Booker T. & The MG's,Jellybread,95,82,3,1963-01-12
83,Lou Christie,The Gypsy Cried,91,83,2,1963-01-12
84,Steve Alaimo,Every Day I Have To Cry,92,84,2,1963-01-12
85,The Toy Dolls,Little Tin Soldier,85,85,3,1963-01-12
86,Aretha Franklin,Trouble In Mind,93,86,5,1963-01-12
87,Mike Clifford,What To Do With Laurie,-,87,2,1963-01-12
88,The Alley Cats,"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)",-,88,1,1963-01-12
89,Sue Thompson,Willie Can,-,89,1,1963-01-12
90,Tony Bennett,I Wanna Be Around,-,90,1,1963-01-12
91,Dobie Gray,Look At Me,-,91,1,1963-01-12
92,Baby Jane & The Rockabyes,How Much Is That Doggie In The Window,99,92,2,1963-01-12
93,"Peter, Paul & Mary",Big Boat,-,93,2,1963-01-12
94,Tony Bennett,I Will Live My Life For You,94,94,2,1963-01-12
95,Junior Parker,Someone Somewhere,-,95,1,1963-01-12
96,Marvin Gaye,Hitch Hike,-,96,1,1963-01-12
97,The Sherrys,Slop Time,-,97,1,1963-01-12
98,Don Covay,The Popeye Waddle,-,98,2,1963-01-12
99,The Supremes,Let Me Go The Right Way,-,91,2,1963-01-12
100,The Moments,Walk Right In,-,100,1,1963-01-12
1,Steve Lawrence,Go Away Little Girl,1,1,11,1963-01-19
2,The Tornadoes,Telstar,2,1,12,1963-01-19
3,Brook Benton,Hotel Happiness,4,3,9,1963-01-19
4,The Exciters,Tell Him,6,4,8,1963-01-19
5,Bobby Vee,The Night Has A Thousand Eyes,7,5,7,1963-01-19
6,Chubby Checker,Limbo Rock,3,2,20,1963-01-19
7,Mary Wells,Two Lovers,9,7,8,1963-01-19
8,Paul Petersen,My Dad,10,8,10,1963-01-19
9,Lou Monte,Pepino The Italian Mouse,5,5,7,1963-01-19
10,Paul and Paula,Hey Paula,30,10,4,1963-01-19
11,The Rooftop Singers,Walk Right In,35,11,3,1963-01-19
12,Rick Nelson,It's Up To You,14,12,6,1963-01-19
13,The Drifters,Up On The Roof,16,13,12,1963-01-19
14,Dickey Lee,I Saw Linda Yesterday,17,14,7,1963-01-19
15,Bob B. Soxx And The Blue Jeans,Zip-A-Dee Doo-Dah,8,8,10,1963-01-19
16,Johnny Thunder,Loop De Loop,19,16,5,1963-01-19
17,Gene Pitney,Half Heaven - Half Heartache,20,17,6,1963-01-19
18,The 4 Seasons,Big Girls Don't Cry,11,1,14,1963-01-19
19,Marcie Blane,Bobby's Girl,12,3,14,1963-01-19
20,The Shirelles,Everybody Loves A Lover,21,20,8,1963-01-19
21,Elvis Presley With The Jordanaires,Return To Sender,13,2,14,1963-01-19
22,Ray Charles,You Are My Sunshine,15,7,10,1963-01-19
23,Connie Francis,I'm Gonna' Be Warm This Winter,37,23,6,1963-01-19
24,Jerry Wallace,Shutters And Boards,24,24,10,1963-01-19
25,The Earls,Remember Then,32,25,6,1963-01-19
26,Dionne Warwick,Don't Make Me Over,28,26,7,1963-01-19
27,Kitty Kallen,My Coloring Book,38,27,5,1963-01-19
28,The Miracles,You've Really Got A Hold On Me,33,28,7,1963-01-19
29,Les Cooper and the Soul Rockers,Wiggle Wobble,22,22,14,1963-01-19
30,Herb Alpert And Tijuana Brass,The Lonely Bull (El Solo Torro),18,6,13,1963-01-19
31,"Esther Phillips ""Little Esther""",Release Me,23,8,13,1963-01-19
32,Sandy Stewart,My Coloring Book,42,32,4,1963-01-19
33,Bobby Vinton,Trouble Is My Middle Name,34,33,7,1963-01-19
34,LaVern Baker,See See Rider,36,34,8,1963-01-19
35,The Cookies,Chains,26,17,11,1963-01-19
36,The Pastel Six,The Cinnamon Cinder (It's A Very Nice Dance),49,36,4,1963-01-19
37,Dion,Love Came To Me,27,10,11,1963-01-19
38,Bobby Vinton,Let's Kiss And Make Up,40,38,8,1963-01-19
39,Nat King Cole,Dear Lonely Hearts,25,13,11,1963-01-19
40,The Crystals,He's Sure The Boy I Love,57,40,4,1963-01-19
41,Ned Miller,From A Jack To A King,51,41,4,1963-01-19
42,Del Shannon,Little Town Flirt,53,42,5,1963-01-19
43,Chris Montez,Some Kinda Fun,43,43,7,1963-01-19
44,Timi Yuro,The Love Of A Boy,46,44,8,1963-01-19
45,Little Eva,Keep Your Hands Off My Baby,29,12,12,1963-01-19
46,Frank Ifield,Lovesick Blues,52,46,5,1963-01-19
47,The Orlons,Don't Hang Up,31,4,15,1963-01-19
48,The Routers,Let's Go (pony),48,19,12,1963-01-19
49,Joe Harnell And His Orchestra,Fly Me To The Moon - Bossa Nova,66,49,4,1963-01-19
50,Marion Worth,Shake Me I Rattle (Squeeze Me I Cry),63,50,4,1963-01-19
51,Johnny Crawford,Proud,71,51,3,1963-01-19
52,The Rebels,Wild Weekend,67,52,4,1963-01-19
53,Flatt & Scruggs,The Ballad Of Jed Clampett,54,53,7,1963-01-19
54,The Contours,Shake Sherry,61,54,5,1963-01-19
55,Floyd Cramer,Java,62,55,4,1963-01-19
56,The Marvelettes,Strange I Know,59,56,8,1963-01-19
57,Marty Robbins,Ruby Ann,44,18,10,1963-01-19
58,Duane Eddy and the Rebelettes,(Dance With The) Guitar Man,45,12,16,1963-01-19
59,The Beach Boys,Ten Little Indians,56,49,8,1963-01-19
60,Vince Guaraldi Trio,Cast Your Fate To The Wind,70,60,7,1963-01-19
61,Peggy Lee,I'm A Woman,68,61,3,1963-01-19
62,Jan Bradley,Mama Didn't Lie,75,62,3,1963-01-19
63,Lonnie Russ,My Wife Can't Cook,64,57,7,1963-01-19
64,Gabriel And The Angels,That's Life (That's Tough),58,51,11,1963-01-19
65,The Cascades,Rhythm Of The Rain,80,65,2,1963-01-19
66,Paul Anka,Love (Makes the World Go 'round),-,66,1,1963-01-19
67,The Excellents,Coney Island Baby,55,51,9,1963-01-19
68,Etta James,Would It Make Any Difference To You,79,68,2,1963-01-19
69,Dion,Ruby Baby,-,69,1,1963-01-19
70,Bent Fabric and His Piano,Chicken Feed,77,70,2,1963-01-19
71,Bobby Goldsboro,Molly,73,71,5,1963-01-19
72,Bobby Bland,Call On Me,74,72,3,1963-01-19
73,Lou Christie,The Gypsy Cried,83,73,3,1963-01-19
74,Steve Alaimo,Every Day I Have To Cry,84,74,3,1963-01-19
75,The Alley Cats,"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)",88,75,2,1963-01-19
76,Jimmy McGriff,All About My Girl,72,72,3,1963-01-19
77,Barbara Lynn,You're Gonna Need Me,65,65,6,1963-01-19
78,"Peter, Paul & Mary",Settle Down (Goin' Down That Highway),-,78,1,1963-01-19
79,Mike Clifford,What To Do With Laurie,87,79,3,1963-01-19
80,Jimmy Clanton,Darkest Street In Town,81,80,3,1963-01-19
81,Bobby Bland,That's The Way Love Is,-,81,1,1963-01-19
82,Eydie Gorme,Blame It On The Bossa Nova,-,82,1,1963-01-19
83,Sue Thompson,Willie Can,89,83,2,1963-01-19
84,The Toy Dolls,Little Tin Soldier,85,84,4,1963-01-19
85,Don Covay,The Popeye Waddle,98,85,3,1963-01-19
86,Tony Bennett,I Wanna Be Around,90,86,2,1963-01-19
87,Bobby Darin,You're The Reason I'm Living,-,87,1,1963-01-19
88,Booker T. & The MG's,Jellybread,82,82,4,1963-01-19
89,Baby Jane & The Rockabyes,How Much Is That Doggie In The Window,92,89,3,1963-01-19
90,Marvin Gaye,Hitch Hike,96,90,2,1963-01-19
91,Dobie Gray,Look At Me,91,91,2,1963-01-19
92,Tony Bennett,I Will Live My Life For You,94,92,3,1963-01-19
93,The Supremes,Let Me Go The Right Way,99,91,3,1963-01-19
94,Connie Francis,Al Di La,-,90,2,1963-01-19
95,Roosevelt Fountain And Pens Of Rhythm,Red Pepper I,78,78,3,1963-01-19
96,The Matys Bros.,Who Stole The Keeshka?,-,96,1,1963-01-19
97,Dean Martin,"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",-,97,2,1963-01-19
98,The Moments,Walk Right In,100,98,2,1963-01-19
99,Danny & The Juniors,Oo-La-La-Limbo,-,99,1,1963-01-19
100,Jerry Landis,The Lone Teen Ranger,-,100,1,1963-01-19
1,The Rooftop Singers,Walk Right In,11,1,4,1963-01-26
2,Paul and Paula,Hey Paula,10,2,5,1963-01-26
3,Steve Lawrence,Go Away Little Girl,1,1,12,1963-01-26
4,The Exciters,Tell Him,4,4,9,1963-01-26
5,Bobby Vee,The Night Has A Thousand Eyes,5,5,8,1963-01-26
6,Paul Petersen,My Dad,8,6,11,1963-01-26
7,Mary Wells,Two Lovers,7,7,9,1963-01-26
8,The Tornadoes,Telstar,2,1,13,1963-01-26
9,Rick Nelson,It's Up To You,12,9,7,1963-01-26
10,Chubby Checker,Limbo Rock,6,2,21,1963-01-26
11,The Drifters,Up On The Roof,13,11,13,1963-01-26
12,Brook Benton,Hotel Happiness,3,3,10,1963-01-26
13,Johnny Thunder,Loop De Loop,16,13,6,1963-01-26
14,Dickey Lee,I Saw Linda Yesterday,14,14,8,1963-01-26
15,Gene Pitney,Half Heaven - Half Heartache,17,15,7,1963-01-26
16,Lou Monte,Pepino The Italian Mouse,9,5,8,1963-01-26
17,The Miracles,You've Really Got A Hold On Me,28,17,8,1963-01-26
18,Connie Francis,I'm Gonna' Be Warm This Winter,23,18,7,1963-01-26
19,The Shirelles,Everybody Loves A Lover,20,19,9,1963-01-26
20,Bob B. Soxx And The Blue Jeans,Zip-A-Dee Doo-Dah,15,8,11,1963-01-26
21,Dionne Warwick,Don't Make Me Over,26,21,8,1963-01-26
22,Marcie Blane,Bobby's Girl,19,3,15,1963-01-26
23,Kitty Kallen,My Coloring Book,27,23,6,1963-01-26
24,The Earls,Remember Then,25,24,7,1963-01-26
25,Sandy Stewart,My Coloring Book,32,25,5,1963-01-26
26,Jerry Wallace,Shutters And Boards,24,24,11,1963-01-26
27,The 4 Seasons,Big Girls Don't Cry,18,1,15,1963-01-26
28,Ned Miller,From A Jack To A King,41,28,5,1963-01-26
29,The Pastel Six,The Cinnamon Cinder (It's A Very Nice Dance),36,29,5,1963-01-26
30,Del Shannon,Little Town Flirt,42,30,6,1963-01-26
31,Dion,Ruby Baby,69,31,2,1963-01-26
32,The Crystals,He's Sure The Boy I Love,40,32,5,1963-01-26
33,Joe Harnell And His Orchestra,Fly Me To The Moon - Bossa Nova,49,33,5,1963-01-26
34,Elvis Presley With The Jordanaires,Return To Sender,21,2,15,1963-01-26
35,The Cascades,Rhythm Of The Rain,65,35,3,1963-01-26
36,Johnny Crawford,Proud,51,36,4,1963-01-26
37,Les Cooper and the Soul Rockers,Wiggle Wobble,29,22,15,1963-01-26
38,The Rebels,Wild Weekend,52,38,5,1963-01-26
39,Ray Charles,You Are My Sunshine,22,7,11,1963-01-26
40,The 4 Seasons,Walk Like A Man,-,40,1,1963-01-26
41,Bobby Vinton,Trouble Is My Middle Name,33,33,8,1963-01-26
42,LaVern Baker,See See Rider,34,34,9,1963-01-26
43,Marion Worth,Shake Me I Rattle (Squeeze Me I Cry),50,43,5,1963-01-26
44,Frank Ifield,Lovesick Blues,46,44,6,1963-01-26
45,Bobby Vinton,Let's Kiss And Make Up,38,38,9,1963-01-26
46,Chris Montez,Some Kinda Fun,43,43,8,1963-01-26
47,Jan Bradley,Mama Didn't Lie,62,47,4,1963-01-26
48,The Cookies,Chains,35,17,12,1963-01-26
49,The Marvelettes,Strange I Know,56,49,9,1963-01-26
50,Herb Alpert And Tijuana Brass,The Lonely Bull (El Solo Torro),30,6,14,1963-01-26
51,Flatt & Scruggs,The Ballad Of Jed Clampett,53,51,8,1963-01-26
52,Floyd Cramer,Java,55,52,5,1963-01-26
53,The Contours,Shake Sherry,54,53,6,1963-01-26
54,Paul Anka,Love (Makes the World Go 'round),66,54,2,1963-01-26
55,Vince Guaraldi Trio,Cast Your Fate To The Wind,60,55,8,1963-01-26
56,Bobby Darin,You're The Reason I'm Living,87,56,2,1963-01-26
57,The Routers,Let's Go (pony),48,19,13,1963-01-26
58,The Alley Cats,"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)",75,58,3,1963-01-26
59,"Esther Phillips ""Little Esther""",Release Me,31,8,14,1963-01-26
60,Bobby Bland,Call On Me,72,60,4,1963-01-26
61,Peggy Lee,I'm A Woman,61,61,4,1963-01-26
62,Lou Christie,The Gypsy Cried,73,62,4,1963-01-26
63,Sam Cooke,Send Me Some Lovin',-,63,1,1963-01-26
64,Steve Alaimo,Every Day I Have To Cry,74,64,4,1963-01-26
65,Etta James,Would It Make Any Difference To You,68,65,3,1963-01-26
66,Brenda Lee,She'll Never Know,-,66,1,1963-01-26
67,Eydie Gorme,Blame It On The Bossa Nova,82,67,2,1963-01-26
68,Mike Clifford,What To Do With Laurie,79,68,4,1963-01-26
69,Bent Fabric and His Piano,Chicken Feed,70,69,3,1963-01-26
70,Bobby Goldsboro,Molly,71,70,6,1963-01-26
71,Baby Jane & The Rockabyes,How Much Is That Doggie In The Window,89,71,4,1963-01-26
72,"Peter, Paul & Mary",Settle Down (Goin' Down That Highway),78,72,2,1963-01-26
73,Brenda Lee,Your Used To Be,-,73,1,1963-01-26
74,Lonnie Russ,My Wife Can't Cook,63,57,8,1963-01-26
75,Tony Bennett,I Wanna Be Around,86,75,3,1963-01-26
76,Jimmy McGriff,All About My Girl,76,72,4,1963-01-26
77,Jimmy Clanton,Darkest Street In Town,80,77,4,1963-01-26
78,Don Covay,The Popeye Waddle,85,78,4,1963-01-26
79,Sue Thompson,Willie Can,83,79,3,1963-01-26
80,Bobby Bland,That's The Way Love Is,81,80,2,1963-01-26
81,Johnny Mathis,What Will My Mary Say,-,81,1,1963-01-26
82,Henry Mancini And His Orchestra,Days Of Wine And Roses,-,82,1,1963-01-26
83,Marvin Gaye,Hitch Hike,90,83,3,1963-01-26
84,Skeeter Davis,The End Of The World,-,84,1,1963-01-26
85,The Matys Bros.,Who Stole The Keeshka?,96,85,2,1963-01-26
86,Teddy Randazzo,Big Wide World,-,86,1,1963-01-26
87,Booker T. & The MG's,Jellybread,88,82,5,1963-01-26
88,The Moments,Walk Right In,98,88,3,1963-01-26
89,Patsy Cline,Leavin' On Your Mind,-,89,1,1963-01-26
90,Tony Bennett,I Will Live My Life For You,92,90,4,1963-01-26
91,Burl Ives,The Same Old Hurt,-,91,1,1963-01-26
92,Connie Francis,Al Di La,94,90,3,1963-01-26
93,The Supremes,Let Me Go The Right Way,93,91,4,1963-01-26
94,Dean Martin,"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",97,94,3,1963-01-26
95,Sammy Davis Jr.,As Long As She Needs Me,-,95,1,1963-01-26
96,The Kingston Trio,Greenback Dollar,-,96,1,1963-01-26
97,Jerry Landis,The Lone Teen Ranger,100,97,2,1963-01-26
98,The Duprees,I'd Rather Be Here In Your Arms,-,98,1,1963-01-26
99,Danny & The Juniors,Oo-La-La-Limbo,99,99,2,1963-01-26
100,Charlie Byrd,Meditation (Meditacao),-,100,1,1963-01-26
1,The Rooftop Singers,Walk Right In,1,1,5,1963-02-02
2,Paul and Paula,Hey Paula,2,2,6,1963-02-02
3,Bobby Vee,The Night Has A Thousand Eyes,5,3,9,1963-02-02
4,Steve Lawrence,Go Away Little Girl,3,1,13,1963-02-02
5,Johnny Thunder,Loop De Loop,13,5,7,1963-02-02
6,Rick Nelson,It's Up To You,9,6,8,1963-02-02
7,The Drifters,Up On The Roof,11,7,14,1963-02-02
