rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
39,Brooks & Dunn,You Can't Take The Honky Tonk Out Of The Girl,42,39,9,2004-01-03
40,Eamon,F**k It (I Don't Want You Back),58,40,5,2004-01-03
41,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather,40,1,28,2004-01-03
42,Toby Keith,I Love This Bar,41,26,18,2004-01-03
43,Clay Aiken,Invisible,43,43,7,2004-01-03
44,Stacie Orrico,(There's Gotta Be) More To Life,38,30,16,2004-01-03
45,Jessica Simpson,With You,65,45,2,2004-01-03
46,Bow Wow Featuring Jagged Edge,My Baby,54,46,5,2004-01-03
47,Mary J. Blige Featuring Eve,Not Today,47,47,4,2004-01-03
48,Maroon 5,Harder To Breathe,37,18,20,2004-01-03
49,matchbox twenty,Unwell,48,5,42,2004-01-03
50,Michelle Branch,Breathe,45,36,9,2004-01-03
51,Sarah McLachlan,Fallen,51,51,11,2004-01-03
52,Cassidy Featuring R. Kelly,Hotel,71,52,3,2004-01-03
53,Musiq,Forthenight,53,53,9,2004-01-03
54,Toby Keith,American Soldier,69,54,2,2004-01-03
55,Three Days Grace,(I Hate) Everything About You,55,55,6,2004-01-03
56,Joe,More & More,49,48,7,2004-01-03
57,Tim McGraw,Watch The Wind Blow By,61,57,4,2004-01-03
58,Ruben Studdard,Sorry 2004,-,58,1,2004-01-03
59,Rodney Atkins,Honesty (Write Me A List),59,59,14,2004-01-03
60,Terri Clark,I Wanna Do It All,60,60,4,2004-01-03
61,Mya,Fallen,57,56,6,2004-01-03
62,Shania Twain,She's Not Just A Pretty Face,62,62,5,2004-01-03
63,George Strait,Cowboys Like Us,46,38,14,2004-01-03
64,Brad Paisley,Little Moments,72,64,3,2004-01-03
65,B2K Featuring Fabolous,Badaboom,79,65,3,2004-01-03
66,Tracy Byrd,Drinkin' Bone,66,66,6,2004-01-03
67,Jet,Are You Gonna Be My Girl,73,67,3,2004-01-03
68,The Offspring,Hit That,74,68,3,2004-01-03
69,Montgomery Gentry,Hell Yeah,64,45,10,2004-01-03
70,Chris Cagle,Chicks Dig It,56,53,10,2004-01-03
71,Ashanti,Rain On Me,50,7,19,2004-01-03
72,Marques Houston Featuring Joe Budden & Pied Piper,Clubbin,63,39,18,2004-01-03
73,Puddle Of Mudd,Away From Me,76,72,7,2004-01-03
74,Ludacris,Splash Waterfalls,-,74,1,2004-01-03
75,Incubus,Megalomaniac,-,75,1,2004-01-03
76,"Marques Houston Featuring Jermaine ""JD"" Dupri",Pop That Booty,82,76,4,2004-01-03
77,Fountains Of Wayne,Stacy's Mom,70,21,13,2004-01-03
78,Missy Elliott,Pass That Dutch,68,27,12,2004-01-03
79,Pat Green,Wave On Wave,77,39,19,2004-01-03
80,Trapt,Still Frame,80,69,8,2004-01-03
81,Rascal Flatts,I Melt,78,34,20,2004-01-03
82,Sean Paul Featuring Sasha,I'm Still In Love With You,-,82,1,2004-01-03
83,Britney Spears Featuring Madonna,Me Against The Music,81,35,11,2004-01-03
84,Ginuwine,Love You More,83,78,10,2004-01-03
85,Big Tymers Featuring R. Kelly,Gangsta Girl,97,85,2,2004-01-03
86,Lonestar,Walking In Memphis,75,61,9,2004-01-03
87,A Perfect Circle,Weak And Powerless,89,61,15,2004-01-03
88,Gary Allan,Tough Little Boys,87,32,20,2004-01-03
89,Juvenile Featuring Mannie Fresh,In My Life,-,89,1,2004-01-03
90,Barenaked Ladies,Another Postcard (Chimps),86,82,12,2004-01-03
91,Lasgo,Alone,95,91,2,2004-01-03
92,Ryan Duarte,You,92,92,2,2004-01-03
93,Too Short Featuring Lil Jon & The East Side Boyz,Shake That Monkey,94,92,7,2004-01-03
94,John Mayer,Bigger Than My Body,90,33,19,2004-01-03
95,Josh Turner,Long Black Train,91,91,4,2004-01-03
96,Trillville,Neva Eva,96,96,3,2004-01-03
97,Live,Heaven,85,59,19,2004-01-03
98,Monica,Knock Knock,84,75,15,2004-01-03
99,Petey Pablo,Freek-A-Leek,-,99,1,2004-01-03
100,Michael Jackson,One More Chance,100,83,5,2004-01-03
1,OutKast,Hey Ya!,1,1,13,2004-01-10
2,OutKast Featuring Sleepy Brown,The Way You Move,2,2,16,2004-01-10
3,Kelis,Milkshake,3,3,15,2004-01-10
4,Alicia Keys,You Don't Know My Name,4,4,9,2004-01-10
5,Ludacris Featuring Shawnna,Stand Up,5,1,19,2004-01-10
6,Jagged Edge,Walked Outta Heaven,6,6,19,2004-01-10
7,Baby Bash Featuring Frankie J,Suga Suga,7,7,21,2004-01-10
8,3 Doors Down,Here Without You,8,5,20,2004-01-10
9,Twista Featuring Kanye West & Jamie Foxx,Slow Jamz,9,9,6,2004-01-10
10,Beyonce,"Me, Myself And I",10,10,9,2004-01-10
11,No Doubt,It's My Life,11,11,11,2004-01-10
12,Nickelback,Someday,12,12,21,2004-01-10
13,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,18,2,37,2004-01-10
14,Beyonce Featuring Sean Paul,Baby Boy,13,1,22,2004-01-10
15,YoungBloodZ Featuring Lil Jon,Damn!,15,4,23,2004-01-10
16,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,14,3,17,2004-01-10
17,JAY-Z,Change Clothes,17,10,9,2004-01-10
18,Avant,Read Your Mind,19,18,15,2004-01-10
19,R. Kelly,Step In The Name Of Love,16,9,21,2004-01-10
20,Tupac Featuring The Notorious B.I.G.,Runnin (Dying To Live),20,19,13,2004-01-10
21,Linkin Park,Numb,24,21,10,2004-01-10
22,Dido,White Flag,23,22,17,2004-01-10
23,Santana Featuring Alex Band Or Chad Kroeger,Why Don't You & I,21,8,25,2004-01-10
24,Nick Cannon Featuring R. Kelly,Gigolo,27,24,9,2004-01-10
25,Trapt,Headstrong,22,16,38,2004-01-10
26,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker,32,26,9,2004-01-10
27,G Unit,Stunt 101,25,13,11,2004-01-10
28,Murphy Lee Featuring Jermaine Dupri,Wat Da Hook Gon Be,26,17,14,2004-01-10
29,Sheryl Crow,The First Cut Is The Deepest,30,29,12,2004-01-10
30,Staind,So Far Away,28,24,24,2004-01-10
31,Kanye West,Through The Wire,33,31,7,2004-01-10
32,Simple Plan,Perfect,29,24,11,2004-01-10
33,Christina Aguilera,The Voice Within,36,33,7,2004-01-10
34,Kenny Chesney,There Goes My Life,31,29,10,2004-01-10
35,Alan Jackson,Remember When,34,34,5,2004-01-10
36,matchbox twenty,Bright Lights,35,23,16,2004-01-10
37,matchbox twenty,Unwell,49,5,43,2004-01-10
38,Westside Connection Featuring Nate Dogg,Gangsta Nation,38,38,6,2004-01-10
39,Eamon,F**k It (I Don't Want You Back),40,39,6,2004-01-10
40,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather,41,1,29,2004-01-10
41,Mary J. Blige Featuring Eve,Not Today,47,41,5,2004-01-10
42,Bow Wow Featuring Jagged Edge,My Baby,46,42,6,2004-01-10
43,Liz Phair,Why Can't I?,37,32,17,2004-01-10
44,Clay Aiken,Invisible,43,43,8,2004-01-10
45,Jessica Simpson,With You,45,45,3,2004-01-10
46,Cassidy Featuring R. Kelly,Hotel,52,46,4,2004-01-10
47,Sarah McLachlan,Fallen,51,47,12,2004-01-10
48,Brooks & Dunn,You Can't Take The Honky Tonk Out Of The Girl,39,39,10,2004-01-10
49,Maroon 5,Harder To Breathe,48,18,21,2004-01-10
50,Ruben Studdard,Sorry 2004,58,50,2,2004-01-10
51,Mya,Fallen,61,51,7,2004-01-10
52,Stacie Orrico,(There's Gotta Be) More To Life,44,30,17,2004-01-10
53,Usher Featuring Lil Jon & Ludacris,Yeah!,-,53,1,2004-01-10
54,Michelle Branch,Breathe,50,36,10,2004-01-10
55,Three Days Grace,(I Hate) Everything About You,55,55,7,2004-01-10
56,Toby Keith,I Love This Bar,42,26,19,2004-01-10
57,Joe,More & More,56,48,8,2004-01-10
58,Toby Keith,American Soldier,54,54,3,2004-01-10
59,B2K Featuring Fabolous,Badaboom,65,59,4,2004-01-10
60,Ludacris,Splash Waterfalls,74,60,2,2004-01-10
61,Terri Clark,I Wanna Do It All,60,60,5,2004-01-10
62,Tim McGraw,Watch The Wind Blow By,57,57,5,2004-01-10
63,Musiq,Forthenight,53,53,10,2004-01-10
64,The Offspring,Hit That,68,64,4,2004-01-10
65,Rodney Atkins,Honesty (Write Me A List),59,59,15,2004-01-10
66,Jet,Are You Gonna Be My Girl,67,66,4,2004-01-10
67,Marques Houston Featuring Joe Budden & Pied Piper,Clubbin,72,39,19,2004-01-10
68,Shania Twain,She's Not Just A Pretty Face,62,62,6,2004-01-10
69,Brad Paisley,Little Moments,64,64,4,2004-01-10
70,Evanescence,My Immortal,-,70,1,2004-01-10
71,Audioslave,I Am The Highway,-,71,1,2004-01-10
72,Puddle Of Mudd,Away From Me,73,72,8,2004-01-10
73,Obie Trice Featuring Nate Dogg,The Set Up,-,73,1,2004-01-10
74,George Strait,Cowboys Like Us,63,38,15,2004-01-10
75,Incubus,Megalomaniac,75,75,2,2004-01-10
76,"Marques Houston Featuring Jermaine ""JD"" Dupri",Pop That Booty,76,76,5,2004-01-10
77,T.I.,Rubber Band Man,-,77,1,2004-01-10
78,Tracy Byrd,Drinkin' Bone,66,66,7,2004-01-10
79,Montgomery Gentry,Hell Yeah,69,45,11,2004-01-10
80,Trapt,Still Frame,80,69,9,2004-01-10
81,Ashanti,Rain On Me,71,7,20,2004-01-10
82,Sean Paul Featuring Sasha,I'm Still In Love With You,82,82,2,2004-01-10
83,Juvenile Featuring Mannie Fresh,In My Life,89,83,2,2004-01-10
84,Fountains Of Wayne,Stacy's Mom,77,21,14,2004-01-10
85,Big Tymers Featuring R. Kelly,Gangsta Girl,85,85,3,2004-01-10
86,Chris Cagle,Chicks Dig It,70,53,11,2004-01-10
87,Too Short Featuring Lil Jon & The East Side Boyz,Shake That Monkey,93,87,8,2004-01-10
88,Pat Green,Wave On Wave,79,39,20,2004-01-10
89,Missy Elliott,Pass That Dutch,78,27,13,2004-01-10
90,A Perfect Circle,Weak And Powerless,87,61,16,2004-01-10
91,Britney Spears Featuring Madonna,Me Against The Music,83,35,12,2004-01-10
92,Ginuwine,Love You More,84,78,11,2004-01-10
93,Petey Pablo,Freek-A-Leek,99,93,2,2004-01-10
94,Trillville,Neva Eva,96,94,4,2004-01-10
95,Monica,Knock Knock,98,75,16,2004-01-10
96,John Mayer,Bigger Than My Body,94,33,20,2004-01-10
97,Live,Heaven,97,59,20,2004-01-10
98,Barenaked Ladies,Another Postcard (Chimps),90,82,13,2004-01-10
99,Lasgo,Alone,91,91,3,2004-01-10
100,Lonestar,Walking In Memphis,86,61,10,2004-01-10
1,OutKast,Hey Ya!,1,1,14,2004-01-17
2,OutKast Featuring Sleepy Brown,The Way You Move,2,2,17,2004-01-17
3,Kelis,Milkshake,3,3,16,2004-01-17
4,Alicia Keys,You Don't Know My Name,4,4,10,2004-01-17
5,Ludacris Featuring Shawnna,Stand Up,5,1,20,2004-01-17
6,Jagged Edge,Walked Outta Heaven,6,6,20,2004-01-17
7,3 Doors Down,Here Without You,8,5,21,2004-01-17
8,Twista Featuring Kanye West & Jamie Foxx,Slow Jamz,9,8,7,2004-01-17
9,Baby Bash Featuring Frankie J,Suga Suga,7,7,22,2004-01-17
10,Beyonce,"Me, Myself And I",10,10,10,2004-01-17
11,No Doubt,It's My Life,11,11,12,2004-01-17
12,Nickelback,Someday,12,12,22,2004-01-17
13,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,13,2,38,2004-01-17
14,Beyonce Featuring Sean Paul,Baby Boy,14,1,23,2004-01-17
15,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,16,3,18,2004-01-17
16,YoungBloodZ Featuring Lil Jon,Damn!,15,4,24,2004-01-17
17,JAY-Z,Change Clothes,17,10,10,2004-01-17
18,Avant,Read Your Mind,18,18,16,2004-01-17
19,R. Kelly,Step In The Name Of Love,19,9,22,2004-01-17
20,Dido,White Flag,22,20,18,2004-01-17
21,Linkin Park,Numb,21,21,11,2004-01-17
22,Sheryl Crow,The First Cut Is The Deepest,29,22,13,2004-01-17
23,Santana Featuring Alex Band Or Chad Kroeger,Why Don't You & I,23,8,26,2004-01-17
24,Trapt,Headstrong,25,16,39,2004-01-17
25,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker,26,25,10,2004-01-17
26,Tupac Featuring The Notorious B.I.G.,Runnin (Dying To Live),20,19,14,2004-01-17
27,G Unit,Stunt 101,27,13,12,2004-01-17
28,Staind,So Far Away,30,24,25,2004-01-17
29,Nick Cannon Featuring R. Kelly,Gigolo,24,24,10,2004-01-17
30,matchbox twenty,Unwell,37,5,44,2004-01-17
31,Kanye West,Through The Wire,31,31,8,2004-01-17
32,Murphy Lee Featuring Jermaine Dupri,Wat Da Hook Gon Be,28,17,15,2004-01-17
33,Simple Plan,Perfect,32,24,12,2004-01-17
34,Kenny Chesney,There Goes My Life,34,29,11,2004-01-17
35,Alan Jackson,Remember When,35,34,6,2004-01-17
36,matchbox twenty,Bright Lights,36,23,17,2004-01-17
37,Clay Aiken,Invisible,44,37,9,2004-01-17
38,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather,40,1,30,2004-01-17
39,Brooks & Dunn,You Can't Take The Honky Tonk Out Of The Girl,48,39,11,2004-01-17
40,Usher Featuring Lil Jon & Ludacris,Yeah!,53,40,2,2004-01-17
41,Sarah McLachlan,Fallen,47,41,13,2004-01-17
42,Mary J. Blige Featuring Eve,Not Today,41,41,6,2004-01-17
43,Liz Phair,Why Can't I?,43,32,18,2004-01-17
44,Christina Aguilera,The Voice Within,33,33,8,2004-01-17
45,Jessica Simpson,With You,45,45,4,2004-01-17
46,Cassidy Featuring R. Kelly,Hotel,46,46,5,2004-01-17
47,Eamon,F**k It (I Don't Want You Back),39,39,7,2004-01-17
48,Ruben Studdard,Sorry 2004,50,48,3,2004-01-17
49,Westside Connection Featuring Nate Dogg,Gangsta Nation,38,38,7,2004-01-17
50,Maroon 5,Harder To Breathe,49,18,22,2004-01-17
51,Toby Keith,I Love This Bar,56,26,20,2004-01-17
52,Toby Keith,American Soldier,58,52,4,2004-01-17
53,Terri Clark,I Wanna Do It All,61,53,6,2004-01-17
54,Tim McGraw,Watch The Wind Blow By,62,54,6,2004-01-17
55,Bow Wow Featuring Jagged Edge,My Baby,42,42,7,2004-01-17
56,Stacie Orrico,(There's Gotta Be) More To Life,52,30,18,2004-01-17
57,Joe,More & More,57,48,9,2004-01-17
58,Michelle Branch,Breathe,54,36,11,2004-01-17
59,B2K Featuring Fabolous,Badaboom,59,59,5,2004-01-17
60,Ludacris,Splash Waterfalls,60,60,3,2004-01-17
61,Rodney Atkins,Honesty (Write Me A List),65,59,16,2004-01-17
62,Brad Paisley,Little Moments,69,62,5,2004-01-17
63,Shania Twain,She's Not Just A Pretty Face,68,62,7,2004-01-17
64,Three Days Grace,(I Hate) Everything About You,55,55,8,2004-01-17
65,The Offspring,Hit That,64,64,5,2004-01-17
66,Jet,Are You Gonna Be My Girl,66,66,5,2004-01-17
67,Mya,Fallen,51,51,8,2004-01-17
68,Musiq,Forthenight,63,53,11,2004-01-17
69,Tracy Byrd,Drinkin' Bone,78,66,8,2004-01-17
70,Evanescence,My Immortal,70,70,2,2004-01-17
71,Audioslave,I Am The Highway,71,71,2,2004-01-17
72,Martina McBride,In My Daughter's Eyes,-,72,1,2004-01-17
73,George Strait,Cowboys Like Us,74,38,16,2004-01-17
74,Marques Houston Featuring Joe Budden & Pied Piper,Clubbin,67,39,20,2004-01-17
75,Incubus,Megalomaniac,75,75,3,2004-01-17
76,Puddle Of Mudd,Away From Me,72,72,9,2004-01-17
77,T.I.,Rubber Band Man,77,77,2,2004-01-17
78,Montgomery Gentry,Hell Yeah,79,45,12,2004-01-17
79,Chris Cagle,Chicks Dig It,86,53,12,2004-01-17
80,Juvenile Featuring Mannie Fresh,In My Life,83,80,3,2004-01-17
81,Fountains Of Wayne,Stacy's Mom,84,21,15,2004-01-17
82,"Marques Houston Featuring Jermaine ""JD"" Dupri",Pop That Booty,76,76,6,2004-01-17
83,Trapt,Still Frame,80,69,10,2004-01-17
84,Too Short Featuring Lil Jon & The East Side Boyz,Shake That Monkey,87,84,9,2004-01-17
85,Obie Trice Featuring Nate Dogg,The Set Up,73,73,2,2004-01-17
86,Sean Paul Featuring Sasha,I'm Still In Love With You,82,82,3,2004-01-17
87,Petey Pablo,Freek-A-Leek,93,87,3,2004-01-17
88,Big Tymers Featuring R. Kelly,Gangsta Girl,85,85,4,2004-01-17
89,Josh Turner,Long Black Train,-,89,5,2004-01-17
90,A Perfect Circle,Weak And Powerless,90,61,17,2004-01-17
91,Trillville,Neva Eva,94,91,5,2004-01-17
92,Missy Elliott,Pass That Dutch,89,27,14,2004-01-17
93,Monica,Knock Knock,95,75,17,2004-01-17
94,Barenaked Ladies,Another Postcard (Chimps),98,82,14,2004-01-17
95,Britney Spears Featuring Madonna,Me Against The Music,91,35,13,2004-01-17
96,J-Kwon,Tipsy,-,96,1,2004-01-17
97,Ginuwine,Love You More,92,78,12,2004-01-17
98,Lasgo,Alone,99,91,4,2004-01-17
99,MercyMe,I Can Only Imagine,-,71,11,2004-01-17
100,Lonestar,Walking In Memphis,100,61,11,2004-01-17
1,OutKast,Hey Ya!,1,1,15,2004-01-24
2,OutKast Featuring Sleepy Brown,The Way You Move,2,2,18,2004-01-24
3,Kelis,Milkshake,3,3,17,2004-01-24
4,Alicia Keys,You Don't Know My Name,4,4,11,2004-01-24
5,Twista Featuring Kanye West & Jamie Foxx,Slow Jamz,8,5,8,2004-01-24
6,Ludacris Featuring Shawnna,Stand Up,5,1,21,2004-01-24
7,Jagged Edge,Walked Outta Heaven,6,6,21,2004-01-24
8,Beyonce,"Me, Myself And I",10,8,11,2004-01-24
9,Baby Bash Featuring Frankie J,Suga Suga,9,7,23,2004-01-24
10,3 Doors Down,Here Without You,7,5,22,2004-01-24
11,No Doubt,It's My Life,11,11,13,2004-01-24
12,Nickelback,Someday,12,12,23,2004-01-24
13,Avant,Read Your Mind,18,13,17,2004-01-24
14,Usher Featuring Lil Jon & Ludacris,Yeah!,40,14,3,2004-01-24
15,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,13,2,39,2004-01-24
16,Linkin Park,Numb,21,16,12,2004-01-24
17,Beyonce Featuring Sean Paul,Baby Boy,14,1,24,2004-01-24
18,Dido,White Flag,20,18,19,2004-01-24
19,Sheryl Crow,The First Cut Is The Deepest,22,19,14,2004-01-24
20,YoungBloodZ Featuring Lil Jon,Damn!,16,4,25,2004-01-24
21,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,15,3,19,2004-01-24
22,R. Kelly,Step In The Name Of Love,19,9,23,2004-01-24
23,JAY-Z,Change Clothes,17,10,11,2004-01-24
24,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker,25,24,11,2004-01-24
25,Santana Featuring Alex Band Or Chad Kroeger,Why Don't You & I,23,8,27,2004-01-24
26,Kanye West,Through The Wire,31,26,9,2004-01-24
27,Nick Cannon Featuring R. Kelly,Gigolo,29,24,11,2004-01-24
28,Tupac Featuring The Notorious B.I.G.,Runnin (Dying To Live),26,19,15,2004-01-24
29,Simple Plan,Perfect,33,24,13,2004-01-24
30,Alan Jackson,Remember When,35,30,7,2004-01-24
31,Kenny Chesney,There Goes My Life,34,29,12,2004-01-24
32,Trapt,Headstrong,24,16,40,2004-01-24
33,Staind,So Far Away,28,24,26,2004-01-24
34,matchbox twenty,Unwell,30,5,45,2004-01-24
35,Ruben Studdard,Sorry 2004,48,35,4,2004-01-24
36,Eamon,F**k It (I Don't Want You Back),47,36,8,2004-01-24
37,Murphy Lee Featuring Jermaine Dupri,Wat Da Hook Gon Be,32,17,16,2004-01-24
38,Jessica Simpson,With You,45,38,5,2004-01-24
39,Brooks & Dunn,You Can't Take The Honky Tonk Out Of The Girl,39,39,12,2004-01-24
40,Westside Connection Featuring Nate Dogg,Gangsta Nation,49,38,8,2004-01-24
41,Christina Aguilera,The Voice Within,44,33,9,2004-01-24
42,Cassidy Featuring R. Kelly,Hotel,46,42,6,2004-01-24
43,G Unit,Stunt 101,27,13,13,2004-01-24
44,Toby Keith,American Soldier,52,44,5,2004-01-24
45,matchbox twenty,Bright Lights,36,23,18,2004-01-24
46,Ludacris,Splash Waterfalls,60,46,4,2004-01-24
47,Sarah McLachlan,Fallen,41,41,14,2004-01-24
48,Clay Aiken,Invisible,37,37,10,2004-01-24
49,Terri Clark,I Wanna Do It All,53,49,7,2004-01-24
50,Tim McGraw,Watch The Wind Blow By,54,50,7,2004-01-24
51,Mary J. Blige Featuring Eve,Not Today,42,41,7,2004-01-24
52,Liz Phair,Why Can't I?,43,32,19,2004-01-24
53,Brad Paisley,Little Moments,62,53,6,2004-01-24
54,Joe,More & More,57,48,10,2004-01-24
55,Bow Wow Featuring Jagged Edge,My Baby,55,42,8,2004-01-24
56,Shania Twain,She's Not Just A Pretty Face,63,56,8,2004-01-24
57,Rodney Atkins,Honesty (Write Me A List),61,57,17,2004-01-24
58,Martina McBride,In My Daughter's Eyes,72,58,2,2004-01-24
59,B2K Featuring Fabolous,Badaboom,59,59,6,2004-01-24
60,Tracy Byrd,Drinkin' Bone,69,60,9,2004-01-24
61,Evanescence,My Immortal,70,61,3,2004-01-24
62,Stacie Orrico,(There's Gotta Be) More To Life,56,30,19,2004-01-24
63,Michelle Branch,Breathe,58,36,12,2004-01-24
64,Three Days Grace,(I Hate) Everything About You,64,55,9,2004-01-24
65,Jet,Are You Gonna Be My Girl,66,65,6,2004-01-24
66,Juvenile Featuring Mannie Fresh,In My Life,80,66,4,2004-01-24
67,Incubus,Megalomaniac,75,67,4,2004-01-24
68,JAY-Z,Dirt Off Your Shoulder,-,68,1,2004-01-24
69,The Offspring,Hit That,65,64,6,2004-01-24
70,Musiq,Forthenight,68,53,12,2004-01-24
71,Sara Evans,Perfect,-,71,1,2004-01-24
72,T.I.,Rubber Band Man,77,72,3,2004-01-24
73,Trace Adkins,Hot Mama,-,73,1,2004-01-24
74,Jimmy Wayne,I Love You This Much,-,74,1,2004-01-24
75,Jo Dee Messina,I Wish,-,75,1,2004-01-24
76,J-Kwon,Tipsy,96,76,2,2004-01-24
77,Mya,Fallen,67,51,9,2004-01-24
78,Audioslave,I Am The Highway,71,71,3,2004-01-24
79,Puddle Of Mudd,Away From Me,76,72,10,2004-01-24
80,Montgomery Gentry,Hell Yeah,78,45,13,2004-01-24
81,Sean Paul Featuring Sasha,I'm Still In Love With You,86,81,4,2004-01-24
82,George Strait,Cowboys Like Us,73,38,17,2004-01-24
83,"Marques Houston Featuring Jermaine ""JD"" Dupri",Pop That Booty,82,76,7,2004-01-24
84,Too Short Featuring Lil Jon & The East Side Boyz,Shake That Monkey,84,84,10,2004-01-24
85,Petey Pablo,Freek-A-Leek,87,85,4,2004-01-24
86,Chris Cagle,Chicks Dig It,79,53,13,2004-01-24
87,Trapt,Still Frame,83,69,11,2004-01-24
88,Big Tymers Featuring R. Kelly,Gangsta Girl,88,85,5,2004-01-24
89,Josh Turner,Long Black Train,89,89,6,2004-01-24
90,Trillville,Neva Eva,91,90,6,2004-01-24
91,Obie Trice Featuring Nate Dogg,The Set Up,85,73,3,2004-01-24
92,Fountains Of Wayne,Stacy's Mom,81,21,16,2004-01-24
93,Ginuwine,Love You More,97,78,13,2004-01-24
94,Lasgo,Alone,98,91,5,2004-01-24
95,Monica,Knock Knock,93,75,18,2004-01-24
96,A Perfect Circle,Weak And Powerless,90,61,18,2004-01-24
97,Ryan Duarte,You,-,92,3,2004-01-24
98,MercyMe,I Can Only Imagine,99,71,12,2004-01-24
99,Barenaked Ladies,Another Postcard (Chimps),94,82,15,2004-01-24
100,Missy Elliott,Pass That Dutch,92,27,15,2004-01-24
1,OutKast,Hey Ya!,1,1,16,2004-01-31
2,OutKast Featuring Sleepy Brown,The Way You Move,2,2,19,2004-01-31
3,Alicia Keys,You Don't Know My Name,4,3,12,2004-01-31
4,Twista Featuring Kanye West & Jamie Foxx,Slow Jamz,5,4,9,2004-01-31
5,Kelis,Milkshake,3,3,18,2004-01-31
6,Beyonce,"Me, Myself And I",8,6,12,2004-01-31
7,Usher Featuring Lil Jon & Ludacris,Yeah!,14,7,4,2004-01-31
8,Nickelback,Someday,12,8,24,2004-01-31
9,Baby Bash Featuring Frankie J,Suga Suga,9,7,24,2004-01-31
10,No Doubt,It's My Life,11,10,14,2004-01-31
11,3 Doors Down,Here Without You,10,5,23,2004-01-31
12,Ludacris Featuring Shawnna,Stand Up,6,1,22,2004-01-31
13,Jagged Edge,Walked Outta Heaven,7,6,22,2004-01-31
14,Linkin Park,Numb,16,14,13,2004-01-31
15,Avant,Read Your Mind,13,13,18,2004-01-31
16,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker,24,16,12,2004-01-31
17,Sheryl Crow,The First Cut Is The Deepest,19,17,15,2004-01-31
18,Dido,White Flag,18,18,20,2004-01-31
19,Kanye West,Through The Wire,26,19,10,2004-01-31
