rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
31,Loggins & Messina,My Music,28,16,11,1974-01-12
32,Merle Haggard,If We Make It Through December,40,32,8,1974-01-12
33,Byron MacGregor,Americans,65,33,2,1974-01-12
34,Ian Thomas,Painted Ladies,36,34,12,1974-01-12
35,Paul Simon,American Tune,39,35,7,1974-01-12
36,Isaac Hayes,"""Joy"" Pt. I",44,36,4,1974-01-12
37,Tony Orlando & Dawn,Who's In The Strawberry Patch With Sally,33,27,10,1974-01-12
38,The Temptations,Let Your Hair Down,46,38,4,1974-01-12
39,The O'Jays,Put Your Hands Together,50,39,4,1974-01-12
40,David Essex,Rock On,48,40,10,1974-01-12
41,Tom T. Hall,I Love,47,41,6,1974-01-12
42,"Bobby ""Blue"" Bland",This Time I'm Gone For Good,42,42,9,1974-01-12
43,Harold Melvin And The Blue Notes,The Love I Lost (Part 1),27,7,16,1974-01-12
44,Gregg Allman,Midnight Rider,55,44,4,1974-01-12
45,Ringo Starr,Photograph,32,1,15,1974-01-12
46,Black Oak Arkansas,Jim Dandy,56,46,5,1974-01-12
47,Ann Peebles,I Can't Stand The Rain,41,38,20,1974-01-12
48,Smokey Robinson,Baby Come Close,51,48,9,1974-01-12
49,Marvin Gaye,Come Get To This,34,21,11,1974-01-12
50,Anne Murray,Love Song,60,50,5,1974-01-12
51,Linda Ronstadt,Love Has No Pride,54,51,7,1974-01-12
52,Jim Croce,I Got A Name,38,10,15,1974-01-12
53,"Earth, Wind & Fire",Keep Your Head To The Sky,52,52,9,1974-01-12
54,El Chicano,Tell Her She's Lovely,45,40,9,1974-01-12
55,Bob Dylan,A Fool Such As I,62,55,5,1974-01-12
56,Diana Ross,Last Time I Saw Him,70,56,2,1974-01-12
57,Electric Light Orchestra,Showdown,61,57,7,1974-01-12
58,B.B. King,I Like To Live The Love,64,58,6,1974-01-12
59,Billy Preston,Space Race,35,4,17,1974-01-12
60,B.W. Stevenson,The River Of Love,53,53,7,1974-01-12
61,James Brown,Stoned To The Bone - Part 1,68,61,7,1974-01-12
62,Eddie Kendricks,Boogie Down,76,62,2,1974-01-12
63,Wednesday,Last Kiss,69,63,8,1974-01-12
64,Alice Cooper,Teenage Lament '74,74,64,3,1974-01-12
65,Edgar Winter Group,Hangin' Around,67,65,5,1974-01-12
66,Jim Croce,It Doesn't Have To Be That Way,71,66,3,1974-01-12
67,Garfunkel,I Shall Sing,77,67,3,1974-01-12
68,Natural Four,Can This Be Real,75,68,2,1974-01-12
69,John Denver,"Please, Daddy",72,69,4,1974-01-12
70,The De Franco Family,Abra-Ca-Dabra,80,70,3,1974-01-12
71,Kris Kristofferson & Rita Coolidge,A Song I'd Like To Sing,57,49,9,1974-01-12
72,The Intruders,I Wanna Know Your Name,63,60,12,1974-01-12
73,Frank Sinatra,Let Me Try Again (Laisse Moi Le Temps),66,63,10,1974-01-12
74,Billy Preston,You're So Unique,86,74,2,1974-01-12
75,Joni Mitchell,Raised On Robbery,83,75,4,1974-01-12
76,Cliff DeYoung,My Sweet Lady,87,76,2,1974-01-12
77,The Pointer Sisters,Wang Dang Doodle,82,77,4,1974-01-12
78,Three Dog Night,Let Me Serenade You,49,17,12,1974-01-12
79,The Chi-lites,I Found Sunshine,59,47,9,1974-01-12
80,Bobby Bare,Daddy What If,90,80,2,1974-01-12
81,Coven,"One Tin Soldier, The Legend of Billy Jack",84,26,15,1974-01-12
82,The Persuaders,Some Guys Have All The Luck,58,39,11,1974-01-12
83,The Rolling Stones,Doo Doo Doo Doo Doo (heartbreaker),-,83,1,1974-01-12
84,Lamont Dozier,Trying To Hold On To My Woman,88,84,4,1974-01-12
85,Redbone,Come And Get Your Love,-,85,1,1974-01-12
86,The 5th Dimension,Flashback,89,86,5,1974-01-12
87,Stealers Wheel,Star,92,87,2,1974-01-12
88,The Isley Brothers,What It Comes Down To,96,88,3,1974-01-12
89,Johnny Mathis,Life Is A Song Worth Singing,94,89,3,1974-01-12
90,Mocedades,Eres Tu (Touch The Wind),-,90,1,1974-01-12
91,Harry Chapin,WOLD,98,91,2,1974-01-12
92,J. Frank Wilson and The Cavaliers,Last Kiss,93,92,4,1974-01-12
93,Curtis Mayfield,Can't Say Nothin',95,93,3,1974-01-12
94,Paul Anka,Let Me Get To Know You,99,94,2,1974-01-12
95,Don Goodwin,This Is Your Song,97,86,6,1974-01-12
96,Roy Clark,Somewhere Between Love And Tomorrow,81,81,5,1974-01-12
97,Joe Walsh,Meadows,-,97,1,1974-01-12
98,Gordon Sinclair,The Americans (A Canadian's Opinion),-,98,1,1974-01-12
99,Terry Jacks,Seasons In The Sun,-,99,1,1974-01-12
100,Moments,Sexy Mama,-,100,1,1974-01-12
1,Al Wilson,Show And Tell,3,1,14,1974-01-19
2,The Steve Miller Band,The Joker,1,1,14,1974-01-19
3,Brownsville Station,Smokin' In The Boy's Room,4,3,13,1974-01-19
4,Gladys Knight And The Pips,I've Got To Use My Imagination,5,4,9,1974-01-19
5,Ringo Starr,You're Sixteen,6,5,6,1974-01-19
6,Jim Croce,Time In A Bottle,2,1,10,1974-01-19
7,Barbra Streisand,The Way We Were,11,7,9,1974-01-19
8,Stevie Wonder,Living For The City,8,8,11,1974-01-19
9,Olivia Newton-John,Let Me Be There,9,9,10,1974-01-19
10,Love Unlimited Orchestra,Love's Theme,13,10,8,1974-01-19
11,Barry White,"Never, Never Gonna Give Ya Up",7,7,13,1974-01-19
12,Paul McCartney And Wings,Helen Wheels,10,10,9,1974-01-19
13,Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do),17,13,9,1974-01-19
14,Donny Osmond,When I Fall In Love/Are You Lonesome Tonight,15,14,9,1974-01-19
15,War,Me And Baby Brother,16,15,11,1974-01-19
16,Charlie Rich,The Most Beautiful Girl,12,1,17,1974-01-19
17,Byron MacGregor,Americans,33,17,3,1974-01-19
18,Jim Stafford,Spiders & Snakes,22,18,11,1974-01-19
19,Al Green,Livin' For You,21,19,7,1974-01-19
20,Grand Funk,Walk Like A Man,23,20,9,1974-01-19
21,Helen Reddy,Leave Me Alone (ruby Red Dress),14,3,12,1974-01-19
22,Kool & The Gang,Jungle Boogie,28,22,7,1974-01-19
23,Elton John,Goodbye Yellow Brick Road,18,2,13,1974-01-19
24,Cheech & Chong,Sister Mary Elephant (Shudd-Up!),25,24,9,1974-01-19
25,Carpenters,Top Of The World,19,1,16,1974-01-19
26,Todd Rundgren,Hello It's Me,20,5,16,1974-01-19
27,The Staple Singers,If You're Ready (Come Go With Me),24,9,13,1974-01-19
28,Merle Haggard,If We Make It Through December,32,28,9,1974-01-19
29,The O'Jays,Put Your Hands Together,39,29,5,1974-01-19
30,The Temptations,Let Your Hair Down,38,30,5,1974-01-19
31,The Stylistics,Rockin' Roll Baby,27,14,14,1974-01-19
32,David Essex,Rock On,40,32,11,1974-01-19
33,Isaac Hayes,"""Joy"" Pt. I",36,33,5,1974-01-19
34,John Lennon,MIND GAMES,29,18,11,1974-01-19
35,Chicago,Just You 'n' Me,26,4,17,1974-01-19
36,Gregg Allman,Midnight Rider,44,36,5,1974-01-19
37,Paul Simon,American Tune,35,35,8,1974-01-19
38,Tom T. Hall,I Love,41,38,7,1974-01-19
39,Smokey Robinson,Baby Come Close,48,39,10,1974-01-19
40,Anne Murray,Love Song,50,40,6,1974-01-19
41,Diana Ross,Last Time I Saw Him,56,41,3,1974-01-19
42,Black Oak Arkansas,Jim Dandy,46,42,6,1974-01-19
43,Led Zeppelin,D'yer Mak'er,30,20,14,1974-01-19
44,Loggins & Messina,My Music,31,16,12,1974-01-19
45,Ian Thomas,Painted Ladies,34,34,13,1974-01-19
46,Eddie Kendricks,Boogie Down,62,46,3,1974-01-19
47,"Bobby ""Blue"" Bland",This Time I'm Gone For Good,42,42,10,1974-01-19
48,B.B. King,I Like To Live The Love,58,48,7,1974-01-19
49,The De Franco Family,Abra-Ca-Dabra,70,49,4,1974-01-19
50,Tony Orlando & Dawn,Who's In The Strawberry Patch With Sally,37,27,11,1974-01-19
51,Harold Melvin And The Blue Notes,The Love I Lost (Part 1),43,7,17,1974-01-19
52,Natural Four,Can This Be Real,68,52,3,1974-01-19
53,"Earth, Wind & Fire",Keep Your Head To The Sky,53,52,10,1974-01-19
54,Alice Cooper,Teenage Lament '74,64,54,4,1974-01-19
55,Bob Dylan,A Fool Such As I,55,55,6,1974-01-19
56,Electric Light Orchestra,Showdown,57,56,8,1974-01-19
57,Garfunkel,I Shall Sing,67,57,4,1974-01-19
58,James Brown,Stoned To The Bone - Part 1,61,58,8,1974-01-19
59,Linda Ronstadt,Love Has No Pride,51,51,8,1974-01-19
60,Wednesday,Last Kiss,63,60,9,1974-01-19
61,The Rolling Stones,Doo Doo Doo Doo Doo (heartbreaker),83,61,2,1974-01-19
62,Gordon Sinclair,The Americans (A Canadian's Opinion),98,62,2,1974-01-19
63,Jim Croce,I Got A Name,52,10,16,1974-01-19
64,Jim Croce,It Doesn't Have To Be That Way,66,64,4,1974-01-19
65,Marvin Gaye,Come Get To This,49,21,12,1974-01-19
66,Lamont Dozier,Trying To Hold On To My Woman,84,66,5,1974-01-19
67,The Pointer Sisters,Wang Dang Doodle,77,67,5,1974-01-19
68,Billy Preston,You're So Unique,74,68,3,1974-01-19
69,Bobby Bare,Daddy What If,80,69,3,1974-01-19
70,Cliff DeYoung,My Sweet Lady,76,70,3,1974-01-19
71,Joni Mitchell,Raised On Robbery,75,71,5,1974-01-19
72,Ann Peebles,I Can't Stand The Rain,47,38,21,1974-01-19
73,Redbone,Come And Get Your Love,85,73,2,1974-01-19
74,Ringo Starr,Photograph,45,1,16,1974-01-19
75,Moments,Sexy Mama,100,75,2,1974-01-19
76,Edgar Winter Group,Hangin' Around,65,65,6,1974-01-19
77,Coven,"One Tin Soldier, The Legend of Billy Jack",81,26,16,1974-01-19
78,The Isley Brothers,What It Comes Down To,88,78,4,1974-01-19
79,El Chicano,Tell Her She's Lovely,54,40,10,1974-01-19
80,The Intruders,I Wanna Know Your Name,72,60,13,1974-01-19
81,Stealers Wheel,Star,87,81,3,1974-01-19
82,Cher,Dark Lady,-,82,1,1974-01-19
83,Johnny Mathis,Life Is A Song Worth Singing,89,83,4,1974-01-19
84,Mocedades,Eres Tu (Touch The Wind),90,84,2,1974-01-19
85,The 5th Dimension,Flashback,86,85,6,1974-01-19
86,Terry Jacks,Seasons In The Sun,99,86,2,1974-01-19
87,Harry Chapin,WOLD,91,87,3,1974-01-19
88,Curtis Mayfield,Can't Say Nothin',93,88,4,1974-01-19
89,Paul Anka,Let Me Get To Know You,94,89,3,1974-01-19
90,The Allman Brothers Band,Jessica,-,90,1,1974-01-19
91,The Dells,I Miss You,-,91,1,1974-01-19
92,Don Goodwin,This Is Your Song,95,86,7,1974-01-19
93,Kris Kristofferson & Rita Coolidge,A Song I'd Like To Sing,71,49,10,1974-01-19
94,Ashford & Simpson,(I'd Know You) Anywhere,-,94,1,1974-01-19
95,Billy Preston,Space Race,59,4,18,1974-01-19
96,Joe Walsh,Meadows,97,96,2,1974-01-19
97,J. Frank Wilson and The Cavaliers,Last Kiss,92,92,5,1974-01-19
98,The Chi-lites,I Found Sunshine,79,47,10,1974-01-19
99,John Denver,"Please, Daddy",69,69,5,1974-01-19
100,Rick Derringer,"Rock And Roll, Hoochie Koo",-,100,1,1974-01-19
1,Ringo Starr,You're Sixteen,5,1,7,1974-01-26
2,Al Wilson,Show And Tell,1,1,15,1974-01-26
3,Barbra Streisand,The Way We Were,7,3,10,1974-01-26
4,Gladys Knight And The Pips,I've Got To Use My Imagination,4,4,10,1974-01-26
5,The Steve Miller Band,The Joker,2,1,15,1974-01-26
6,Love Unlimited Orchestra,Love's Theme,10,6,9,1974-01-26
7,Brownsville Station,Smokin' In The Boy's Room,3,3,14,1974-01-26
8,Olivia Newton-John,Let Me Be There,9,8,11,1974-01-26
9,Jim Croce,Time In A Bottle,6,1,11,1974-01-26
10,Byron MacGregor,Americans,17,10,4,1974-01-26
11,Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do),13,11,10,1974-01-26
12,Stevie Wonder,Living For The City,8,8,12,1974-01-26
13,Barry White,"Never, Never Gonna Give Ya Up",11,7,14,1974-01-26
14,Jim Stafford,Spiders & Snakes,18,14,12,1974-01-26
15,War,Me And Baby Brother,15,15,12,1974-01-26
16,Donny Osmond,When I Fall In Love/Are You Lonesome Tonight,14,14,10,1974-01-26
17,Paul McCartney And Wings,Helen Wheels,12,10,10,1974-01-26
18,Kool & The Gang,Jungle Boogie,22,18,8,1974-01-26
19,Grand Funk,Walk Like A Man,20,19,10,1974-01-26
20,Charlie Rich,The Most Beautiful Girl,16,1,18,1974-01-26
21,Al Green,Livin' For You,19,19,8,1974-01-26
22,The O'Jays,Put Your Hands Together,29,22,6,1974-01-26
23,Helen Reddy,Leave Me Alone (ruby Red Dress),21,3,13,1974-01-26
24,David Essex,Rock On,32,24,12,1974-01-26
25,Elton John,Goodbye Yellow Brick Road,23,2,14,1974-01-26
26,Cheech & Chong,Sister Mary Elephant (Shudd-Up!),24,24,10,1974-01-26
27,The Temptations,Let Your Hair Down,30,27,6,1974-01-26
28,Gordon Sinclair,The Americans (A Canadian's Opinion),62,28,3,1974-01-26
29,Carpenters,Top Of The World,25,1,17,1974-01-26
30,Tom T. Hall,I Love,38,30,8,1974-01-26
31,Isaac Hayes,"""Joy"" Pt. I",33,31,6,1974-01-26
32,Gregg Allman,Midnight Rider,36,32,6,1974-01-26
33,Diana Ross,Last Time I Saw Him,41,33,4,1974-01-26
34,Black Oak Arkansas,Jim Dandy,42,34,7,1974-01-26
35,Anne Murray,Love Song,40,35,7,1974-01-26
36,Eddie Kendricks,Boogie Down,46,36,4,1974-01-26
37,Smokey Robinson,Baby Come Close,39,37,11,1974-01-26
38,Todd Rundgren,Hello It's Me,26,5,17,1974-01-26
39,The Stylistics,Rockin' Roll Baby,31,14,15,1974-01-26
40,The De Franco Family,Abra-Ca-Dabra,49,40,5,1974-01-26
41,Merle Haggard,If We Make It Through December,28,28,10,1974-01-26
42,The Rolling Stones,Doo Doo Doo Doo Doo (heartbreaker),61,42,3,1974-01-26
43,The Staple Singers,If You're Ready (Come Go With Me),27,9,14,1974-01-26
44,John Lennon,MIND GAMES,34,18,12,1974-01-26
45,B.B. King,I Like To Live The Love,48,45,8,1974-01-26
46,Chicago,Just You 'n' Me,35,4,18,1974-01-26
47,Natural Four,Can This Be Real,52,47,4,1974-01-26
48,Alice Cooper,Teenage Lament '74,54,48,5,1974-01-26
49,Led Zeppelin,D'yer Mak'er,43,20,15,1974-01-26
50,Garfunkel,I Shall Sing,57,50,5,1974-01-26
51,Moments,Sexy Mama,75,51,3,1974-01-26
52,"Bobby ""Blue"" Bland",This Time I'm Gone For Good,47,42,11,1974-01-26
53,Paul Simon,American Tune,37,35,9,1974-01-26
54,Bobby Bare,Daddy What If,69,54,4,1974-01-26
55,Electric Light Orchestra,Showdown,56,55,9,1974-01-26
56,Cher,Dark Lady,82,56,2,1974-01-26
57,Billy Preston,You're So Unique,68,57,4,1974-01-26
58,Wednesday,Last Kiss,60,58,10,1974-01-26
59,Linda Ronstadt,Love Has No Pride,59,51,9,1974-01-26
60,Cliff DeYoung,My Sweet Lady,70,60,4,1974-01-26
61,Redbone,Come And Get Your Love,73,61,3,1974-01-26
62,James Brown,Stoned To The Bone - Part 1,58,58,9,1974-01-26
63,The Pointer Sisters,Wang Dang Doodle,67,63,6,1974-01-26
64,Lamont Dozier,Trying To Hold On To My Woman,66,64,6,1974-01-26
65,Loggins & Messina,My Music,44,16,13,1974-01-26
66,Ian Thomas,Painted Ladies,45,34,14,1974-01-26
67,Bob Dylan,A Fool Such As I,55,55,7,1974-01-26
68,"Earth, Wind & Fire",Keep Your Head To The Sky,53,52,11,1974-01-26
69,Joni Mitchell,Raised On Robbery,71,69,6,1974-01-26
70,Mocedades,Eres Tu (Touch The Wind),84,70,3,1974-01-26
71,The Isley Brothers,What It Comes Down To,78,71,5,1974-01-26
72,Terry Jacks,Seasons In The Sun,86,72,3,1974-01-26
73,Coven,"One Tin Soldier, The Legend of Billy Jack",77,26,17,1974-01-26
74,Tony Orlando & Dawn,Who's In The Strawberry Patch With Sally,50,27,12,1974-01-26
75,Harold Melvin And The Blue Notes,The Love I Lost (Part 1),51,7,18,1974-01-26
76,Stealers Wheel,Star,81,76,4,1974-01-26
77,The Dells,I Miss You,91,77,2,1974-01-26
78,Johnny Mathis,Life Is A Song Worth Singing,83,78,5,1974-01-26
79,Jim Croce,It Doesn't Have To Be That Way,64,64,5,1974-01-26
80,Marvin Gaye,You Sure Love To Ball,-,80,1,1974-01-26
81,Jim Croce,I Got A Name,63,10,17,1974-01-26
82,The 5th Dimension,Flashback,85,82,7,1974-01-26
83,The Spinners,Mighty Love - Pt. 1,-,83,1,1974-01-26
84,Harry Chapin,WOLD,87,84,4,1974-01-26
85,The Allman Brothers Band,Jessica,90,85,2,1974-01-26
86,Paul Anka,Let Me Get To Know You,89,86,4,1974-01-26
87,Charlie Rich,There Won't Be Anymore,-,87,1,1974-01-26
88,Bette Midler,In The Mood,-,88,1,1974-01-26
89,Joe Walsh,Meadows,96,89,3,1974-01-26
90,John Denver,Sunshine On My Shoulders,-,90,1,1974-01-26
91,Ashford & Simpson,(I'd Know You) Anywhere,94,91,2,1974-01-26
92,Dolly Parton,Jolene,-,92,1,1974-01-26
93,Marvin Gaye,Come Get To This,65,21,13,1974-01-26
94,Rick Derringer,"Rock And Roll, Hoochie Koo",100,94,2,1974-01-26
95,Billy Paul,Thanks For Saving My Life,-,95,1,1974-01-26
96,Edgar Winter Group,Hangin' Around,76,65,7,1974-01-26
97,Four Tops,I Just Can't Get You Out Of My Mind,-,97,1,1974-01-26
98,Johnnie Taylor,We're Getting Careless With Our Love,-,98,1,1974-01-26
99,Don Goodwin,This Is Your Song,92,86,8,1974-01-26
100,Curtis Mayfield,Can't Say Nothin',88,88,5,1974-01-26
1,Barbra Streisand,The Way We Were,3,1,11,1974-02-02
2,Ringo Starr,You're Sixteen,1,1,8,1974-02-02
3,Love Unlimited Orchestra,Love's Theme,6,3,10,1974-02-02
4,Al Wilson,Show And Tell,2,1,16,1974-02-02
5,Byron MacGregor,Americans,10,5,5,1974-02-02
6,Gladys Knight And The Pips,I've Got To Use My Imagination,4,4,11,1974-02-02
7,Olivia Newton-John,Let Me Be There,8,7,12,1974-02-02
8,Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do),11,8,11,1974-02-02
9,The Steve Miller Band,The Joker,5,1,16,1974-02-02
10,Jim Stafford,Spiders & Snakes,14,10,13,1974-02-02
11,Brownsville Station,Smokin' In The Boy's Room,7,3,15,1974-02-02
12,Jim Croce,Time In A Bottle,9,1,12,1974-02-02
13,Stevie Wonder,Living For The City,12,8,13,1974-02-02
14,Kool & The Gang,Jungle Boogie,18,14,9,1974-02-02
15,Barry White,"Never, Never Gonna Give Ya Up",13,7,15,1974-02-02
