rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,Bay City Rollers,Saturday Night,2,1,13,1976-01-03
2,Barry Manilow,I Write The Songs,6,2,8,1976-01-03
3,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To),5,3,10,1976-01-03
4,Ohio Players,Love Rollercoaster,4,4,8,1976-01-03
5,The Staple Singers,Let's Do It Again,1,1,11,1976-01-03
6,C.W. McCall,Convoy,7,6,5,1976-01-03
7,Sweet,Fox On The Run,8,7,8,1976-01-03
8,KC And The Sunshine Band,That's The Way (I Like It),3,1,11,1976-01-03
9,The O'Jays,I Love Music (Part 1),10,9,10,1976-01-03
10,Silver Convention,"Fly, Robin, Fly",9,1,13,1976-01-03
11,Donna Summer,Love To Love You Baby,15,11,5,1976-01-03
12,Paul Anka,Times Of Your Life,14,12,8,1976-01-03
13,David Ruffin,Walk Away From Love,17,13,9,1976-01-03
14,Glen Campbell,Country Boy (You Got Your Feet In L.A.),16,14,9,1976-01-03
15,"Earth, Wind & Fire",Sing A Song,19,15,7,1976-01-03
16,Hot Chocolate,You Sexy Thing,20,16,10,1976-01-03
17,KISS,Rock And Roll All Nite (live),21,17,8,1976-01-03
18,John Denver,Fly Away,23,18,5,1976-01-03
19,Jigsaw,Sky High,12,3,19,1976-01-03
20,Electric Light Orchestra,Evil Woman,24,20,8,1976-01-03
21,Bee Gees,Nights On Broadway,13,7,14,1976-01-03
22,The Miracles,Love Machine (Part 1),26,22,11,1976-01-03
23,Fleetwood Mac,Over My Head,27,23,9,1976-01-03
24,The Isley Brothers,For The Love Of You (Part 1&2),25,22,8,1976-01-03
25,Nazareth,Love Hurts,41,25,7,1976-01-03
26,"Hamilton, Joe Frank & Reynolds",Winners And Losers,30,26,9,1976-01-03
27,Harold Melvin And The Blue Notes,Wake Up Everybody (Part 1),36,27,7,1976-01-03
28,Neil Sedaka,Breaking Up Is Hard To Do,34,28,4,1976-01-03
29,The Wing And A Prayer Fife & Drum Corps.,Baby Face,35,29,8,1976-01-03
30,Helen Reddy,Somewhere In The Night,37,30,5,1976-01-03
31,Gladys Knight And The Pips,Part Time Love,22,22,9,1976-01-03
32,Elton John,Island Girl,32,1,13,1976-01-03
33,AWB,School Boy Crush,33,33,6,1976-01-03
34,Paul Simon,50 Ways To Leave Your Lover,50,34,3,1976-01-03
35,Bob Dylan,Hurricane (Part 1),42,35,6,1976-01-03
36,Olivia Newton-John,Let It Shine/He Ain't Heavy...He's My Brother,43,36,5,1976-01-03
37,The Road Apples,Let's Live Together,40,37,11,1976-01-03
38,Al Green,Full Of Fire,28,28,9,1976-01-03
39,Captain & Tennille,The Way I Want To Touch You,31,4,15,1976-01-03
40,The Who,Squeeze Box,45,40,6,1976-01-03
41,George Baker Selection,Paloma Blanca,47,41,6,1976-01-03
42,Frankie Valli,Our Day Will Come,11,11,12,1976-01-03
43,Bachman-Turner Overdrive,Down To The Line,52,43,5,1976-01-03
44,David Bowie,Golden Years,53,44,4,1976-01-03
45,Simon & Garfunkel,My Little Town,29,9,12,1976-01-03
46,America,Woman Tonight,46,46,6,1976-01-03
47,The Marshall Tucker Band,Fire On The Mountain,38,38,12,1976-01-03
48,Purple Reign,This Old Man,48,48,7,1976-01-03
49,Al Martino,Volare,39,33,10,1976-01-03
50,Foghat,Slow Ride,57,50,4,1976-01-03
51,Jefferson Starship,Play On Love,54,51,4,1976-01-03
52,Tavares,Free Ride,55,52,5,1976-01-03
53,Rhythm Heritage,Theme From S.W.A.T.,60,53,8,1976-01-03
54,David Geddes,The Last Game Of The Season (A Blind Man In The Bleachers),18,18,8,1976-01-03
55,Eagles,Take It To The Limit,62,55,3,1976-01-03
