rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,Marty Robbins,El Paso,2,1,9,1960-01-02
2,Frankie Avalon,Why,1,1,7,1960-01-02
3,Miss Toni Fisher,The Big Hurt,3,3,8,1960-01-02
4,Johnny Preston,Running Bear,11,4,12,1960-01-02
5,Freddie Cannon,Way Down Yonder In New Orleans,5,5,7,1960-01-02
6,Guy Mitchell,Heartaches By The Number,6,1,14,1960-01-02
7,Paul Anka,It's Time To Cry,4,4,7,1960-01-02
8,Connie Francis,Among My Souvenirs,7,7,7,1960-01-02
9,Steve Lawrence,Pretty Blue Eyes,10,9,7,1960-01-02
10,Jimmy Clanton,"Go, Jimmy, Go",19,10,5,1960-01-02
11,Bobby Rydell,We Got Love,12,6,13,1960-01-02
12,Bobby Darin,Mack The Knife,8,1,20,1960-01-02
13,Andy Williams,The Village Of St. Bernadette,28,13,4,1960-01-02
14,The Nutty Squirrels,Uh! Oh! Part 2,14,14,9,1960-01-02
15,Larry Hall,Sandy,16,15,7,1960-01-02
16,Fabian,Hound Dog Man,9,9,8,1960-01-02
17,The Browns,Scarlet Ribbons (For Her Hair),13,13,10,1960-01-02
18,Bill Black's Combo,Smokie - Part 2,23,18,6,1960-01-02
19,Della Reese,Not One Minute More,32,19,4,1960-01-02
20,Fabian,This Friendly World,20,12,7,1960-01-02
21,Ernie Fields & Orch.,In The Mood,18,4,16,1960-01-02
22,The Harry Simeone Chorale,The Little Drummer Boy,15,13,13,1960-01-02
23,Marv Johnson,You Got What It Takes,27,23,10,1960-01-02
24,Annette With The Afterbeats,First Name Initial,29,24,11,1960-01-02
25,Brook Benton,So Many Ways,17,6,12,1960-01-02
26,Neil Sedaka,Oh! Carol,25,9,13,1960-01-02
27,Fats Domino,Be My Guest,24,8,11,1960-01-02
28,Santo & Johnny,Tear Drop,30,23,6,1960-01-02
29,Mark Dinning,Teen Angel,50,29,3,1960-01-02
30,Lloyd Price and His Orchestra,Come Into My Heart,31,20,11,1960-01-02
31,The Fleetwoods,Mr. Blue,22,1,18,1960-01-02
32,Ricky Nelson,I Wanna Be Loved,26,20,6,1960-01-02
33,Conway Twitty,Danny Boy,33,10,15,1960-01-02
34,Della Reese,Don't You Know,21,2,16,1960-01-02
35,Jackie Wilson,Talk That Talk,43,35,7,1960-01-02
36,Rocco Granata and the International Quintet,Marina,35,31,9,1960-01-02
37,Hugo & Luigi,Just Come Home,55,37,4,1960-01-02
38,Dee Clark,How About That,49,38,5,1960-01-02
39,Frankie Avalon,Swingin' On A Rainbow,48,39,3,1960-01-02
40,Johnny Mathis,Misty,36,12,14,1960-01-02
41,Jim Reeves,He'll Have To Go,58,41,2,1960-01-02
42,Royal Teens,Believe Me,47,26,11,1960-01-02
43,The Drifters,Dance With Me,37,15,13,1960-01-02
44,Bob Beckham,Just As Much As Ever,38,32,21,1960-01-02
45,"Dancer, Prancer And Nervous",The Happy Reindeer,34,34,5,1960-01-02
46,Duane Eddy His Twangy Guitar And The Rebels,Bonnie Came Back,83,46,2,1960-01-02
47,Tommy Edwards,(New In) The Ways Of Love,53,47,8,1960-01-02
48,Rod Lauren,If I Had A Girl,62,48,3,1960-01-02
49,Ricky Nelson,Mighty Good,45,38,6,1960-01-02
50,The Coasters,What About Us,51,50,5,1960-01-02
51,Dion & The Belmonts,Where Or When,72,51,2,1960-01-02
52,The Spacemen,The Clouds,46,41,12,1960-01-02
53,Stonewall Jackson,Mary Don't You Weep,61,53,2,1960-01-02
54,Willy Alberti,Marina,42,42,6,1960-01-02
55,The Drifters,"(If You Cry) True Love, True Love",56,33,10,1960-01-02
56,Webb Pierce,No Love Have I,67,56,2,1960-01-02
57,Johnny And The Hurricanes,Reveille Rock,44,25,10,1960-01-02
58,The Nutty Squirrels,Uh! Oh! Part 1,65,45,5,1960-01-02
59,Sammy Turner,Always,40,19,10,1960-01-02
60,Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",76,60,5,1960-01-02
61,David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),41,41,4,1960-01-02
62,The Four Preps,Down By The Station,78,62,2,1960-01-02
