rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,Destiny's Child,Independent Women Part I,1,1,16,2001-01-06
2,Dream,He Loves U Not,2,2,15,2001-01-06
3,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,3,2,10,2001-01-06
4,Mya,Case Of The Ex (Whatcha Gonna Do),4,2,21,2001-01-06
5,Creed,With Arms Wide Open,5,1,35,2001-01-06
6,OutKast,Ms. Jackson,6,6,9,2001-01-06
7,Faith Hill,The Way You Love Me,7,7,36,2001-01-06
8,Debelah Morgan,Dance With Me,10,8,24,2001-01-06
9,matchbox twenty,If You're Gone,8,8,12,2001-01-06
10,O-Town,Liquid Dreams,17,10,3,2001-01-06
11,'N Sync,This I Promise You,12,5,15,2001-01-06
12,JAY-Z,I Just Wanna Love U (Give It 2 Me),11,11,11,2001-01-06
13,Lenny Kravitz,Again,16,13,8,2001-01-06
14,Jennifer Lopez,Love Don't Cost A Thing,20,14,5,2001-01-06
15,3 Doors Down,Kryptonite,9,3,40,2001-01-06
16,P!nk,Most Girls,14,4,22,2001-01-06
17,Samantha Mumba,Gotta Tell You,13,4,18,2001-01-06
18,R. Kelly,I Wish,15,15,15,2001-01-06
19,Nelly,E.I.,18,16,14,2001-01-06
20,Barenaked Ladies,Pinch Me,22,15,18,2001-01-06
21,Evan And Jaron,Crazy For This Girl,23,21,10,2001-01-06
22,Britney Spears,Stronger,29,22,6,2001-01-06
23,Mystikal Featuring Nivea,Danger (Been So Long),32,23,4,2001-01-06
24,Ludacris Featuring Shawnna,What's Your Fantasy,24,21,15,2001-01-06
25,Mikaila,So In Love With Two,39,25,7,2001-01-06
26,Madonna,Don't Tell Me,30,26,5,2001-01-06
27,Madonna,Music,27,1,22,2001-01-06
28,U2,Beautiful Day,25,25,14,2001-01-06
29,Backstreet Boys,Shape Of My Heart,19,9,13,2001-01-06
30,Ja Rule Featuring Christina Milian,Between Me And You,21,11,17,2001-01-06
31,Avant Featuring KeKe Wyatt,My First Love,26,26,10,2001-01-06
32,K-Ci & JoJo,Crazy,38,32,5,2001-01-06
33,Lil Bow Wow,Bow Wow (That's My Name),41,33,7,2001-01-06
34,Fuel,Hemorrhage (In My Hands),35,34,11,2001-01-06
35,Musiq,Just Friends (Sunny),31,31,13,2001-01-06
36,Kandi,Don't Think I'm Not,40,24,23,2001-01-06
37,Moby Featuring Gwen Stefani,South Side,59,37,6,2001-01-06
38,matchbox twenty,Bent,37,1,37,2001-01-06
39,Public Announcement,Mamacita,52,39,3,2001-01-06
40,Tim McGraw,My Next Thirty Years,28,27,12,2001-01-06
41,3LW,No More (Baby I'ma Do Right),48,41,10,2001-01-06
42,NewSong,The Christmas Shoes,68,42,2,2001-01-06
43,98 Degrees,My Everything,44,43,5,2001-01-06
44,Dixie Chicks,Without You,33,31,14,2001-01-06
45,Kenny Chesney,I Lost It,36,34,12,2001-01-06
46,Sara Evans,Born To Fly,34,34,12,2001-01-06
47,Cash Money Millionaires,Project Chick,60,47,4,2001-01-06
48,Vertical Horizon,You're A God,46,23,20,2001-01-06
49,Travis Tritt,Best Of Intentions,45,27,21,2001-01-06
50,Jagged Edge,Promise,64,50,3,2001-01-06
51,Dave Hollister,One Woman Man,54,51,5,2001-01-06
52,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,85,52,3,2001-01-06
53,Carl Thomas,Emotional,47,47,7,2001-01-06
54,Ricky Martin,She Bangs,43,12,14,2001-01-06
55,Brad Paisley,We Danced,42,29,13,2001-01-06
56,Lonestar,Tell Her,50,50,8,2001-01-06
57,Shaggy Featuring Rayvon,Angel,81,57,2,2001-01-06
58,Vitamin C,The Itch,57,45,6,2001-01-06
59,3 Doors Down,Loser,61,55,12,2001-01-06
60,112,It's Over Now,65,60,5,2001-01-06
61,Wyclef Jean Featuring Mary J. Blige,911,53,38,14,2001-01-06
62,Phil Vassar,Just Another Day In Paradise,51,35,15,2001-01-06
63,Billy Gilman,Oklahoma,83,63,9,2001-01-06
64,David Gray,Babylon,63,63,6,2001-01-06
65,Faith Hill,Where Are You Christmas?,-,65,1,2001-01-06
66,Lee Ann Womack,Ashes By Now,56,56,5,2001-01-06
67,BBMak,Still On Your Side,69,67,2,2001-01-06
68,P!nk,You Make Me Sick,-,68,1,2001-01-06
69,Alan Jackson,www.memory,49,45,10,2001-01-06
70,Eminem Featuring Dido,Stan,55,51,10,2001-01-06
71,Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,71,71,4,2001-01-06
72,Jo Dee Messina,Burn,58,58,6,2001-01-06
73,Joe Featuring Mystikal,Stutter,-,73,1,2001-01-06
74,Limp Bizkit,Rollin',73,65,9,2001-01-06
75,Crazy Town,Butterfly,-,75,1,2001-01-06
76,Xzibit,X,80,76,2,2001-01-06
77,Jamie O'Neal,There Is No Arizona,67,67,3,2001-01-06
78,Jaheim,Could It Be,87,78,4,2001-01-06
79,LeAnn Rimes,Can't Fight The Moonlight,86,71,18,2001-01-06
80,Boyz II Men,Thank You In Advance,90,80,2,2001-01-06
81,Garth Brooks,Wild Horses,70,70,3,2001-01-06
82,Keith Urban,But For The Grace Of God,72,72,3,2001-01-06
83,John Michael Montgomery,The Little Girl,62,35,18,2001-01-06
84,The Clark Family Experience,Meanwhile Back At The Ranch,82,80,8,2001-01-06
85,Toby Keith,You Shouldn't Kiss Me Like This,77,77,2,2001-01-06
86,Profyle,Liar,75,14,17,2001-01-06
87,Rascal Flatts,This Everyday Love,76,76,3,2001-01-06
88,Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,92,88,3,2001-01-06
89,Yolanda Adams,Open My Heart,79,57,20,2001-01-06
90,Kelly Price,You Should've Told Me,74,64,16,2001-01-06
91,The Offspring,Original Prankster,78,70,7,2001-01-06
92,Beenie Man Featuring Mya,Girls Dem Sugar,84,54,12,2001-01-06
93,A*Teens,Bouncing Off The Ceiling (Upside Down),-,93,1,2001-01-06
94,Marc Anthony,My Baby You,93,70,17,2001-01-06
95,Modjo,Lady (Hear Me Tonight),-,95,1,2001-01-06
96,Terri Clark,A Little Gasoline,88,75,4,2001-01-06
97,Mr. C The Slide Man,Cha-Cha Slide,-,97,1,2001-01-06
98,Sunday,I Know,98,98,2,2001-01-06
99,Aaron Tippin,Kiss This,97,42,20,2001-01-06
100,De La Soul Featuring Chaka Khan,All Good?,96,96,3,2001-01-06
1,Destiny's Child,Independent Women Part I,1,1,17,2001-01-13
2,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,3,2,11,2001-01-13
3,Dream,He Loves U Not,2,2,16,2001-01-13
4,Mya,Case Of The Ex (Whatcha Gonna Do),4,2,22,2001-01-13
5,Creed,With Arms Wide Open,5,1,36,2001-01-13
6,Faith Hill,The Way You Love Me,7,6,37,2001-01-13
7,OutKast,Ms. Jackson,6,6,10,2001-01-13
8,matchbox twenty,If You're Gone,9,8,13,2001-01-13
9,'N Sync,This I Promise You,11,5,16,2001-01-13
10,Debelah Morgan,Dance With Me,8,8,25,2001-01-13
11,Lenny Kravitz,Again,13,11,9,2001-01-13
12,JAY-Z,I Just Wanna Love U (Give It 2 Me),12,11,12,2001-01-13
13,Jennifer Lopez,Love Don't Cost A Thing,14,13,6,2001-01-13
14,3 Doors Down,Kryptonite,15,3,41,2001-01-13
15,Nelly,E.I.,19,15,15,2001-01-13
16,R. Kelly,I Wish,18,15,16,2001-01-13
17,Samantha Mumba,Gotta Tell You,17,4,19,2001-01-13
18,P!nk,Most Girls,16,4,23,2001-01-13
19,O-Town,Liquid Dreams,10,10,4,2001-01-13
20,Evan And Jaron,Crazy For This Girl,21,20,11,2001-01-13
21,Barenaked Ladies,Pinch Me,20,15,19,2001-01-13
22,Madonna,Don't Tell Me,26,22,6,2001-01-13
23,Mystikal Featuring Nivea,Danger (Been So Long),23,23,5,2001-01-13
24,U2,Beautiful Day,28,24,15,2001-01-13
25,Mikaila,So In Love With Two,25,25,8,2001-01-13
26,Backstreet Boys,Shape Of My Heart,29,9,14,2001-01-13
27,Ludacris Featuring Shawnna,What's Your Fantasy,24,21,16,2001-01-13
28,Britney Spears,Stronger,22,22,7,2001-01-13
29,Madonna,Music,27,1,23,2001-01-13
30,Ja Rule Featuring Christina Milian,Between Me And You,30,11,18,2001-01-13
31,Fuel,Hemorrhage (In My Hands),34,31,12,2001-01-13
32,Avant Featuring KeKe Wyatt,My First Love,31,26,11,2001-01-13
33,Tim McGraw,My Next Thirty Years,40,27,13,2001-01-13
34,Musiq,Just Friends (Sunny),35,31,14,2001-01-13
35,K-Ci & JoJo,Crazy,32,32,6,2001-01-13
36,Dixie Chicks,Without You,44,31,15,2001-01-13
37,Moby Featuring Gwen Stefani,South Side,37,37,7,2001-01-13
38,matchbox twenty,Bent,38,1,38,2001-01-13
39,Public Announcement,Mamacita,39,39,4,2001-01-13
40,Lil Bow Wow,Bow Wow (That's My Name),33,33,8,2001-01-13
41,Kandi,Don't Think I'm Not,36,24,24,2001-01-13
42,Kenny Chesney,I Lost It,45,34,13,2001-01-13
43,98 Degrees,My Everything,43,43,6,2001-01-13
44,Sara Evans,Born To Fly,46,34,13,2001-01-13
45,3LW,No More (Baby I'ma Do Right),41,41,11,2001-01-13
46,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,52,46,4,2001-01-13
47,Lonestar,Tell Her,56,47,9,2001-01-13
48,Travis Tritt,Best Of Intentions,49,27,22,2001-01-13
49,Vertical Horizon,You're A God,48,23,21,2001-01-13
50,Jagged Edge,Promise,50,50,4,2001-01-13
51,Dave Hollister,One Woman Man,51,51,6,2001-01-13
52,Carl Thomas,Emotional,53,47,8,2001-01-13
53,Brad Paisley,We Danced,55,29,14,2001-01-13
54,Cash Money Millionaires,Project Chick,47,47,5,2001-01-13
55,Ricky Martin,She Bangs,54,12,15,2001-01-13
56,Shaggy Featuring Rayvon,Angel,57,56,3,2001-01-13
57,Lee Ann Womack,Ashes By Now,66,56,6,2001-01-13
58,Phil Vassar,Just Another Day In Paradise,62,35,16,2001-01-13
59,Jo Dee Messina,Burn,72,58,7,2001-01-13
60,112,It's Over Now,60,60,6,2001-01-13
61,3 Doors Down,Loser,59,55,13,2001-01-13
62,David Gray,Babylon,64,62,7,2001-01-13
63,Alan Jackson,www.memory,69,45,11,2001-01-13
64,BBMak,Still On Your Side,67,64,3,2001-01-13
65,Jamie O'Neal,There Is No Arizona,77,65,4,2001-01-13
66,Wyclef Jean Featuring Mary J. Blige,911,61,38,15,2001-01-13
67,P!nk,You Make Me Sick,68,67,2,2001-01-13
68,Toby Keith,You Shouldn't Kiss Me Like This,85,68,3,2001-01-13
69,Eminem Featuring Dido,Stan,70,51,11,2001-01-13
70,Joe Featuring Mystikal,Stutter,73,70,2,2001-01-13
71,Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,71,71,5,2001-01-13
72,Garth Brooks,Wild Horses,81,70,4,2001-01-13
73,Keith Urban,But For The Grace Of God,82,72,4,2001-01-13
74,John Michael Montgomery,The Little Girl,83,35,19,2001-01-13
75,Crazy Town,Butterfly,75,75,2,2001-01-13
76,Vitamin C,The Itch,58,45,7,2001-01-13
77,Rascal Flatts,This Everyday Love,87,76,4,2001-01-13
78,Limp Bizkit,Rollin',74,65,10,2001-01-13
79,Tamia,Stranger In My House,-,79,1,2001-01-13
80,Dido,Thank You,-,80,1,2001-01-13
81,Profyle,Liar,86,14,18,2001-01-13
82,The Clark Family Experience,Meanwhile Back At The Ranch,84,80,9,2001-01-13
83,Xzibit,X,76,76,3,2001-01-13
84,Jaheim,Could It Be,78,78,5,2001-01-13
85,Beenie Man Featuring Mya,Girls Dem Sugar,92,54,13,2001-01-13
86,Kelly Price,You Should've Told Me,90,64,17,2001-01-13
87,LeAnn Rimes,Can't Fight The Moonlight,79,71,19,2001-01-13
88,Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,88,88,4,2001-01-13
89,The Offspring,Original Prankster,91,70,8,2001-01-13
90,Billy Gilman,Oklahoma,63,63,10,2001-01-13
91,Vince Gill,Feels Like Love,-,52,19,2001-01-13
92,Boyz II Men,Thank You In Advance,80,80,3,2001-01-13
93,A*Teens,Bouncing Off The Ceiling (Upside Down),93,93,2,2001-01-13
94,Marc Anthony,My Baby You,94,70,18,2001-01-13
95,Modjo,Lady (Hear Me Tonight),95,95,2,2001-01-13
96,Mr. C The Slide Man,Cha-Cha Slide,97,96,2,2001-01-13
97,George Strait,Go On,-,40,20,2001-01-13
98,Koffee Brown,After Party,-,98,1,2001-01-13
99,Terri Clark,A Little Gasoline,96,75,5,2001-01-13
100,Lil Bow Wow Featuring Xscape,Bounce With Me,-,20,20,2001-01-13
1,Destiny's Child,Independent Women Part I,1,1,18,2001-01-20
2,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,2,2,12,2001-01-20
3,Dream,He Loves U Not,3,2,17,2001-01-20
4,Mya,Case Of The Ex (Whatcha Gonna Do),4,2,23,2001-01-20
5,Creed,With Arms Wide Open,5,1,37,2001-01-20
6,OutKast,Ms. Jackson,7,6,11,2001-01-20
7,matchbox twenty,If You're Gone,8,7,14,2001-01-20
8,Faith Hill,The Way You Love Me,6,6,38,2001-01-20
9,Lenny Kravitz,Again,11,9,10,2001-01-20
10,Jennifer Lopez,Love Don't Cost A Thing,13,10,7,2001-01-20
11,'N Sync,This I Promise You,9,5,17,2001-01-20
12,JAY-Z,I Just Wanna Love U (Give It 2 Me),12,11,13,2001-01-20
13,3 Doors Down,Kryptonite,14,3,42,2001-01-20
14,R. Kelly,I Wish,16,14,17,2001-01-20
15,Britney Spears,Stronger,28,15,8,2001-01-20
16,Debelah Morgan,Dance With Me,10,8,26,2001-01-20
17,Nelly,E.I.,15,15,16,2001-01-20
18,Evan And Jaron,Crazy For This Girl,20,18,12,2001-01-20
19,Madonna,Don't Tell Me,22,19,7,2001-01-20
20,Mystikal Featuring Nivea,Danger (Been So Long),23,20,6,2001-01-20
21,P!nk,Most Girls,18,4,24,2001-01-20
22,U2,Beautiful Day,24,22,16,2001-01-20
23,Samantha Mumba,Gotta Tell You,17,4,20,2001-01-20
24,Backstreet Boys,Shape Of My Heart,26,9,15,2001-01-20
25,Ludacris Featuring Shawnna,What's Your Fantasy,27,21,17,2001-01-20
26,K-Ci & JoJo,Crazy,35,26,7,2001-01-20
27,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,46,27,5,2001-01-20
28,Joe Featuring Mystikal,Stutter,70,28,3,2001-01-20
29,Lil Bow Wow,Bow Wow (That's My Name),40,29,9,2001-01-20
30,Fuel,Hemorrhage (In My Hands),31,30,13,2001-01-20
31,Avant Featuring KeKe Wyatt,My First Love,32,26,12,2001-01-20
32,O-Town,Liquid Dreams,19,10,5,2001-01-20
33,Tim McGraw,My Next Thirty Years,33,27,14,2001-01-20
34,Barenaked Ladies,Pinch Me,21,15,20,2001-01-20
35,Dixie Chicks,Without You,36,31,16,2001-01-20
36,Sara Evans,Born To Fly,44,34,14,2001-01-20
37,Moby Featuring Gwen Stefani,South Side,37,37,8,2001-01-20
38,98 Degrees,My Everything,43,38,7,2001-01-20
39,Shaggy Featuring Rayvon,Angel,56,39,4,2001-01-20
40,3LW,No More (Baby I'ma Do Right),45,40,12,2001-01-20
41,Musiq,Just Friends (Sunny),34,31,15,2001-01-20
42,Ja Rule Featuring Christina Milian,Between Me And You,30,11,19,2001-01-20
43,Lonestar,Tell Her,47,43,10,2001-01-20
44,Madonna,Music,29,1,24,2001-01-20
45,Kenny Chesney,I Lost It,42,34,14,2001-01-20
46,Mikaila,So In Love With Two,25,25,9,2001-01-20
47,Jagged Edge,Promise,50,47,5,2001-01-20
48,matchbox twenty,Bent,38,1,39,2001-01-20
49,Carl Thomas,Emotional,52,47,9,2001-01-20
50,Dave Hollister,One Woman Man,51,50,7,2001-01-20
51,Cash Money Millionaires,Project Chick,54,47,6,2001-01-20
52,Lee Ann Womack,Ashes By Now,57,52,7,2001-01-20
53,Jo Dee Messina,Burn,59,53,8,2001-01-20
54,BBMak,Still On Your Side,64,54,4,2001-01-20
55,P!nk,You Make Me Sick,67,55,3,2001-01-20
56,Jamie O'Neal,There Is No Arizona,65,56,5,2001-01-20
57,Brad Paisley,We Danced,53,29,15,2001-01-20
58,Crazy Town,Butterfly,75,58,3,2001-01-20
59,David Gray,Babylon,62,59,8,2001-01-20
60,112,It's Over Now,60,60,7,2001-01-20
61,Toby Keith,You Shouldn't Kiss Me Like This,68,61,4,2001-01-20
62,Public Announcement,Mamacita,39,39,5,2001-01-20
63,Phil Vassar,Just Another Day In Paradise,58,35,17,2001-01-20
64,Keith Urban,But For The Grace Of God,73,64,5,2001-01-20
65,Garth Brooks,Wild Horses,72,65,5,2001-01-20
66,3 Doors Down,Loser,61,55,14,2001-01-20
67,Alan Jackson,www.memory,63,45,12,2001-01-20
68,Wyclef Jean Featuring Mary J. Blige,911,66,38,16,2001-01-20
69,Tamia,Stranger In My House,79,69,2,2001-01-20
70,Rascal Flatts,This Everyday Love,77,70,5,2001-01-20
71,Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,71,71,6,2001-01-20
72,Dido,Thank You,80,72,2,2001-01-20
73,Ricky Martin,She Bangs,55,12,16,2001-01-20
74,John Michael Montgomery,The Little Girl,74,35,20,2001-01-20
75,Sade,By Your Side,-,75,1,2001-01-20
76,Darryl Worley,A Good Day To Run,-,76,1,2001-01-20
77,Eminem Featuring Dido,Stan,69,51,12,2001-01-20
78,Xzibit,X,83,76,4,2001-01-20
79,Diamond Rio,One More Day,-,79,1,2001-01-20
80,Limp Bizkit,Rollin',78,65,11,2001-01-20
81,The Clark Family Experience,Meanwhile Back At The Ranch,82,80,10,2001-01-20
