rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
64,Josh Turner,Why Don't We Just Dance,75,64,6,2010-01-02
65,Mary J. Blige,I Am,67,65,2,2010-01-02
66,Darius Rucker,History In The Making,70,64,8,2010-01-02
67,Eminem,Elevator,-,67,1,2010-01-02
68,Chris Brown,Crawl,60,60,4,2010-01-02
69,Pitbull Featuring Akon,Shut It Down,83,69,3,2010-01-02
70,Jason Derulo,In My Head,63,63,2,2010-01-02
71,Michael Buble,Haven't Met You Yet,74,57,12,2010-01-02
72,Adam Lambert,Whataya Want From Me,-,72,1,2010-01-02
73,Jake Owen,Eight Second Ride,77,70,7,2010-01-02
74,Rob Thomas,Someday,76,72,7,2010-01-02
75,Snoop Dogg,I Wanna Rock,80,75,2,2010-01-02
76,Craig Morgan,Bonfire,65,57,13,2010-01-02
77,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,68,36,16,2010-01-02
78,OneRepublic,All The Right Moves,79,53,11,2010-01-02
79,Robin Thicke,Sex Therapy,-,79,1,2010-01-02
80,Jesse McCartney Featuring T-Pain,Body Language,69,35,12,2010-01-02
81,Breaking Benjamin,I Will Not Bow,81,40,16,2010-01-02
82,Three Days Grace,Break,84,82,15,2010-01-02
83,Maxwell,Bad Habits,78,71,13,2010-01-02
84,Lil Wayne,On Fire,62,62,2,2010-01-02
85,John Mayer,Heartbreak Warfare,-,85,2,2010-01-02
86,Brad Paisley,American Saturday Night,90,86,3,2010-01-02
87,Billy Currington,That's How Country Boys Roll,85,85,4,2010-01-02
88,Toby Keith,Cryin' For Me (Wayman's Song),91,88,3,2010-01-02
89,The Script,Breakeven,93,89,3,2010-01-02
90,Phoenix,1901,87,87,3,2010-01-02
91,Lifehouse,Halfway Gone,99,91,2,2010-01-02
92,Chris Young,Gettin' You Home,86,33,19,2010-01-02
93,The Black Eyed Peas,Imma Be,-,50,3,2010-01-02
94,Usher Featuring Plies,Hey Daddy (Daddy's Home),-,94,1,2010-01-02
95,Weezer,(If You're Wondering If I Want You To) I Want You To,95,81,8,2010-01-02
96,Thirty Seconds To Mars,Kings And Queens,82,82,4,2010-01-02
97,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,96,40,14,2010-01-02
98,Omarion Featuring Gucci Mane,I Get It In,92,83,7,2010-01-02
99,Ester Dean Featuring Chris Brown,Drop It Low,98,38,15,2010-01-02
100,Beyonce Featuring Lady Gaga,Video Phone,97,65,4,2010-01-02
1,Ke$ha,TiK ToK,1,1,12,2010-01-09
2,Iyaz,Replay,4,2,19,2010-01-09
3,Lady Gaga,Bad Romance,3,2,9,2010-01-09
4,Owl City,Fireflies,5,1,19,2010-01-09
5,Jay-Z + Alicia Keys,Empire State Of Mind,2,1,16,2010-01-09
6,Jason Derulo,Whatcha Say,7,1,20,2010-01-09
7,Jay Sean Featuring Lil Wayne,Down,8,1,26,2010-01-09
8,Miley Cyrus,Party In The U.S.A.,19,2,20,2010-01-09
9,David Guetta Featuring Akon,Sexy Chick,6,6,21,2010-01-09
10,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,14,10,8,2010-01-09
11,The Black Eyed Peas,Meet Me Halfway,9,7,15,2010-01-09
12,Young Money Featuring Lloyd,BedRock,12,12,5,2010-01-09
13,Britney Spears,3,10,1,12,2010-01-09
14,The Black Eyed Peas,I Gotta Feeling,20,1,29,2010-01-09
15,Lady Gaga,Paparazzi,15,6,18,2010-01-09
16,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,16,8,15,2010-01-09
17,Justin Bieber,One Time,47,17,23,2010-01-09
18,Rihanna Featuring Jeezy,Hard,11,11,6,2010-01-09
19,Taylor Swift,You Belong With Me,22,2,36,2010-01-09
20,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,23,20,10,2010-01-09
21,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,24,20,12,2010-01-09
22,Lady Antebellum,Need You Now,21,5,20,2010-01-09
23,Ludacris,How Low,13,13,3,2010-01-09
24,Beyonce,Sweet Dreams,17,10,23,2010-01-09
25,Taylor Swift,Fifteen,30,23,17,2010-01-09
26,New Boyz Featuring Ray J,Tie Me Down,31,26,11,2010-01-09
27,Cascada,Evacuate The Dancefloor,28,25,20,2010-01-09
28,Kelly Clarkson,Already Gone,18,13,22,2010-01-09
29,Carrie Underwood,Cowboy Casanova,39,11,15,2010-01-09
30,Justin Bieber,One Less Lonely Girl,60,16,11,2010-01-09
31,"Jay-Z, Rihanna & Kanye West",Run This Town,37,2,22,2010-01-09
32,Kris Allen,Live Like We're Dying,33,32,9,2010-01-09
33,Birdman Featuring Lil Wayne & Drake,Money To Blow,26,26,12,2010-01-09
34,Train,"Hey, Soul Sister",32,32,13,2010-01-09
35,Kings Of Leon,Use Somebody,25,4,48,2010-01-09
36,Orianthi,According To You,41,36,4,2010-01-09
37,Lady Gaga Featuring Beyonce,Telephone,38,30,5,2010-01-09
38,Colbie Caillat,Fallin' For You,44,12,26,2010-01-09
39,Selena Gomez & The Scene,Naturally,-,39,1,2010-01-09
40,Shakira Featuring Lil Wayne,Give It Up To Me,40,29,7,2010-01-09
41,Snoop Dogg Featuring The-Dream,Gangsta Luv,35,35,10,2010-01-09
42,Trey Songz Featuring Fabolous,Say Aah,34,34,7,2010-01-09
43,Rihanna,Russian Roulette,53,9,10,2010-01-09
44,Uncle Kracker,Smile,54,44,21,2010-01-09
45,Jesse McCartney Featuring T-Pain,Body Language,80,35,13,2010-01-09
46,50 Cent Featuring Ne-Yo,Baby By Me,36,28,9,2010-01-09
47,Shinedown,If You Only Knew,46,42,9,2010-01-09
48,Young Money Featuring Gucci Mane,Steady Mobbin',-,48,1,2010-01-09
49,Miranda Lambert,White Liar,52,38,11,2010-01-09
50,Luke Bryan,Do I,43,34,17,2010-01-09
51,Muse,Uprising,56,37,16,2010-01-09
52,Gucci Mane Featuring Usher,Spotlight,51,42,9,2010-01-09
53,Chris Brown,Crawl,68,53,5,2010-01-09
54,Jason Aldean,The Truth,48,47,8,2010-01-09
55,Alicia Keys,Try Sleeping With A Broken Heart,27,27,6,2010-01-09
56,OneRepublic,All The Right Moves,78,53,12,2010-01-09
57,Daughtry,Life After You,58,57,4,2010-01-09
58,Nickelback,Never Gonna Be Alone,62,58,9,2010-01-09
59,Jason Derulo,In My Head,70,59,3,2010-01-09
60,Tim McGraw,Southern Voice,50,49,10,2010-01-09
61,Reba,Consider Me Gone,45,38,13,2010-01-09
62,Trey Songz Featuring Drake,I Invented Sex,42,42,10,2010-01-09
63,Michael Buble,Haven't Met You Yet,71,57,13,2010-01-09
64,Breaking Benjamin,I Will Not Bow,81,40,17,2010-01-09
65,Blake Shelton Featuring Trace Adkins,Hillbilly Bone,-,65,1,2010-01-09
66,The Black Eyed Peas,Imma Be,93,50,4,2010-01-09
67,Mary J. Blige,I Am,65,65,3,2010-01-09
68,Adam Lambert,Whataya Want From Me,72,68,2,2010-01-09
69,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,97,40,15,2010-01-09
70,Melanie Fiona,It Kills Me,49,49,6,2010-01-09
71,Timbaland Featuring Justin Timberlake,Carry Out,59,31,4,2010-01-09
72,Owl City,Vanilla Twilight,-,72,2,2010-01-09
73,Three Days Grace,Break,82,73,16,2010-01-09
74,Josh Turner,Why Don't We Just Dance,64,64,7,2010-01-09
75,Dierks Bentley,I Wanna Make You Close Your Eyes,57,52,13,2010-01-09
76,Jake Owen,Eight Second Ride,73,70,8,2010-01-09
77,Ester Dean Featuring Chris Brown,Drop It Low,99,38,16,2010-01-09
78,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,77,36,17,2010-01-09
79,P!nk,Funhouse,-,44,12,2010-01-09
80,Usher,Papers,61,31,11,2010-01-09
81,Darius Rucker,History In The Making,66,64,9,2010-01-09
82,Eminem,Music Box,-,82,1,2010-01-09
83,David Nail,Red Light,63,54,14,2010-01-09
84,Rob Thomas,Someday,74,72,8,2010-01-09
85,The Script,Breakeven,89,85,4,2010-01-09
86,Justin Bieber,Love Me,-,37,4,2010-01-09
87,Pitbull Featuring Akon,Shut It Down,69,69,4,2010-01-09
88,Cobra Starship,Hot Mess,-,64,2,2010-01-09
89,Snoop Dogg,I Wanna Rock,75,75,3,2010-01-09
90,Phoenix,1901,90,87,4,2010-01-09
91,Creed,Rain,-,91,2,2010-01-09
92,Selena Gomez & The Scene,Falling Down,-,82,7,2010-01-09
93,John Mayer,Heartbreak Warfare,85,85,3,2010-01-09
94,Robin Thicke,Sex Therapy,79,79,2,2010-01-09
95,Craig Morgan,Bonfire,76,57,14,2010-01-09
96,LMFAO Featuring Lil Jon,Shots,-,96,3,2010-01-09
97,Lady Antebellum,American Honey,-,97,1,2010-01-09
98,Beyonce Featuring Lady Gaga,Video Phone,100,65,5,2010-01-09
99,Lifehouse,Halfway Gone,91,91,3,2010-01-09
100,Thirty Seconds To Mars,Kings And Queens,96,82,5,2010-01-09
1,Ke$ha,TiK ToK,1,1,13,2010-01-16
2,Lady Gaga,Bad Romance,3,2,10,2010-01-16
3,Iyaz,Replay,2,2,20,2010-01-16
4,Jay-Z + Alicia Keys,Empire State Of Mind,5,1,17,2010-01-16
5,Owl City,Fireflies,4,1,20,2010-01-16
6,David Guetta Featuring Akon,Sexy Chick,9,6,22,2010-01-16
7,Jay Sean Featuring Lil Wayne,Down,7,1,27,2010-01-16
8,Jason Derulo,Whatcha Say,6,1,21,2010-01-16
9,The Black Eyed Peas,I Gotta Feeling,14,1,30,2010-01-16
10,Miley Cyrus,Party In The U.S.A.,8,2,21,2010-01-16
11,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,10,10,9,2010-01-16
12,Young Money Featuring Lloyd,BedRock,12,12,6,2010-01-16
13,The Black Eyed Peas,Meet Me Halfway,11,7,16,2010-01-16
14,Lady Gaga,Paparazzi,15,6,19,2010-01-16
15,Rihanna Featuring Jeezy,Hard,18,11,7,2010-01-16
16,Britney Spears,3,13,1,13,2010-01-16
17,Taylor Swift,You Belong With Me,19,2,37,2010-01-16
18,Lil Wayne Featuring Eminem,Drop The World,-,18,1,2010-01-16
19,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,16,8,16,2010-01-16
20,Lady Antebellum,Need You Now,22,5,21,2010-01-16
21,Ludacris,How Low,23,13,4,2010-01-16
22,Beyonce,Sweet Dreams,24,10,24,2010-01-16
23,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,20,20,11,2010-01-16
24,Justin Bieber,One Time,17,17,24,2010-01-16
25,Kings Of Leon,Use Somebody,35,4,49,2010-01-16
26,Kelly Clarkson,Already Gone,28,13,23,2010-01-16
27,Cascada,Evacuate The Dancefloor,27,25,21,2010-01-16
28,Taylor Swift,Fifteen,25,23,18,2010-01-16
29,Train,"Hey, Soul Sister",34,29,14,2010-01-16
30,Kris Allen,Live Like We're Dying,32,30,10,2010-01-16
31,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,21,20,13,2010-01-16
32,New Boyz Featuring Ray J,Tie Me Down,26,26,12,2010-01-16
33,Orianthi,According To You,36,33,5,2010-01-16
34,"Jay-Z, Rihanna & Kanye West",Run This Town,31,2,23,2010-01-16
35,Carrie Underwood,Cowboy Casanova,29,11,16,2010-01-16
36,Birdman Featuring Lil Wayne & Drake,Money To Blow,33,26,13,2010-01-16
37,Lady Gaga Featuring Beyonce,Telephone,37,30,6,2010-01-16
38,Colbie Caillat,Fallin' For You,38,12,27,2010-01-16
39,Justin Bieber,One Less Lonely Girl,30,16,12,2010-01-16
40,Trey Songz Featuring Fabolous,Say Aah,42,34,8,2010-01-16
41,Snoop Dogg Featuring The-Dream,Gangsta Luv,41,35,11,2010-01-16
42,Selena Gomez & The Scene,Naturally,39,39,2,2010-01-16
43,Uncle Kracker,Smile,44,43,22,2010-01-16
44,Shakira Featuring Lil Wayne,Give It Up To Me,40,29,8,2010-01-16
45,Shinedown,If You Only Knew,47,42,10,2010-01-16
46,The Black Eyed Peas,Imma Be,66,46,5,2010-01-16
47,Miranda Lambert,White Liar,49,38,12,2010-01-16
48,50 Cent Featuring Ne-Yo,Baby By Me,46,28,10,2010-01-16
49,Jason Aldean,The Truth,54,47,9,2010-01-16
50,Jason Derulo,In My Head,59,50,4,2010-01-16
51,Tim McGraw,Southern Voice,60,49,11,2010-01-16
52,Michael Buble,Haven't Met You Yet,63,52,14,2010-01-16
53,Luke Bryan,Do I,50,34,18,2010-01-16
54,Reba,Consider Me Gone,61,38,14,2010-01-16
55,Alicia Keys,Try Sleeping With A Broken Heart,55,27,7,2010-01-16
56,Daughtry,Life After You,57,56,5,2010-01-16
57,Gucci Mane Featuring Usher,Spotlight,52,42,10,2010-01-16
58,Muse,Uprising,51,37,17,2010-01-16
59,Rihanna,Russian Roulette,43,9,11,2010-01-16
60,OneRepublic,All The Right Moves,56,53,13,2010-01-16
61,Timbaland Featuring Justin Timberlake,Carry Out,71,31,5,2010-01-16
62,Trey Songz Featuring Drake,I Invented Sex,62,42,11,2010-01-16
63,Nickelback,Never Gonna Be Alone,58,58,10,2010-01-16
64,Melanie Fiona,It Kills Me,70,49,7,2010-01-16
65,Josh Turner,Why Don't We Just Dance,74,64,8,2010-01-16
66,Dierks Bentley,I Wanna Make You Close Your Eyes,75,52,14,2010-01-16
67,Jesse McCartney Featuring T-Pain,Body Language,45,35,14,2010-01-16
68,Blake Shelton Featuring Trace Adkins,Hillbilly Bone,65,65,2,2010-01-16
69,Chris Brown,Crawl,53,53,6,2010-01-16
70,Adam Lambert,Whataya Want From Me,68,68,3,2010-01-16
71,Darius Rucker,History In The Making,81,64,10,2010-01-16
72,Jake Owen,Eight Second Ride,76,70,9,2010-01-16
73,Breaking Benjamin,I Will Not Bow,64,40,18,2010-01-16
74,Rob Thomas,Someday,84,72,9,2010-01-16
75,Pitbull Featuring Akon,Shut It Down,87,69,5,2010-01-16
76,Three Days Grace,Break,73,73,17,2010-01-16
77,David Nail,Red Light,83,54,15,2010-01-16
78,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,78,36,18,2010-01-16
79,John Mayer,Heartbreak Warfare,93,79,4,2010-01-16
80,Usher,Papers,80,31,12,2010-01-16
81,Young Money Featuring Gucci Mane,Steady Mobbin',48,48,2,2010-01-16
82,Mary J. Blige,I Am,67,65,4,2010-01-16
83,P!nk,Funhouse,79,44,13,2010-01-16
84,The Script,Breakeven,85,84,5,2010-01-16
85,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,69,40,16,2010-01-16
86,Ester Dean Featuring Chris Brown,Drop It Low,77,38,17,2010-01-16
87,Snoop Dogg,I Wanna Rock,89,75,4,2010-01-16
88,Phoenix,1901,90,87,5,2010-01-16
89,Brad Paisley,American Saturday Night,-,86,4,2010-01-16
90,Owl City,Vanilla Twilight,72,72,3,2010-01-16
91,Toby Keith,Cryin' For Me (Wayman's Song),-,88,4,2010-01-16
92,Robin Thicke,Sex Therapy,94,79,3,2010-01-16
93,Cobra Starship,Hot Mess,88,64,3,2010-01-16
94,Chris Young,Gettin' You Home,-,33,20,2010-01-16
95,LMFAO Featuring Lil Jon,Shots,96,95,4,2010-01-16
96,Billy Currington,That's How Country Boys Roll,-,85,5,2010-01-16
97,Carrie Underwood,Temporary Home,-,92,2,2010-01-16
98,Lifehouse,Halfway Gone,99,91,4,2010-01-16
99,Lady Antebellum,American Honey,97,97,2,2010-01-16
100,Weezer,(If You're Wondering If I Want You To) I Want You To,-,81,9,2010-01-16
1,Ke$ha,TiK ToK,1,1,14,2010-01-23
2,Lady Gaga,Bad Romance,2,2,11,2010-01-23
3,Jay-Z + Alicia Keys,Empire State Of Mind,4,1,18,2010-01-23
4,Iyaz,Replay,3,2,21,2010-01-23
5,Owl City,Fireflies,5,1,21,2010-01-23
6,David Guetta Featuring Akon,Sexy Chick,6,6,23,2010-01-23
7,Ke$ha Featuring 3OH!3,Blah Blah Blah,-,7,1,2010-01-23
8,Young Money Featuring Lloyd,BedRock,12,8,7,2010-01-23
9,Rihanna Featuring Jeezy,Hard,15,9,8,2010-01-23
10,Jay Sean Featuring Lil Wayne,Down,7,1,28,2010-01-23
11,Jason Derulo,Whatcha Say,8,1,22,2010-01-23
12,The Black Eyed Peas,I Gotta Feeling,9,1,31,2010-01-23
13,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,11,10,10,2010-01-23
14,Ludacris,How Low,21,13,5,2010-01-23
15,Britney Spears,3,16,1,14,2010-01-23
16,Taylor Swift,You Belong With Me,17,2,38,2010-01-23
17,Miley Cyrus,Party In The U.S.A.,10,2,22,2010-01-23
18,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,19,8,17,2010-01-23
19,Lady Antebellum,Need You Now,20,5,22,2010-01-23
20,Lil Wayne Featuring Eminem,Drop The World,18,18,2,2010-01-23
21,The Black Eyed Peas,Meet Me Halfway,13,7,17,2010-01-23
22,Lady Gaga,Paparazzi,14,6,20,2010-01-23
23,Train,"Hey, Soul Sister",29,23,15,2010-01-23
24,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,23,20,12,2010-01-23
25,Kelly Clarkson,Already Gone,26,13,24,2010-01-23
26,Orianthi,According To You,33,26,6,2010-01-23
27,Ke$ha,Your Love Is My Drug,-,27,1,2010-01-23
28,Trey Songz Featuring Fabolous,Say Aah,40,28,9,2010-01-23
29,Kings Of Leon,Use Somebody,25,4,50,2010-01-23
30,Beyonce,Sweet Dreams,22,10,25,2010-01-23
31,Lady Gaga Featuring Beyonce,Telephone,37,30,7,2010-01-23
32,New Boyz Featuring Ray J,Tie Me Down,32,26,13,2010-01-23
33,Kris Allen,Live Like We're Dying,30,30,11,2010-01-23
34,The Black Eyed Peas,Imma Be,46,34,6,2010-01-23
35,Cascada,Evacuate The Dancefloor,27,25,22,2010-01-23
36,Selena Gomez & The Scene,Naturally,42,36,3,2010-01-23
37,Taylor Swift,Fifteen,28,23,19,2010-01-23
38,Birdman Featuring Lil Wayne & Drake,Money To Blow,36,26,14,2010-01-23
39,Colbie Caillat,Fallin' For You,38,12,28,2010-01-23
40,Snoop Dogg Featuring The-Dream,Gangsta Luv,41,35,12,2010-01-23
41,Timbaland Featuring Justin Timberlake,Carry Out,61,31,6,2010-01-23
42,Justin Bieber,One Time,24,17,25,2010-01-23
43,Carrie Underwood,Cowboy Casanova,35,11,17,2010-01-23
44,Jason Derulo,In My Head,50,44,5,2010-01-23
45,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,31,20,14,2010-01-23
46,Jason Aldean,The Truth,49,46,10,2010-01-23
47,Uncle Kracker,Smile,43,43,23,2010-01-23
48,Justin Bieber,One Less Lonely Girl,39,16,13,2010-01-23
49,Alicia Keys,Try Sleeping With A Broken Heart,55,27,8,2010-01-23
50,Shinedown,If You Only Knew,45,42,11,2010-01-23
51,Miranda Lambert,White Liar,47,38,13,2010-01-23
52,Michael Buble,Haven't Met You Yet,52,52,15,2010-01-23
53,Melanie Fiona,It Kills Me,64,49,8,2010-01-23
54,Trey Songz Featuring Drake,I Invented Sex,62,42,12,2010-01-23
55,Tim McGraw,Southern Voice,51,49,12,2010-01-23
56,Daughtry,Life After You,56,56,6,2010-01-23
57,OneRepublic,All The Right Moves,60,53,14,2010-01-23
58,Shakira Featuring Lil Wayne,Give It Up To Me,44,29,9,2010-01-23
59,Reba,Consider Me Gone,54,38,15,2010-01-23
60,50 Cent Featuring Ne-Yo,Baby By Me,48,28,11,2010-01-23
61,Gucci Mane Featuring Usher,Spotlight,57,42,11,2010-01-23
62,Muse,Uprising,58,37,18,2010-01-23
63,Dierks Bentley,I Wanna Make You Close Your Eyes,66,52,15,2010-01-23
64,Josh Turner,Why Don't We Just Dance,65,64,9,2010-01-23
65,Adam Lambert,Whataya Want From Me,70,65,4,2010-01-23
66,Nickelback,Never Gonna Be Alone,63,58,11,2010-01-23
67,Pitbull Featuring Akon,Shut It Down,75,67,6,2010-01-23
68,Mary J. Blige,I Am,82,65,5,2010-01-23
69,Luke Bryan,Do I,53,34,19,2010-01-23
70,Darius Rucker,History In The Making,71,64,11,2010-01-23
71,Blake Shelton Featuring Trace Adkins,Hillbilly Bone,68,65,3,2010-01-23
72,Chris Brown,Crawl,69,53,7,2010-01-23
73,The Script,Breakeven,84,73,6,2010-01-23
74,John Mayer,Heartbreak Warfare,79,74,5,2010-01-23
75,Jake Owen,Eight Second Ride,72,70,10,2010-01-23
76,Rihanna,Russian Roulette,59,9,12,2010-01-23
77,Snoop Dogg,I Wanna Rock,87,75,5,2010-01-23
78,Rob Thomas,Someday,74,72,10,2010-01-23
79,Lifehouse,Halfway Gone,98,79,5,2010-01-23
80,Breaking Benjamin,I Will Not Bow,73,40,19,2010-01-23
81,Usher,Papers,80,31,13,2010-01-23
82,David Nail,Red Light,77,54,16,2010-01-23
83,LMFAO Featuring Lil Jon,Shots,95,83,5,2010-01-23
84,Phoenix,1901,88,84,6,2010-01-23
85,Ke$ha,Take It Off,-,85,1,2010-01-23
86,Robin Thicke,Sex Therapy,92,79,4,2010-01-23
87,Brad Paisley,American Saturday Night,89,86,5,2010-01-23
88,Toby Keith,Cryin' For Me (Wayman's Song),91,88,5,2010-01-23
89,Carrie Underwood,Temporary Home,97,89,3,2010-01-23
90,Three Days Grace,Break,76,73,18,2010-01-23
91,Cobra Starship,Hot Mess,93,64,4,2010-01-23
92,Billy Currington,That's How Country Boys Roll,96,85,6,2010-01-23
93,Lady Antebellum,Love This Pain,-,93,1,2010-01-23
94,Timbaland Featuring Drake,Say Something,-,94,1,2010-01-23
95,Young Money Featuring Gucci Mane,Steady Mobbin',81,48,3,2010-01-23
96,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,85,40,17,2010-01-23
97,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,78,36,19,2010-01-23
98,Jesse McCartney Featuring T-Pain,Body Language,67,35,15,2010-01-23
99,Maxwell,Bad Habits,-,71,14,2010-01-23
100,Easton Corbin,A Little More Country Than That,-,100,1,2010-01-23
1,Ke$ha,TiK ToK,1,1,15,2010-01-30
2,Lady Gaga,Bad Romance,2,2,12,2010-01-30
3,Jay-Z + Alicia Keys,Empire State Of Mind,3,1,19,2010-01-30
4,Young Money Featuring Lloyd,BedRock,8,4,8,2010-01-30
5,Iyaz,Replay,4,2,22,2010-01-30
6,David Guetta Featuring Akon,Sexy Chick,6,6,24,2010-01-30
7,Train,"Hey, Soul Sister",23,7,16,2010-01-30
8,Rihanna Featuring Jeezy,Hard,9,8,9,2010-01-30
9,Owl City,Fireflies,5,1,22,2010-01-30
10,Ludacris,How Low,14,10,6,2010-01-30
11,The Black Eyed Peas,I Gotta Feeling,12,1,32,2010-01-30
12,Ke$ha Featuring 3OH!3,Blah Blah Blah,7,7,2,2010-01-30
13,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,13,10,11,2010-01-30
14,Jason Derulo,Whatcha Say,11,1,23,2010-01-30
15,The Black Eyed Peas,Imma Be,34,15,7,2010-01-30
16,Jay Sean Featuring Lil Wayne,Down,10,1,29,2010-01-30
17,Lady Antebellum,Need You Now,19,5,23,2010-01-30
18,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,24,18,13,2010-01-30
19,Trey Songz Featuring Fabolous,Say Aah,28,19,10,2010-01-30
20,Lady Gaga Featuring Beyonce,Telephone,31,20,8,2010-01-30
21,Orianthi,According To You,26,21,7,2010-01-30
22,Taylor Swift,You Belong With Me,16,2,39,2010-01-30
