rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
55,Lou Rawls,You Can Bring Me All Your Heartaches,60,55,7,1967-01-07
56,The Critters,Bad Misunderstanding,55,55,6,1967-01-07
57,The Emperor's,Karate,63,57,6,1967-01-07
58,Bob Crewe Generation,Music To Watch Girls By,86,58,2,1967-01-07
59,Dionne Warwick,Another Night,73,59,3,1967-01-07
60,Roy Orbison,Communication Breakdown,72,60,5,1967-01-07
61,The Youngbloods,Grizzly Bear,70,61,4,1967-01-07
62,The Drifters,Baby What I Mean,62,62,6,1967-01-07
63,Dean Martin,(Open Up The Door) Let The Good Times In,67,63,4,1967-01-07
64,Tommy Roe,It's Now Winters Day,84,64,3,1967-01-07
65,"The Sopwith ""Camel""",Hello Hello,91,65,3,1967-01-07
66,The Buckinghams,Kind Of A Drag,90,66,2,1967-01-07
67,Jimmy Castor,"Hey, Leroy, Your Mama's Callin' You",95,67,2,1967-01-07
68,Bobby Darin,The Girl That Stood Beside Me,66,66,5,1967-01-07
69,Baby Ray,There's Something On Your Mind,69,69,6,1967-01-07
70,Gene Pitney,Just One Smile,75,70,3,1967-01-07
71,The Artistics,I'm Gonna Miss You,80,71,4,1967-01-07
72,The Gunter Kallmann Chorus,Wish Me A Rainbow,81,72,3,1967-01-07
73,Damita Jo,If You Go Away,79,73,5,1967-01-07
74,Ramsey Lewis,Day Tripper,78,74,3,1967-01-07
75,The Mamas & The Papas,Dancing In The Street,77,75,4,1967-01-07
76,The Seeds,Pushin' Too Hard,85,76,3,1967-01-07
77,Senator Bobby Featuring Bill Minkin,Wild Thing,-,77,1,1967-01-07
78,James Brown And The Famous Flames,Bring It Up,-,78,1,1967-01-07
79,Freddy Scott,Are You Lonely For Me,88,79,3,1967-01-07
80,The Spencer Davis Group,Gimme Some Lovin',100,80,2,1967-01-07
81,Sergio Mendes & Brasil '66,Constant Rain (Chove Chuva),83,81,3,1967-01-07
82,Cannonball Adderley,"Mercy, Mercy, Mercy",-,82,1,1967-01-07
83,J.J. Jackson,I Dig Girls,89,83,2,1967-01-07
84,The Dave Clark Five,I've Got To Have A Reason,-,84,1,1967-01-07
85,The Joe Cuba Sextet,Oh Yeah!,-,85,1,1967-01-07
86,Sam & Dave,You Got Me Hummin',97,82,5,1967-01-07
87,Howard Tate,"Look At Granny Run, Run",87,87,3,1967-01-07
88,Marvin Gaye & Kim Weston,It Takes Two,-,88,1,1967-01-07
89,Patti LaBelle And The Blue Belles,Take Me For A Little While,93,89,2,1967-01-07
90,Peaches & Herb,Let's Fall In Love,92,90,2,1967-01-07
91,The McCoys,I Got To Go Back (And Watch That Little Girl Dance),-,91,1,1967-01-07
92,Bobby Hebb,Love Me,96,92,2,1967-01-07
93,Boots Randolph,The Shadow Of Your Smile,94,93,3,1967-01-07
94,The Bachelors,Walk With Faith In Your Heart,-,94,1,1967-01-07
95,Don Ho and the Aliis,Tiny Bubbles,98,87,5,1967-01-07
96,The Left Banke,Pretty Ballerina,-,96,1,1967-01-07
97,The Hardtimes,Fortune Teller,99,97,2,1967-01-07
98,The Kinks,Deadend Street,-,98,1,1967-01-07
99,The Lovin' Spoonful,Full Measure,-,99,1,1967-01-07
100,Jack Greene,There Goes My Everything,-,100,1,1967-01-07
1,The Monkees,I'm A Believer,1,1,6,1967-01-14
2,The Royal Guardsmen,Snoopy Vs. The Red Baron,2,2,5,1967-01-14
3,Aaron Neville,Tell It Like It Is,3,3,7,1967-01-14
4,Paul Revere & The Raiders Featuring Mark Lindsay,Good Thing,7,4,7,1967-01-14
5,Nancy Sinatra,Sugar Town,5,5,9,1967-01-14
6,The Mamas & The Papas,Words Of Love,8,6,7,1967-01-14
7,Four Tops,Standing In The Shadows Of Love,9,7,5,1967-01-14
8,The New Vaudeville Band,Winchester Cathedral,4,1,12,1967-01-14
9,Frank Sinatra,That's Life,6,4,9,1967-01-14
10,The Seekers,Georgy Girl,20,10,7,1967-01-14
11,Bobby Vinton,Coming Home Soldier,11,11,9,1967-01-14
12,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Tell It To The Rain,15,12,6,1967-01-14
13,Donovan,Mellow Yellow,10,2,10,1967-01-14
14,Sandy Posey,Single Girl,12,12,9,1967-01-14
15,The Music Machine,Talk Talk,16,15,10,1967-01-14
16,The Lovin' Spoonful,Nashville Cats,24,16,5,1967-01-14
17,Mitch Ryder And The Detroit Wheels,Devil With A Blue Dress On & Good Golly Miss Molly,14,4,15,1967-01-14
18,Jimmy Ruffin,I've Passed This Way Before,23,18,7,1967-01-14
19,The Temptations,(I Know) I'm Losing You,13,8,9,1967-01-14
20,The Monkees,(I'm Not Your) Steppin' Stone,32,20,5,1967-01-14
21,The Beach Boys,Good Vibrations,17,1,13,1967-01-14
22,Ronnie Dove,Cry,18,18,8,1967-01-14
23,Petula Clark,Color My World,28,23,4,1967-01-14
24,Blues Magoos,(We Ain't Got) Nothin' Yet,31,24,6,1967-01-14
25,Keith,98.6,37,25,6,1967-01-14
26,Spyder Turner,Stand By Me,43,26,5,1967-01-14
27,Herman's Hermits,East West,27,27,7,1967-01-14
28,Gary Lewis And The Playboys,Where Will The Words Come From,39,28,5,1967-01-14
29,Otis Redding,Try A Little Tenderness,34,29,7,1967-01-14
30,Senator Everett McKinley Dirksen,Gallant Men,33,30,4,1967-01-14
31,Peter And Gordon,Knight In Rusty Armour,41,31,4,1967-01-14
32,Wilson Pickett,Mustang Sally,26,23,8,1967-01-14
33,Stevie Wonder,A Place In The Sun,19,9,10,1967-01-14
34,The Innocence,There's Got To Be A Word!,36,34,7,1967-01-14
35,Eric Burdon & The Animals,Help Me Girl,29,29,8,1967-01-14
36,? (Question Mark) & The Mysterians,I Need Somebody,25,22,9,1967-01-14
37,Bobby Goldsboro,Blue Autumn,42,37,6,1967-01-14
38,The Yardbirds,Happenings Ten Years Time Ago,30,30,8,1967-01-14
39,Roger Williams,Born Free,22,7,21,1967-01-14
40,Pozo Seco Singers,Look What You've Done,48,40,5,1967-01-14
41,Tom Jones,"Green, Green Grass Of Home",51,41,4,1967-01-14
42,The Buckinghams,Kind Of A Drag,66,42,3,1967-01-14
43,Sam The Sham and the Pharaohs,How Do You Catch A Girl,50,43,4,1967-01-14
44,The Electric Prunes,I Had Too Much To Dream (Last Night),47,44,6,1967-01-14
45,Gene Chandler,I Fooled You This Time,45,45,8,1967-01-14
46,The Young Holt Trio,Wack Wack,53,46,5,1967-01-14
47,Bob Crewe Generation,Music To Watch Girls By,58,47,3,1967-01-14
48,Joe Tex,Papa Was Too,49,48,5,1967-01-14
49,Dionne Warwick,Another Night,59,49,4,1967-01-14
50,The Supremes,You Keep Me Hangin' On,21,1,12,1967-01-14
51,The Happenings,Goodnight My Love,52,51,6,1967-01-14
52,Senator Bobby Featuring Bill Minkin,Wild Thing,77,52,2,1967-01-14
53,Tommy Roe,It's Now Winters Day,64,53,4,1967-01-14
54,Terry Knight and The Pack,I (Who Have Nothing),46,46,10,1967-01-14
55,Dean Martin,(Open Up The Door) Let The Good Times In,63,55,5,1967-01-14
56,The Youngbloods,Grizzly Bear,61,56,5,1967-01-14
57,The Emperor's,Karate,57,57,7,1967-01-14
58,"The Sopwith ""Camel""",Hello Hello,65,58,4,1967-01-14
59,James Brown And The Famous Flames,Bring It Up,78,59,2,1967-01-14
60,Roy Orbison,Communication Breakdown,60,60,6,1967-01-14
61,Lou Rawls,You Can Bring Me All Your Heartaches,55,55,8,1967-01-14
62,The Artistics,I'm Gonna Miss You,71,62,5,1967-01-14
63,The Spencer Davis Group,Gimme Some Lovin',80,63,3,1967-01-14
64,Jimmy Castor,"Hey, Leroy, Your Mama's Callin' You",67,64,3,1967-01-14
65,The Seeds,Pushin' Too Hard,76,65,4,1967-01-14
66,The Gunter Kallmann Chorus,Wish Me A Rainbow,72,66,4,1967-01-14
67,Cannonball Adderley,"Mercy, Mercy, Mercy",82,67,2,1967-01-14
68,Marvin Gaye & Kim Weston,It Takes Two,88,68,2,1967-01-14
69,Freddy Scott,Are You Lonely For Me,79,69,4,1967-01-14
70,Gene Pitney,Just One Smile,70,70,4,1967-01-14
71,The Drifters,Baby What I Mean,62,62,7,1967-01-14
72,Sonny & Cher,The Beat Goes On,-,72,1,1967-01-14
73,The Mamas & The Papas,Dancing In The Street,75,73,5,1967-01-14
74,Ramsey Lewis,Day Tripper,74,74,4,1967-01-14
75,Damita Jo,If You Go Away,73,73,6,1967-01-14
76,The Dave Clark Five,I've Got To Have A Reason,84,76,2,1967-01-14
77,Sam & Dave,You Got Me Hummin',86,77,6,1967-01-14
78,Sergio Mendes & Brasil '66,Constant Rain (Chove Chuva),81,78,4,1967-01-14
79,Lowell Fulsom,Tramp,-,79,1,1967-01-14
80,Howard Tate,"Look At Granny Run, Run",87,80,4,1967-01-14
81,The Left Banke,Pretty Ballerina,96,81,2,1967-01-14
82,The Joe Cuba Sextet,Oh Yeah!,85,82,2,1967-01-14
83,J.J. Jackson,I Dig Girls,83,83,3,1967-01-14
84,Bobby Hebb,Love Me,92,84,3,1967-01-14
85,The Kinks,Deadend Street,98,85,2,1967-01-14
86,Bobby Darin,Lovin' You,-,86,1,1967-01-14
87,Brenda Lee,"Ride, Ride, Ride",-,87,1,1967-01-14
88,The McCoys,I Got To Go Back (And Watch That Little Girl Dance),91,88,2,1967-01-14
89,The Lovin' Spoonful,Full Measure,99,89,2,1967-01-14
90,Don Ho and the Aliis,Tiny Bubbles,95,87,6,1967-01-14
91,Felice Taylor,It May Be Winter Outside (But In My Heart It's Spring),-,91,1,1967-01-14
92,Jack Greene,There Goes My Everything,100,92,2,1967-01-14
93,The Bachelors,Walk With Faith In Your Heart,94,93,2,1967-01-14
94,The Casinos,Then You Can Tell Me Goodbye,-,94,1,1967-01-14
95,The 5th Dimension,Go Where You Wanna Go,-,95,1,1967-01-14
96,The Metros,Sweetest One,-,96,1,1967-01-14
97,The Five Stairsteps,Danger! She's A Stranger,-,97,1,1967-01-14
98,Big Maybelle,96 Tears,-,98,1,1967-01-14
99,Carla Thomas,Something Good (Is Going To Happen To You),-,99,1,1967-01-14
100,James Darren,All,-,100,1,1967-01-14
1,The Monkees,I'm A Believer,1,1,7,1967-01-21
2,The Royal Guardsmen,Snoopy Vs. The Red Baron,2,2,6,1967-01-21
3,Aaron Neville,Tell It Like It Is,3,3,8,1967-01-21
4,Paul Revere & The Raiders Featuring Mark Lindsay,Good Thing,4,4,8,1967-01-21
5,The Mamas & The Papas,Words Of Love,6,5,8,1967-01-21
6,Four Tops,Standing In The Shadows Of Love,7,6,6,1967-01-21
7,The Seekers,Georgy Girl,10,7,8,1967-01-21
8,Nancy Sinatra,Sugar Town,5,5,10,1967-01-21
9,The Lovin' Spoonful,Nashville Cats,16,9,6,1967-01-21
10,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Tell It To The Rain,12,10,7,1967-01-21
11,Bobby Vinton,Coming Home Soldier,11,11,10,1967-01-21
12,The New Vaudeville Band,Winchester Cathedral,8,1,13,1967-01-21
13,Blues Magoos,(We Ain't Got) Nothin' Yet,24,13,7,1967-01-21
14,Keith,98.6,25,14,7,1967-01-21
15,The Buckinghams,Kind Of A Drag,42,15,4,1967-01-21
16,Petula Clark,Color My World,23,16,5,1967-01-21
17,The Music Machine,Talk Talk,15,15,11,1967-01-21
18,Jimmy Ruffin,I've Passed This Way Before,18,18,8,1967-01-21
19,Frank Sinatra,That's Life,9,4,10,1967-01-21
20,Peter And Gordon,Knight In Rusty Armour,31,20,5,1967-01-21
21,Spyder Turner,Stand By Me,26,21,6,1967-01-21
22,Mitch Ryder And The Detroit Wheels,Devil With A Blue Dress On & Good Golly Miss Molly,17,4,16,1967-01-21
23,Sandy Posey,Single Girl,14,12,10,1967-01-21
24,The Electric Prunes,I Had Too Much To Dream (Last Night),44,24,7,1967-01-21
25,Gary Lewis And The Playboys,Where Will The Words Come From,28,25,6,1967-01-21
26,Otis Redding,Try A Little Tenderness,29,26,8,1967-01-21
27,Donovan,Mellow Yellow,13,2,11,1967-01-21
28,The Monkees,(I'm Not Your) Steppin' Stone,20,20,6,1967-01-21
29,Senator Everett McKinley Dirksen,Gallant Men,30,29,5,1967-01-21
30,Senator Bobby Featuring Bill Minkin,Wild Thing,52,30,3,1967-01-21
31,Tom Jones,"Green, Green Grass Of Home",41,31,5,1967-01-21
32,Bob Crewe Generation,Music To Watch Girls By,47,32,4,1967-01-21
33,Sam The Sham and the Pharaohs,How Do You Catch A Girl,43,33,5,1967-01-21
34,Herman's Hermits,East West,27,27,8,1967-01-21
35,Eric Burdon & The Animals,Help Me Girl,35,29,9,1967-01-21
36,Pozo Seco Singers,Look What You've Done,40,36,6,1967-01-21
37,Bobby Goldsboro,Blue Autumn,37,37,7,1967-01-21
38,The Temptations,(I Know) I'm Losing You,19,8,10,1967-01-21
39,The Innocence,There's Got To Be A Word!,34,34,8,1967-01-21
40,The Young Holt Trio,Wack Wack,46,40,6,1967-01-21
41,? (Question Mark) & The Mysterians,I Need Somebody,36,22,10,1967-01-21
42,Tommy Roe,It's Now Winters Day,53,42,5,1967-01-21
43,"The Sopwith ""Camel""",Hello Hello,58,43,5,1967-01-21
44,The Yardbirds,Happenings Ten Years Time Ago,38,30,9,1967-01-21
45,Stevie Wonder,A Place In The Sun,33,9,11,1967-01-21
46,Joe Tex,Papa Was Too,48,46,6,1967-01-21
47,Wilson Pickett,Mustang Sally,32,23,9,1967-01-21
48,James Brown And The Famous Flames,Bring It Up,59,48,3,1967-01-21
49,Dionne Warwick,Another Night,49,49,5,1967-01-21
50,The Beach Boys,Good Vibrations,21,1,14,1967-01-21
51,The Seeds,Pushin' Too Hard,65,51,5,1967-01-21
52,The Spencer Davis Group,Gimme Some Lovin',63,52,4,1967-01-21
53,Jimmy Castor,"Hey, Leroy, Your Mama's Callin' You",64,53,4,1967-01-21
54,The Youngbloods,Grizzly Bear,56,54,6,1967-01-21
55,Dean Martin,(Open Up The Door) Let The Good Times In,55,55,6,1967-01-21
56,The Emperor's,Karate,57,56,8,1967-01-21
57,Cannonball Adderley,"Mercy, Mercy, Mercy",67,57,3,1967-01-21
58,Sonny & Cher,The Beat Goes On,72,58,2,1967-01-21
59,The Artistics,I'm Gonna Miss You,62,59,6,1967-01-21
60,Freddy Scott,Are You Lonely For Me,69,60,5,1967-01-21
61,Marvin Gaye & Kim Weston,It Takes Two,68,61,3,1967-01-21
62,The Left Banke,Pretty Ballerina,81,62,3,1967-01-21
63,The Gunter Kallmann Chorus,Wish Me A Rainbow,66,63,5,1967-01-21
64,Ronnie Dove,Cry,22,18,9,1967-01-21
65,Roy Orbison,Communication Breakdown,60,60,7,1967-01-21
66,The Dave Clark Five,I've Got To Have A Reason,76,66,3,1967-01-21
67,Lowell Fulsom,Tramp,79,67,2,1967-01-21
68,Gene Pitney,Just One Smile,70,68,5,1967-01-21
69,The Casinos,Then You Can Tell Me Goodbye,94,69,2,1967-01-21
70,Brenda Lee,"Ride, Ride, Ride",87,70,2,1967-01-21
71,The 5th Dimension,Go Where You Wanna Go,95,71,2,1967-01-21
72,Felice Taylor,It May Be Winter Outside (But In My Heart It's Spring),91,72,2,1967-01-21
73,The Mamas & The Papas,Dancing In The Street,73,73,6,1967-01-21
74,The Joe Cuba Sextet,Oh Yeah!,82,74,3,1967-01-21
75,Damita Jo,If You Go Away,75,73,7,1967-01-21
76,Bobby Darin,Lovin' You,86,76,2,1967-01-21
77,Sergio Mendes & Brasil '66,Constant Rain (Chove Chuva),78,77,5,1967-01-21
78,The Rolling Stones,Ruby Tuesday,-,78,1,1967-01-21
79,Howard Tate,"Look At Granny Run, Run",80,79,5,1967-01-21
80,Don Ho and the Aliis,Tiny Bubbles,90,80,7,1967-01-21
81,The Kinks,Deadend Street,85,81,3,1967-01-21
82,Ed Ames,My Cup Runneth Over,-,82,1,1967-01-21
83,The Bachelors,Walk With Faith In Your Heart,93,83,3,1967-01-21
84,James Darren,All,100,84,2,1967-01-21
85,The Rolling Stones,Let's Spend The Night Together,-,85,1,1967-01-21
86,The McCoys,I Got To Go Back (And Watch That Little Girl Dance),88,86,3,1967-01-21
87,The Lovin' Spoonful,Full Measure,89,87,3,1967-01-21
88,Jack Greene,There Goes My Everything,92,88,3,1967-01-21
89,Carla Thomas,Something Good (Is Going To Happen To You),99,89,2,1967-01-21
90,The Nightcrawlers,The Little Black Egg,-,90,1,1967-01-21
91,The Metros,Sweetest One,96,91,2,1967-01-21
92,Bo Diddley,Ooh Baby,-,92,1,1967-01-21
93,The Five Stairsteps,Danger! She's A Stranger,97,93,2,1967-01-21
94,Jerry Butler,I Dig You Baby,-,94,1,1967-01-21
95,Robert Parker,Tip Toe,-,95,1,1967-01-21
96,Frankie Laine,I'll Take Care Of Your Cares,-,96,1,1967-01-21
97,The Marvelettes,The Hunter Gets Captured By The Game,-,97,1,1967-01-21
98,Big Maybelle,96 Tears,98,98,2,1967-01-21
99,Judy Collins,Hard Lovin' Loser,-,99,1,1967-01-21
100,Jack Jones,Lady,-,100,1,1967-01-21
1,The Monkees,I'm A Believer,1,1,8,1967-01-28
2,Aaron Neville,Tell It Like It Is,3,2,9,1967-01-28
3,The Royal Guardsmen,Snoopy Vs. The Red Baron,2,2,7,1967-01-28
4,The Seekers,Georgy Girl,7,4,9,1967-01-28
5,The Mamas & The Papas,Words Of Love,5,5,9,1967-01-28
6,Four Tops,Standing In The Shadows Of Love,6,6,7,1967-01-28
7,Paul Revere & The Raiders Featuring Mark Lindsay,Good Thing,4,4,9,1967-01-28
8,The Lovin' Spoonful,Nashville Cats,9,8,7,1967-01-28
9,The Buckinghams,Kind Of A Drag,15,9,5,1967-01-28
10,Blues Magoos,(We Ain't Got) Nothin' Yet,13,10,8,1967-01-28
11,Keith,98.6,14,11,8,1967-01-28
12,Nancy Sinatra,Sugar Town,8,5,11,1967-01-28
13,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Tell It To The Rain,10,10,8,1967-01-28
14,Spyder Turner,Stand By Me,21,14,7,1967-01-28
15,Peter And Gordon,Knight In Rusty Armour,20,15,6,1967-01-28
16,Petula Clark,Color My World,16,16,6,1967-01-28
17,Jimmy Ruffin,I've Passed This Way Before,18,17,9,1967-01-28
18,Bobby Vinton,Coming Home Soldier,11,11,11,1967-01-28
19,Tom Jones,"Green, Green Grass Of Home",31,19,6,1967-01-28
20,The Electric Prunes,I Had Too Much To Dream (Last Night),24,20,8,1967-01-28
21,Gary Lewis And The Playboys,Where Will The Words Come From,25,21,7,1967-01-28
22,The New Vaudeville Band,Winchester Cathedral,12,1,14,1967-01-28
23,Senator Bobby Featuring Bill Minkin,Wild Thing,30,23,4,1967-01-28
24,Bob Crewe Generation,Music To Watch Girls By,32,24,5,1967-01-28
25,Otis Redding,Try A Little Tenderness,26,25,9,1967-01-28
26,Sandy Posey,Single Girl,23,12,11,1967-01-28
27,Sam The Sham and the Pharaohs,How Do You Catch A Girl,33,27,6,1967-01-28
28,The Monkees,(I'm Not Your) Steppin' Stone,28,20,7,1967-01-28
29,Tommy Roe,It's Now Winters Day,42,29,6,1967-01-28
30,The Music Machine,Talk Talk,17,15,12,1967-01-28
31,"The Sopwith ""Camel""",Hello Hello,43,31,6,1967-01-28
32,Frank Sinatra,That's Life,19,4,11,1967-01-28
33,Pozo Seco Singers,Look What You've Done,36,33,7,1967-01-28
34,Sonny & Cher,The Beat Goes On,58,34,3,1967-01-28
35,Bobby Goldsboro,Blue Autumn,37,35,8,1967-01-28
36,The Casinos,Then You Can Tell Me Goodbye,69,36,3,1967-01-28
37,James Brown And The Famous Flames,Bring It Up,48,37,4,1967-01-28
38,Cannonball Adderley,"Mercy, Mercy, Mercy",57,38,4,1967-01-28
39,The Spencer Davis Group,Gimme Some Lovin',52,39,5,1967-01-28
40,The Young Holt Trio,Wack Wack,40,40,7,1967-01-28
41,Senator Everett McKinley Dirksen,Gallant Men,29,29,6,1967-01-28
42,Donovan,Mellow Yellow,27,2,12,1967-01-28
43,The Rolling Stones,Ruby Tuesday,78,43,2,1967-01-28
44,Joe Tex,Papa Was Too,46,44,7,1967-01-28
45,Jimmy Castor,"Hey, Leroy, Your Mama's Callin' You",53,45,5,1967-01-28
46,Marvin Gaye & Kim Weston,It Takes Two,61,46,4,1967-01-28
47,The Supremes,Love Is Here And Now You're Gone,-,47,1,1967-01-28
48,Felice Taylor,It May Be Winter Outside (But In My Heart It's Spring),72,48,3,1967-01-28
49,Dionne Warwick,Another Night,49,49,6,1967-01-28
50,The Left Banke,Pretty Ballerina,62,50,4,1967-01-28
51,The Seeds,Pushin' Too Hard,51,51,6,1967-01-28
52,The 5th Dimension,Go Where You Wanna Go,71,52,3,1967-01-28
53,The Youngbloods,Grizzly Bear,54,53,7,1967-01-28
54,Brenda Lee,"Ride, Ride, Ride",70,54,3,1967-01-28
55,The Emperor's,Karate,56,55,9,1967-01-28
56,The Dave Clark Five,I've Got To Have A Reason,66,56,4,1967-01-28
57,Freddy Scott,Are You Lonely For Me,60,57,6,1967-01-28
58,The Artistics,I'm Gonna Miss You,59,58,7,1967-01-28
59,James Darren,All,84,59,3,1967-01-28
60,Bobby Darin,Lovin' You,76,60,3,1967-01-28
61,Ed Ames,My Cup Runneth Over,82,61,2,1967-01-28
62,The Joe Cuba Sextet,Oh Yeah!,74,62,4,1967-01-28
63,Lowell Fulsom,Tramp,67,63,3,1967-01-28
64,Gene Pitney,Just One Smile,68,64,6,1967-01-28
65,The Gunter Kallmann Chorus,Wish Me A Rainbow,63,63,6,1967-01-28
66,Neil Diamond,You Got To Me,-,66,1,1967-01-28
67,The Marvelettes,The Hunter Gets Captured By The Game,97,67,2,1967-01-28
68,James & Bobby Purify,Wish You Didn't Have To Go,-,68,1,1967-01-28
69,Howard Tate,"Look At Granny Run, Run",79,69,6,1967-01-28
70,The McCoys,I Got To Go Back (And Watch That Little Girl Dance),86,70,4,1967-01-28
71,Sergio Mendes & Brasil '66,Constant Rain (Chove Chuva),77,71,6,1967-01-28
72,Damita Jo,If You Go Away,75,72,8,1967-01-28
73,The Kinks,Deadend Street,81,73,4,1967-01-28
74,P.J. Proby,Niki Hoeky,-,74,1,1967-01-28
75,The Rolling Stones,Let's Spend The Night Together,85,75,2,1967-01-28
76,The Byrds,So You Want To Be A Rock 'N' Roll Star,-,76,1,1967-01-28
77,Elvis Presley With The Jordanaires and The Imperials Quartet,Indescribably Blue,-,77,1,1967-01-28
78,Mike Sharpe,Spooky,-,78,1,1967-01-28
79,The Young Rascals,I've Been Lonely Too Long,-,79,1,1967-01-28
80,Don Ho and the Aliis,Tiny Bubbles,80,80,8,1967-01-28
81,Frankie Laine,I'll Take Care Of Your Cares,96,81,2,1967-01-28
82,The Lettermen,Our Winter Love,-,82,1,1967-01-28
83,Carla Thomas,Something Good (Is Going To Happen To You),89,83,3,1967-01-28
84,Robert Parker,Tip Toe,95,84,2,1967-01-28
85,Jack Greene,There Goes My Everything,88,85,4,1967-01-28
86,Jerry Butler,I Dig You Baby,94,86,2,1967-01-28
87,Jack Jones,Lady,100,87,2,1967-01-28
88,The Nightcrawlers,The Little Black Egg,90,88,2,1967-01-28
89,The Metros,Sweetest One,91,89,3,1967-01-28
90,Buffalo Springfield,"For What It's Worth (Stop, Hey What's That Sound)",-,90,1,1967-01-28
91,Bo Diddley,Ooh Baby,92,91,2,1967-01-28
92,The Five Stairsteps,Danger! She's A Stranger,93,92,3,1967-01-28
93,Peaches & Herb,Let's Fall In Love,-,90,3,1967-01-28
94,Lou Rawls,Trouble Down Here Below,-,94,1,1967-01-28
95,Roger Williams,"Sunrise, Sunset",-,95,1,1967-01-28
96,Big Maybelle,96 Tears,98,96,3,1967-01-28
97,Judy Collins,Hard Lovin' Loser,99,97,2,1967-01-28
98,Lou Courtney,Skate Now,-,98,1,1967-01-28
99,Al Martino,Daddy's Little Girl,-,99,1,1967-01-28
100,The Music Machine,The People In Me,-,100,1,1967-01-28
1,The Monkees,I'm A Believer,1,1,9,1967-02-04
