rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
76,Tessanne Chin & Adam Levine,Let It Be,-,76,1,2014-01-04
77,Eminem,Berzerk,78,3,17,2014-01-04
78,Kelly Clarkson,Underneath The Tree,80,78,3,2014-01-04
79,T-Pain Featuring B.o.B,Up Down (Do This All Day),82,79,5,2014-01-04
80,Joe Nichols,Sunny And 75,67,39,17,2014-01-04
81,Fall Out Boy,Alone Together,83,81,4,2014-01-04
82,One Direction,Best Song Ever,94,2,20,2014-01-04
83,Arctic Monkeys,Do I Wanna Know?,91,83,3,2014-01-04
84,Frankie Ballard,Helluva Life,88,84,3,2014-01-04
85,Justin Bieber,All That Matters,84,24,4,2014-01-04
86,Scotty McCreery,See You Tonight,86,86,4,2014-01-04
87,Kanye West,Bound 2,76,12,5,2014-01-04
88,Future,Honest,81,55,15,2014-01-04
89,Jason Derulo Featuring 2 Chainz,Talk Dirty,-,89,1,2014-01-04
90,Britney Spears,Perfume,77,76,4,2014-01-04
91,Juicy J Featuring Wale & Trey Songz,Bounce It,90,74,17,2014-01-04
92,Hunter Hayes Featuring Jason Mraz,Everybody's Got Somebody But Me,79,77,7,2014-01-04
93,Lupe Fiasco Featuring Ed Sheeran,Old School Love,95,93,3,2014-01-04
94,Drake,Worst Behavior,-,89,2,2014-01-04
95,Daughtry,Waiting For Superman,-,70,6,2014-01-04
96,Eminem,Survival,96,16,11,2014-01-04
97,Ty Dolla $ign Featuring B.o.B,Paranoid,-,97,1,2014-01-04
98,Ylvis,The Fox,92,6,16,2014-01-04
99,Beyonce Featuring Drake,Mine,-,99,1,2014-01-04
100,Dierks Bentley,I Hold On,-,100,1,2014-01-04
1,Eminem Featuring Rihanna,The Monster,1,1,9,2014-01-11
2,Pitbull Featuring Ke$ha,Timber,2,2,12,2014-01-11
3,OneRepublic,Counting Stars,3,3,28,2014-01-11
4,Lorde,Royals,5,1,26,2014-01-11
5,A Great Big World & Christina Aguilera,Say Something,4,4,8,2014-01-11
6,Imagine Dragons,Demons,6,6,36,2014-01-11
7,Passenger,Let Her Go,7,7,22,2014-01-11
8,Katy Perry,Roar,11,1,21,2014-01-11
9,One Direction,Story Of My Life,10,6,9,2014-01-11
10,Avicii,Wake Me Up!,8,4,27,2014-01-11
11,Katy Perry Featuring Juicy J,Dark Horse,14,11,15,2014-01-11
12,Miley Cyrus,Wrecking Ball,9,1,19,2014-01-11
13,Ellie Goulding,Burn,15,13,17,2014-01-11
14,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,20,11,15,2014-01-11
15,Drake Featuring Majid Jordan,"Hold On, We're Going Home",13,4,21,2014-01-11
16,The Neighbourhood,Sweater Weather,17,14,29,2014-01-11
17,Beyonce Featuring Jay Z,Drunk In Love,12,12,2,2014-01-11
18,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,19,15,15,2014-01-11
19,Lorde,Team,18,18,14,2014-01-11
20,Katy Perry,Unconditionally,23,14,10,2014-01-11
21,Bastille,Pompeii,21,21,20,2014-01-11
22,Miley Cyrus,Adore You,-,22,3,2014-01-11
23,Lady Gaga Featuring R. Kelly,Do What U Want,16,13,10,2014-01-11
24,YG Featuring Jeezy & Rich Homie Quan,My Hitta,24,19,13,2014-01-11
25,Imagine Dragons,Radioactive,31,3,70,2014-01-11
26,Lady Gaga,Applause,25,4,20,2014-01-11
27,Zedd Featuring Hayley Williams,Stay The Night,22,19,15,2014-01-11
28,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,27,1,37,2014-01-11
29,Jay Z Featuring Justin Timberlake,Holy Grail,28,4,25,2014-01-11
30,Sage The Gemini Featuring IamSu!,Gas Pedal,33,29,23,2014-01-11
31,Florida Georgia Line,Stay,30,28,11,2014-01-11
32,Idina Menzel,Let It Go,54,32,5,2014-01-11
33,Eminem,Rap God,38,7,11,2014-01-11
34,Luke Bryan,That's My Kind Of Night,56,15,20,2014-01-11
35,AWOLNATION,Sail,39,17,69,2014-01-11
36,Sara Bareilles,Brave,35,26,29,2014-01-11
37,Luke Bryan,Drink A Beer,34,34,8,2014-01-11
38,DJ Snake & Lil Jon,Turn Down For What,-,38,1,2014-01-11
39,Jason Derulo,Marry Me,41,26,13,2014-01-11
40,Zendaya,Replay,49,40,19,2014-01-11
41,Drake Featuring 2 Chainz & Big Sean,All Me,37,20,14,2014-01-11
42,Kid Ink Featuring Chris Brown,Show Me,29,29,8,2014-01-11
43,Demi Lovato,Let It Go,61,43,5,2014-01-11
44,Chris Brown Featuring Nicki Minaj,Love More,32,23,23,2014-01-11
45,Capital Cities,Safe And Sound,42,8,35,2014-01-11
46,David Nail,Whatever She's Got,40,40,13,2014-01-11
47,Cassadee Pope,Wasting All These Tears,46,37,17,2014-01-11
48,Eminem,Berzerk,77,3,18,2014-01-11
49,Sevyn Streeter Featuring Chris Brown,It Won't Stop,36,30,13,2014-01-11
50,Parmalee,Carolina,47,36,15,2014-01-11
51,Cole Swindell,Chillin' It,53,48,11,2014-01-11
52,American Authors,Best Day Of My Life,44,35,7,2014-01-11
53,B.o.B Featuring 2 Chainz,HeadBand,60,53,29,2014-01-11
54,One Direction,Best Song Ever,82,2,21,2014-01-11
55,Martin Garrix,Animals,59,51,15,2014-01-11
56,Eli Young Band,Drunk Last Night,43,41,17,2014-01-11
57,Jason Aldean,When She Says Baby,57,57,5,2014-01-11
58,Ylvis,The Fox,98,6,17,2014-01-11
59,Justin Bieber,All That Matters,85,24,5,2014-01-11
60,Justin Timberlake,TKO,74,36,15,2014-01-11
61,Zac Brown Band,Sweet Annie,52,47,11,2014-01-11
62,John Newman,Love Me Again,70,62,6,2014-01-11
63,Drake,The Language,68,51,10,2014-01-11
64,Eminem,Survival,96,16,12,2014-01-11
65,"Kristen Bell, Agatha Lee Monn & Katie Lopez",Do You Want To Build A Snowman?,-,65,1,2014-01-11
66,Avicii,Hey Brother,63,63,4,2014-01-11
67,Keith Urban And Miranda Lambert,We Were Us,73,26,16,2014-01-11
68,John Legend,All Of Me,55,52,12,2014-01-11
69,The Band Perry,Don't Let Me Be Lonely,62,59,11,2014-01-11
70,Eric Paslay,Friday Night,65,62,11,2014-01-11
71,Fall Out Boy,Alone Together,81,71,5,2014-01-11
72,Lady Antebellum,Compass,75,65,8,2014-01-11
73,Beyonce,XO,66,66,2,2014-01-11
74,Kristen Bell & Idina Menzel,For The First Time In Forever,-,74,1,2014-01-11
75,Darius Rucker,Radio,71,65,11,2014-01-11
76,August Alsina Featuring Trinidad James,I Luv This Sh*t,72,48,17,2014-01-11
77,Joe Nichols,Sunny And 75,80,39,18,2014-01-11
78,Jon Pardi,Up All Night,67,67,7,2014-01-11
79,Scotty McCreery,See You Tonight,86,79,5,2014-01-11
80,Brantley Gilbert,Bottoms Up,58,58,2,2014-01-11
81,Juicy J Featuring Wale & Trey Songz,Bounce It,91,74,18,2014-01-11
82,Beyonce Featuring Drake,Mine,99,82,2,2014-01-11
83,Hunter Hayes Featuring Jason Mraz,Everybody's Got Somebody But Me,92,77,8,2014-01-11
84,T-Pain Featuring B.o.B,Up Down (Do This All Day),79,79,6,2014-01-11
85,Jason Derulo Featuring 2 Chainz,Talk Dirty,89,85,2,2014-01-11
86,Frankie Ballard,Helluva Life,84,84,4,2014-01-11
87,Daughtry,Waiting For Superman,95,70,7,2014-01-11
88,Enrique Iglesias,Heart Attack,-,88,2,2014-01-11
89,Bruno Mars,Gorilla,-,22,16,2014-01-11
90,Future,Honest,88,55,16,2014-01-11
91,Britney Spears,Perfume,90,76,5,2014-01-11
92,Arctic Monkeys,Do I Wanna Know?,83,83,4,2014-01-11
93,Danielle Bradbery,The Heart Of Dixie,-,58,4,2014-01-11
94,Dierks Bentley,I Hold On,100,94,2,2014-01-11
95,Drake,Worst Behavior,94,89,3,2014-01-11
96,Demi Lovato,Neon Lights,-,96,1,2014-01-11
97,Maejor Ali Featuring Juicy J & Justin Bieber,Lolly,-,19,4,2014-01-11
98,Ty Dolla $ign Featuring B.o.B,Paranoid,97,97,2,2014-01-11
99,Kanye West,Bound 2,87,12,6,2014-01-11
100,Lupe Fiasco Featuring Ed Sheeran,Old School Love,93,93,4,2014-01-11
1,Pitbull Featuring Ke$ha,Timber,2,1,13,2014-01-18
2,OneRepublic,Counting Stars,3,2,29,2014-01-18
3,Eminem Featuring Rihanna,The Monster,1,1,10,2014-01-18
4,Lorde,Royals,4,1,27,2014-01-18
5,A Great Big World & Christina Aguilera,Say Something,5,4,9,2014-01-18
6,Katy Perry Featuring Juicy J,Dark Horse,11,6,16,2014-01-18
7,Passenger,Let Her Go,7,7,23,2014-01-18
8,Avicii,Wake Me Up!,10,4,28,2014-01-18
9,Miley Cyrus,Wrecking Ball,12,1,20,2014-01-18
10,Imagine Dragons,Demons,6,6,37,2014-01-18
11,Katy Perry,Roar,8,1,22,2014-01-18
12,One Direction,Story Of My Life,9,6,10,2014-01-18
13,Ellie Goulding,Burn,13,13,18,2014-01-18
14,Lorde,Team,19,14,15,2014-01-18
15,Beyonce Featuring Jay Z,Drunk In Love,17,12,3,2014-01-18
16,Drake Featuring Majid Jordan,"Hold On, We're Going Home",15,4,22,2014-01-18
17,Lady Gaga Featuring R. Kelly,Do What U Want,23,13,11,2014-01-18
18,Bastille,Pompeii,21,18,21,2014-01-18
19,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,28,1,38,2014-01-18
20,The Neighbourhood,Sweater Weather,16,14,30,2014-01-18
21,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,18,15,16,2014-01-18
22,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,14,11,16,2014-01-18
23,Zedd Featuring Hayley Williams,Stay The Night,27,19,16,2014-01-18
24,Imagine Dragons,Radioactive,25,3,71,2014-01-18
25,YG Featuring Jeezy & Rich Homie Quan,My Hitta,24,19,14,2014-01-18
26,Lady Gaga,Applause,26,4,21,2014-01-18
27,Idina Menzel,Let It Go,32,27,6,2014-01-18
28,Capital Cities,Safe And Sound,45,8,36,2014-01-18
29,Katy Perry,Unconditionally,20,14,11,2014-01-18
30,Sara Bareilles,Brave,36,26,30,2014-01-18
31,Kid Ink Featuring Chris Brown,Show Me,42,29,9,2014-01-18
32,Miley Cyrus,Adore You,22,22,4,2014-01-18
33,Jay Z Featuring Justin Timberlake,Holy Grail,29,4,26,2014-01-18
34,Florida Georgia Line,Stay,31,28,12,2014-01-18
35,AWOLNATION,Sail,35,17,70,2014-01-18
36,Luke Bryan,Drink A Beer,37,34,9,2014-01-18
37,DJ Snake & Lil Jon,Turn Down For What,38,37,2,2014-01-18
38,Demi Lovato,Let It Go,43,38,6,2014-01-18
39,Sage The Gemini Featuring IamSu!,Gas Pedal,30,29,24,2014-01-18
40,American Authors,Best Day Of My Life,52,35,8,2014-01-18
41,Chris Brown Featuring Nicki Minaj,Love More,44,23,24,2014-01-18
42,Zendaya,Replay,40,40,20,2014-01-18
43,David Nail,Whatever She's Got,46,40,14,2014-01-18
44,Drake Featuring 2 Chainz & Big Sean,All Me,41,20,15,2014-01-18
45,Luke Bryan,That's My Kind Of Night,34,15,21,2014-01-18
46,Eminem,Rap God,33,7,12,2014-01-18
47,Sevyn Streeter Featuring Chris Brown,It Won't Stop,49,30,14,2014-01-18
48,Cole Swindell,Chillin' It,51,48,12,2014-01-18
49,Jason Derulo Featuring 2 Chainz,Talk Dirty,85,49,3,2014-01-18
50,Cassadee Pope,Wasting All These Tears,47,37,18,2014-01-18
51,Martin Garrix,Animals,55,51,16,2014-01-18
52,Eli Young Band,Drunk Last Night,56,41,18,2014-01-18
53,Avicii,Hey Brother,66,53,5,2014-01-18
54,Beyonce,XO,73,54,3,2014-01-18
55,Jason Derulo,Marry Me,39,26,14,2014-01-18
56,Jason Aldean,When She Says Baby,57,56,6,2014-01-18
57,Zac Brown Band,Sweet Annie,61,47,12,2014-01-18
58,Parmalee,Carolina,50,36,16,2014-01-18
59,John Newman,Love Me Again,62,59,7,2014-01-18
60,John Legend,All Of Me,68,52,13,2014-01-18
61,The Band Perry,Don't Let Me Be Lonely,69,59,12,2014-01-18
62,Eric Paslay,Friday Night,70,62,12,2014-01-18
63,Lady Antebellum,Compass,72,63,9,2014-01-18
64,"Kristen Bell, Agatha Lee Monn & Katie Lopez",Do You Want To Build A Snowman?,65,64,2,2014-01-18
65,Darius Rucker,Radio,75,65,12,2014-01-18
66,Daughtry,Waiting For Superman,87,66,8,2014-01-18
67,Eminem,Berzerk,48,3,19,2014-01-18
68,Drake,The Language,63,51,11,2014-01-18
69,Jon Pardi,Up All Night,78,67,8,2014-01-18
70,Keith Urban And Miranda Lambert,We Were Us,67,26,17,2014-01-18
71,Kristen Bell & Idina Menzel,For The First Time In Forever,74,71,2,2014-01-18
72,August Alsina Featuring Trinidad James,I Luv This Sh*t,76,48,18,2014-01-18
73,Frankie Ballard,Helluva Life,86,73,5,2014-01-18
74,Justin Timberlake,TKO,60,36,16,2014-01-18
75,Ylvis,The Fox,58,6,18,2014-01-18
76,Fall Out Boy,Alone Together,71,71,6,2014-01-18
77,Eminem,Survival,64,16,13,2014-01-18
78,T-Pain Featuring B.o.B,Up Down (Do This All Day),84,78,7,2014-01-18
79,Aloe Blacc,The Man,-,79,2,2014-01-18
80,Justin Bieber,All That Matters,59,24,6,2014-01-18
81,The Fray,Love Don't Die,-,81,1,2014-01-18
82,Scotty McCreery,See You Tonight,79,79,6,2014-01-18
83,Dierks Bentley,I Hold On,94,83,3,2014-01-18
84,Arctic Monkeys,Do I Wanna Know?,92,83,5,2014-01-18
85,Joe Nichols,Sunny And 75,77,39,19,2014-01-18
86,Britney Spears,Work B**ch!,-,12,13,2014-01-18
87,Ty Dolla $ign Featuring B.o.B,Paranoid,98,87,3,2014-01-18
88,Demi Lovato,Neon Lights,96,88,2,2014-01-18
89,Danielle Bradbery,The Heart Of Dixie,93,58,5,2014-01-18
90,Jerrod Niemann,Drink To That All Night,-,90,1,2014-01-18
91,Brantley Gilbert,Bottoms Up,80,58,3,2014-01-18
92,Britney Spears,Perfume,91,76,6,2014-01-18
93,Juicy J Featuring Wale & Trey Songz,Bounce It,81,74,19,2014-01-18
94,Bruno Mars,Young Girls,-,94,1,2014-01-18
95,Hunter Hayes Featuring Jason Mraz,Everybody's Got Somebody But Me,83,77,9,2014-01-18
96,Dan + Shay,19 You + Me,-,96,1,2014-01-18
97,Lupe Fiasco Featuring Ed Sheeran,Old School Love,100,93,5,2014-01-18
98,Pharrell Williams,Happy,-,98,1,2014-01-18
99,Drake,Worst Behavior,95,89,4,2014-01-18
100,Future,Honest,90,55,17,2014-01-18
1,Pitbull Featuring Ke$ha,Timber,1,1,14,2014-01-25
2,OneRepublic,Counting Stars,2,2,30,2014-01-25
3,Eminem Featuring Rihanna,The Monster,3,1,11,2014-01-25
4,Katy Perry Featuring Juicy J,Dark Horse,6,4,17,2014-01-25
5,A Great Big World & Christina Aguilera,Say Something,5,4,10,2014-01-25
6,Passenger,Let Her Go,7,6,24,2014-01-25
7,Lorde,Royals,4,1,28,2014-01-25
8,Avicii,Wake Me Up!,8,4,29,2014-01-25
9,Imagine Dragons,Demons,10,6,38,2014-01-25
10,One Direction,Story Of My Life,12,6,11,2014-01-25
11,Lorde,Team,14,11,16,2014-01-25
12,Bastille,Pompeii,18,12,22,2014-01-25
13,Katy Perry,Roar,11,1,23,2014-01-25
14,Miley Cyrus,Wrecking Ball,9,1,21,2014-01-25
15,Ellie Goulding,Burn,13,13,19,2014-01-25
16,Beyonce Featuring Jay Z,Drunk In Love,15,12,4,2014-01-25
17,Drake Featuring Majid Jordan,"Hold On, We're Going Home",16,4,23,2014-01-25
18,Zedd Featuring Hayley Williams,Stay The Night,23,18,17,2014-01-25
19,Lady Gaga Featuring R. Kelly,Do What U Want,17,13,12,2014-01-25
20,The Neighbourhood,Sweater Weather,20,14,31,2014-01-25
21,Kid Ink Featuring Chris Brown,Show Me,31,21,10,2014-01-25
22,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,21,15,17,2014-01-25
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,22,11,17,2014-01-25
24,Aloe Blacc,The Man,79,24,3,2014-01-25
25,Idina Menzel,Let It Go,27,25,7,2014-01-25
26,Sara Bareilles,Brave,30,26,31,2014-01-25
27,YG Featuring Jeezy & Rich Homie Quan,My Hitta,25,19,15,2014-01-25
28,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,19,1,39,2014-01-25
29,Jason Derulo Featuring 2 Chainz,Talk Dirty,49,29,4,2014-01-25
30,Capital Cities,Safe And Sound,28,8,37,2014-01-25
31,Imagine Dragons,Radioactive,24,3,72,2014-01-25
32,Katy Perry,Unconditionally,29,14,12,2014-01-25
33,Luke Bryan,Drink A Beer,36,33,10,2014-01-25
34,Miley Cyrus,Adore You,32,22,5,2014-01-25
35,Florida Georgia Line,Stay,34,28,13,2014-01-25
36,John Newman,Love Me Again,59,36,8,2014-01-25
37,Lady Gaga,Applause,26,4,22,2014-01-25
38,American Authors,Best Day Of My Life,40,35,9,2014-01-25
39,David Nail,Whatever She's Got,43,39,15,2014-01-25
40,Chris Brown Featuring Nicki Minaj,Love More,41,23,25,2014-01-25
41,AWOLNATION,Sail,35,17,71,2014-01-25
42,Drake Featuring 2 Chainz & Big Sean,All Me,44,20,16,2014-01-25
43,Jay Z Featuring Justin Timberlake,Holy Grail,33,4,27,2014-01-25
44,Avicii,Hey Brother,53,44,6,2014-01-25
45,Zendaya,Replay,42,40,21,2014-01-25
46,Eminem,Rap God,46,7,13,2014-01-25
47,Sage The Gemini Featuring IamSu!,Gas Pedal,39,29,25,2014-01-25
48,Cole Swindell,Chillin' It,48,48,13,2014-01-25
49,Sevyn Streeter Featuring Chris Brown,It Won't Stop,47,30,15,2014-01-25
50,Beyonce,XO,54,50,4,2014-01-25
51,DJ Snake & Lil Jon,Turn Down For What,37,37,3,2014-01-25
52,Demi Lovato,Let It Go,38,38,7,2014-01-25
53,Jason Aldean,When She Says Baby,56,53,7,2014-01-25
54,John Legend,All Of Me,60,52,14,2014-01-25
55,Zac Brown Band,Sweet Annie,57,47,13,2014-01-25
56,Pharrell Williams,Happy,98,56,2,2014-01-25
57,Cassadee Pope,Wasting All These Tears,50,37,19,2014-01-25
58,Eli Young Band,Drunk Last Night,52,41,19,2014-01-25
59,Martin Garrix,Animals,51,51,17,2014-01-25
60,"Kristen Bell, Agatha Lee Monn & Katie Lopez",Do You Want To Build A Snowman?,64,60,3,2014-01-25
61,The Band Perry,Don't Let Me Be Lonely,61,59,13,2014-01-25
62,Eric Paslay,Friday Night,62,62,13,2014-01-25
63,Lady Antebellum,Compass,63,63,10,2014-01-25
64,Jon Pardi,Up All Night,69,64,9,2014-01-25
65,Kristen Bell & Idina Menzel,For The First Time In Forever,71,65,3,2014-01-25
66,Darius Rucker,Radio,65,65,13,2014-01-25
67,Parmalee,Carolina,58,36,17,2014-01-25
68,Drake,The Language,68,51,12,2014-01-25
69,T-Pain Featuring B.o.B,Up Down (Do This All Day),78,69,8,2014-01-25
70,Frankie Ballard,Helluva Life,73,70,6,2014-01-25
71,Jason Derulo,Marry Me,55,26,15,2014-01-25
72,August Alsina Featuring Trinidad James,I Luv This Sh*t,72,48,19,2014-01-25
73,Daughtry,Waiting For Superman,66,66,9,2014-01-25
74,Eminem,Survival,77,16,14,2014-01-25
75,Ty Dolla $ign Featuring B.o.B,Paranoid,87,75,4,2014-01-25
76,Bruno Mars,Young Girls,94,76,2,2014-01-25
77,Brantley Gilbert,Bottoms Up,91,58,4,2014-01-25
78,Demi Lovato,Neon Lights,88,78,3,2014-01-25
79,Eminem,Berzerk,67,3,20,2014-01-25
80,Keith Urban And Miranda Lambert,We Were Us,70,26,18,2014-01-25
81,Dan + Shay,19 You + Me,96,81,2,2014-01-25
82,The Fray,Love Don't Die,81,81,2,2014-01-25
83,Dierks Bentley,I Hold On,83,83,4,2014-01-25
84,Scotty McCreery,See You Tonight,82,79,7,2014-01-25
85,Arctic Monkeys,Do I Wanna Know?,84,83,6,2014-01-25
86,Fall Out Boy,Alone Together,76,71,7,2014-01-25
87,Jerrod Niemann,Drink To That All Night,90,87,2,2014-01-25
88,Lucy Hale,You Sound Good To Me,-,88,1,2014-01-25
89,Danielle Bradbery,The Heart Of Dixie,89,58,6,2014-01-25
90,Beyonce,Partition,-,90,1,2014-01-25
91,Justin Timberlake,TKO,74,36,17,2014-01-25
92,Justin Bieber,All That Matters,80,24,7,2014-01-25
93,Randy Houser,Goodnight Kiss,-,93,1,2014-01-25
94,Thomas Rhett,Get Me Some Of That,-,94,1,2014-01-25
95,Eric Church,Give Me Back My Hometown,-,95,1,2014-01-25
96,J. Cole Featuring Amber Coffman & The Cults,She Knows,-,96,1,2014-01-25
97,Joe Nichols,Sunny And 75,85,39,20,2014-01-25
98,Flo Rida,How I Feel,-,98,1,2014-01-25
99,Drake,Worst Behavior,99,89,5,2014-01-25
100,SoMo,Ride,-,100,1,2014-01-25
1,Pitbull Featuring Ke$ha,Timber,1,1,15,2014-02-01
2,Katy Perry Featuring Juicy J,Dark Horse,4,2,18,2014-02-01
3,OneRepublic,Counting Stars,2,2,31,2014-02-01
4,A Great Big World & Christina Aguilera,Say Something,5,4,11,2014-02-01
5,Eminem Featuring Rihanna,The Monster,3,1,12,2014-02-01
6,Passenger,Let Her Go,6,6,25,2014-02-01
7,Lorde,Royals,7,1,29,2014-02-01
8,Lorde,Team,11,8,17,2014-02-01
9,One Direction,Story Of My Life,10,6,12,2014-02-01
10,Bastille,Pompeii,12,10,23,2014-02-01
11,Avicii,Wake Me Up!,8,4,30,2014-02-01
12,Beyonce Featuring Jay Z,Drunk In Love,16,12,5,2014-02-01
13,Imagine Dragons,Demons,9,6,39,2014-02-01
14,Ellie Goulding,Burn,15,13,20,2014-02-01
15,Jason Derulo Featuring 2 Chainz,Talk Dirty,29,15,5,2014-02-01
16,Katy Perry,Roar,13,1,24,2014-02-01
17,Aloe Blacc,The Man,24,17,4,2014-02-01
18,Miley Cyrus,Wrecking Ball,14,1,22,2014-02-01
19,Lady Gaga Featuring R. Kelly,Do What U Want,19,13,13,2014-02-01
20,Drake Featuring Majid Jordan,"Hold On, We're Going Home",17,4,24,2014-02-01
21,The Neighbourhood,Sweater Weather,20,14,32,2014-02-01
22,Zedd Featuring Hayley Williams,Stay The Night,18,18,18,2014-02-01
23,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,22,15,18,2014-02-01
24,Kid Ink Featuring Chris Brown,Show Me,21,21,11,2014-02-01
25,Pharrell Williams,Happy,56,25,3,2014-02-01
26,Idina Menzel,Let It Go,25,25,8,2014-02-01
27,YG Featuring Jeezy & Rich Homie Quan,My Hitta,27,19,16,2014-02-01
