rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
94,Judy Collins,Open The Door (Song For Judith),95,94,3,1972-01-01
95,Rufus Thomas,Do The Funky Penguin Part I,97,95,2,1972-01-01
96,The Persuaders,Love Gonna Pack Up (And Walk Out),96,96,2,1972-01-01
97,Edgar Winter's White Trash,Keep Playin' That Rock 'N' Roll,98,97,3,1972-01-01
98,Ohio Players,Pain (Part I),99,98,2,1972-01-01
99,Van Morrison,Tupelo Honey,-,99,1,1972-01-01
100,Apollo featuring Tom Parker,Joy,-,100,1,1972-01-01
1,Melanie,Brand New Key,1,1,11,1972-01-08
2,Don McLean,American Pie (Parts I & II),2,2,7,1972-01-08
3,Sly & The Family Stone,Family Affair,3,1,10,1972-01-08
4,Al Green,Let's Stay Together,14,4,6,1972-01-08
5,Michael Jackson,Got To Be There,5,4,11,1972-01-08
6,Dennis Coffey & The Detroit Guitar Band,Scorpio,7,6,11,1972-01-08
7,Jonathan Edwards,Sunshine,8,7,9,1972-01-08
8,The New Seekers,I'd Like To Teach The World To Sing (In Perfect Harmony),12,8,6,1972-01-08
9,David Cassidy,Cherish,9,9,10,1972-01-08
10,Donny Osmond,Hey Girl/I Knew You When,10,10,7,1972-01-08
11,The Stylistics,You Are Everything,13,11,10,1972-01-08
12,Jackson 5,Sugar Daddy,21,12,5,1972-01-08
13,Betty Wright,Clean Up Woman,19,13,7,1972-01-08
14,The Hillside Singers,I'd Like To Teach The World To Sing (In Perfect Harmony),16,14,7,1972-01-08
15,The Honey Cone,One Monkey Don't Stop No Show Part I,20,15,8,1972-01-08
16,Badfinger,Day After Day,17,16,6,1972-01-08
17,Joe Simon,Drowning In The Sea Of Love,18,17,7,1972-01-08
18,Three Dog Night,An Old Fashioned Love Song,4,4,9,1972-01-08
19,The Chi-lites,Have You Seen Her,6,3,12,1972-01-08
20,Sonny & Cher,All I Ever Need Is You,11,7,13,1972-01-08
21,The Staple Singers,Respect Yourself,15,12,13,1972-01-08
22,Rare Earth,Hey Big Brother,28,22,7,1972-01-08
23,Carly Simon,Anticipation,36,23,5,1972-01-08
24,Three Dog Night,Never Been To Spain,43,24,3,1972-01-08
25,The Partridge Family Starring Shirley Jones Featuring David Cassidy,It's One Of Those Nights (Yes Love),37,25,4,1972-01-08
26,Think,Once You Understand,32,26,6,1972-01-08
27,Charley Pride,Kiss An Angel Good Mornin',33,27,8,1972-01-08
28,Mickey Newbury,An American Trilogy,26,26,10,1972-01-08
29,Redbone,The Witch Queen Of New Orleans,45,29,8,1972-01-08
30,Bullet,"White Lies, Blue Eyes",38,30,10,1972-01-08
31,Isaac Hayes,Theme From Shaft,23,1,13,1972-01-08
32,Donnie Elbert,Where Did Our Love Go,22,15,13,1972-01-08
33,Bob Dylan,George Jackson,35,33,6,1972-01-08
34,Bread,Baby I'm - A Want You,24,3,12,1972-01-08
35,Elton John,Levon,40,35,4,1972-01-08
36,Neil Diamond,Stones/Crunchy Granola Suite,27,14,9,1972-01-08
37,Bobby Womack & Peace,That's The Way I Feel About Cha,48,37,5,1972-01-08
38,Gladys Knight And The Pips,Make Me The Woman That You Go Home To,46,38,4,1972-01-08
39,The Temptations,Superstar (Remember How You Got Where You Are),30,18,10,1972-01-08
40,Peter Nero,"Theme From ""Summer Of '42""",31,21,13,1972-01-08
41,Rod Stewart With Faces,(I Know) I'm Losing You,29,24,8,1972-01-08
42,Led Zeppelin,Black Dog,55,42,3,1972-01-08
43,Jerry Lee Lewis,Me And Bobby McGee,44,43,7,1972-01-08
44,The Who,Behind Blue Eyes,39,34,10,1972-01-08
45,Sweathog,Hallelujah,34,33,9,1972-01-08
46,Faces,Stay With Me,56,46,2,1972-01-08
47,Richard Harris,My Boy,50,47,8,1972-01-08
48,The J. Geils Band,Looking For A Love,51,48,6,1972-01-08
49,Lee Michaels,Can I Get A Witness,42,39,8,1972-01-08
50,Tommy James,Nothing To Hide,41,41,7,1972-01-08
51,Wilson Pickett,Fire And Water,66,51,3,1972-01-08
52,The Guess Who,Sour Suite,52,52,7,1972-01-08
53,B.B. King,Ain't Nobody Home,54,53,9,1972-01-08
54,Nilsson,Without You,68,54,4,1972-01-08
55,John Denver,Friends With You,53,47,10,1972-01-08
56,Beverly Bremers,Don't Say You Don't Remember,67,56,4,1972-01-08
57,Carroll O'Connor And Jean Stapleton (As The Bunkers),Those Were The Days,58,57,5,1972-01-08
58,Merle Haggard And The Strangers,Carolyn,59,58,6,1972-01-08
59,"Hamilton, Joe Frank & Reynolds",Daisy Mae,62,59,6,1972-01-08
60,Jefferson Airplane,Pretty As You Feel,60,60,8,1972-01-08
61,Stampeders,Devil You,61,61,6,1972-01-08
62,Helen Reddy,No Sad Song,63,62,6,1972-01-08
63,Little Johnny Taylor,Everybody Knows About My Good Thing Pt. 1,64,63,5,1972-01-08
64,Lighthouse,Take It Slow (Out In The Country),65,64,5,1972-01-08
65,Smokey Robinson & The Miracles,Satisfaction,49,49,8,1972-01-08
66,The Emotions,Show Me How,76,66,7,1972-01-08
67,Climax,Precious And Few,81,67,2,1972-01-08
68,Carpenters,Superstar/Bless The Beasts And Children,73,2,19,1972-01-08
69,Grateful Dead,Truckin',69,64,7,1972-01-08
70,Jr. Walker & The All Stars,Way Back Home,74,70,5,1972-01-08
71,Merry Clayton,After All This Time,72,71,5,1972-01-08
72,Ray Charles,What Am I Living For,80,72,3,1972-01-08
73,Free Movement,The Harder I Try (The Bluer I Get),77,73,5,1972-01-08
74,The Undisputed Truth,You Make Your Own Heaven And Hell Right Here On Earth,83,74,4,1972-01-08
75,The Doors,Tightrope Ride,75,71,7,1972-01-08
76,The Coasters,Love Potion Number Nine,78,76,5,1972-01-08
77,N.F. Porter,Keep On Keeping On,79,77,4,1972-01-08
78,The Dramatics,Get Up And Get Down,85,78,5,1972-01-08
79,Alice Cooper,Under My Wheels,86,79,3,1972-01-08
80,The 5th Dimension,Together Let's Find Love,90,80,2,1972-01-08
81,Chase,So Many People,82,81,4,1972-01-08
82,T. Rex,Bang A Gong (Get It On),87,82,2,1972-01-08
83,Jerry Reed,Another Puff,-,83,1,1972-01-08
84,Robert John,The Lion Sleeps Tonight,89,84,2,1972-01-08
85,Joe Cocker,Feeling Alright,-,69,7,1972-01-08
86,Jerry Butler & Brenda Lee Eager,Ain't Understanding Mellow,92,86,5,1972-01-08
87,Heaven Bound with Tony Scotti,Five Hundred Miles,88,87,5,1972-01-08
88,Rufus Thomas,Do The Funky Penguin Part I,95,88,3,1972-01-08
89,Van Morrison,Tupelo Honey,99,89,2,1972-01-08
90,Apollo featuring Tom Parker,Joy,100,90,2,1972-01-08
91,The Bar-Kays,Son Of Shaft,91,91,3,1972-01-08
92,Detroit Emeralds,"You Want It, You Got It",-,92,1,1972-01-08
93,Ohio Players,Pain (Part I),98,93,3,1972-01-08
94,Judy Collins,Open The Door (Song For Judith),94,94,4,1972-01-08
95,The Persuaders,Love Gonna Pack Up (And Walk Out),96,95,3,1972-01-08
96,The 8th Day,If I Could See The Light,-,96,1,1972-01-08
97,Edgar Winter's White Trash,Keep Playin' That Rock 'N' Roll,97,97,4,1972-01-08
98,The Supremes,Floy Joy,-,98,1,1972-01-08
99,Grand Funk Railroad,Footstompin' Music,-,99,1,1972-01-08
100,Freda Payne,The Road We Didn't Take,-,100,1,1972-01-08
1,Don McLean,American Pie (Parts I & II),2,1,8,1972-01-15
2,Melanie,Brand New Key,1,1,12,1972-01-15
3,Al Green,Let's Stay Together,4,3,7,1972-01-15
4,Jonathan Edwards,Sunshine,7,4,10,1972-01-15
5,Sly & The Family Stone,Family Affair,3,1,11,1972-01-15
6,Dennis Coffey & The Detroit Guitar Band,Scorpio,6,6,12,1972-01-15
7,The New Seekers,I'd Like To Teach The World To Sing (In Perfect Harmony),8,7,7,1972-01-15
8,Michael Jackson,Got To Be There,5,4,12,1972-01-15
9,Donny Osmond,Hey Girl/I Knew You When,10,9,8,1972-01-15
10,Betty Wright,Clean Up Woman,13,10,8,1972-01-15
11,The Stylistics,You Are Everything,11,11,11,1972-01-15
12,Jackson 5,Sugar Daddy,12,12,6,1972-01-15
13,The Hillside Singers,I'd Like To Teach The World To Sing (In Perfect Harmony),14,13,8,1972-01-15
14,Badfinger,Day After Day,16,14,7,1972-01-15
15,The Honey Cone,One Monkey Don't Stop No Show Part I,15,15,9,1972-01-15
16,Joe Simon,Drowning In The Sea Of Love,17,16,8,1972-01-15
17,David Cassidy,Cherish,9,9,11,1972-01-15
18,Three Dog Night,Never Been To Spain,24,18,4,1972-01-15
19,Three Dog Night,An Old Fashioned Love Song,18,4,10,1972-01-15
20,Rare Earth,Hey Big Brother,22,20,8,1972-01-15
21,The Partridge Family Starring Shirley Jones Featuring David Cassidy,It's One Of Those Nights (Yes Love),25,21,5,1972-01-15
22,Carly Simon,Anticipation,23,22,6,1972-01-15
23,Think,Once You Understand,26,23,7,1972-01-15
24,Sonny & Cher,All I Ever Need Is You,20,7,14,1972-01-15
25,Charley Pride,Kiss An Angel Good Mornin',27,25,9,1972-01-15
26,The Chi-lites,Have You Seen Her,19,3,13,1972-01-15
27,Redbone,The Witch Queen Of New Orleans,29,27,9,1972-01-15
28,Bullet,"White Lies, Blue Eyes",30,28,11,1972-01-15
29,The Staple Singers,Respect Yourself,21,12,14,1972-01-15
30,Elton John,Levon,35,30,5,1972-01-15
31,Bobby Womack & Peace,That's The Way I Feel About Cha,37,31,6,1972-01-15
32,Gladys Knight And The Pips,Make Me The Woman That You Go Home To,38,32,5,1972-01-15
33,Led Zeppelin,Black Dog,42,33,4,1972-01-15
34,Mickey Newbury,An American Trilogy,28,26,11,1972-01-15
35,Faces,Stay With Me,46,35,3,1972-01-15
36,Nilsson,Without You,54,36,5,1972-01-15
37,Wilson Pickett,Fire And Water,51,37,4,1972-01-15
38,Bob Dylan,George Jackson,33,33,7,1972-01-15
39,The J. Geils Band,Looking For A Love,48,39,7,1972-01-15
40,Jerry Lee Lewis,Me And Bobby McGee,43,40,8,1972-01-15
41,Richard Harris,My Boy,47,41,9,1972-01-15
42,Rod Stewart With Faces,(I Know) I'm Losing You,41,24,9,1972-01-15
43,Climax,Precious And Few,67,43,3,1972-01-15
44,Carroll O'Connor And Jean Stapleton (As The Bunkers),Those Were The Days,57,44,6,1972-01-15
45,The Who,Behind Blue Eyes,44,34,11,1972-01-15
46,Beverly Bremers,Don't Say You Don't Remember,56,46,5,1972-01-15
47,Sweathog,Hallelujah,45,33,10,1972-01-15
48,B.B. King,Ain't Nobody Home,53,48,10,1972-01-15
49,Apollo featuring Tom Parker,Joy,90,49,3,1972-01-15
50,The Guess Who,Sour Suite,52,50,8,1972-01-15
51,"Hamilton, Joe Frank & Reynolds",Daisy Mae,59,51,7,1972-01-15
52,Lee Michaels,Can I Get A Witness,49,39,9,1972-01-15
53,Tommy James,Nothing To Hide,50,41,8,1972-01-15
54,T. Rex,Bang A Gong (Get It On),82,54,3,1972-01-15
55,Joe Cocker,Feeling Alright,85,55,8,1972-01-15
56,John Denver,Friends With You,55,47,11,1972-01-15
57,The 5th Dimension,Together Let's Find Love,80,57,3,1972-01-15
58,Merle Haggard And The Strangers,Carolyn,58,58,7,1972-01-15
59,The Emotions,Show Me How,66,59,8,1972-01-15
60,Little Johnny Taylor,Everybody Knows About My Good Thing Pt. 1,63,60,6,1972-01-15
61,Free Movement,The Harder I Try (The Bluer I Get),73,61,6,1972-01-15
62,Helen Reddy,No Sad Song,62,62,7,1972-01-15
63,Stampeders,Devil You,61,61,7,1972-01-15
64,Lighthouse,Take It Slow (Out In The Country),64,64,6,1972-01-15
65,Smokey Robinson & The Miracles,Satisfaction,65,49,9,1972-01-15
66,Ray Charles,What Am I Living For,72,66,4,1972-01-15
67,Carpenters,Superstar/Bless The Beasts And Children,68,2,20,1972-01-15
68,Jr. Walker & The All Stars,Way Back Home,70,68,6,1972-01-15
69,Jefferson Airplane,Pretty As You Feel,60,60,9,1972-01-15
70,Van Morrison,Tupelo Honey,89,70,3,1972-01-15
71,Alice Cooper,Under My Wheels,79,71,4,1972-01-15
72,The Undisputed Truth,You Make Your Own Heaven And Hell Right Here On Earth,74,72,5,1972-01-15
73,Robert John,The Lion Sleeps Tonight,84,73,3,1972-01-15
74,Ten Years After,Baby Won't You Let Me Rock 'N Roll You,-,74,1,1972-01-15
75,The Supremes,Floy Joy,98,75,2,1972-01-15
76,Carpenters,Hurting Each Other,-,76,1,1972-01-15
77,N.F. Porter,Keep On Keeping On,77,77,5,1972-01-15
78,Grateful Dead,Truckin',69,64,8,1972-01-15
79,Merry Clayton,After All This Time,71,71,6,1972-01-15
80,Jerry Reed,Another Puff,83,80,2,1972-01-15
81,Jerry Butler & Brenda Lee Eager,Ain't Understanding Mellow,86,81,6,1972-01-15
82,Rufus Thomas,Do The Funky Penguin Part I,88,82,4,1972-01-15
83,Aretha Franklin,Oh Me Oh My (I'm A Fool For You Baby),-,83,1,1972-01-15
84,Detroit Emeralds,"You Want It, You Got It",92,84,2,1972-01-15
85,The Bar-Kays,Son Of Shaft,91,85,4,1972-01-15
86,The Persuaders,Love Gonna Pack Up (And Walk Out),95,86,4,1972-01-15
87,Heaven Bound with Tony Scotti,Five Hundred Miles,87,87,6,1972-01-15
88,Ohio Players,Pain (Part I),93,88,4,1972-01-15
89,The 8th Day,If I Could See The Light,96,89,2,1972-01-15
90,Grand Funk Railroad,Footstompin' Music,99,90,2,1972-01-15
91,The Chakachas,Jungle Fever,-,91,1,1972-01-15
92,Chase,So Many People,81,81,5,1972-01-15
93,Judy Collins,Open The Door (Song For Judith),94,93,5,1972-01-15
94,Edgar Winter's White Trash,Keep Playin' That Rock 'N' Roll,97,94,5,1972-01-15
95,James Last,Music From Across The Way,-,95,1,1972-01-15
96,Traffic,Rock & Roll Stew...Part 1,-,96,1,1972-01-15
97,The Dramatics,Get Up And Get Down,78,78,6,1972-01-15
98,The Coasters,Love Potion Number Nine,76,76,6,1972-01-15
99,Hudson and Landry,Ajax Airlines,-,99,1,1972-01-15
100,Freda Payne,The Road We Didn't Take,100,100,2,1972-01-15
1,Don McLean,American Pie (Parts I & II),1,1,9,1972-01-22
2,Melanie,Brand New Key,2,1,13,1972-01-22
3,Al Green,Let's Stay Together,3,3,8,1972-01-22
4,Jonathan Edwards,Sunshine,4,4,11,1972-01-22
5,Badfinger,Day After Day,14,5,8,1972-01-22
6,Dennis Coffey & The Detroit Guitar Band,Scorpio,6,6,13,1972-01-22
7,The New Seekers,I'd Like To Teach The World To Sing (In Perfect Harmony),7,7,8,1972-01-22
8,Betty Wright,Clean Up Woman,10,8,9,1972-01-22
9,The Stylistics,You Are Everything,11,9,12,1972-01-22
10,Jackson 5,Sugar Daddy,12,10,7,1972-01-22
11,Three Dog Night,Never Been To Spain,18,11,5,1972-01-22
12,Joe Simon,Drowning In The Sea Of Love,16,12,9,1972-01-22
13,The Hillside Singers,I'd Like To Teach The World To Sing (In Perfect Harmony),13,13,9,1972-01-22
14,Sly & The Family Stone,Family Affair,5,1,12,1972-01-22
15,Michael Jackson,Got To Be There,8,4,13,1972-01-22
16,Donny Osmond,Hey Girl/I Knew You When,9,9,9,1972-01-22
17,The Honey Cone,One Monkey Don't Stop No Show Part I,15,15,10,1972-01-22
18,Carly Simon,Anticipation,22,18,7,1972-01-22
19,Rare Earth,Hey Big Brother,20,19,9,1972-01-22
20,The Partridge Family Starring Shirley Jones Featuring David Cassidy,It's One Of Those Nights (Yes Love),21,20,6,1972-01-22
21,Nilsson,Without You,36,21,6,1972-01-22
22,Charley Pride,Kiss An Angel Good Mornin',25,22,10,1972-01-22
23,Think,Once You Understand,23,23,8,1972-01-22
24,David Cassidy,Cherish,17,9,12,1972-01-22
25,Redbone,The Witch Queen Of New Orleans,27,25,10,1972-01-22
26,Faces,Stay With Me,35,26,4,1972-01-22
27,Led Zeppelin,Black Dog,33,27,5,1972-01-22
28,Elton John,Levon,30,28,6,1972-01-22
29,Bobby Womack & Peace,That's The Way I Feel About Cha,31,29,7,1972-01-22
30,Gladys Knight And The Pips,Make Me The Woman That You Go Home To,32,30,6,1972-01-22
31,The Chi-lites,Have You Seen Her,26,3,14,1972-01-22
32,Wilson Pickett,Fire And Water,37,32,5,1972-01-22
33,Sonny & Cher,All I Ever Need Is You,24,7,15,1972-01-22
34,Climax,Precious And Few,43,34,4,1972-01-22
35,Apollo featuring Tom Parker,Joy,49,35,4,1972-01-22
36,Three Dog Night,An Old Fashioned Love Song,19,4,11,1972-01-22
37,Beverly Bremers,Don't Say You Don't Remember,46,37,6,1972-01-22
38,Carpenters,Hurting Each Other,76,38,2,1972-01-22
39,The J. Geils Band,Looking For A Love,39,39,8,1972-01-22
40,Bullet,"White Lies, Blue Eyes",28,28,12,1972-01-22
41,Richard Harris,My Boy,41,41,10,1972-01-22
42,"Hamilton, Joe Frank & Reynolds",Daisy Mae,51,42,8,1972-01-22
43,Joe Cocker,Feeling Alright,55,43,9,1972-01-22
44,Carroll O'Connor And Jean Stapleton (As The Bunkers),Those Were The Days,44,44,7,1972-01-22
45,The 5th Dimension,Together Let's Find Love,57,45,4,1972-01-22
46,B.B. King,Ain't Nobody Home,48,46,11,1972-01-22
47,Jerry Lee Lewis,Me And Bobby McGee,40,40,9,1972-01-22
48,The Supremes,Floy Joy,75,48,3,1972-01-22
49,Robert John,The Lion Sleeps Tonight,73,49,4,1972-01-22
50,T. Rex,Bang A Gong (Get It On),54,50,4,1972-01-22
51,Rufus Thomas,Do The Funky Penguin Part I,82,51,5,1972-01-22
52,Jr. Walker & The All Stars,Way Back Home,68,52,7,1972-01-22
53,Jerry Butler & Brenda Lee Eager,Ain't Understanding Mellow,81,53,7,1972-01-22
54,The Guess Who,Sour Suite,50,50,9,1972-01-22
55,Detroit Emeralds,"You Want It, You Got It",84,55,3,1972-01-22
56,Free Movement,The Harder I Try (The Bluer I Get),61,56,7,1972-01-22
57,The Bar-Kays,Son Of Shaft,85,57,5,1972-01-22
58,Bob Dylan,George Jackson,38,33,8,1972-01-22
59,The Emotions,Show Me How,59,59,9,1972-01-22
60,Little Johnny Taylor,Everybody Knows About My Good Thing Pt. 1,60,60,7,1972-01-22
61,Ray Charles,What Am I Living For,66,61,5,1972-01-22
62,Van Morrison,Tupelo Honey,70,62,4,1972-01-22
63,Alice Cooper,Under My Wheels,71,63,5,1972-01-22
64,Grand Funk Railroad,Footstompin' Music,90,64,3,1972-01-22
65,Helen Reddy,No Sad Song,62,62,8,1972-01-22
66,Lighthouse,Take It Slow (Out In The Country),64,64,7,1972-01-22
67,Ohio Players,Pain (Part I),88,67,5,1972-01-22
68,The Osmonds,Down By The Lazy River,-,68,1,1972-01-22
69,Ten Years After,Baby Won't You Let Me Rock 'N Roll You,74,69,2,1972-01-22
70,Jerry Reed,Another Puff,80,70,3,1972-01-22
71,Tommy James,Nothing To Hide,53,41,9,1972-01-22
72,The Undisputed Truth,You Make Your Own Heaven And Hell Right Here On Earth,72,72,6,1972-01-22
73,The Chakachas,Jungle Fever,91,73,2,1972-01-22
74,Carpenters,Superstar/Bless The Beasts And Children,67,2,21,1972-01-22
75,Aretha Franklin,Oh Me Oh My (I'm A Fool For You Baby),83,75,2,1972-01-22
76,Jefferson Airplane,Pretty As You Feel,69,60,10,1972-01-22
77,The English Congregation,Softly Whispering I Love You,-,77,1,1972-01-22
78,Addrisi Brothers,We've Got To Get It On Again,-,78,1,1972-01-22
79,The 8th Day,If I Could See The Light,89,79,3,1972-01-22
80,Delaney & Bonnie,Move 'Em Out,-,80,1,1972-01-22
81,The Persuaders,Love Gonna Pack Up (And Walk Out),86,81,5,1972-01-22
82,Heaven Bound with Tony Scotti,Five Hundred Miles,87,82,7,1972-01-22
83,Hudson and Landry,Ajax Airlines,99,83,2,1972-01-22
84,Roberta Flack,Will You Still Love Me Tomorrow,-,84,1,1972-01-22
85,James Last,Music From Across The Way,95,85,2,1972-01-22
86,Billy Preston,I Wrote A Simple Song,-,86,1,1972-01-22
87,Melanie,The Nickel Song,-,87,1,1972-01-22
88,N.F. Porter,Keep On Keeping On,77,77,6,1972-01-22
89,Merry Clayton,After All This Time,79,71,7,1972-01-22
90,Joe Tex,I Gotcha,-,90,1,1972-01-22
91,Judy Collins,Open The Door (Song For Judith),93,91,6,1972-01-22
92,Edgar Winter's White Trash,Keep Playin' That Rock 'N' Roll,94,92,6,1972-01-22
93,Traffic,Rock & Roll Stew...Part 1,96,93,2,1972-01-22
94,Laura Lee,Love And Liberty,-,94,1,1972-01-22
95,The JB's,Gimme Some More,-,95,1,1972-01-22
96,Donnie Elbert,Sweet Baby,-,96,1,1972-01-22
97,The Dramatics,Get Up And Get Down,97,78,7,1972-01-22
98,Gayle McCormick,You Really Got A Hold On Me,-,98,1,1972-01-22
99,War,Slippin' Into Darkness,-,99,1,1972-01-22
100,Johnnie Taylor (The Soul Philosopher),Standing In For Jody,-,100,1,1972-01-22
1,Don McLean,American Pie (Parts I & II),1,1,10,1972-01-29
2,Melanie,Brand New Key,2,1,14,1972-01-29
3,Al Green,Let's Stay Together,3,3,9,1972-01-29
4,Jonathan Edwards,Sunshine,4,4,12,1972-01-29
5,Badfinger,Day After Day,5,5,9,1972-01-29
6,Betty Wright,Clean Up Woman,8,6,10,1972-01-29
7,Dennis Coffey & The Detroit Guitar Band,Scorpio,6,6,14,1972-01-29
8,Three Dog Night,Never Been To Spain,11,8,6,1972-01-29
9,The Stylistics,You Are Everything,9,9,13,1972-01-29
