rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
14,Sly & The Family Stone,Dance To The Music,14,14,9,1968-04-06
15,Petula Clark,Kiss Me Goodbye,16,15,8,1968-04-06
16,Smokey Robinson & The Miracles,If You Can Want,18,16,7,1968-04-06
17,Dionne Warwick,(Theme From) Valley Of The Dolls,10,2,12,1968-04-06
18,James Brown And The Famous Flames,I Got The Feelin',19,18,4,1968-04-06
19,The First Edition,Just Dropped In (To See What Condition My Condition Was In),12,5,9,1968-04-06
20,Sam & Dave,I Thank You,17,9,11,1968-04-06
21,Gene And Debbe,Playboy,21,21,8,1968-04-06
22,Blue Cheer,Summertime Blues,38,22,6,1968-04-06
23,The Mills Brothers,Cab Driver,25,23,11,1968-04-06
24,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Will You Love Me Tomorrow,24,24,7,1968-04-06
25,The Troggs,Love Is All Around,28,25,7,1968-04-06
26,The Sweet Inspirations,Sweet Inspiration,27,26,6,1968-04-06
27,The Irish Rovers,The Unicorn,49,27,3,1968-04-06
28,The Intruders,Cowboys To Girls,42,28,3,1968-04-06
29,Donovan,Jennifer Juniper,30,29,5,1968-04-06
30,Percy Sledge,Take Time To Know Her,48,30,4,1968-04-06
31,Diana Ross & The Supremes,Forever Came Today,44,31,4,1968-04-06
32,Gladys Knight And The Pips,The End Of Our Road,20,15,9,1968-04-06
33,The Temptations,I Wish It Would Rain,22,4,13,1968-04-06
34,"Hugo Montenegro, His Orchestra And Chorus","The Good, The Bad And The Ugly",47,34,8,1968-04-06
35,Arthur Conley,Funky Street,53,35,4,1968-04-06
36,Madeline Bell,I'm Gonna Make You Love Me,32,26,9,1968-04-06
37,The Balloon Farm,A Question Of Temperature,37,37,7,1968-04-06
38,Etta James,Security,52,38,6,1968-04-06
39,Roger Miller,Little Green Apples,40,39,6,1968-04-06
40,Raymond Lefevre and His Orchestra,Ame Caline (Soul Coaxing),43,40,7,1968-04-06
41,Willie Mitchell,Soul Serenade,41,41,5,1968-04-06
42,The American Breed,Green Light,39,39,7,1968-04-06
43,O.C. Smith,The Son Of Hickory Holler's Tramp,45,43,7,1968-04-06
44,The Hesitations,The Impossible Dream,69,44,4,1968-04-06
45,The Monkees,Tapioca Tundra,34,34,5,1968-04-06
46,Archie Bell & The Drells,Tighten Up,81,46,2,1968-04-06
47,Elvis Presley With The Jordanaires,U.S. Male,63,47,3,1968-04-06
48,The New Colony Six,I Will Always Think About You,95,48,2,1968-04-06
49,The Lemon Pipers,Rice Is Nice,51,49,5,1968-04-06
50,Lalo Schifrin,Mission-Impossible,50,41,14,1968-04-06
51,Bobby Vinton,Take Good Care Of My Baby,84,51,2,1968-04-06
52,Michele Lee,L. David Sloane,61,52,6,1968-04-06
53,Tom Jones,Delilah,67,53,4,1968-04-06
54,The Hollies,Jennifer Eccles,70,54,4,1968-04-06
55,The Cowsills,In Need Of A Friend,66,55,4,1968-04-06
56,The Tremeloes,Suddenly You Love Me,56,44,8,1968-04-06
57,The Who,Call Me Lightning,80,57,2,1968-04-06
58,The Montanas,You've Got To Be Loved,58,58,6,1968-04-06
59,The Foundations,Back On My Feet Again,62,59,5,1968-04-06
60,Cream,Sunshine Of Your Love,60,36,13,1968-04-06
61,The Turtles,Sound Asleep,57,57,6,1968-04-06
62,The Doors,The Unknown Soldier,79,62,2,1968-04-06
63,The Lettermen,Sherry Don't Go,89,63,3,1968-04-06
64,Ray Charles,That's A Lie,64,64,7,1968-04-06
65,Strawberry Alarm Clock,Sit With The Guru,65,65,4,1968-04-06
66,Dean Martin,You've Still Got A Place In My Heart,75,66,3,1968-04-06
67,Elvis Presley With The Jordanaires,Stay Away,73,67,4,1968-04-06
68,Marvin Gaye & Tammi Terrell,If This World Were Mine,68,68,6,1968-04-06
69,Lulu,"Me, The Peaceful Heart",72,69,3,1968-04-06
70,Tommy Boyce & Bobby Hart,Goodbye Baby (I Don't Want To See You Cry),-,70,1,1968-04-06
71,Claudine Longet,Love Is Blue (L'Amour Est Bleu),71,71,7,1968-04-06
72,Flatt & Scruggs,Foggy Mountain Breakdown,74,72,6,1968-04-06
73,Small Faces,Tin Soldier,77,73,4,1968-04-06
74,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,-,74,1,1968-04-06
75,Johnny Rivers,Look To Your Soul,-,75,1,1968-04-06
76,Jimmy James & The Vagabonds,Come To Me Softly,76,76,3,1968-04-06
77,Jimmy Ruffin,I'll Say Forever My Love,78,77,5,1968-04-06
78,Aretha Franklin,Ain't No Way,-,78,1,1968-04-06
79,Patti Page,Gentle On My Mind,87,79,9,1968-04-06
80,The Human Beinz,Turn On Your Love Light,83,80,5,1968-04-06
81,Nancy Sinatra,100 Years,97,81,3,1968-04-06
82,The Jimi Hendrix Experience,Up From The Skies,82,82,4,1968-04-06
83,Ollie & The Nightingales,I Got A Sure Thing,-,83,1,1968-04-06
84,King Curtis & The Kingpins,(Sittin' On) The Dock Of The Bay,85,84,5,1968-04-06
85,The Formations,At The Top Of The Stairs,86,85,4,1968-04-06
86,The Cryan' Shames,Up On The Roof,-,86,1,1968-04-06
87,Jon & Robin And The In Crowd,Dr. Jon (The Medicine Man),88,87,4,1968-04-06
88,Glen Campbell,I Wanna Live,-,88,1,1968-04-06
89,Esther & Abi Ofarim,Cinderella Rockefella,90,89,2,1968-04-06
90,Bee Gees,Jumbo,-,90,1,1968-04-06
91,Detroit Emeralds,Show Time,91,91,2,1968-04-06
92,Vikki Carr,Your Heart Is Free Just Like The Wind,92,92,2,1968-04-06
93,Linda Ronstadt & The Stone Poneys,Up To My Neck In High Muddy Water,93,93,2,1968-04-06
94,Four Jacks And A Jill,Master Jack,94,94,2,1968-04-06
95,Tommy James And The Shondells,Mony Mony,-,95,1,1968-04-06
96,People,I Love You,-,96,1,1968-04-06
97,Jerry Lee Lewis,Another Place Another Time,98,97,2,1968-04-06
98,Brenda & The Tabulations,Baby You're So Right For Me,-,86,3,1968-04-06
99,Vikki Carr,She'll Be There,100,99,3,1968-04-06
100,Jimmy Smith,Chain Of Fools (Part 1),-,100,1,1968-04-06
1,Bobby Goldsboro,Honey,10,1,4,1968-04-13
2,The Union Gap Featuring Gary Puckett,Young Girl,2,2,7,1968-04-13
3,Otis Redding,(Sittin' On) The Dock Of The Bay,1,1,12,1968-04-13
4,The Box Tops,Cry Like A Baby,6,4,7,1968-04-13
5,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,5,5,7,1968-04-13
6,The Beatles,Lady Madonna,7,6,4,1968-04-13
7,Georgie Fame,The Ballad Of Bonnie And Clyde,8,7,9,1968-04-13
8,The Delfonics,La - La - Means I Love You,4,4,11,1968-04-13
9,The Monkees,Valleri,3,3,6,1968-04-13
10,Manfred Mann,Mighty Quinn (Quinn The Eskimo),11,10,7,1968-04-13
11,James Brown And The Famous Flames,I Got The Feelin',18,11,5,1968-04-13
12,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),9,1,15,1968-04-13
13,Simon & Garfunkel,Scarborough Fair (/Canticle),13,13,7,1968-04-13
14,Sly & The Family Stone,Dance To The Music,14,14,10,1968-04-13
15,1910 Fruitgum Co.,Simon Says,12,4,12,1968-04-13
16,Smokey Robinson & The Miracles,If You Can Want,16,16,8,1968-04-13
17,Gene And Debbe,Playboy,21,17,9,1968-04-13
18,The Intruders,Cowboys To Girls,28,18,4,1968-04-13
19,Blue Cheer,Summertime Blues,22,19,7,1968-04-13
20,Petula Clark,Kiss Me Goodbye,15,15,9,1968-04-13
21,Aretha Franklin,Ain't No Way,78,21,2,1968-04-13
22,Dionne Warwick,(Theme From) Valley Of The Dolls,17,2,13,1968-04-13
23,The Mills Brothers,Cab Driver,23,23,12,1968-04-13
24,The Sweet Inspirations,Sweet Inspiration,26,24,7,1968-04-13
25,The Troggs,Love Is All Around,25,25,8,1968-04-13
26,The Irish Rovers,The Unicorn,27,26,4,1968-04-13
27,Sam & Dave,I Thank You,20,9,12,1968-04-13
28,Donovan,Jennifer Juniper,29,28,6,1968-04-13
29,Diana Ross & The Supremes,Forever Came Today,31,29,5,1968-04-13
30,Percy Sledge,Take Time To Know Her,30,30,5,1968-04-13
31,Arthur Conley,Funky Street,35,31,5,1968-04-13
32,"Hugo Montenegro, His Orchestra And Chorus","The Good, The Bad And The Ugly",34,32,9,1968-04-13
33,The First Edition,Just Dropped In (To See What Condition My Condition Was In),19,5,10,1968-04-13
34,Tom Jones,Delilah,53,34,5,1968-04-13
35,Etta James,Security,38,35,7,1968-04-13
36,Bobby Vinton,Take Good Care Of My Baby,51,36,3,1968-04-13
37,Archie Bell & The Drells,Tighten Up,46,37,3,1968-04-13
38,Willie Mitchell,Soul Serenade,41,38,6,1968-04-13
39,Roger Miller,Little Green Apples,39,39,7,1968-04-13
40,Raymond Lefevre and His Orchestra,Ame Caline (Soul Coaxing),40,40,8,1968-04-13
41,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Will You Love Me Tomorrow,24,24,8,1968-04-13
42,Elvis Presley With The Jordanaires,U.S. Male,47,42,4,1968-04-13
43,O.C. Smith,The Son Of Hickory Holler's Tramp,43,43,8,1968-04-13
44,The Hesitations,The Impossible Dream,44,44,5,1968-04-13
45,The Monkees,Tapioca Tundra,45,34,6,1968-04-13
46,The New Colony Six,I Will Always Think About You,48,46,3,1968-04-13
47,The Hollies,Jennifer Eccles,54,47,5,1968-04-13
48,Gladys Knight And The Pips,The End Of Our Road,32,15,10,1968-04-13
49,The Lemon Pipers,Rice Is Nice,49,49,6,1968-04-13
50,The Temptations,I Wish It Would Rain,33,4,14,1968-04-13
51,The Balloon Farm,A Question Of Temperature,37,37,8,1968-04-13
52,Michele Lee,L. David Sloane,52,52,7,1968-04-13
53,The Who,Call Me Lightning,57,53,3,1968-04-13
54,The Tremeloes,Suddenly You Love Me,56,44,9,1968-04-13
55,The Cowsills,In Need Of A Friend,55,55,5,1968-04-13
56,The Rascals,A Beautiful Morning,-,56,1,1968-04-13
57,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,74,57,2,1968-04-13
58,The Doors,The Unknown Soldier,62,58,3,1968-04-13
59,Cream,Sunshine Of Your Love,60,36,14,1968-04-13
60,The Lettermen,Sherry Don't Go,63,60,4,1968-04-13
61,Lulu,"Me, The Peaceful Heart",69,61,4,1968-04-13
62,Johnny Rivers,Look To Your Soul,75,62,2,1968-04-13
63,Dean Martin,You've Still Got A Place In My Heart,66,63,4,1968-04-13
64,Tommy Boyce & Bobby Hart,Goodbye Baby (I Don't Want To See You Cry),70,64,2,1968-04-13
65,Flatt & Scruggs,Foggy Mountain Breakdown,72,65,7,1968-04-13
66,Wilson Pickett,She's Lookin' Good,-,66,1,1968-04-13
67,The Montanas,You've Got To Be Loved,58,58,7,1968-04-13
68,Ray Charles,That's A Lie,64,64,8,1968-04-13
69,Patti Page,Gentle On My Mind,79,69,10,1968-04-13
70,The Foundations,Back On My Feet Again,59,59,6,1968-04-13
71,Bee Gees,Jumbo,90,71,2,1968-04-13
72,Tommy James And The Shondells,Mony Mony,95,72,2,1968-04-13
73,Neil Diamond,Red Red Wine,-,73,1,1968-04-13
74,Strawberry Alarm Clock,Sit With The Guru,65,65,5,1968-04-13
75,Marvin Gaye & Tammi Terrell,Ain't Nothing Like The Real Thing,-,75,1,1968-04-13
76,Nancy Sinatra,100 Years,81,76,4,1968-04-13
77,Elvis Presley With The Jordanaires,Stay Away,67,67,5,1968-04-13
78,Small Faces,Tin Soldier,73,73,5,1968-04-13
79,Claudine Longet,Love Is Blue (L'Amour Est Bleu),71,71,8,1968-04-13
80,Glen Campbell,I Wanna Live,88,80,2,1968-04-13
81,Ollie & The Nightingales,I Got A Sure Thing,83,81,2,1968-04-13
82,The Dells,Wear It On Our Face,-,82,1,1968-04-13
83,The Formations,At The Top Of The Stairs,85,83,5,1968-04-13
84,Dionne Warwick,Do You Know The Way To San José,-,84,1,1968-04-13
85,The Cryan' Shames,Up On The Roof,86,85,2,1968-04-13
86,Esther & Abi Ofarim,Cinderella Rockefella,89,86,3,1968-04-13
87,Frank Sinatra,I Can't Believe I'm Losing You,-,87,1,1968-04-13
88,Joe Simon,(You Keep Me) Hangin' On,-,88,1,1968-04-13
89,Dyke And The Blazers,Funky Walk Part I (East),-,89,1,1968-04-13
90,Guy Marks,Loving You Has Made Me Bananas,-,90,1,1968-04-13
91,Detroit Emeralds,Show Time,91,91,3,1968-04-13
92,Vikki Carr,Your Heart Is Free Just Like The Wind,92,92,3,1968-04-13
93,Four Jacks And A Jill,Master Jack,94,93,3,1968-04-13
94,Robert John,If You Don't Want My Love,-,94,1,1968-04-13
95,People,I Love You,96,95,2,1968-04-13
96,Eric Burdon & The Animals,Anything,-,96,1,1968-04-13
97,Brenda & The Tabulations,Baby You're So Right For Me,98,86,4,1968-04-13
98,The Fireballs,Goin' Away,-,98,1,1968-04-13
99,Jay And The Techniques,Baby Make Your Own Sweet Music,-,99,1,1968-04-13
100,Jimmy Smith,Chain Of Fools (Part 1),100,100,2,1968-04-13
1,Bobby Goldsboro,Honey,1,1,5,1968-04-20
2,The Union Gap Featuring Gary Puckett,Young Girl,2,2,8,1968-04-20
3,The Box Tops,Cry Like A Baby,4,3,8,1968-04-20
4,The Beatles,Lady Madonna,6,4,5,1968-04-20
5,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,5,5,8,1968-04-20
6,Otis Redding,(Sittin' On) The Dock Of The Bay,3,1,13,1968-04-20
7,Georgie Fame,The Ballad Of Bonnie And Clyde,7,7,10,1968-04-20
8,Sly & The Family Stone,Dance To The Music,14,8,11,1968-04-20
9,James Brown And The Famous Flames,I Got The Feelin',11,9,6,1968-04-20
10,Manfred Mann,Mighty Quinn (Quinn The Eskimo),10,10,8,1968-04-20
11,Simon & Garfunkel,Scarborough Fair (/Canticle),13,11,8,1968-04-20
12,The Delfonics,La - La - Means I Love You,8,4,12,1968-04-20
13,The Monkees,Valleri,9,3,7,1968-04-20
14,Smokey Robinson & The Miracles,If You Can Want,16,14,9,1968-04-20
15,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),12,1,16,1968-04-20
16,Blue Cheer,Summertime Blues,19,16,8,1968-04-20
17,Gene And Debbe,Playboy,17,17,10,1968-04-20
18,The Intruders,Cowboys To Girls,18,18,5,1968-04-20
19,"Hugo Montenegro, His Orchestra And Chorus","The Good, The Bad And The Ugly",32,19,10,1968-04-20
20,The Irish Rovers,The Unicorn,26,20,5,1968-04-20
21,Aretha Franklin,Ain't No Way,21,21,3,1968-04-20
22,The Troggs,Love Is All Around,25,22,9,1968-04-20
23,The Sweet Inspirations,Sweet Inspiration,24,23,8,1968-04-20
24,Petula Clark,Kiss Me Goodbye,20,15,10,1968-04-20
25,Archie Bell & The Drells,Tighten Up,37,25,4,1968-04-20
26,Donovan,Jennifer Juniper,28,26,7,1968-04-20
27,The Mills Brothers,Cab Driver,23,23,13,1968-04-20
28,Percy Sledge,Take Time To Know Her,30,28,6,1968-04-20
29,Diana Ross & The Supremes,Forever Came Today,29,29,6,1968-04-20
30,Arthur Conley,Funky Street,31,30,6,1968-04-20
31,The Rascals,A Beautiful Morning,56,31,2,1968-04-20
32,Elvis Presley With The Jordanaires,U.S. Male,42,32,5,1968-04-20
33,Bobby Vinton,Take Good Care Of My Baby,36,33,4,1968-04-20
34,Tom Jones,Delilah,34,34,6,1968-04-20
35,Etta James,Security,35,35,8,1968-04-20
36,1910 Fruitgum Co.,Simon Says,15,4,13,1968-04-20
37,Raymond Lefevre and His Orchestra,Ame Caline (Soul Coaxing),40,37,9,1968-04-20
38,Willie Mitchell,Soul Serenade,38,38,7,1968-04-20
39,Roger Miller,Little Green Apples,39,39,8,1968-04-20
40,O.C. Smith,The Son Of Hickory Holler's Tramp,43,40,9,1968-04-20
41,Sam & Dave,I Thank You,27,9,13,1968-04-20
42,The Hesitations,The Impossible Dream,44,42,6,1968-04-20
43,The Hollies,Jennifer Eccles,47,43,6,1968-04-20
44,The New Colony Six,I Will Always Think About You,46,44,4,1968-04-20
45,Wilson Pickett,She's Lookin' Good,66,45,2,1968-04-20
46,The Lemon Pipers,Rice Is Nice,49,46,7,1968-04-20
47,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,57,47,3,1968-04-20
48,The Doors,The Unknown Soldier,58,48,4,1968-04-20
49,The Who,Call Me Lightning,53,49,4,1968-04-20
50,Tommy James And The Shondells,Mony Mony,72,50,3,1968-04-20
51,Johnny Rivers,Look To Your Soul,62,51,3,1968-04-20
52,Michele Lee,L. David Sloane,52,52,8,1968-04-20
53,Lulu,"Me, The Peaceful Heart",61,53,5,1968-04-20
54,The Cowsills,In Need Of A Friend,55,54,6,1968-04-20
55,Flatt & Scruggs,Foggy Mountain Breakdown,65,55,8,1968-04-20
56,Marvin Gaye & Tammi Terrell,Ain't Nothing Like The Real Thing,75,56,2,1968-04-20
57,Bee Gees,Jumbo,71,57,3,1968-04-20
58,Tommy Boyce & Bobby Hart,Goodbye Baby (I Don't Want To See You Cry),64,58,3,1968-04-20
59,The Lettermen,Sherry Don't Go,60,59,5,1968-04-20
60,Dean Martin,You've Still Got A Place In My Heart,63,60,5,1968-04-20
61,Dionne Warwick,Do You Know The Way To San José,84,61,2,1968-04-20
62,Neil Diamond,Red Red Wine,73,62,2,1968-04-20
63,Glen Campbell,I Wanna Live,80,63,3,1968-04-20
64,The Tremeloes,Suddenly You Love Me,54,44,10,1968-04-20
65,Frank Sinatra,I Can't Believe I'm Losing You,87,65,2,1968-04-20
66,Patti Page,Gentle On My Mind,69,66,11,1968-04-20
67,Guy Marks,Loving You Has Made Me Bananas,90,67,2,1968-04-20
68,Esther & Abi Ofarim,Cinderella Rockefella,86,68,4,1968-04-20
69,Nancy Sinatra,100 Years,76,69,5,1968-04-20
70,The Dells,Wear It On Our Face,82,70,2,1968-04-20
71,Spanky And Our Gang,Like To Get To Know You,-,71,1,1968-04-20
72,Soul Survivors,Impossible Mission (Mission Impossible),-,72,1,1968-04-20
73,B.B. King,Paying The Cost To Be The Boss,-,73,1,1968-04-20
74,Dyke And The Blazers,Funky Walk Part I (East),89,74,2,1968-04-20
75,Ollie & The Nightingales,I Got A Sure Thing,81,75,3,1968-04-20
76,Four Jacks And A Jill,Master Jack,93,76,4,1968-04-20
77,Robert John,If You Don't Want My Love,94,77,2,1968-04-20
78,The Impressions,We're Rolling On (Part I),-,78,1,1968-04-20
79,Claudine Longet,Love Is Blue (L'Amour Est Bleu),79,71,9,1968-04-20
80,The Fireballs,Goin' Away,98,80,2,1968-04-20
81,Eric Burdon & The Animals,Anything,96,81,2,1968-04-20
82,Bobby Vee,My Girl/Hey Girl,-,82,1,1968-04-20
83,Herb Alpert & The Tijuana Brass,Cabaret,-,83,1,1968-04-20
84,Martha Reeves & The Vandellas,I Promise To Wait My Love,-,84,1,1968-04-20
85,Joe Simon,(You Keep Me) Hangin' On,88,85,2,1968-04-20
86,1910 Fruitgum Co.,May I Take A Giant Step (Into Your Heart),-,86,1,1968-04-20
87,People,I Love You,95,87,3,1968-04-20
88,The Cryan' Shames,Up On The Roof,85,85,3,1968-04-20
89,Detroit Emeralds,Show Time,91,89,4,1968-04-20
90,Elvis Presley With The Jordanaires,You'll Never Walk Alone,-,90,1,1968-04-20
91,Vikki Carr,Your Heart Is Free Just Like The Wind,92,91,4,1968-04-20
92,Jay And The Techniques,Baby Make Your Own Sweet Music,99,92,2,1968-04-20
93,The Vibrations,Love In Them There Hills,-,93,1,1968-04-20
94,5 Stairsteps and Cubie,The Shadow Of Your Love,-,94,1,1968-04-20
95,"Oscar Toney, Jr.",Never Get Enough Of Your Love,-,95,1,1968-04-20
96,The Beach Boys,Friends,-,96,1,1968-04-20
97,Bobby Taylor & The Vancouvers,Does Your Mama Know About Me,-,97,1,1968-04-20
98,Jefferson Airplane,Greasy Heart,-,98,1,1968-04-20
99,Ray Stevens,Unwind,-,99,1,1968-04-20
100,Bobbie Gentry,Louisiana Man,-,100,1,1968-04-20
1,Bobby Goldsboro,Honey,1,1,6,1968-04-27
2,The Box Tops,Cry Like A Baby,3,2,9,1968-04-27
3,The Union Gap Featuring Gary Puckett,Young Girl,2,2,9,1968-04-27
4,The Beatles,Lady Madonna,4,4,6,1968-04-27
5,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,5,5,9,1968-04-27
6,James Brown And The Famous Flames,I Got The Feelin',9,6,7,1968-04-27
7,Otis Redding,(Sittin' On) The Dock Of The Bay,6,1,14,1968-04-27
8,Sly & The Family Stone,Dance To The Music,8,8,12,1968-04-27
9,Archie Bell & The Drells,Tighten Up,25,9,5,1968-04-27
10,Georgie Fame,The Ballad Of Bonnie And Clyde,7,7,11,1968-04-27
11,Smokey Robinson & The Miracles,If You Can Want,14,11,10,1968-04-27
12,The Irish Rovers,The Unicorn,20,12,6,1968-04-27
13,The Intruders,Cowboys To Girls,18,13,6,1968-04-27
14,"Hugo Montenegro, His Orchestra And Chorus","The Good, The Bad And The Ugly",19,14,11,1968-04-27
15,The Delfonics,La - La - Means I Love You,12,4,13,1968-04-27
16,Blue Cheer,Summertime Blues,16,16,9,1968-04-27
17,Gene And Debbe,Playboy,17,17,11,1968-04-27
18,The Sweet Inspirations,Sweet Inspiration,23,18,9,1968-04-27
19,The Rascals,A Beautiful Morning,31,19,3,1968-04-27
20,Percy Sledge,Take Time To Know Her,28,20,7,1968-04-27
21,Aretha Franklin,Ain't No Way,21,21,4,1968-04-27
22,The Troggs,Love Is All Around,22,22,10,1968-04-27
23,Arthur Conley,Funky Street,30,23,7,1968-04-27
24,Simon & Garfunkel,Scarborough Fair (/Canticle),11,11,9,1968-04-27
25,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),15,1,17,1968-04-27
26,Donovan,Jennifer Juniper,26,26,8,1968-04-27
27,Dionne Warwick,Do You Know The Way To San José,61,27,3,1968-04-27
28,Diana Ross & The Supremes,Forever Came Today,29,28,7,1968-04-27
29,Manfred Mann,Mighty Quinn (Quinn The Eskimo),10,10,9,1968-04-27
30,The Mills Brothers,Cab Driver,27,23,14,1968-04-27
31,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,47,31,4,1968-04-27
32,Elvis Presley With The Jordanaires,U.S. Male,32,32,6,1968-04-27
33,Bobby Vinton,Take Good Care Of My Baby,33,33,5,1968-04-27
34,Tom Jones,Delilah,34,34,7,1968-04-27
35,Etta James,Security,35,35,9,1968-04-27
36,Willie Mitchell,Soul Serenade,38,36,8,1968-04-27
37,Raymond Lefevre and His Orchestra,Ame Caline (Soul Coaxing),37,37,10,1968-04-27
38,Petula Clark,Kiss Me Goodbye,24,15,11,1968-04-27
39,Marvin Gaye & Tammi Terrell,Ain't Nothing Like The Real Thing,56,39,3,1968-04-27
40,O.C. Smith,The Son Of Hickory Holler's Tramp,40,40,10,1968-04-27
41,Wilson Pickett,She's Lookin' Good,45,41,3,1968-04-27
42,The Hesitations,The Impossible Dream,42,42,7,1968-04-27
43,The Hollies,Jennifer Eccles,43,43,7,1968-04-27
44,The New Colony Six,I Will Always Think About You,44,44,5,1968-04-27
45,The Monkees,Valleri,13,3,8,1968-04-27
46,1910 Fruitgum Co.,Simon Says,36,4,14,1968-04-27
47,The Who,Call Me Lightning,49,47,5,1968-04-27
48,The Doors,The Unknown Soldier,48,48,5,1968-04-27
49,Tommy James And The Shondells,Mony Mony,50,49,4,1968-04-27
50,Johnny Rivers,Look To Your Soul,51,50,4,1968-04-27
51,Guy Marks,Loving You Has Made Me Bananas,67,51,3,1968-04-27
52,The Lettermen,Sherry Don't Go,59,52,6,1968-04-27
53,Tommy Boyce & Bobby Hart,Goodbye Baby (I Don't Want To See You Cry),58,53,4,1968-04-27
54,Roger Miller,Little Green Apples,39,39,9,1968-04-27
55,Flatt & Scruggs,Foggy Mountain Breakdown,55,55,9,1968-04-27
56,B.B. King,Paying The Cost To Be The Boss,73,56,2,1968-04-27
57,Bee Gees,Jumbo,57,57,4,1968-04-27
58,Simon & Garfunkel,Mrs. Robinson,-,58,1,1968-04-27
59,Michele Lee,L. David Sloane,52,52,9,1968-04-27
60,Dean Martin,You've Still Got A Place In My Heart,60,60,6,1968-04-27
61,Spanky And Our Gang,Like To Get To Know You,71,61,2,1968-04-27
62,Neil Diamond,Red Red Wine,62,62,3,1968-04-27
63,Glen Campbell,I Wanna Live,63,63,4,1968-04-27
64,The Dells,Wear It On Our Face,70,64,3,1968-04-27
65,Frank Sinatra,I Can't Believe I'm Losing You,65,65,3,1968-04-27
66,Patti Page,Gentle On My Mind,66,66,12,1968-04-27
67,Lulu,"Me, The Peaceful Heart",53,53,6,1968-04-27
68,Esther & Abi Ofarim,Cinderella Rockefella,68,68,5,1968-04-27
69,Nancy Sinatra,100 Years,69,69,6,1968-04-27
70,The Beach Boys,Friends,96,70,2,1968-04-27
71,Soul Survivors,Impossible Mission (Mission Impossible),72,71,2,1968-04-27
72,Bobby Vee,My Girl/Hey Girl,82,72,2,1968-04-27
73,Dyke And The Blazers,Funky Walk Part I (East),74,73,3,1968-04-27
74,Ollie & The Nightingales,I Got A Sure Thing,75,74,4,1968-04-27
75,Four Jacks And A Jill,Master Jack,76,75,5,1968-04-27
76,Robert John,If You Don't Want My Love,77,76,3,1968-04-27
77,The Impressions,We're Rolling On (Part I),78,77,2,1968-04-27
78,Bobby Taylor & The Vancouvers,Does Your Mama Know About Me,97,78,2,1968-04-27
79,The Fireballs,Goin' Away,80,79,3,1968-04-27
80,Eric Burdon & The Animals,Anything,81,80,3,1968-04-27
81,Herb Alpert & The Tijuana Brass,Cabaret,83,81,2,1968-04-27
82,Joe Simon,(You Keep Me) Hangin' On,85,82,3,1968-04-27
83,Martha Reeves & The Vandellas,I Promise To Wait My Love,84,83,2,1968-04-27
84,1910 Fruitgum Co.,May I Take A Giant Step (Into Your Heart),86,84,2,1968-04-27
85,People,I Love You,87,85,4,1968-04-27
86,Jackie Wilson & Count Basie,Chain Gang,-,86,1,1968-04-27
87,Otis Redding,The Happy Song (Dum-Dum),-,87,1,1968-04-27
88,Jay And The Techniques,Baby Make Your Own Sweet Music,92,88,3,1968-04-27
89,Detroit Emeralds,Show Time,89,89,5,1968-04-27
90,Elvis Presley With The Jordanaires,You'll Never Walk Alone,90,90,2,1968-04-27
91,Vikki Carr,Your Heart Is Free Just Like The Wind,91,91,5,1968-04-27
92,The Delfonics,I'm Sorry,-,92,1,1968-04-27
93,The Vibrations,Love In Them There Hills,93,93,2,1968-04-27
94,James & Bobby Purify,I Can Remember,-,94,1,1968-04-27
95,"Oscar Toney, Jr.",Never Get Enough Of Your Love,95,95,2,1968-04-27
96,Al Martino,Lili Marlene,-,96,1,1968-04-27
97,Ray Stevens,Unwind,99,97,2,1968-04-27
98,Jefferson Airplane,Greasy Heart,98,98,2,1968-04-27
99,Four Tops,If I Were A Carpenter,-,99,1,1968-04-27
100,William Bell,A Tribute To A King,-,100,1,1968-04-27
1,Bobby Goldsboro,Honey,1,1,7,1968-05-04
2,The Box Tops,Cry Like A Baby,2,2,10,1968-05-04
3,The Union Gap Featuring Gary Puckett,Young Girl,3,2,10,1968-05-04
4,The Beatles,Lady Madonna,4,4,7,1968-05-04
5,Archie Bell & The Drells,Tighten Up,9,5,6,1968-05-04
6,James Brown And The Famous Flames,I Got The Feelin',6,6,8,1968-05-04
7,The Intruders,Cowboys To Girls,13,7,7,1968-05-04
8,"Hugo Montenegro, His Orchestra And Chorus","The Good, The Bad And The Ugly",14,8,12,1968-05-04
9,The Rascals,A Beautiful Morning,19,9,4,1968-05-04
10,The Irish Rovers,The Unicorn,12,10,7,1968-05-04
11,Smokey Robinson & The Miracles,If You Can Want,11,11,11,1968-05-04
