rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,B.J. Thomas,Raindrops Keep Fallin' On My Head,3,1,10,1970-01-03
2,"Peter, Paul & Mary",Leaving On A Jet Plane,2,1,11,1970-01-03
3,Diana Ross & The Supremes,Someday We'll Be Together,1,1,9,1970-01-03
4,Creedence Clearwater Revival,Down On The Corner/Fortunate Son,4,3,11,1970-01-03
5,Steam,Na Na Hey Hey Kiss Him Goodbye,5,1,12,1970-01-03
6,Led Zeppelin,Whole Lotta Love,9,6,7,1970-01-03
7,Jackson 5,I Want You Back,8,7,8,1970-01-03
8,The Shocking Blue,Venus,19,8,4,1970-01-03
9,Neil Diamond,Holly Holy,6,6,10,1970-01-03
10,Bobby Sherman,La La La (If I Had You),14,10,7,1970-01-03
11,Ferrante & Teicher,Midnight Cowboy,11,11,10,1970-01-03
12,The Beatles,Come Together/Something,7,1,12,1970-01-03
13,Tommy Roe,Jam Up Jelly Tight,20,13,8,1970-01-03
14,Three Dog Night,Eli's Coming,12,10,11,1970-01-03
15,Elvis Presley,Don't Cry Daddy/Rubberneckin',23,15,6,1970-01-03
16,R.B. Greaves,Take A Letter Maria,10,2,12,1970-01-03
17,The Archies,Jingle Jangle,22,17,6,1970-01-03
18,Vanity Fare,Early In The Morning,30,18,7,1970-01-03
19,Mel And Tim,Backfield In Motion,18,10,12,1970-01-03
20,"Blood, Sweat & Tears",And When I Die,15,2,12,1970-01-03
21,Jr. Walker & The All Stars,These Eyes,16,16,11,1970-01-03
22,CROW,Evil Woman Don't Play Your Games With Me,28,22,11,1970-01-03
23,Stevie Wonder,"Yester-Me, Yester-You, Yesterday",13,7,12,1970-01-03
24,Gladys Knight And The Pips,Friendship Train,17,17,11,1970-01-03
25,The Band,Up On Cripple Creek,26,25,10,1970-01-03
26,The Flying Machine,Smile A Little Smile For Me,24,5,14,1970-01-03
27,Dusty Springfield,A Brand New Me,27,24,9,1970-01-03
28,Tommy James And The Shondells,She,34,28,4,1970-01-03
29,Tom Jones,Without Love (There Is Nothing),50,29,2,1970-01-03
30,The Originals,"Baby, I'm For Real",25,14,15,1970-01-03
31,James Brown,Ain't It Funky Now (Part 1),36,31,7,1970-01-03
