rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,Nickelback,How You Remind Me,1,1,18,2002-01-05
2,Usher,U Got It Bad,2,1,16,2002-01-05
3,Mary J. Blige,Family Affair,3,1,24,2002-01-05
4,P!nk,Get The Party Started,4,4,11,2002-01-05
5,Ja Rule Featuring Ashanti,Always On Time,7,5,8,2002-01-05
6,Creed,My Sacrifice,9,6,11,2002-01-05
7,Shakira,"Whenever, Wherever",6,6,11,2002-01-05
8,Enrique Iglesias,Hero,5,3,15,2002-01-05
9,Ginuwine,Differences,8,4,24,2002-01-05
10,Alicia Keys,A Woman's Worth,11,10,11,2002-01-05
11,Ja Rule Featuring Case,Livin' It Up,10,6,19,2002-01-05
12,'N Sync,Gone,13,11,16,2002-01-05
13,The Calling,Wherever You Will Go,15,13,9,2002-01-05
14,Aaliyah,Rock The Boat,16,14,18,2002-01-05
15,Linkin Park,In The End,26,15,10,2002-01-05
16,Toya,I Do!!,17,16,32,2002-01-05
17,Nelly Furtado,Turn Off The Light,12,5,21,2002-01-05
18,Fat Joe Featuring R. Kelly,We Thuggin',22,18,11,2002-01-05
19,Michael Jackson,Butterflies,21,19,8,2002-01-05
20,No Doubt Featuring Bounty Killer,Hey Baby,27,20,5,2002-01-05
21,Five For Fighting,Superman (It's Not Easy),14,14,19,2002-01-05
22,City High Featuring Eve,Caramel,23,19,13,2002-01-05
23,Enya,Only Time,19,10,26,2002-01-05
24,Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,20,20,12,2002-01-05
25,Nelly,#1,25,22,12,2002-01-05
26,Jennifer Lopez Featuring Ja Rule,I'm Real,18,1,27,2002-01-05
27,Craig David,7 Days,35,27,5,2002-01-05
28,Ludacris,Roll Out (My Business),34,28,9,2002-01-05
29,Alicia Keys,Fallin',24,1,30,2002-01-05
30,Busta Rhymes,Break Ya Neck,41,30,9,2002-01-05
31,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",Son Of A Gun,28,28,7,2002-01-05
32,Destiny's Child,Emotion,29,10,15,2002-01-05
33,Staind,It's Been Awhile,31,5,39,2002-01-05
34,Jewel,Standing Still,36,34,8,2002-01-05
35,Mr. Cheeks,"Lights, Camera, Action!",38,35,13,2002-01-05
36,Lenny Kravitz,Dig In,32,31,13,2002-01-05
37,Lifehouse,Hanging By A Moment,40,2,48,2002-01-05
38,Alan Jackson,Where Were You (When The World Stopped Turning),30,30,7,2002-01-05
39,OutKast Featuring Killer Mike,The Whole World,51,39,3,2002-01-05
40,Mystikal,Bouncin' Back (Bumpin' Me Against The Wall),47,40,4,2002-01-05
41,P.O.D.,Alive,45,41,10,2002-01-05
42,Train,Drops Of Jupiter (Tell Me),42,5,43,2002-01-05
43,B2K,Uh Huh,-,43,1,2002-01-05
44,Toby Keith,I Wanna Talk About Me,33,28,13,2002-01-05
45,Steve Holy,Good Morning Beautiful,39,39,6,2002-01-05
46,George Strait,Run,37,34,11,2002-01-05
47,Puddle Of Mudd,Blurry,54,47,3,2002-01-05
48,Mary J. Blige,No More Drama,53,48,4,2002-01-05
49,LeAnn Rimes,Can't Fight The Moonlight,57,49,25,2002-01-05
50,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",Take Away,60,50,4,2002-01-05
51,R. Kelly,The World's Greatest,59,51,2,2002-01-05
52,Angie Stone,Brotha,61,52,9,2002-01-05
53,Jennifer Lopez Featuring Ja Rule,Ain't It Funny,74,53,2,2002-01-05
54,Faith Evans,You Gets No Love,49,38,14,2002-01-05
55,Fabolous,Young'n (Holla Back),62,55,6,2002-01-05
56,Trace Adkins,I'm Tryin',44,44,12,2002-01-05
57,Maxwell,Lifetime,55,22,18,2002-01-05
58,Jermaine Dupri & Ludacris,Welcome To Atlanta,70,58,2,2002-01-05
59,Brad Paisley,Wrapped Around,48,48,8,2002-01-05
60,Garth Brooks,Wrapped Up In You,46,46,11,2002-01-05
61,David Ball,Riding With Private Malone,43,36,11,2002-01-05
62,Jonell & Method Man,Round And Round,98,62,4,2002-01-05
63,Incubus,Wish You Were Here,69,60,16,2002-01-05
64,Michelle Branch,Everywhere,58,12,19,2002-01-05
65,Juvenile,From Her Mama (Mama Got A**),75,65,9,2002-01-05
66,JAY-Z,"Girls, Girls, Girls",52,17,13,2002-01-05
67,Jagged Edge,Goodbye,65,58,8,2002-01-05
68,Joe,Let's Stay Home Tonight,68,68,3,2002-01-05
69,Glenn Lewis,Don't You Forget It,77,69,6,2002-01-05
70,Jo Dee Messina With Tim McGraw,Bring On The Rain,56,56,5,2002-01-05
71,Staind,Fade,76,62,12,2002-01-05
72,Method Man & Redman,Part II,85,72,3,2002-01-05
73,Christina Milian,AM To PM,82,27,20,2002-01-05
74,112,Dance With Me,72,39,17,2002-01-05
75,KeKe Wyatt Featuring Avant,Nothing In This World,-,75,1,2002-01-05
76,System Of A Down,Chop Suey,-,76,1,2002-01-05
77,The Offspring,Defy You,-,77,1,2002-01-05
78,Default,Wasting My Time,-,78,1,2002-01-05
79,Brooks & Dunn,The Long Goodbye,66,66,3,2002-01-05
80,Whitney Houston,The Star Spangled Banner,89,6,26,2002-01-05
81,Lee Greenwood,God Bless The USA,73,16,15,2002-01-05
82,U2,Stuck In A Moment You Can't Get Out Of,78,52,15,2002-01-05
83,Alien Ant Farm,Smooth Criminal,79,23,20,2002-01-05
84,Britney Spears,I'm A Slave 4 U,64,27,12,2002-01-05
85,Travis Tritt,Love Of A Woman,67,39,17,2002-01-05
86,Puddle Of Mudd,Control,86,68,13,2002-01-05
87,Lonestar,With Me,71,63,11,2002-01-05
88,Brian McKnight,Love Of My Life,84,51,17,2002-01-05
89,"Ludacris, LL Cool J & Keith Murray",Fatty Girl,91,87,10,2002-01-05
90,Bubba Sparxxx,Ugly,88,15,19,2002-01-05
91,Nas,Got Ur Self A...,93,91,4,2002-01-05
92,Mariah Carey,Never Too Far/Hero Medley,81,81,2,2002-01-05
93,Backstreet Boys,Drowning,80,28,12,2002-01-05
94,Alan Jackson,Where I Come From,83,34,20,2002-01-05
95,Lil Bow Wow Featuring Jagged Edge & Fundisha,Thank You,-,95,1,2002-01-05
96,"R.L., Snoop Dogg & Lil' Kim",Do U Wanna Roll (Dolittle Theme),96,84,14,2002-01-05
97,Master P Featuring Weebie,Ooohhhwee,63,63,2,2002-01-05
98,Michael Jackson,You Rock My World,90,10,18,2002-01-05
99,Tyrese,What Am I Gonna Do,94,71,15,2002-01-05
100,Daniel Rodriguez,God Bless America,99,99,2,2002-01-05
1,Nickelback,How You Remind Me,1,1,19,2002-01-12
2,Usher,U Got It Bad,2,1,17,2002-01-12
3,Mary J. Blige,Family Affair,3,1,25,2002-01-12
4,P!nk,Get The Party Started,4,4,12,2002-01-12
5,Enrique Iglesias,Hero,8,3,16,2002-01-12
6,Ja Rule Featuring Ashanti,Always On Time,5,5,9,2002-01-12
7,Creed,My Sacrifice,6,6,12,2002-01-12
8,Shakira,"Whenever, Wherever",7,6,12,2002-01-12
9,Alicia Keys,A Woman's Worth,10,9,12,2002-01-12
10,Ginuwine,Differences,9,4,25,2002-01-12
11,The Calling,Wherever You Will Go,13,11,10,2002-01-12
12,Ja Rule Featuring Case,Livin' It Up,11,6,20,2002-01-12
13,'N Sync,Gone,12,11,17,2002-01-12
14,Five For Fighting,Superman (It's Not Easy),21,14,20,2002-01-12
15,Linkin Park,In The End,15,15,11,2002-01-12
16,Nelly Furtado,Turn Off The Light,17,5,22,2002-01-12
17,Michael Jackson,Butterflies,19,17,9,2002-01-12
18,Aaliyah,Rock The Boat,14,14,19,2002-01-12
19,Alicia Keys,Fallin',29,1,31,2002-01-12
20,No Doubt Featuring Bounty Killer,Hey Baby,20,20,6,2002-01-12
21,Fat Joe Featuring R. Kelly,We Thuggin',18,18,12,2002-01-12
22,City High Featuring Eve,Caramel,22,19,14,2002-01-12
23,Enya,Only Time,23,10,27,2002-01-12
24,Toya,I Do!!,16,16,33,2002-01-12
25,Nelly,#1,25,22,13,2002-01-12
26,Jennifer Lopez Featuring Ja Rule,I'm Real,26,1,28,2002-01-12
27,Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,24,20,13,2002-01-12
28,Staind,It's Been Awhile,33,5,40,2002-01-12
29,Train,Drops Of Jupiter (Tell Me),42,5,44,2002-01-12
30,Craig David,7 Days,27,27,6,2002-01-12
31,Alan Jackson,Where Were You (When The World Stopped Turning),38,30,8,2002-01-12
32,Ludacris,Roll Out (My Business),28,28,10,2002-01-12
33,Jewel,Standing Still,34,33,9,2002-01-12
34,Mr. Cheeks,"Lights, Camera, Action!",35,34,14,2002-01-12
35,Lifehouse,Hanging By A Moment,37,2,49,2002-01-12
36,Destiny's Child,Emotion,32,10,16,2002-01-12
37,Busta Rhymes,Break Ya Neck,30,30,10,2002-01-12
38,Steve Holy,Good Morning Beautiful,45,38,7,2002-01-12
39,Mystikal,Bouncin' Back (Bumpin' Me Against The Wall),40,39,5,2002-01-12
40,Toby Keith,I Wanna Talk About Me,44,28,14,2002-01-12
41,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",Son Of A Gun,31,28,8,2002-01-12
42,George Strait,Run,46,34,12,2002-01-12
43,Lenny Kravitz,Dig In,36,31,14,2002-01-12
44,Mary J. Blige,No More Drama,48,44,5,2002-01-12
45,OutKast Featuring Killer Mike,The Whole World,39,39,4,2002-01-12
46,P.O.D.,Alive,41,41,11,2002-01-12
47,R. Kelly,The World's Greatest,51,47,3,2002-01-12
48,LeAnn Rimes,Can't Fight The Moonlight,49,48,26,2002-01-12
