rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,Bert Kaempfert And His Orchestra,Wonderland By Night,2,1,9,1961-01-07
2,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,1,1,9,1961-01-07
3,Ferrante & Teicher,Exodus,4,3,9,1961-01-07
4,Floyd Cramer,Last Date,3,2,14,1961-01-07
5,The Shirelles,Will You Love Me Tomorrow,14,5,8,1961-01-07
6,Bobby Vee,Rubber Ball,11,6,7,1961-01-07
7,Rosie And The Originals,Angel Baby,9,7,5,1961-01-07
8,Johnny Horton,North To Alaska,6,4,17,1961-01-07
9,Ray Peterson,"Corinna, Corinna",10,9,8,1961-01-07
10,Johnny Burnette,You're Sixteen,8,8,11,1961-01-07
11,Kathy Young With The Innocents,A Thousand Stars,5,3,12,1961-01-07
12,Connie Francis,Many Tears Ago,7,7,10,1961-01-07
13,Lawrence Welk And His Orchestra,Calcutta,22,13,5,1961-01-07
14,Jerry Butler,He Will Break Your Heart,13,7,11,1961-01-07
15,Louis Prima,Wonderland By Night,16,15,9,1961-01-07
16,Lolita,Sailor (Your Home Is The Sea),12,5,12,1961-01-07
17,Dion,Lonely Teenager,15,12,13,1961-01-07
18,Anita Bryant,Wonderland By Night,19,18,6,1961-01-07
19,"The Miracles (featuring Bill ""Smokey"" Robinson)",Shop Around,32,19,5,1961-01-07
20,Ferlin Husky,Wings Of A Dove,23,20,7,1961-01-07
21,Bill Black's Combo,Blue Tango,26,16,7,1961-01-07
22,The Shells,Baby Oh Baby,27,22,4,1961-01-07
23,Neil Sedaka,Calendar Girl,38,23,4,1961-01-07
24,The Ventures,Perfidia,17,15,11,1961-01-07
25,Ricky Nelson,You Are The Only One,42,25,3,1961-01-07
26,Bobby Rydell,Sway,20,14,10,1961-01-07
27,Roy Orbison,I'm Hurtin',40,27,5,1961-01-07
28,Ray Charles,Ruby,28,28,8,1961-01-07
29,Fats Domino,My Girl Josephine,25,14,12,1961-01-07
30,The Drifters,I Count The Tears,37,30,4,1961-01-07
