rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
1,LMFAO,Sexy And I Know It,2,1,17,2012-01-07
2,Rihanna Featuring Calvin Harris,We Found Love,1,1,14,2012-01-07
3,Katy Perry,The One That Got Away,5,3,11,2012-01-07
4,Bruno Mars,It Will Rain,3,3,13,2012-01-07
5,Jay Z Kanye West,Ni**as in Paris,6,5,20,2012-01-07
6,Flo Rida,Good Feeling,4,4,13,2012-01-07
7,Adele,Set Fire To The Rain,13,7,17,2012-01-07
8,Adele,Someone Like You,7,1,25,2012-01-07
9,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,15,1,40,2012-01-07
10,Big Sean Featuring Nicki Minaj,Dance (A$$),12,10,12,2012-01-07
11,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,11,4,28,2012-01-07
12,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,9,1,27,2012-01-07
13,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock,10,10,13,2012-01-07
14,David Guetta Featuring Usher,Without You,8,4,17,2012-01-07
15,Drake,Headlines,16,13,20,2012-01-07
16,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free",18,10,11,2012-01-07
17,J. Cole,Work Out,14,14,17,2012-01-07
18,Toby Keith,Red Solo Cup,17,17,9,2012-01-07
19,Justin Bieber,Mistletoe,32,11,9,2012-01-07
20,Foster The People,Pumped Up Kicks,19,3,35,2012-01-07
21,Drake Featuring Lil Wayne,The Motto,29,18,6,2012-01-07
22,Rihanna,You Da One,25,14,7,2012-01-07
23,Gavin DeGraw,Not Over You,22,22,20,2012-01-07
24,Drake Featuring Nicki Minaj,Make Me Proud,24,9,11,2012-01-07
25,Jessie J,Domino,28,25,11,2012-01-07
26,Luke Bryan,I Don't Want This Night To End,23,22,13,2012-01-07
27,Selena Gomez & The Scene,Love You Like A Love Song,26,26,27,2012-01-07
28,Nicki Minaj,Super Bass,34,3,35,2012-01-07
29,Hot Chelle Rae Featuring New Boyz,I Like It Like That,44,29,12,2012-01-07
30,Taylor Swift Featuring The Civil Wars,Safe & Sound,-,30,1,2012-01-07
31,Cobra Starship Featuring Sabi,You Make Me Feel...,20,7,24,2012-01-07
32,Kelly Clarkson,Mr. Know It All,21,10,16,2012-01-07
