sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
-0.9793,0.079,0.735,0.185,1.6,97.5,3.25,11,281,238,31,5,Cassadee Pope,Cry,22765
-0.9902,0.093,0.745,0.163,-0.3,107.38,2.52,16,571,507,81,54,Kid Cudi,King Wizard,22766
0.9906,0.163,0.791,0.046,1.2,98.41,3.03,17,444,381,56,19,Ke$ha,C'mon,22767
-0.8648,0.081,0.809,0.11,1.2,98.51,2.94,12,387,313,47,19,Casey James,Crying On A Suitcase,22768
0.9418,0.194,0.691,0.115,-0.3,107.58,2.81,9,245,214,35,0,Anne Hathaway,I Dreamed A Dream,22769
0.9641,0.097,0.808,0.094,6.5,57.74,4.03,560,5423,3119,596,2,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),22770
0.9938,0.222,0.751,0.027,1.0,104.44,3.68,6,388,342,37,13,One Direction,Rock Me,22771
0.7964,0.035,0.95,0.016,0.1,106.67,2.8,6,478,430,61,33,Rihanna,Pour It Up,22772
0.9489,0.096,0.859,0.045,0.2,106.37,3.05,7,330,299,41,19,Lee Brice,I Drive Your Truck,22773
0.9702,0.149,0.804,0.047,0.9,99.23,2.82,6,223,191,32,5,Samantha Barks,On My Own,22774
-0.8305,0.1,0.773,0.127,-0.4,107.79,2.48,8,363,328,56,13,fun.,Carry On,22775
0.9911,0.169,0.788,0.043,2.5,94.96,4.2,15,404,338,33,8,Blake Shelton,Sure Be Cool If You Did,22776
0.9842,0.142,0.788,0.07,0.8,99.43,2.55,19,414,342,59,14,Taylor Swift,The Moment I Knew,22777
-0.7579,0.081,0.809,0.11,-0.2,107.18,2.6,4,268,239,37,19,OneRepublic,If I Lose Myself,22778
0.9984,0.186,0.725,0.09,0.5,105.76,3.22,25,748,692,88,30,Justin Timberlake Featuring JAY Z,Suit & Tie,22779
-0.9967,0.031,0.87,0.1,8.5,68.7,10.8,177,1136,815,42,0,B.o.B Featuring T.I. & Juicy J,We Still In This B****,22780
-0.942,0.059,0.803,0.139,1.1,104.03,3.97,6,337,308,32,11,Imagine Dragons,Demons,22781
-0.9605,0.205,0.578,0.217,0.2,106.37,3.48,32,898,784,108,45,Kendrick Lamar,"Bitch, Don't Kill My Vibe",22782
0.9973,0.16,0.707,0.133,5.3,82.44,7.48,246,3126,2420,170,8,Lil Wayne Featuring Drake & Future,Love Me,22783
-0.9979,0.064,0.728,0.208,2.3,95.57,4.0,30,581,488,51,7,A$AP Rocky Featuring Skrillex,Wild For The Night,22784
-0.9938,0.102,0.722,0.176,3.7,81.09,4.25,59,644,468,65,12,A$AP Rocky,Long Live A$AP,22785
-0.9988,0.126,0.566,0.308,2.0,96.38,3.81,13,519,421,48,19,Olly Murs Featuring Flo Rida,Troublemaker,22786
0.9765,0.12,0.842,0.037,1.7,97.3,3.49,23,433,362,46,18,Darius Rucker,Wagon Wheel,22787
-0.9994,0.059,0.647,0.294,2.0,96.28,4.18,50,625,518,58,19,Tyga Featuring Rick Ross,Dope,22788
-0.9489,0.079,0.783,0.138,2.4,95.37,4.3,19,372,315,32,10,Miranda Lambert,Mama's Broken Heart,22789
0.9984,0.237,0.615,0.148,1.5,103.02,4.83,55,1094,954,90,35,Kid Ink Featuring Meek Mill & Wale,Bad Ass,22790
0.9845,0.129,0.844,0.027,1.1,98.62,2.78,13,350,284,43,24,Florida Georgia Line,Get Your Shine On,22791
