sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
0.997,0.189,0.723,0.088,-0.1,107.08,2.85,31,672,585,88,18,Beyonce Featuring Jay Z,Drunk In Love,23137
0.9798,0.123,0.868,0.009,1.2,98.41,2.88,6,295,252,37,18,Tessanne Chin,I Have Nothing,23138
0.9937,0.158,0.805,0.036,1.3,98.31,2.85,15,495,423,61,35,Brantley Gilbert,Bottoms Up,23139
0.9963,0.251,0.687,0.062,1.7,91.78,2.92,16,325,260,52,24,Beyonce,XO,23140
-0.9325,0.1,0.763,0.137,2.5,89.65,3.44,19,433,335,47,17,Jason Derulo Featuring 2 Chainz,Talk Dirty,23141
-0.9986,0.046,0.701,0.253,1.5,97.8,2.96,20,496,431,58,20,Ty Dolla $ign Featuring B.o.B,Paranoid,23142
0.9753,0.11,0.801,0.089,1.1,104.23,3.95,19,959,842,90,39,Beyonce Featuring Drake,Mine,23143
0.9944,0.207,0.76,0.033,-0.3,107.48,2.74,9,334,302,49,13,Dierks Bentley,I Hold On,23144
-0.9681,0.0,0.839,0.161,-0.5,108.09,2.24,0,160,140,25,23,DJ Snake & Lil Jon,Turn Down For What,23145
0.8854,0.095,0.867,0.038,0.8,99.43,2.32,13,194,161,28,3,"Kristen Bell, Agatha Lee Monn & Katie Lopez",Do You Want To Build A Snowman?,23146
0.9873,0.151,0.788,0.061,1.2,98.41,3.45,18,412,331,49,6,Kristen Bell & Idina Menzel,For The First Time In Forever,23147
0.9901,0.164,0.782,0.054,1.3,98.31,2.76,6,363,312,45,34,Demi Lovato,Neon Lights,23148
0.9969,0.262,0.683,0.056,-0.3,107.58,2.44,0,277,263,43,21,The Fray,Love Don't Die,23149
0.9608,0.077,0.911,0.012,0.0,106.87,2.72,17,413,375,55,31,Jerrod Niemann,Drink To That All Night,23150
-0.9657,0.107,0.744,0.149,-0.3,107.38,2.78,4,324,304,48,22,Bruno Mars,Young Girls,23151
0.9893,0.169,0.752,0.079,1.0,99.02,2.75,10,364,297,48,18,Dan + Shay,19 You + Me,23152
0.9981,0.247,0.716,0.037,0.9,104.64,3.7,6,452,397,44,27,Pharrell Williams,Happy,23153
0.9984,0.267,0.705,0.028,1.1,98.72,2.71,11,457,366,56,28,Lucy Hale,You Sound Good To Me,23154
0.9983,0.172,0.799,0.029,1.7,97.09,3.83,43,811,676,83,27,Beyonce,Partition,23155
0.9808,0.14,0.843,0.017,1.9,96.59,3.59,8,314,267,31,13,Randy Houser,Goodnight Kiss,23156
0.9951,0.195,0.761,0.044,2.1,96.18,3.7,16,489,412,46,13,Thomas Rhett,Get Me Some Of That,23157
0.9594,0.183,0.732,0.085,1.6,97.5,3.27,11,263,215,28,5,Eric Church,Give Me Back My Hometown,23158
0.9775,0.095,0.892,0.013,1.1,98.72,3.51,31,430,352,54,16,Flo Rida,How I Feel,23159
0.9946,0.162,0.786,0.052,-0.7,108.5,2.08,10,516,465,90,44,SoMo,Ride,23160
