sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
0.9995,0.324,0.665,0.011,0.9,99.33,2.64,10,515,425,72,29,"Evelyn ""Champagne"" King",Your Personal Touch,13450
0.9987,0.217,0.682,0.1,0.0,106.87,2.83,30,797,701,103,7,The Chicago Bears Shufflin' Crew,The Super Bowl Shuffle,13451
0.9983,0.24,0.718,0.043,-0.6,108.19,2.31,4,394,375,68,32,Thompson Twins,King For A Day,13452
0.9854,0.153,0.794,0.053,0.9,99.33,2.36,10,373,314,53,14,Heart,These Dreams,13453
0.9741,0.194,0.721,0.085,3.5,81.59,5.46,25,253,187,28,5,Sting,Russians,13454
0.9648,0.171,0.797,0.033,1.2,98.51,3.01,6,145,121,18,4,ZZ Top,Stages,13455
-0.8056,0.037,0.89,0.072,1.7,97.3,3.16,6,344,292,37,15,Elton John,Nikita,13456
0.8976,0.113,0.816,0.071,2.4,89.95,2.84,9,449,345,51,34,Aretha Franklin,Another Night,13457
0.9339,0.088,0.896,0.016,2.2,90.36,4.08,19,267,210,33,6,ABC,(How To Be A) Millionaire,13458
0.7579,0.13,0.76,0.111,-0.3,107.38,2.68,9,278,247,39,18,Marilyn Martin,Night Moves,13459
0.9495,0.101,0.876,0.023,0.7,99.73,2.73,7,268,226,41,17,Loverboy,This Could Be The Night,13460
-0.7402,0.05,0.854,0.097,-0.3,107.48,2.48,3,139,124,20,3,INXS,What You Need,13461
0.993,0.214,0.74,0.047,2.4,89.95,3.21,15,329,244,36,11,Simple Minds,Sanctify Yourself,13462
0.9752,0.277,0.511,0.212,0.8,99.43,2.78,15,314,260,45,18,Robert Tepper,No Easy Way Out,13463
0.9788,0.154,0.835,0.011,0.6,105.45,3.59,9,287,261,32,3,Dan Seals,Bop,13464
0.9883,0.145,0.844,0.011,3.4,87.31,3.92,6,312,245,26,13,The Bangles,Manic Monday,13465
0.9781,0.118,0.882,0.0,1.8,91.48,2.32,3,258,205,39,20,Opus,Live Is Life,13466
0.9946,0.26,0.614,0.126,1.1,98.62,2.75,7,445,357,54,29,Divinyls,Pleasure And Pain,13467
-0.7899,0.068,0.846,0.086,3.1,88.02,3.86,14,405,313,36,7,Oingo Boingo,Just Another Day,13468
0.994,0.232,0.707,0.061,-0.6,108.29,2.16,10,366,319,59,16,Meli'sa Morgan,Do Me Baby,13469
-0.9428,0.106,0.77,0.123,2.4,95.47,4.58,55,744,628,65,3,David Pack,Prove Me Wrong,13470
0.9045,0.096,0.879,0.026,0.0,106.87,2.93,15,216,189,28,14,John Mellencamp,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),13471
-0.842,0.044,0.82,0.136,3.2,82.61,2.95,3,170,119,21,15,Arcadia,Goodbye Is Forever,13472
-0.8234,0.0,0.963,0.037,-0.5,113.4,3.64,5,263,253,29,9,The Cars,I'm Not The One,13473
0.9968,0.388,0.595,0.017,2.4,89.85,3.05,12,173,137,20,4,Force M.D.'s,Tender Love,13474
0.8957,0.112,0.847,0.041,1.3,98.11,3.35,10,277,235,33,11,Electric Light Orchestra,Calling America,13475
0.9039,0.117,0.826,0.056,-0.3,107.48,2.6,7,369,340,55,32,Sam Harris,I'd Do It All Again,13476
-0.9851,0.055,0.778,0.166,1.1,98.62,2.8,9,293,249,38,9,Peter Frampton,Lying,13477
0.7335,0.073,0.911,0.016,0.4,100.44,3.3,7,106,87,18,7,Talk Talk,Life's What You Make It,13478
-0.8741,0.173,0.681,0.146,1.4,97.91,3.93,27,328,276,38,22,Falco,Rock Me Amadeus,13479
0.9996,0.366,0.621,0.013,1.9,96.69,3.51,4,410,355,42,19,Robert Palmer,Addicted To Love,13480
0.9974,0.4,0.6,0.0,-0.7,108.5,2.52,5,200,182,35,9,Phyllis Nelson,I Like You,13481
0.9923,0.212,0.719,0.069,2.2,95.98,3.83,9,318,266,29,9,Jennifer Rush,The Power Of Love,13482
0.8577,0.071,0.888,0.041,0.4,100.65,2.01,5,276,239,52,26,Sheena Easton,Jimmy Mack,13483
0.9886,0.208,0.766,0.026,0.7,99.73,2.2,4,184,160,29,15,Five Star,Let Me Be The One,13484
0.9781,0.167,0.766,0.068,1.3,98.11,3.21,13,253,214,30,6,Maurice White,I Need You,13485
0.9916,0.153,0.841,0.006,1.0,98.92,2.76,7,388,329,52,32,Scritti Politti,Wood Beez (Pray Like Aretha Franklin),13486
0.7677,0.145,0.743,0.111,1.8,91.58,3.0,15,223,173,33,1,Level 42,Something About You,13487
0.6486,0.122,0.83,0.048,1.1,98.82,2.94,7,256,211,33,15,The Alan Parsons Project,Stereotomy,13488
-0.999,0.093,0.792,0.116,2.9,88.53,4.18,363,7231,5606,683,3,Eurythmics,It's All Right (Baby's Coming Back),13489
0.9959,0.325,0.648,0.027,0.7,99.83,2.41,4,191,162,30,9,The Firm,All The Kings Horses,13490
0.9979,0.361,0.581,0.058,1.7,97.09,3.6,6,259,220,27,7,The Outfield,Your Love,13491
0.9813,0.09,0.843,0.067,2.5,89.65,4.12,170,1832,1436,201,0,Cherrelle With Alexander O'Neal,Saturday Love,13492
1.0,0.091,0.852,0.057,8.5,68.6,10.68,3118,20539,14854,762,0,"Ray Parker,Jr. & Helen Terry",One Sunny Day (From Quicksilver),13493
0.9886,0.098,0.877,0.025,0.3,106.26,3.64,24,525,471,64,23,Klymaxx,The Men All Pause,13494
-0.8133,0.073,0.815,0.111,1.9,96.69,3.89,3,190,162,19,4,The Cure,In Between Days,13495
0.9933,0.19,0.793,0.017,2.4,95.47,4.62,11,319,271,28,7,Prince And The Revolution,Kiss,13496
0.9384,0.13,0.779,0.091,0.2,106.57,2.96,8,369,342,48,20,Stevie Nicks,I Can't Wait,13497
0.9994,0.404,0.56,0.037,0.8,99.63,2.66,7,343,289,52,21,Jermaine Jackson,I Think It's Love,13498
0.9969,0.268,0.72,0.012,0.1,106.67,2.97,7,257,231,33,7,Stevie Wonder,Overjoyed,13499
0.9988,0.326,0.674,0.0,-1.2,109.82,1.7,6,302,282,72,48,Dokken,In My Dreams,13500
0.9993,0.302,0.678,0.02,0.9,104.74,3.65,2,515,470,53,31,New Edition,A Little Bit Of Love (Is All It Takes),13501
0.9933,0.183,0.778,0.039,0.8,104.84,3.52,4,370,333,38,24,Janet Jackson,What Have You Done For Me Lately,13502
0.2263,0.047,0.912,0.04,-1.2,115.23,2.76,1,266,257,37,18,Dire Straits,So Far Away,13503
-0.9937,0.017,0.832,0.151,-0.3,107.48,2.84,17,367,337,54,23,Pet Shop Boys,West End Girls,13504
0.9893,0.157,0.8,0.043,1.3,98.11,3.59,14,389,321,45,8,Jackson Browne,For America,13505
-0.3291,0.202,0.572,0.226,1.9,91.27,3.12,9,164,131,24,10,John Cafferty,Heart's On Fire,13506
0.1479,0.087,0.837,0.076,0.8,99.53,2.81,11,279,228,40,16,Laura Branigan,I Found Someone,13507
0.9677,0.175,0.805,0.02,-0.5,107.99,2.28,1,177,166,29,6,The Pointer Sisters,Twist My Arm,13508
-0.4115,0.083,0.82,0.097,1.7,97.2,4.01,13,300,247,31,19,Anne Murray,Now And Forever (You And Me),13509
0.9999,0.106,0.805,0.088,6.0,75.3,6.26,2128,41186,29138,2260,769,Jimmy Harnen With Synch,Where Are You Now?,13510
0.9521,0.073,0.927,0.0,-0.2,107.18,2.91,3,269,255,39,18,John Taylor,I Do What I Do... (Theme For 9 1/2 Weeks),13511
-0.9996,0.05,0.47,0.48,-2.1,117.67,1.8,0,267,264,59,44,Miami Sound Machine,Bad Boy,13512
0.9613,0.117,0.829,0.054,-0.3,107.48,2.48,5,255,229,37,11,Orchestral Manoeuvres In The Dark,If You Leave,13513
