sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
0.7813,0.161,0.696,0.143,1.0,98.92,3.42,15,220,177,28,6,Carole King,Nightingale,8689
0.9909,0.166,0.798,0.036,6.8,67.86,5.14,9,470,320,27,25,The Isley Brothers,Midnight Sky (Part 1),8690
0.9522,0.172,0.743,0.085,-0.3,107.58,2.65,5,216,190,31,7,Kool & The Gang,Rhyme Tyme People,8691
-0.9818,0.112,0.682,0.206,1.9,96.59,3.44,7,416,352,41,1,The Manhattans,Don't Take Your Love,8692
0.9834,0.288,0.438,0.274,0.1,106.67,2.8,4,295,274,39,16,Sister Sledge,Love Don't You Go Through No Changes On Me,8693
0.9201,0.094,0.892,0.014,-0.3,107.38,2.52,2,187,170,27,7,Lynn Anderson,"What A Man, My Man Is",8694
0.9584,0.122,0.854,0.024,-0.8,108.7,2.41,8,214,195,39,8,Phoebe Snow,Poetry Man,8695
0.9651,0.148,0.763,0.09,0.6,100.04,2.43,14,406,340,65,9,Lamont Dozier,Let Me Start Tonite,8696
-0.8249,0.017,0.939,0.044,0.5,100.24,2.43,14,337,276,55,26,Labelle,Lady Marmalade,8697
1.0,0.146,0.767,0.087,12.0,59.47,13.32,892,10435,7664,269,1,Polly Brown,Up In A Puff Of Smoke,8698
0.9186,0.07,0.93,0.0,0.6,105.35,3.32,0,216,190,23,24,George Harrison,Ding Dong; Ding Dong,8699
1.0,0.145,0.776,0.08,17.1,51.59,18.99,5097,117076,87063,1954,0,Diamond Reo,Ain't That Peculiar,8700
0.0321,0.134,0.721,0.144,2.3,90.26,3.13,5,287,228,35,18,Sweet Sensation,Sad Sweet Dreamer,8701
-0.9979,0.04,0.622,0.338,-0.3,107.58,2.62,7,256,227,37,7,Shirley And Company,"Shame, Shame, Shame",8702
0.9996,0.133,0.75,0.117,2.7,89.14,3.8,835,16207,12616,1660,13,Al Wilson,I Won't Last A Day Without You/Let Me Be The One,8703
0.5183,0.044,0.933,0.023,1.0,104.44,3.68,9,186,166,18,2,Bachman-Turner Overdrive,Roll On Down The Highway,8704
0.9116,0.088,0.9,0.011,1.3,103.52,4.25,10,220,192,19,3,Bad Company,Movin' On,8705
0.9858,0.112,0.874,0.014,0.6,105.35,3.32,2,309,292,35,16,Minnie Riperton,Lovin' You,8706
-0.9981,0.074,0.731,0.196,1.5,97.7,3.63,34,691,573,76,3,Hello People,Future Shock,8707
1.0,0.103,0.812,0.085,11.6,49.96,9.96,3119,76302,47443,2243,0,Jackson 5,I Am Love (Parts I & II),8708
0.9698,0.106,0.884,0.01,-0.5,107.99,2.28,6,245,224,39,20,The Stylistics,Star On A TV Show,8709
0.9617,0.155,0.815,0.03,0.8,99.53,2.28,1,163,136,24,7,David Gates,Never Let Her Go,8710
0.9998,0.088,0.855,0.057,3.3,87.62,4.67,604,12140,9223,1019,730,Charlie Ross,Thanks For The Smiles,8711
0.8934,0.145,0.77,0.085,1.6,97.4,3.38,8,188,156,20,1,Jim Capaldi,It's All Right,8712
0.9308,0.145,0.808,0.047,-0.4,107.79,2.36,1,190,166,28,9,Olivia Newton-John,Have You Never Been Mellow,8713
0.8225,0.155,0.735,0.11,-0.5,107.99,2.28,4,176,155,27,0,Elvis Presley,My Boy,8714
0.998,0.26,0.74,0.0,1.3,98.21,3.06,4,371,303,43,27,B.T. Express,Express,8715
0.981,0.204,0.615,0.18,2.0,96.38,3.77,13,384,326,37,2,Millie Jackson,If Loving You Is Wrong I Don't Want To Be Right,8716
0.9062,0.147,0.809,0.044,4.6,73.54,2.52,4,139,94,15,8,George McCrae,I Get Lifted,8717
-0.9591,0.089,0.679,0.232,-0.9,109.11,1.84,3,118,110,24,5,Maureen McGovern,We May Never Love Like This Again,8718
-0.9901,0.074,0.675,0.251,1.8,96.89,3.57,5,191,158,19,4,T.G. Sheppard,Devil In The Bottle,8719
0.9552,0.261,0.739,0.0,1.3,98.21,3.37,2,81,70,10,0,Jose Feliciano,Chico And The Man,8720
0.9941,0.29,0.71,0.0,-0.4,107.69,2.4,1,168,155,26,11,Jim Weatherly,I'll Still Love You,8721
0.4019,0.087,0.856,0.057,-0.5,108.09,2.51,4,167,146,26,6,Neil Diamond,I've Been This Way Before,8722
0.9941,0.192,0.781,0.027,0.4,106.06,3.18,4,303,280,37,19,Sammy Johns,Chevy Van,8723
