sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
0.817,0.052,0.939,0.009,0.1,106.77,2.76,1,238,207,30,12,Leona Lewis,Run,21050
0.9986,0.206,0.759,0.035,1.9,96.69,4.01,28,710,586,69,19,Keri Hilson Featuring Lil Wayne,Turnin Me On,21051
0.9955,0.161,0.833,0.007,1.2,98.41,2.82,13,483,395,58,40,Lady Gaga,Poker Face,21052
0.8719,0.05,0.928,0.022,4.0,85.89,4.48,14,666,506,47,13,Beyonce,Diva,21053
0.9963,0.14,0.816,0.044,-1.3,115.43,2.85,13,720,694,103,56,Bobby V Featuring Yung Joc,Beep,21054
0.9969,0.163,0.815,0.022,-0.2,107.18,2.68,11,542,505,78,33,The-Dream,Rockin' That Thang,21055
-0.6521,0.066,0.845,0.088,-0.2,107.18,2.73,13,339,306,47,7,Darius Rucker,It Won't Be Like This For Long,21056
-0.9661,0.065,0.799,0.136,0.7,105.05,3.44,0,307,283,33,12,Miranda Cosgrove,About You Now,21057
0.9953,0.227,0.739,0.034,1.2,98.51,3.27,21,321,269,40,0,Soulja Boy Tell 'em Featuring Sammie,Kiss Me Thru The Phone,21058
-0.5321,0.111,0.777,0.113,5.6,65.59,3.26,1153,18089,11321,1960,1,The Lonely Island,J**z In My Pants,21059
0.9128,0.115,0.839,0.046,2.5,95.17,4.73,11,266,219,22,6,Demi Lovato,La La Land,21060
0.9972,0.237,0.705,0.057,0.9,104.74,3.81,8,366,320,36,11,Miley Cyrus,Fly On The Wall,21061
0.9958,0.22,0.763,0.017,-1.0,109.21,1.8,4,327,292,65,30,Framing Hanley,Lollipop,21062
-0.927,0.055,0.851,0.094,1.1,98.82,2.91,12,537,457,71,42,Selena Gomez,Tell Me Something I Don't Know,21063
-0.7936,0.108,0.756,0.136,-0.5,107.99,2.41,23,353,312,55,6,Gorilla Zoe,Lost,21064
-0.9418,0.112,0.756,0.132,2.1,96.18,4.16,56,1032,856,95,27,"Eminem, Dr. Dre & 50 Cent",Crack A Bottle,21065
0.9832,0.148,0.809,0.043,1.7,97.3,3.72,11,332,284,36,8,Katy Perry,Thinking Of You,21066
0.9808,0.21,0.617,0.173,1.6,97.4,3.22,15,474,396,51,19,Kid Cudi,Day 'N' Nite,21067
0.9293,0.07,0.913,0.017,0.7,105.05,3.71,8,341,300,35,8,Thriving Ivory,Angels On The Moon,21068
-0.1901,0.033,0.914,0.053,0.6,99.94,2.91,9,246,203,38,9,Lee Ann Womack,Last Call,21069
0.9881,0.272,0.604,0.124,2.3,90.16,3.25,6,265,197,30,12,Kelly Clarkson,My Life Would Suck Without You,21070
-0.998,0.048,0.768,0.184,1.4,97.91,3.16,32,806,676,93,35,Jamie Foxx Featuring T-Pain,Blame It,21071
0.986,0.242,0.673,0.084,0.6,105.35,4.12,7,229,200,24,7,Miranda Lambert,More Like Her,21072
-0.636,0.14,0.711,0.148,0.6,100.14,2.51,16,391,337,66,26,U2,Get On Your Boots,21073
0.9702,0.256,0.719,0.025,-0.3,107.38,2.52,0,100,94,15,1,Beyonce,At Last,21074
0.9978,0.317,0.616,0.067,0.9,99.33,2.36,5,307,254,43,22,Plain White T's,"1, 2, 3, 4",21075
0.9716,0.093,0.882,0.025,2.1,90.66,2.73,9,542,421,69,38,Beyonce,Halo,21076
0.8234,0.072,0.873,0.054,2.5,94.96,4.34,24,777,624,61,21,Mims,Move (If You 'W'anna),21077
0.0319,0.03,0.919,0.051,0.7,105.25,3.36,5,256,228,27,6,Pat Green,Let Me,21078
0.994,0.114,0.853,0.033,1.5,97.6,3.32,41,648,563,74,27,Flo Rida,Right Round,21079
0.575,0.068,0.876,0.056,1.5,97.8,3.21,3,376,318,43,16,Leona Lewis,I Will Be,21080
0.6803,0.177,0.705,0.117,1.1,104.03,3.84,4,127,115,12,0,Jake Owen,Don't Think I Can't Love You,21081
-0.9,0.04,0.897,0.063,2.8,89.04,3.78,44,810,625,81,26,Yung L.A. Featuring Young Dro & T.I.,Ain't I,21082
0.9697,0.151,0.807,0.043,2.1,96.08,4.32,5,287,236,26,11,The Fray,Absolute,21083
0.9414,0.214,0.616,0.169,0.2,106.57,3.13,7,309,275,39,16,Seether,Careless Whisper,21084
0.9958,0.19,0.794,0.016,0.9,99.23,2.5,12,474,409,68,40,The Pussycat Dolls,Top Of The World,21085
-0.9843,0.016,0.914,0.07,2.2,95.98,3.68,15,716,596,65,31,GS Boyz,Stanky Legg,21086
0.8316,0.162,0.683,0.155,0.7,99.83,2.16,8,233,201,37,18,Carolina Liar,Show Me What I'm Looking For,21087
0.9706,0.11,0.805,0.085,1.0,104.34,3.91,8,712,644,69,31,Jesse McCartney Featuring Ludacris,How Do You Sleep?,21088
0.9876,0.208,0.781,0.011,1.3,98.31,2.76,4,269,233,34,23,Bruce Springsteen,Working On A Dream,21089
0.9989,0.302,0.68,0.018,1.2,98.51,2.79,3,404,350,52,15,Keyshia Cole,You Complete Me,21090
0.9987,0.266,0.667,0.067,1.4,97.91,3.39,13,500,429,59,20,Jazmine Sullivan,"Lions, Tigers & Bears",21091
-0.8633,0.093,0.801,0.106,1.0,104.44,3.9,18,628,550,60,18,50 Cent,I Get It In,21092
0.9986,0.211,0.73,0.059,1.3,98.31,3.02,15,722,611,88,31,Asher Roth,I Love College,21093
0.4217,0.104,0.807,0.089,2.2,90.46,3.5,36,460,367,58,9,Lily Allen,F*ck You,21094
-0.9936,0.087,0.729,0.184,2.6,89.45,3.48,28,471,360,49,8,The Lonely Island Featuring T-Pain,I'm On A Boat,21095
-0.7739,0.064,0.843,0.093,2.9,94.05,5.1,21,361,301,27,9,Lily Allen,The Fear,21096
0.9631,0.083,0.883,0.034,1.5,103.02,4.51,10,337,298,28,2,Carrie Underwood Featuring Randy Travis,I Told You So,21097
-0.9251,0.076,0.796,0.127,1.7,102.61,4.4,6,371,329,30,13,Tim McGraw,Nothin' To Die For,21098
0.9538,0.188,0.733,0.079,-0.5,108.09,2.65,7,214,195,35,12,Spectacular! Cast,Break My Heart,21099
0.9996,0.267,0.695,0.038,1.5,97.7,3.31,20,760,640,85,39,Ciara Featuring Young Jeezy,Never Ever,21100
0.9775,0.13,0.843,0.027,2.9,94.15,4.4,17,331,275,25,5,Rodney Atkins,It's America,21101
0.9771,0.107,0.868,0.025,0.9,99.23,2.62,8,427,361,60,21,A R Rahman & The Pussycat Dolls Featuring Nicole Scherzinger,Jai Ho! (You Are My Destiny),21102
0.9862,0.212,0.7,0.088,1.5,97.8,3.33,7,265,216,29,12,Brooke White,Hold Up My Heart,21103
-0.9959,0.099,0.696,0.205,2.2,95.88,4.24,34,563,463,50,1,Maino Featuring T-Pain,All The Above,21104
