artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Brand Nubian,Punks Jump Up To Get Beat Down,16007,0.859,0.719,1,-12.815,0,0.211,0.0423,0.000746,0.104,0.658,98.221,spotify:track:1RcS2X26yGTowcttwIgkv4,265800
SWV,Right Here,16009,0.615,0.72,9,-5.16,0,0.0658,0.068,0.0105,0.0889,0.696,94.002,spotify:track:7tUEDtHchueeUJTfEFEhii,226947
Chaka Demus & Pliers,Murder She Wrote,16010,0.883,0.733,11,-9.153,0,0.128,0.161,0.00026,0.334,0.947,95.103,spotify:track:1HGyhNaRUFEDBiVLbvtbL6,245000
Duran Duran,Ordinary World,16012,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,spotify:track:0wokCRaKD0zPNhMRXAgVsr,340200
Snow,Informer,16013,0.763,0.742,6,-10.975,0,0.188,0.0984,0.0,0.38,0.483,98.145,spotify:track:2LjiPAQOVazT8sRyXL3XRs,268910
Duice,Dazzey Duks,16014,0.884,0.464,1,-12.876,1,0.222,0.000925,4.36e-06,0.0366,0.868,132.172,spotify:track:26yQYGCXD9ypPW8eeXa1gx,244867
Digable Planets,Rebirth Of Slick (Cool Like Dat),16015,0.884,0.334,1,-18.943,0,0.228,0.0476,0.0588,0.107,0.571,98.315,spotify:track:26q6YTrXt9l8qshIveiTX9,261267
Bobby Brown,Get Away,16016,0.816,0.765,1,-6.538,0,0.0378,0.0264,1.66e-05,0.0389,0.856,111.751,spotify:track:62cC8knNydvmC1JPZExWTD,310497
Shai,Comforter,16017,0.725,0.384,7,-12.64,1,0.0317,0.00569,0.00022,0.158,0.497,121.9,spotify:track:6vHJpgX1QTYa9SVXankGVR,250600
Boy Krazy,That's What Love Can Do,16018,0.783,0.773,5,-7.541,0,0.0493,0.0103,0.000162,0.0349,0.744,117.471,spotify:track:4VOQLjmETAE5NLcFMwvUXC,202000
Bon Jovi,Bed Of Roses,16019,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587,spotify:track:1zng9uqqXoPkmU05nsAlsw,394400
Annie Lennox,Little Bird,16020,0.767,0.521,9,-9.145,1,0.0351,0.249,0.00128,0.303,0.672,124.995,spotify:track:1KX8GhTteEUlkbfzaRzbsx,292426
Jude Cole,Tell The Truth,16022,0.532,0.609,10,-9.312,1,0.0268,0.145,1.49e-06,0.059,0.426,79.877,spotify:track:62LY77Mh0BH0TDQSNBkxt4,327267
Poison,Stand,16023,0.409,0.804,8,-6.473,1,0.0356,0.0433,8.8e-05,0.0917,0.422,185.882,spotify:track:6SWdFhPuHxGNcO4HvJQrgw,315773
Jon Secada,Angel,16024,0.485,0.477,0,-8.948,1,0.0262,0.295,3.35e-05,0.202,0.134,151.704,spotify:track:543d68hZ4dzVePFfdVc0Ki,275040
Naughty By Nature,Hip Hop Hooray,16025,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.201,spotify:track:1w29UTa5uUvIri2tWtZ12Y,267267
Spin Doctors,Two Princes,16026,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,spotify:track:4ePP9So5xRzspjLFVVbj90,256733
