artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Solo,Where Do U Want Me To Put It,16955,0.782,0.759,8,-5.87,1,0.0447,0.261,0.0,0.102,0.779,87.01,spotify:track:2PezcbOknrIxEylhhzedVT,243667
Seven Mary Three,Cumbersome,16958,0.543,0.79,11,-5.932,1,0.0358,0.00811,0.0,0.238,0.339,80.923,spotify:track:6u1yKoh00WaoSpNp46RzKF,236973
Tori Amos,Caught A Lite Sneeze,16959,0.6,0.772,5,-8.483,0,0.0444,0.37,4.46e-06,0.0641,0.921,79.059,spotify:track:2k2Nwz0FLUIKl7UyavRhjx,265213
N-Trance,Stayin' Alive,16960,0.805,0.863,6,-7.853,0,0.0771,0.0515,0.000427,0.98,0.826,106.787,spotify:track:7pcjhiKODADooP7IFPgetr,245907
Devone,Energy,16961,0.696,0.978,7,-4.329,1,0.0732,0.084,2.74e-06,0.365,0.562,135.793,spotify:track:30VdLRE0WYgerBpBWOKAF5,176747
Oasis,Wonderwall,16962,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,258773
Bush,Glycerine,16963,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,spotify:track:7wpYSigAhQeZp3cdsMQ3Af,266493
Yvette Michele,Everyday & Everynight,16966,0.72,0.559,10,-7.519,0,0.259,0.0952,0.0148,0.172,0.597,97.865,spotify:track:5sIzSNxjMHT4oOajhanNVY,211400
Deborah Cox,Who Do U Love,16967,0.69,0.888,6,-5.781,0,0.186,0.163,2.25e-05,0.659,0.686,87.918,spotify:track:54lhKZ69xX8TeHRgWNU3rU,262933
The Smashing Pumpkins,1979,16971,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,266200
Groove Theory,Keep Tryin',16974,0.634,0.598,2,-10.415,1,0.0962,0.0997,0.00035,0.298,0.729,83.082,spotify:track:0MXNzVX7zTva4U569d5oOq,260440
Melissa Etheridge,I Want To Come Over,16976,0.537,0.488,9,-9.874,1,0.0316,0.0631,0.00295,0.108,0.538,113.796,spotify:track:7tOEXhPdFosbBcQrAISAfl,324667
Soul Asylum,Promises Broken,16978,0.472,0.475,4,-11.115,1,0.0311,0.138,3.04e-06,0.113,0.718,150.611,spotify:track:01UkIu8bp3GNclU8DsFKgv,194587
Chantay Savage,I Will Survive,16980,0.624,0.405,3,-10.084,0,0.0403,0.501,9.5e-05,0.228,0.209,84.153,spotify:track:140QoNMw1OQqyo1tpeeTpm,372400
Meat Loaf,Not A Dry Eye In The House,16981,0.584,0.562,4,-9.003,1,0.0271,0.623,0.0,0.0999,0.368,92.665,spotify:track:1t4DCqjSKQpCtO0CAW72XY,354333
George Michael,Jesus To A Child,16982,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,spotify:track:2SzCxX6M6vDwdEwnHDiTaY,411147
Ace Of Base,Lucky Love,16983,0.769,0.662,5,-7.238,1,0.0319,0.129,0.00102,0.0814,0.863,104.104,spotify:track:2O5MugeVVDlVs4ThMCy1Lm,175747
Sophie B. Hawkins,Only Love (The Ballad Of Sleeping Beauty),16986,0.656,0.733,9,-6.87,1,0.031,0.425,0.0,0.0712,0.437,104.999,spotify:track:0JVeSuoJzA8O8zbkZmZMPT,302693
Nonchalant,5 O'Clock,16989,0.731,0.76,10,-8.321,0,0.116,0.111,1.85e-06,0.0987,0.799,86.108,spotify:track:2yDsxPcUmuneZBWRmVOqiV,302640
Frost,La Familia,16990,0.834,0.697,4,-7.063,1,0.19,0.0364,0.000407,0.122,0.618,101.398,spotify:track:2QUprX3mEgm6Mjx3dxDygk,243774
Sting,Let Your Soul Be Your Pilot,16991,0.647,0.574,10,-9.127,1,0.0224,0.368,0.000496,0.11,0.543,96.02,spotify:track:16aRACBCJ5pqNCeDJOIZf4,403533
LL Cool J,Doin It,16992,0.801,0.55,10,-11.044,0,0.209,0.365,0.0234,0.117,0.609,94.994,spotify:track:4WMBl2wiGUSGa5C7tfQEAo,293933
The Presidents Of The United States Of America,Peaches,16994,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,spotify:track:3VEFybccRTeWSZRkJxDuNR,171693
Coolio,"1, 2, 3, 4 (Sumpin' New)",16995,0.91,0.681,1,-9.639,0,0.153,0.288,0.00477,0.372,0.7,115.186,spotify:track:3aln8WgAUps6efYtdEYxP3,214307
Garbage,Only Happy When It Rains,16996,0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,spotify:track:1IsGA5ceSC4a5nxgAEYnQd,236533
Domino,Physical Funk,16998,0.706,0.501,9,-10.89,1,0.426,0.00992,0.0,0.082,0.615,99.57,spotify:track:382tT20uGQpkqWPnkdEV6A,213067
Alanis Morissette,Ironic,16999,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,spotify:track:1d6KS9GH06JAd19uiBy9IE,230000
Buffy,Give Me...A Reason,17000,0.691,0.731,0,-9.675,1,0.0371,0.0079,1.11e-05,0.108,0.83,123.044,spotify:track:4KazaC4HTYKJarG7jfaLYY,304160
Radiohead,High And Dry,17001,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,257480
The Beatles,Real Love,17006,0.375,0.694,8,-7.334,1,0.031,0.0458,0.019,0.257,0.405,175.726,spotify:track:5frMgt4jqRGJk3yMKfqOyl,234053
Angelina,Release Me,17007,0.869,0.732,8,-5.405,1,0.0559,0.0162,5.74e-05,0.0627,0.944,130.064,spotify:track:0Adj9fQY9QurLs8xs1aFBG,237267
Lost Boyz,Renee,17008,0.783,0.457,4,-9.747,0,0.18,0.0442,0.0,0.121,0.539,91.996,spotify:track:71mNLAZsr1frFhpCa3JI8G,293867
A Few Good Men,Have I Never,17010,0.717,0.377,4,-8.68,1,0.0288,0.282,0.0,0.138,0.161,120.036,spotify:track:4qD8RygKB5VpKxwvjOyTDD,336533
La Bouche,Sweet Dreams,17012,0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,spotify:track:2wz5weI4PREzpexKfrKgwv,204587
"""Weird Al"" Yankovic",Amish Paradise,17013,0.728,0.448,8,-10.54,1,0.172,0.103,0.0,0.267,0.483,80.902,spotify:track:5r96TaQquRrlo3Ym3ZlSL2,202920
Horace Brown,One For The Money,17014,0.759,0.536,3,-8.537,1,0.0429,0.0455,0.0,0.0313,0.842,90.073,spotify:track:4jw4BotdO2WfbF0U1J7mXc,265467
Goodie Mob,Soul Food,17015,0.928,0.494,4,-8.778,0,0.304,0.0711,8.16e-05,0.0826,0.619,96.374,spotify:track:0oipDSP2WW7wf5NeEjVxgK,236467
Mariah Carey,Always Be My Baby,17016,0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,spotify:track:2aBxt229cbLDOvtL7Xbb9x,258133
Spacehog,In The Meantime,17017,0.269,0.895,9,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,spotify:track:02lTDOxHeXTHsdwXoz6lpC,299507
Tracy Chapman,Give Me One Reason,17018,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,268333
Dishwalla,Counting Blue Cars,17021,0.454,0.79,11,-4.361,0,0.0285,0.00604,3.09e-05,0.225,0.362,100.225,spotify:track:6B618H5CuCdEzcVs0NKTlt,291907
The Pharcyde,Drop,17026,0.853,0.754,10,-7.158,0,0.259,0.335,6.21e-06,0.252,0.69,95.081,spotify:track:7sT3O2PXs1o12XnCKlv204,334467
Tina Arena,Chains,17028,0.684,0.464,0,-9.37,0,0.0298,0.267,0.00103,0.0994,0.55,92.132,spotify:track:397sjadktaQXJbur7QFdNO,262133
Gloria Estefan,Reach,17029,0.451,0.832,5,-5.371,0,0.0429,0.314,0.0,0.0722,0.435,156.104,spotify:track:5XA5gILkpyVfHuoBLl9kfN,230133
Madonna,Love Don't Live Here Anymore,17031,0.483,0.366,7,-14.394,0,0.0452,0.327,3.78e-05,0.325,0.356,140.358,spotify:track:1S14j6I0RrdQoxrm7zZNHL,290227
Hootie & The Blowfish,Old Man & Me (When I Get To Heaven),17032,0.562,0.423,4,-16.572,1,0.0283,8.12e-05,0.818,0.316,0.662,99.97,spotify:track:7m96CZREV9iOPEZX0mayPm,247536
Delinquent Habits,Tres Delinquentes,17033,0.826,0.698,11,-4.004,1,0.151,0.0177,0.00761,0.314,0.604,100.108,spotify:track:1dstLlsgEFPsaiccsUz2SP,255693
Kris Kross,Live And Die For Hip Hop,17036,0.755,0.536,5,-9.643,0,0.181,0.0133,0.0,0.0794,0.656,87.088,spotify:track:4UCNGmp2jX1YhokWQk5Ak4,223867
Master P,Mr. Ice Cream Man,17037,0.806,0.666,0,-5.755,1,0.117,0.026,0.0,0.72,0.571,131.939,spotify:track:6utJPGnUAGkW7qRaYpoasi,307933
Brooks & Dunn,My Maria,17038,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57,spotify:track:09qzRI951OVkXGCc33gzcT,208107
Color Me Badd,"The Earth, The Sun, The Rain",17039,0.29,0.515,9,-9.42,1,0.0865,0.63,0.0,0.084,0.28,77.213,spotify:track:20lzW8sXHa20GVDyIwJihy,256933
Immature,Please Don't Go,17040,0.584,0.331,4,-9.091,0,0.0317,0.295,8.49e-05,0.115,0.271,131.741,spotify:track:2FJiNQbxS33DkE0w5IXoxc,271933
Total,Kissin' You,17041,0.746,0.493,11,-9.427,0,0.0997,0.302,0.00957,0.109,0.878,82.04,spotify:track:1e5DTpM1WeggytDXbphivX,282333
Shai,I Don't Wanna Be Alone,17045,0.774,0.437,0,-8.021,1,0.0263,0.565,0.0,0.0762,0.576,104.215,spotify:track:3CfSvpuNeWbiM1vjZwWXRq,295467
Bone Thugs-N-Harmony,Tha Crossroads,17046,0.679,0.509,4,-7.31,1,0.0617,0.0856,0.0,0.438,0.534,144.29,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8,223547
George Michael,Fastlove,17047,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,spotify:track:6SaeXxdt0Id6ZzmX0ZGTQK,324667
Monifah,You,17048,0.639,0.495,5,-10.783,0,0.356,0.0738,0.0,0.0682,0.833,175.982,spotify:track:6nXzKd8oA6N1qgG1vMZUKe,233867
The Cure,The 13th,17049,0.706,0.679,1,-4.408,1,0.0305,0.759,0.000451,0.363,0.548,115.377,spotify:track:1BKNn0VGF9vej2aAaz395Y,257200
Crucial Conflict,Hay,17051,0.749,0.733,11,-9.163,0,0.0611,0.0302,0.0,0.151,0.897,139.935,spotify:track:56hvN4r1qI7kDW9cw1lVov,260240
Jars Of Clay,Flood,17052,0.626,0.632,0,-8.692,0,0.0287,0.181,0.0,0.146,0.7,114.593,spotify:track:4wSqP7Vo7HcoakudSMzxAO,211667
Jodeci,Get On Up,17053,0.717,0.561,11,-7.898,1,0.245,0.567,0.0,0.439,0.673,93.116,spotify:track:1SyR0qHmGNRZQ49Z0rFU4A,225933
Puff Johnson,Forever More,17054,0.594,0.653,11,-6.397,1,0.0478,0.218,0.00149,0.0982,0.367,152.948,spotify:track:3IKdFAeGF7BkRSHcaxnS1V,303427
Sting,You Still Touch Me,17055,0.666,0.577,7,-9.012,1,0.022,0.0543,0.0,0.0837,0.634,101.283,spotify:track:5kFCKt7T3ObVmDZjMKcBSP,226760
Everclear,Heartspark Dollarsign,17056,0.356,0.988,7,-5.186,1,0.15,0.00148,0.00071,0.0965,0.36,138.263,spotify:track:4FiLbwboDT9mTAxwQ9Gk7J,172173
Bryan Adams,The Only Thing That Looks Good On Me Is You,17058,0.639,0.933,7,-4.449,1,0.0366,0.0532,0.0,0.457,0.96,118.893,spotify:track:4XcNoJ4W4Qa4uuqxa2KRsm,217267
Jewel,Who Will Save Your Soul,17060,0.686,0.467,7,-9.712,1,0.0419,0.704,0.00103,0.13,0.753,126.179,spotify:track:2U40DawrPNZwD0lcqqx3bq,239293
Everything But The Girl,Wrong,17062,0.797,0.544,10,-11.154,0,0.0476,0.00157,0.121,0.117,0.555,123.224,spotify:track:14sTWPWAzDuWAbTBqq51jD,276693
Kristine W,One More Try,17064,0.71,0.768,0,-6.949,1,0.0345,0.327,0.00329,0.162,0.237,126.122,spotify:track:4fMPX87j0CHJCOJ3QtKe5P,268267
Men Of Vizion,House Keeper,17065,0.776,0.399,6,-6.905,0,0.0783,0.0792,0.0,0.32,0.358,142.769,spotify:track:4saig3o5GHgMtfrdJa28tx,273187
Metallica,Until It Sleeps,17067,0.562,0.919,8,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,spotify:track:63aVbch5VRXtQnCITdeDTZ,269573
Michael Jackson,They Don't Care About Us,17069,0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,spotify:track:3wuCCNCnBhJlwkIJTBZFiv,284160
Jordan Hill,For The Love Of You,17070,0.66,0.843,8,-5.713,1,0.0305,0.236,1.03e-06,0.149,0.566,93.01,spotify:track:3sdABmOo4JklRUxpE802s7,276400
Natalie Merchant,Jealousy,17071,0.723,0.521,0,-9.78,1,0.028,0.296,0.0406,0.0998,0.61,101.127,spotify:track:3qcVyKUKAOfBoQJsxHfhmW,161533
Cher,One By One,17072,0.639,0.763,0,-5.333,0,0.0248,0.0113,3.34e-05,0.401,0.603,110.977,spotify:track:0OtYOlAqoL6rAjdAhQ1zo9,302427
Amber,This Is Your Night,17073,0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.99,spotify:track:5p0rUHicpwMZil8RlNGGth,238160
Keith Sweat,Twisted,17074,0.615,0.514,11,-9.759,1,0.0466,0.393,0.0,0.248,0.822,175.849,spotify:track:69QIVIjPMnI1ABLBqh9P1b,260667
LeAnn Rimes,Blue,17075,0.545,0.452,4,-8.604,1,0.0248,0.595,1.29e-06,0.161,0.297,91.294,spotify:track:1g5EcKDECPxeI7kgkvcbxm,169547
Tevin Campbell,Back To The World,17076,0.73,0.654,4,-9.307,1,0.0634,0.0383,0.000264,0.0867,0.203,95.104,spotify:track:5yZ0CBNf1dFHVpFFfxrLbj,299630
Nas,If I Ruled The World,17077,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,spotify:track:5PQmSHzWnlgG4EBuIqjac2,282373
Mona Lisa,You Said,17078,0.556,0.498,5,-6.796,1,0.16,0.274,2.15e-05,0.0813,0.59,180.21,spotify:track:3KBpe2oTYKFXzkYihkdcmb,287960
