artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Meco,Theme From Close Encounters,10117,0.644,0.684,2,-11.54,1,0.0424,0.000423,0.922,0.14,0.803,129.009,spotify:track:692qNJdZ4BuiEGsXiYl9ms,181027
Eric Clapton,Lay Down Sally,10118,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,spotify:track:6io0LJIP9ntX35hTfaxwQG,236093
Heatwave,Always And Forever,10119,0.338,0.2,2,-15.912,1,0.0309,0.397,0.00015,0.13,0.202,152.064,spotify:track:6wiL61UORY5exOzXFBxPlc,290867
War,Galaxy,10120,0.719,0.743,0,-10.735,1,0.0638,0.0545,0.00248,0.0782,0.488,118.284,spotify:track:1SbA3jg6wqrUcmvSk4Fw7x,494107
George Duke,Reach For It,10121,0.753,0.587,7,-8.932,1,0.0563,0.0151,0.00336,0.0374,0.747,88.188,spotify:track:3j8xsPnIX77j4VhgYlroOA,293973
Prism,Take Me To The Kaptin,10123,0.547,0.829,9,-9.666,1,0.0772,0.102,0.0,0.594,0.721,135.305,spotify:track:6Gcyh6NnCb2rqrXWISg0M6,238333
Pockets,Come Go With Me,10124,0.665,0.579,6,-10.679,0,0.0475,0.132,0.00038,0.0563,0.917,119.3,spotify:track:5sbjhxchF1QOgZt7GyOdQ8,265093
Al Green,Belle,10125,0.55,0.427,5,-14.106,1,0.0503,0.371,1.89e-06,0.266,0.612,148.009,spotify:track:7gCp8Ze97mZJpNPC6DmfQv,289427
Raydio,Jack And Jill,10126,0.693,0.659,4,-4.722,1,0.0299,0.395,0.00485,0.133,0.541,106.247,spotify:track:5KDT5BDSmomPMe2AXuGInR,275667
Firefall,So Long,10127,0.523,0.555,4,-11.992,0,0.0455,0.0582,0.0,0.206,0.746,139.088,spotify:track:7MPz81ZGZt0hQnUa2mJQUY,326640
Rita Coolidge,The Way You Do The Things You Do,10128,0.717,0.749,9,-6.831,0,0.0347,0.292,0.0,0.141,0.929,108.246,spotify:track:7cRioMuuOoe8rwcqvsM4pD,217373
Natalie Cole,Our Love,10129,0.39,0.0968,0,-14.966,1,0.0285,0.867,3.58e-06,0.0715,0.135,68.768,spotify:track:5KC32YrLNFpjDrjz37KIrK,209960
Andrea True Connection,"What's Your Name, What's Your Number",10130,0.717,0.84,11,-9.718,0,0.0563,0.091,0.045,0.0758,0.89,113.938,spotify:track:6RqUZQlTrPyOuO7eLdHQ8D,393973
Denise LaSalle,Love Me Right,10131,0.628,0.366,5,-12.625,1,0.0487,0.539,0.0,0.392,0.618,99.069,spotify:track:33Bd5VF5zvaekFyTxut3Q6,228733
Eloise Laws,"1,000 Laughs",10132,0.672,0.766,5,-6.766,1,0.0504,0.561,2.33e-05,0.158,0.714,125.418,spotify:track:6u2vQNfgP0IDB9mWeoZaoO,208013
Lou Rawls,Lady Love,10133,0.657,0.673,0,-7.685,1,0.0573,0.372,0.000991,0.049,0.789,90.328,spotify:track:2ydBZKZD2nr7XTd64E2AVg,242387
Dave Mason,"Let It Go, Let It Flow",10134,0.62,0.869,2,-8.393,1,0.0561,0.0143,0.0,0.117,0.935,120.731,spotify:track:78ucd467K5DpMY3IIZAQIF,194760
