artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Diana Ross,Last Time I Saw Him,8234,0.505,0.62,4,-9.824,1,0.0642,0.432,5.2e-06,0.564,0.692,89.36,spotify:track:7lejSFiZNw8EjwQ2zSavAb,169707
Natural Four,Can This Be Real,8235,0.435,0.294,8,-14.779,1,0.0315,0.655,3.56e-06,0.138,0.712,178.194,spotify:track:0H4tjVFyQTABUyYhmy0wsU,208040
Eddie Kendricks,Boogie Down,8236,0.718,0.65,5,-10.2,0,0.0299,0.258,0.0194,0.325,0.921,114.543,spotify:track:4rCzjErgNGgyFCMIKWlBcI,233067
Bobby Bare,Daddy What If,8238,0.54,0.256,9,-17.044,1,0.059,0.905,0.0054,0.805,0.509,93.877,spotify:track:7oOMV6jeLRTjyl7m7TTIL5,186133
Stealers Wheel,Star,8239,0.63,0.733,5,-6.135,0,0.0334,0.127,3.1e-06,0.163,0.698,117.768,spotify:track:7Htjqx40jNYmjhVAhbSGd4,176880
Paul Anka,Let Me Get To Know You,8241,0.536,0.614,6,-8.293,1,0.0331,0.283,0.0,0.336,0.527,106.333,spotify:track:4mvZnMDlsR2dxSO6iQrSu9,202800
The Rolling Stones,Doo Doo Doo Doo Doo (heartbreaker),8242,0.439,0.827,0,-4.593,1,0.0335,0.0646,0.374,0.0844,0.54,111.297,spotify:track:0f7VY69zhtS20Xm5PVYCm5,206467
Redbone,Come And Get Your Love,8243,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,spotify:track:7GVUmCP00eSsqc4tzj1sDD,205933
Mocedades,Eres Tu (Touch The Wind),8244,0.291,0.73,2,-2.849,1,0.0407,0.177,0.0,0.24,0.547,160.666,spotify:track:3cf5jnygf67JWEBBCbsg0F,226400
Joe Walsh,Meadows,8245,0.484,0.573,2,-16.622,1,0.0611,0.299,0.00393,0.261,0.313,113.563,spotify:track:6Lxn6n4qQawPrjVqM6Lesx,283867
Terry Jacks,Seasons In The Sun,8246,0.678,0.611,6,-8.306,1,0.0506,0.777,0.0,0.175,0.821,98.949,spotify:track:0X3d9gx7UDYgcwwkgTeNLR,209347
Moments,Sexy Mama,8247,0.738,0.512,11,-12.143,1,0.0295,0.0868,0.0986,0.171,0.762,84.277,spotify:track:5ChVinzHHiPyUAbQhB4w3g,532733
