artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Carrie Underwood,Do You Hear What I Hear,20657,0.296,0.505,7,-5.305,1,0.0289,0.594,0.0,0.1,0.135,77.562,spotify:track:2BdZLgiRQcxyArUjlxFAx5,251347
Landon Pigg,Falling In Love At A Coffee Shop,20659,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,spotify:track:1KHdq8NK9QxnGjdXb55NiG,244987
Alvin And The Chipmunks,Bad Day,20661,0.69,0.653,9,-3.904,1,0.0328,0.185,0.263,0.185,0.312,140.044,spotify:track:2uXvmqJCWcstMyW33aJPks,214667
Janet,Feedback,20662,0.846,0.649,1,-6.849,0,0.0534,0.000341,0.0,0.0623,0.496,114.976,spotify:track:2K1MhduqSRF4Q2agqEtnEh,218213
Alvin And The Chipmunks,Funkytown,20663,0.808,0.745,0,-6.946,1,0.0619,0.000874,0.927,0.0817,0.276,123.03,spotify:track:7AZWUtaMrz5MzfAW3Fy0aj,214053
Flyleaf,All Around Me,20664,0.473,0.871,9,-4.893,1,0.0456,0.0216,0.0,0.0525,0.47,146.975,spotify:track:1zN6ynJG4PdR61YWv4PQ3Y,198507
3 Doors Down,Citizen/Soldier,20665,0.631,0.821,8,-5.503,1,0.0343,0.0111,0.0156,0.197,0.486,97.003,spotify:track:7fKsaiVDwKe6VVsiGk48YG,232907
Miley Cyrus,Start All Over,20666,0.494,0.935,0,-2.763,1,0.0644,0.000316,0.0,0.076,0.347,150.088,spotify:track:3gZ8DvqnrOx3WQRAjCRSIt,207173
Carrie Underwood,All-American Girl,20667,0.624,0.805,9,-2.632,1,0.029,0.0466,0.0,0.328,0.77,123.991,spotify:track:2dRPQFwPqAmc42mDRnsDQu,212173
DragonForce,Through The Fire And Flames,20668,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,spotify:track:6nnacTL5on2aVsRhVDNUSo,441560
Plain White T's,Our Time Now,20669,0.563,0.912,0,-4.432,1,0.0333,0.00989,3.9e-06,0.369,0.939,102.979,spotify:track:3CE3PYF64qJBjq54Uf9ZiW,170213
Alan Jackson,Small Town Southern Man,20670,0.683,0.438,3,-12.433,1,0.0264,0.12,8.49e-06,0.269,0.568,132.951,spotify:track:5ExWY6ojo1Qm3rC7iaEqx2,280267
Jordin Sparks Duet With Chris Brown,No Air,20671,0.475,0.501,11,-5.125,1,0.0309,0.715,0.0,0.0666,0.371,159.972,spotify:track:5tmambyCorzpRg7ViOO3SN,253693
The-Dream,Falsetto,20673,0.732,0.549,0,-4.194,1,0.0312,0.163,6.01e-05,0.122,0.479,131.006,spotify:track:2P1e3xpjDhYFqOFeu8IWzS,271173
