artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Cassadee Pope,Cry,22765,0.532,0.695,9,-3.839,1,0.0287,0.0136,0.0,0.136,0.33,113.049,spotify:track:4sBm1Ek1ieohxc8qmkBzjH,208320
Kid Cudi,King Wizard,22766,0.723,0.613,8,-7.502,1,0.0812,0.0385,0.0314,0.111,0.378,139.988,spotify:track:4bFOo0IbTRXQBXNWEpGxXX,256240
Casey James,Crying On A Suitcase,22768,0.402,0.7,4,-4.613,1,0.0348,0.147,0.0,0.0992,0.496,198.972,spotify:track:020b0QxseQbcMTPKV49qRm,221387
Anne Hathaway,I Dreamed A Dream,22769,0.256,0.0739,3,-17.227,1,0.0471,0.937,1.93e-05,0.0907,0.146,87.502,spotify:track:7CNVenAoty0IomwFPaMaaH,277533
Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),22770,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,spotify:track:6mH3qVIeOsnQIAho5eWwhH,128013
One Direction,Rock Me,22771,0.506,0.909,8,-3.629,1,0.0528,0.0261,0.0,0.155,0.814,168.021,spotify:track:4GF00uRxC4ECrxNEbnapqf,200267
Rihanna,Pour It Up,22772,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,spotify:track:76VtA90NKurNqaQpV126Ue,161200
Lee Brice,I Drive Your Truck,22773,0.51,0.649,11,-6.215,1,0.0348,0.0978,0.00206,0.119,0.118,141.963,spotify:track:6aPc6SSWgTsiXrrUpJCPlj,234840
Samantha Barks,On My Own,22774,0.338,0.119,0,-15.714,1,0.0632,0.883,0.0,0.148,0.205,71.842,spotify:track:3Mr6ofzF6ZuYiqHh8qNud3,191067
fun.,Carry On,22775,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,278373
Blake Shelton,Sure Be Cool If You Did,22776,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,spotify:track:5yIiXdLRE85OBiQmCaUenq,215720
Taylor Swift,The Moment I Knew,22777,0.62,0.506,7,-7.327,1,0.0312,0.187,1.47e-05,0.102,0.275,126.015,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,285560
OneRepublic,If I Lose Myself,22778,0.518,0.829,2,-3.321,1,0.0414,0.198,5.65e-06,0.125,0.148,125.992,spotify:track:6qjAaaePb1RngDYbMKo0Ly,215480
Imagine Dragons,Demons,22781,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,spotify:track:3LlAyCYU26dvFZBDUIMb7a,175200
Kendrick Lamar,"Bitch, Don't Kill My Vibe",22782,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,spotify:track:712uvW1Vezq8WpQi38v2L9,310720
A$AP Rocky,Long Live A$AP,22785,0.726,0.824,7,-5.011,0,0.345,0.584,1.14e-06,0.113,0.382,130.118,spotify:track:60Mq4EumvcSXznNugo9Op3,289587
Darius Rucker,Wagon Wheel,22787,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,spotify:track:3xdjjKMcMOFgo1eQrfbogM,298373
Miranda Lambert,Mama's Broken Heart,22789,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,spotify:track:2mXsZsJBThTaJXbNcg5QD4,177773
