artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Leona Lewis,Run,21050,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,spotify:track:4hrAKlxfblnG7llBEEX7TR,314720
Lady Gaga,Poker Face,21052,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,spotify:track:5R8dQOPq8haW94K7mgERlO,237200
Beyonce,Diva,21053,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,spotify:track:5Ssv6DaKrW0HczVqx6zXdl,200613
The-Dream,Rockin' That Thang,21055,0.674,0.616,8,-4.757,1,0.0432,0.118,0.0,0.289,0.63,77.968,spotify:track:3oJJ1dQBxiFYGMQSe2SluG,221933
Darius Rucker,It Won't Be Like This For Long,21056,0.584,0.524,4,-6.001,1,0.0287,0.335,0.0,0.11,0.389,143.863,spotify:track:4gzeYkzuzxuzAUTsGcdjqA,219000
Miranda Cosgrove,About You Now,21057,0.49,0.868,6,-3.8,1,0.125,0.00566,0.0,0.602,0.655,164.979,spotify:track:3oRMeMMJ1xUhBBpy2iGE2g,190560
Demi Lovato,La La Land,21060,0.467,0.919,6,-2.255,0,0.069,0.0149,0.0,0.0193,0.706,169.987,spotify:track:0M9VqYG0wVun054JIdwFO8,196467
Miley Cyrus,Fly On The Wall,21061,0.559,0.961,7,-4.162,0,0.0544,0.165,0.0,0.152,0.697,143.974,spotify:track:2f6s0AcBRBE0vIOU0NMdXw,151800
Framing Hanley,Lollipop,21062,0.348,0.893,0,-4.589,1,0.0662,0.000484,6.36e-05,0.281,0.392,148.043,spotify:track:49dFv4gH1SeY90FySDOwCE,187907
Selena Gomez,Tell Me Something I Don't Know,21063,0.611,0.936,7,-3.697,0,0.11,0.0309,0.0,0.12,0.697,144.901,spotify:track:1UXBbmjIrxjckrbv5EfSVT,201427
Gorilla Zoe,Lost,21064,0.722,0.564,0,-7.476,0,0.0668,0.0162,0.176,0.351,0.553,136.039,spotify:track:6XIiqQp6A0gzaIEaDszkZX,287187
Katy Perry,Thinking Of You,21066,0.432,0.803,4,-4.459,1,0.0363,0.00167,0.0,0.331,0.309,147.053,spotify:track:23HvUvFi1EPFokGemiq6eQ,246410
Kid Cudi,Day 'N' Nite,21067,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,spotify:track:5FEXPoPnzueFJQCPRIrC3c,221267
Thriving Ivory,Angels On The Moon,21068,0.441,0.8,10,-3.268,1,0.0365,0.267,0.0,0.101,0.204,151.011,spotify:track:0pRfOWb0VgT5o8bws4iHvf,252800
Lee Ann Womack,Last Call,21069,0.335,0.584,6,-7.089,1,0.0341,0.794,0.000195,0.0869,0.332,78.51,spotify:track:5DWmvAL8WPuncj8tSxFVNC,195467
Kelly Clarkson,My Life Would Suck Without You,21070,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,spotify:track:4Dm32oO01YpIubCHaAtKkN,211493
Miranda Lambert,More Like Her,21072,0.556,0.393,11,-6.589,1,0.025,0.238,0.0,0.0979,0.213,132.746,spotify:track:6vMiU1tMnWXkWlmMWjX6ZN,208867
U2,Get On Your Boots,21073,0.557,0.746,0,-6.171,1,0.0337,6.08e-05,0.00546,0.188,0.601,149.035,spotify:track:2pcXHC2NXIByMRsgBKp66o,205147
Beyonce,At Last,21074,0.26,0.26,5,-10.669,1,0.0329,0.666,0.00447,0.175,0.318,172.655,spotify:track:0h87GbMRuU8ENP8LmdeA22,180707
Plain White T's,"1, 2, 3, 4",21075,0.458,0.55,2,-7.092,1,0.0262,0.566,1.39e-05,0.108,0.56,90.56,spotify:track:5VWmMZCfJ4yVkJw9ZLFXej,198360
Beyonce,Halo,21076,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,spotify:track:4JehYebiI9JE8sR8MisGVb,261640
Pat Green,Let Me,21078,0.455,0.642,10,-5.343,1,0.0285,0.0443,5.92e-05,0.0959,0.512,143.858,spotify:track:7D3XZFoMd9VyeHq4bNudwm,234307
Flo Rida,Right Round,21079,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,204640
Leona Lewis,I Will Be,21080,0.462,0.602,7,-4.167,1,0.0285,0.142,0.0,0.156,0.184,75.071,spotify:track:2rVnxIk0QkCpHNWXElXtVk,238840
The Fray,Absolute,21083,0.413,0.836,3,-5.593,1,0.0371,0.0316,0.0,0.293,0.503,140.515,spotify:track:6sSDEFMeyf16WRDLRCXwTc,227080
Seether,Careless Whisper,21084,0.469,0.943,2,-4.196,1,0.102,6.07e-05,0.00547,0.0717,0.358,134.031,spotify:track:46eHxWRKmtYhUHPDRgclt6,296973
The Pussycat Dolls,Top Of The World,21085,0.74,0.916,7,-4.091,0,0.115,0.00246,0.0,0.545,0.498,121.975,spotify:track:6r5OaOArztjvur2lSqumAH,194373
GS Boyz,Stanky Legg,21086,0.761,0.704,11,-5.975,0,0.059,0.00435,0.0,0.272,0.738,154.007,spotify:track:73GD9DI2EBRSi2l57wyh3Z,233320
Carolina Liar,Show Me What I'm Looking For,21087,0.449,0.864,9,-1.159,0,0.0378,0.0133,1.31e-06,0.0984,0.355,105.121,spotify:track:2h8iXIwEdEnQywhFC4q5e5,240467
Bruce Springsteen,Working On A Dream,21089,0.555,0.771,0,-7.292,1,0.025,0.000462,0.0,0.22,0.71,110.479,spotify:track:08QZBupqwLXOalOpgiTi5e,208947
Keyshia Cole,You Complete Me,21090,0.681,0.666,2,-4.984,0,0.0491,0.578,0.0,0.26,0.732,111.401,spotify:track:5T0LcVM6SwLX95hLedcseh,230920
Jazmine Sullivan,"Lions, Tigers & Bears",21091,0.576,0.515,6,-6.178,1,0.0295,0.0788,0.0,0.118,0.407,95.406,spotify:track:7zqM7Wm2xJLZ50qAnTLoHD,251200
50 Cent,I Get It In,21092,0.688,0.772,1,-8.165,1,0.223,0.0832,1.2e-05,0.304,0.572,94.947,spotify:track:2GGXna7FXpFGhFfeuCijZ0,200107
Asher Roth,I Love College,21093,0.713,0.826,8,-4.075,1,0.243,0.0897,0.0,0.421,0.664,86.444,spotify:track:1akgiRM3mN2nxu2AX6ACCW,241933
Lily Allen,The Fear,21096,0.661,0.847,10,-6.948,1,0.0404,0.419,8.82e-05,0.107,0.522,134.002,spotify:track:7bW6MqAdTclmHVHAOkIyPS,207120
Tim McGraw,Nothin' To Die For,21098,0.481,0.786,10,-5.654,1,0.0288,0.0538,0.0,0.0759,0.389,153.105,spotify:track:3lRSz6HujrSy9b3LXg2Kq9,253640
Spectacular! Cast,Break My Heart,21099,0.584,0.939,1,-3.081,0,0.0538,0.00081,0.0,0.337,0.783,141.007,spotify:track:1WbeuiDYoCfCpvxisr1zRx,190133
Rodney Atkins,It's America,21101,0.595,0.715,4,-13.863,1,0.0384,0.0374,0.0,0.374,0.722,134.498,spotify:track:6QbcLktLNe7eYqh8TjZeCd,213787
Brooke White,Hold Up My Heart,21103,0.314,0.641,2,-4.078,1,0.0387,0.411,0.0,0.106,0.409,177.211,spotify:track:0HZGw30pIUh5drpM20skC2,229227
Pitbull,I Know You Want Me (Calle Ocho),21106,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,spotify:track:13plQdOoWSSXPRUSZc5FuM,237120
Jonas Brothers,Love Is On Its Way,21107,0.192,0.637,9,-6.241,1,0.0485,0.226,0.0,0.24,0.102,175.081,spotify:track:20ILnt1ckabPVF562uXgpF,223587
Rascal Flatts,Here Comes Goodbye,21108,0.458,0.585,2,-5.574,1,0.0342,0.324,0.0,0.231,0.196,145.977,spotify:track:4lhajjgcICdfhRkvWj9Tud,245373
John Rich,Shuttin' Detroit Down,21109,0.515,0.759,7,-2.502,1,0.0304,0.285,0.0,0.242,0.579,167.875,spotify:track:3U1hhlhHoEDsvdQumqo8Vb,241640
Jennifer Hudson,If This Isn't Love,21110,0.587,0.778,4,-3.447,1,0.0441,0.21,0.0,0.106,0.403,129.868,spotify:track:0o6IWuQ9Uxt69jKdVZ1eg2,216387
Martina McBride,Ride,21112,0.556,0.836,7,-3.931,1,0.042,0.109,0.0,0.274,0.559,116.978,spotify:track:2FJHCgDZ24gwcRLm5TFpzq,232547
Miley Cyrus,The Climb,21114,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,236067
U2,Magnificent,21116,0.529,0.715,6,-6.065,0,0.0348,0.00012,0.497,0.112,0.592,114.973,spotify:track:47z5v7hkOTuvb82F0FWALC,324013
Mike Jones,Next To You,21118,0.65,0.753,2,-4.745,0,0.0632,0.324,0.0,0.307,0.616,82.478,spotify:track:7xVwhsuZTUWhIyFeDH6rYr,221933
MGMT,Kids,21121,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,spotify:track:1jJci4qxiYcOHhQR247rEU,302840
