artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Molly Hatchet,Flirtin' With Disaster,10996,0.273,0.821,9,-6.262,1,0.0433,0.00153,0.0157,0.18,0.739,179.882,spotify:track:61BywQA7q8KjpGjp3rHuRv,299200
Mike Pinera,Goodnight My Love,10998,0.497,0.522,4,-9.951,0,0.0439,0.303,0.00039,0.334,0.165,145.068,spotify:track:2pzNY4u1tKbBk4qw5lKwT2,250733
Tavares,Bad Times,10999,0.68,0.559,7,-13.518,1,0.0457,0.0698,0.000195,0.113,0.802,93.844,spotify:track:4wzZkoEwIRmcbY47WptrkV,436507
Journey,Too Late,11000,0.508,0.52,11,-7.39,0,0.0294,0.0519,1.17e-06,0.0842,0.294,126.63,spotify:track:0nbr2E39JgYENQujVgryDG,178267
Aerosmith,Remember (Walking In The Sand),11002,0.269,0.509,0,-9.982,0,0.0454,0.237,0.00106,0.579,0.517,202.222,spotify:track:4AFHB8laVETw8ruPZscDbe,244400
Donna Summer,On The Radio,11003,0.734,0.45,4,-13.92,0,0.035,0.113,1.13e-05,0.296,0.595,127.46,spotify:track:41v23mPw4Se92JKUGvnkmW,241507
Barbra Streisand,Kiss Me In The Rain,11004,0.338,0.342,7,-14.583,1,0.0434,0.726,0.0,0.137,0.265,133.214,spotify:track:4sXt4EiUMTpfa5GNUXU2hi,260800
Cindy Bullens,Trust Me,11005,0.481,0.399,5,-12.442,1,0.0345,0.469,0.0,0.108,0.461,110.907,spotify:track:5toWQO2P6nsnohBc2q5FwN,238800
Breathless,Takin' It Back,11006,0.652,0.881,1,-6.795,0,0.0414,0.009,0.00422,0.0575,0.964,117.452,spotify:track:6VpWx1LPR1oxuRMfdxtPNA,202427
Rupert Holmes,Him,11007,0.718,0.436,4,-13.524,1,0.032,0.339,0.0,0.0504,0.962,109.437,spotify:track:5rMthFHPxRDi4Uxg06iK6H,246293
Kool & The Gang,Too Hot,11008,0.719,0.515,7,-11.168,0,0.113,0.362,1.95e-06,0.11,0.697,104.935,spotify:track:1S3RMWe23mYX6h3fevsgDq,226827
Bette Midler,When A Man Loves A Woman,11010,0.205,0.54,1,-10.715,1,0.0468,0.622,0.00248,0.704,0.419,172.246,spotify:track:5VAb9PUHC2VgVtyjWAatsb,299600
ZZ Top,I Thank You,11011,0.8,0.63,7,-8.639,1,0.0445,0.465,0.0,0.105,0.767,110.55,spotify:track:0XJ91yu0ZSLOIGyOCuIrOV,181960
