artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Styx,Sing For The Day,10538,0.247,0.46,2,-13.513,1,0.0353,0.0867,0.0,0.0858,0.401,67.63,spotify:track:2tRdlnrEb9OwGDUuRDJiXB,301200
Santana,Stormy,10539,0.699,0.298,2,-18.447,1,0.0403,0.445,0.00775,0.084,0.715,115.599,spotify:track:262RLK33vXanGsKYN2Jxuf,285560
The Babys,Every Time I Think Of You,10540,0.395,0.641,7,-5.96,1,0.0353,0.188,7.1e-05,0.145,0.421,121.451,spotify:track:76fFzThA0KjAea2BdVlHnD,239160
Gene Chandler,Get Down,10542,0.803,0.556,7,-12.01,1,0.125,0.338,0.0296,0.639,0.692,114.398,spotify:track:6cQNKnUTSO07IwUJavzTFZ,216613
"Evelyn ""Champagne"" King",I Don't Know If It's Right,10543,0.687,0.685,4,-9.616,0,0.0642,0.0371,0.00028,0.0631,0.632,114.36,spotify:track:3gN473EqByYLUo0QW40bwK,225253
Ted Nugent,Need You Bad,10544,0.367,0.868,2,-11.036,0,0.0603,0.0234,0.00974,0.777,0.59,166.647,spotify:track:4363q2V1UHzgbUDItJ7KZH,256800
Little River Band,Lady,10545,0.457,0.328,2,-11.928,1,0.0345,0.495,1.13e-05,0.0615,0.329,121.187,spotify:track:3fn87ydk7ihtvVr8EwjYvr,297800
Sylvester,You Make Me Feel (Mighty Real),10547,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,spotify:track:0RnCUYXa7jhgTXtiMXF2PQ,400116
Shalamar,Take That To The Bank,10548,0.729,0.928,6,-6.752,0,0.0719,0.102,0.00107,0.0765,0.949,117.036,spotify:track:0ko2M0W8CmNTKmBwv5w8Vh,373213
Pablo Cruise,I Go To Rio,10549,0.613,0.678,5,-14.088,1,0.0437,0.0174,0.0,0.245,0.835,127.794,spotify:track:698F9QrhDemBL8WUKR9PlW,239733
Sad Cafe,Run Home Girl,10550,0.548,0.563,9,-10.617,1,0.0392,0.252,2.14e-05,0.0882,0.672,132.334,spotify:track:6iix8u4XGSpARPULu9WUDO,297333
Herbie Mann,Superman,10551,0.731,0.625,0,-11.132,1,0.0411,0.00312,0.0118,0.191,0.964,130.643,spotify:track:4ekD43fBiRcAHkI0FlIxil,333113
Poco,Crazy Love,10552,0.415,0.256,3,-19.376,1,0.0305,0.189,0.0,0.151,0.634,82.124,spotify:track:4l6uTQ4A2eWZrOzjgm1bey,176800
