artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Carole King,Nightingale,8689,0.622,0.542,2,-12.554,1,0.0292,0.0757,1.02e-06,0.0623,0.877,126.133,spotify:track:2RHjNgxFQMTrCLacGKEJwE,216067
Kool & The Gang,Rhyme Tyme People,8691,0.703,0.687,9,-10.506,1,0.0665,0.514,0.705,0.364,0.802,110.034,spotify:track:0lELJfTnuIVXT3XptuefRY,203733
The Manhattans,Don't Take Your Love,8692,0.593,0.701,2,-5.587,1,0.032,0.477,0.0,0.108,0.659,141.905,spotify:track:4p2LPT44BQLxdrI2iXmZNQ,211907
Sister Sledge,Love Don't You Go Through No Changes On Me,8693,0.673,0.686,11,-9.103,0,0.0628,0.0159,0.000231,0.143,0.338,117.847,spotify:track:1zjjycn93jLHoPkuWk4TEL,204440
Lynn Anderson,"What A Man, My Man Is",8694,0.595,0.683,0,-9.805,1,0.0323,0.14,3.64e-06,0.044,0.925,159.818,spotify:track:10eijOdxB5qiNFp0uMWBxj,134733
Phoebe Snow,Poetry Man,8695,0.511,0.242,7,-15.735,1,0.0318,0.41,0.0,0.111,0.596,131.82,spotify:track:5uhULfoDgTvz7BeWlqrV4a,278800
Lamont Dozier,Let Me Start Tonite,8696,0.443,0.674,11,-8.534,1,0.0401,0.0971,0.329,0.0867,0.763,129.246,spotify:track:2gO8oB0iRASgHstU5S6SLF,222325
Labelle,Lady Marmalade,8697,0.571,0.654,2,-11.034,0,0.0501,0.551,0.0,0.0599,0.947,117.955,spotify:track:3GGcwG519BTMdvMeFy7meT,235267
Polly Brown,Up In A Puff Of Smoke,8698,0.547,0.542,5,-11.371,1,0.0363,0.318,0.0,0.15,0.426,134.409,spotify:track:3PeiH20utGblIO1Bv82tmo,210040
George Harrison,Ding Dong; Ding Dong,8699,0.626,0.739,11,-9.443,1,0.0303,0.202,0.000885,0.215,0.883,120.664,spotify:track:1oHUTvX9DXN2w1FziZMM6V,220760
Sweet Sensation,Sad Sweet Dreamer,8701,0.533,0.604,2,-10.479,1,0.0387,0.191,0.0,0.203,0.447,101.962,spotify:track:5lTaFNveBuwUhyYmwGtWRi,192867
Shirley And Company,"Shame, Shame, Shame",8702,0.734,0.744,7,-8.085,1,0.159,0.254,0.0333,0.15,0.77,101.609,spotify:track:2RvoIv22fdI9Uhife5zdDl,245787
Al Wilson,I Won't Last A Day Without You/Let Me Be The One,8703,0.348,0.467,11,-12.107,1,0.0376,0.762,3.98e-05,0.357,0.409,132.345,spotify:track:35UZMRJxRT9bIpRiGKkj59,352746
Bachman-Turner Overdrive,Roll On Down The Highway,8704,0.475,0.823,7,-11.994,1,0.029,0.00333,0.00839,0.311,0.881,138.981,spotify:track:05mzctclS0ZqqTLEiDIGkt,237800
Bad Company,Movin' On,8705,0.636,0.818,0,-8.939,1,0.0354,0.528,0.0938,0.162,0.908,117.618,spotify:track:2xmQ5QZ7hYl1QqJlqNLFdA,201547
Minnie Riperton,Lovin' You,8706,0.392,0.213,9,-12.494,1,0.0415,0.903,1.01e-06,0.12,0.312,100.518,spotify:track:4twhYPDyCP6ICeW3TtQVxP,203507
The Stylistics,Star On A TV Show,8709,0.507,0.414,10,-10.338,1,0.0243,0.554,4.27e-06,0.245,0.546,91.527,spotify:track:2vUrR108jJd0yEIUsU7cv9,252680
David Gates,Never Let Her Go,8710,0.576,0.399,8,-14.764,1,0.0251,0.233,2.22e-05,0.104,0.621,84.049,spotify:track:2jHa1UWWuouaoFqE8I7W77,188813
Olivia Newton-John,Have You Never Been Mellow,8713,0.542,0.323,0,-14.073,1,0.033,0.565,2.31e-06,0.0876,0.433,121.802,spotify:track:2sTiNoFwntBIny30obdMRY,213533
Elvis Presley,My Boy,8714,0.387,0.534,11,-11.809,0,0.0331,0.586,0.00084,0.607,0.372,92.475,spotify:track:4baNC6PNq37xOVRqoZcNY5,198853
