artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Buckner & Garcia,Pac-Man Fever,11803,0.802,0.831,10,-6.743,1,0.0627,0.485,0.000121,0.302,0.888,141.553,spotify:track:1jinux2Q5Afix30KCtZiuz,229042
Diana Ross,"Mirror, Mirror",11804,0.742,0.739,7,-5.797,0,0.0378,0.219,0.00522,0.787,0.958,103.883,spotify:track:5E7suGUJJwsAmUMEfRdCr6,367373
Peabo Bryson,Let The Feeling Flow,11805,0.577,0.336,4,-13.608,1,0.0394,0.794,0.0,0.115,0.532,119.246,spotify:track:0Z84rtLysGMfBAAQciFGyM,256116
Teddy Pendergrass,"You're My Latest, My Greatest Inspiration",11806,0.544,0.295,2,-14.818,1,0.0372,0.449,0.00012,0.0742,0.358,127.79,spotify:track:1OIix5QxWjcewBeUWUK8s8,287759
ABBA,When All Is Said And Done,11807,0.715,0.456,2,-14.894,1,0.036,0.47,4.72e-05,0.281,0.75,126.185,spotify:track:43T696K5X1s1mtxIuuUvvz,198587
Journey,Open Arms,11808,0.405,0.21,2,-13.214,1,0.0279,0.584,0.0,0.139,0.174,100.577,spotify:track:2w4EpqGasrz9qdTwocx54t,202173
Stevie Wonder,That Girl,11809,0.792,0.691,6,-8.975,1,0.0431,0.102,1.67e-05,0.0679,0.899,106.979,spotify:track:5oNi6zJgIcGh8pv3XlmZb3,313840
The Police,Spirits In The Material World,11810,0.833,0.663,9,-7.859,0,0.058,0.273,0.016,0.0327,0.859,141.551,spotify:track:4frelkLhC4ATqJH9VGJztu,179067
Placido Domingo & John Denver,Perhaps Love,11811,0.368,0.267,9,-9.529,1,0.0359,0.963,0.00093,0.114,0.25,88.416,spotify:track:6h2XpqmKf8psD4crhhATsw,205840
Cliff Richard,Daddy's Home,11812,0.362,0.375,4,-9.646,1,0.0521,0.905,0.0,0.322,0.388,165.693,spotify:track:1poOBovnEnvMX1N83GNqG1,183773
AC/DC,Let's Get It Up,11813,0.514,0.904,9,-4.173,1,0.0634,0.000702,0.0334,0.0815,0.682,108.927,spotify:track:1EJIEPzahlUiev5IQ1HnuL,234027
Chilliwack,I Believe,11814,0.535,0.714,9,-9.061,1,0.0339,0.1,0.000132,0.0564,0.782,91.703,spotify:track:7L1VOyDaGFvDyyNWremAZu,237960
The Oak Ridge Boys,Bobbie Sue,11815,0.787,0.749,7,-12.695,1,0.041,0.33,0.0386,0.096,0.97,134.034,spotify:track:6QNIE5luylDUqPUL1rsist,173867
Skyy,Call Me,11817,0.794,0.636,2,-8.698,1,0.0756,0.00297,0.0141,0.0753,0.847,121.213,spotify:track:5wQ4djiNq19XCQY7Z00uG0,382333
Soft Cell,Tainted Love,11818,0.542,0.45,7,-9.931,0,0.0361,0.558,6.43e-06,0.579,0.626,144.437,spotify:track:58E1XVmZTODC67YNjneuXM,153840
Rod Stewart,Tonight I'm Yours (Don't Hurt Me),11819,0.68,0.826,9,-4.958,1,0.0671,0.0683,0.444,0.0861,0.963,158.314,spotify:track:5sgVguJJlA7thC8ybAFOo5,251867
"Earth, Wind & Fire",Wanna Be With You,11820,0.678,0.477,11,-11.367,0,0.0897,0.645,0.00625,0.635,0.609,81.561,spotify:track:7a1GJ9rwneQhq9Srhq6mHD,280507
Player,If Looks Could Kill,11821,0.6,0.531,10,-11.809,0,0.0386,0.00508,0.00062,0.115,0.61,121.974,spotify:track:3XH7pYnfLRYoA1h3na3MZg,214256
The Pointer Sisters,Should I Do It,11822,0.666,0.803,11,-4.636,0,0.0288,0.126,0.000176,0.609,0.75,130.443,spotify:track:4aloxog6eatkPa34BFmj8G,231600
Tom Tom Club,Genius Of Love,11825,0.921,0.529,2,-11.974,1,0.0851,0.0845,0.000779,0.0478,0.724,102.941,spotify:track:6UBQONiLH8kNmmB8UrV2Ef,334360
Tommy Tutone,867-5309/jenny,11826,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,226200
Go-Go's,We Got The Beat,11827,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,spotify:track:5kz9GDBTX846OXwqWoyKzF,153133
Sister Sledge,My Guy,11828,0.713,0.717,6,-7.159,0,0.1,0.48,2.23e-05,0.0711,0.913,121.928,spotify:track:5VLIYi0Oxh4Gat2crMoDE1,226027
Bob & Doug McKenzie,Take Off,11830,0.602,0.39,9,-15.184,1,0.565,0.219,0.0,0.113,0.638,149.646,spotify:track:41fyYJhle2TU49ZLYrruSm,286507
Anne Murray,Another Sleepless Night,11833,0.624,0.58,2,-8.919,1,0.0283,0.228,0.0,0.126,0.461,101.35,spotify:track:24r9lkO9G0fs4IVKrFswsh,187267
The Time,Cool (Part 1),11834,0.753,0.654,6,-9.978,1,0.0333,0.000167,0.892,0.114,0.33,102.993,spotify:track:5ruO7EUjeySbRwRwiCGggB,242330
T.G. Sheppard,Only One You,11835,0.767,0.805,4,-9.25,0,0.0259,0.571,0.000442,0.0507,0.965,93.822,spotify:track:2KrbGmJsKa6xVtwYtQVGkg,206973
Joan Jett & the Blackhearts,I Love Rock 'N Roll,11836,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,175173
Huey Lewis & The News,Do You Believe In Love,11837,0.547,0.636,11,-10.948,1,0.0314,0.0582,0.0,0.249,0.816,114.061,spotify:track:43LjRHyyetSWnPpW7CWThG,209000
Mike Post,Theme From Magnum P.i.,11838,0.579,0.549,2,-11.311,1,0.0364,0.0311,0.123,0.293,0.655,123.074,spotify:track:7GtQGAPt0FaK5qJQpc4tpf,207440
The Doobie Brothers,Here To Love You,11839,0.761,0.511,7,-14.845,1,0.0531,0.0928,1.48e-06,0.0755,0.969,97.544,spotify:track:1cfPb42QUsLt2nRGlTOWdP,240600
Commodores,Why You Wanna Try Me,11840,0.842,0.62,7,-11.517,0,0.0458,0.0204,0.00598,0.0432,0.85,115.975,spotify:track:3w2l59kc5PY242gznHN12b,277800
Van Halen,(oh) Pretty Woman,11841,0.441,0.97,1,-2.1,0,0.0708,0.192,1.68e-06,0.312,0.5,128.289,spotify:track:7ptv3yXdBWwzO7rVA62rwy,172671
Madleen Kane,You Can,11843,0.529,0.595,2,-9.05,1,0.0417,0.156,0.0719,0.212,0.706,121.674,spotify:track:5voyo3rpCN1mtAa930dQaW,418333
"Grover Washington, Jr.",Be Mine (Tonight),11845,0.763,0.358,0,-13.473,1,0.0605,0.184,9.32e-05,0.104,0.425,113.321,spotify:track:2YEPUm6I2jmrh75dIKJou6,382800
Molly Hatchet,Power Play,11846,0.56,0.713,9,-11.686,0,0.0331,0.168,0.109,0.761,0.776,123.313,spotify:track:7fKLncPGqlidunA6OKqX2f,224400
Olivia Newton-John,Make A Move On Me,11848,0.768,0.547,9,-13.055,1,0.0497,0.393,8.65e-05,0.116,0.605,121.97,spotify:track:1HKzbaJa69dMplZfb49TN1,197840
Neil Diamond,On The Way To The Sky,11849,0.422,0.155,0,-18.412,1,0.0292,0.423,3.07e-06,0.133,0.0739,94.256,spotify:track:1JfCKlPwbIty2pGavUFsu6,226400
Foreigner,Juke Box Hero,11850,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,spotify:track:00qOE7OjRl0BpYiCiweZB2,259800
Junior,Mama Used To Say,11853,0.773,0.457,1,-12.504,0,0.0288,0.108,0.00035,0.0692,0.775,109.756,spotify:track:3DRyJ7FT8yCLtF0e6K5JeG,401333
