artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Major Lance,"Um, Um, Um, Um, Um, Um",2280,0.849,0.416,11,-12.302,0,0.0814,0.152,0.0,0.29,0.911,117.408,spotify:track:27FhNKYP8B0F3teHdcD5ob,139173
Anna King,If Somebody Told You,2281,0.727,0.159,0,-17.574,1,0.0751,0.354,7.98e-05,0.0853,0.431,95.551,spotify:track:0K4019RRyJNxDgsbm0lUXe,177267
The Exciters,Do-Wah-Diddy,2284,0.67,0.56,0,-11.366,1,0.0336,0.768,3.94e-06,0.14,0.973,132.601,spotify:track:3XYBPq4BVWwRMc0vsmDMxg,148800
Betty Harris,His Kiss,2285,0.5,0.423,4,-9.411,1,0.0294,0.699,2.15e-06,0.0919,0.598,151.726,spotify:track:1UMzgGjcCec8QIbA8VuxBB,175362
Maxine Brown,Coming Back To You,2287,0.361,0.611,2,-5.835,1,0.0361,0.924,0.0166,0.142,0.523,67.366,spotify:track:7rxev6ErpRE5VYaamjs4T3,196760
Duane Eddy,The Son Of Rebel Rouser,2288,0.668,0.552,0,-10.426,1,0.0525,0.33,0.878,0.407,0.662,141.873,spotify:track:3xnPDI1J1KTlqF6Tiqc2Oe,158160
Andy Williams,A Fool Never Learns,2289,0.542,0.706,5,-9.038,1,0.0318,0.778,1.21e-05,0.363,0.755,98.348,spotify:track:78Uz5O2o00RpnNNlvOMl7K,121787
The Shirelles,Tonight You're Gonna Fall In Love With Me,2290,0.597,0.743,0,-9.767,1,0.0362,0.742,0.0,0.689,0.965,141.836,spotify:track:1OT98aV87tkMKUefcKOCiZ,123200
Gloria Lynne,I Wish You Love,2291,0.305,0.253,0,-11.448,1,0.0376,0.962,0.0204,0.218,0.215,91.055,spotify:track:54ymFtzCfyqQd9wM8ryXJg,220227
Bobby Goldsboro,See The Funny Little Clown,2292,0.69,0.313,2,-11.783,1,0.0337,0.303,0.0148,0.0912,0.591,106.701,spotify:track:4QBAiXG5GqENph08jFmVmt,155643
Barbara Lewis,Puppy Love,2293,0.659,0.336,0,-17.939,1,0.0524,0.807,0.0,0.0969,0.923,74.283,spotify:track:0jlf8HTyFJdSqYlVcZ8jir,144467
Lloyd Price,Billie Baby,2294,0.382,0.449,11,-14.24,1,0.049,0.966,0.353,0.427,0.627,141.112,spotify:track:6PpxbyZHlyQdrNlpT7wRik,180213
Pete Seeger,Little Boxes,2295,0.775,0.194,5,-16.883,1,0.0731,0.941,0.00685,0.195,0.783,120.764,spotify:track:4VJrTc5QPr13zgkwxaTjjN,114773
The Sapphires,Who Do You Love,2297,0.476,0.525,0,-10.82,1,0.0299,0.819,0.0,0.151,0.895,122.023,spotify:track:6kR2BCzArduYNuJdtezM8L,159040
The Beatles,I Want To Hold Your Hand,2298,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,spotify:track:4pbG9SUmWIvsROVLF0zF9s,145747
The Impressions,Talking About My Baby,2299,0.62,0.553,6,-6.895,1,0.0905,0.602,0.0,0.0706,0.695,130.833,spotify:track:6uqPpCZXAT00AQPZgaI6hp,154133
Tommy Roe,Come On,2300,0.705,0.859,6,-7.293,1,0.055,0.186,0.0,0.143,0.946,114.795,spotify:track:0rRER2rlfTJ3LqFqv5Knpj,121640
Gene Pitney,That Girl Belongs To Yesterday,2301,0.529,0.484,2,-13.635,1,0.0411,0.392,0.00646,0.349,0.72,122.156,spotify:track:6NssDwHnosForAnJZyM6p3,170400
Frank Sinatra,Stay With Me,2302,0.522,0.357,7,-13.064,1,0.067,0.28,0.0,0.0474,0.742,124.014,spotify:track:440T8Mimcjwh6Rf5Wa8cVA,158507
The Angels,Wow Wow Wee (He's The Boy For Me),2303,0.469,0.913,9,-6.474,1,0.0527,0.723,2.54e-05,0.638,0.791,91.627,spotify:track:3au2b80BEdztCcqk2wj0hG,120600
Lefty Frizzell,"Saginaw, Michigan",2304,0.596,0.366,10,-14.933,1,0.0325,0.878,0.00263,0.23,0.853,145.717,spotify:track:0ulPILleWfE1NBzUWIiNi9,182573
Hank Jacobs,So Far Away,2306,0.64,0.634,5,-13.316,1,0.0355,0.0631,0.672,0.0786,0.814,117.243,spotify:track:34oA8HWchuqvJReQNV8VTa,144360
The Pixies Three,442 Glenwood Avenue,2307,0.674,0.584,0,-12.91,1,0.0367,0.723,0.0,0.0719,0.961,131.237,spotify:track:6U760jf1bo0toem4F9WF2S,134640
Andy Williams,Charade,2308,0.105,0.342,2,-10.903,0,0.0347,0.831,0.0,0.247,0.307,79.467,spotify:track:1FXX4oUbO6eJEszwR7yQa8,151813
Dale & Grace,Stop And Think It Over,2309,0.305,0.53,10,-10.441,1,0.0313,0.745,0.000534,0.0733,0.572,78.956,spotify:track:04JFw8lYhqwFn1dXbdGfc7,155015
The Beatles,She Loves You,2310,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,140920
