artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Freak Nasty,Da' Dip,17222,0.953,0.428,8,-17.199,1,0.298,0.0079,0.0302,0.224,0.723,131.737,spotify:track:76YDsWGWezclVy9Z6sDGhf,237000
Camp Lo,Luchini aka (This Is It),17223,0.721,0.949,6,-5.685,1,0.278,0.0495,0.0,0.327,0.835,83.028,spotify:track:20DcrlNK0NcRknbX4wcEO4,240093
Lost Boyz,Get Up,17224,0.813,0.572,9,-6.469,1,0.162,0.0266,0.0,0.0372,0.655,94.825,spotify:track:3cVdgpyCPWOmJOFc3Zsp6b,243760
Mista,Lady,17225,0.578,0.621,7,-7.134,1,0.155,0.0196,0.0,0.0984,0.514,84.672,spotify:track:1UxKOK2zzLz4yi8GCFxM1P,221867
Monifah,You Don't Have To Love Me,17226,0.628,0.426,5,-8.084,0,0.0313,0.197,0.0011,0.0919,0.529,185.963,spotify:track:1FHmZ3jNK06PgJhvZjdtMD,275533
Deborah Cox,The Sound Of My Tears,17227,0.704,0.564,4,-8.191,1,0.0686,0.444,0.00384,0.111,0.338,145.996,spotify:track:0HxnxjgFTmj1MZYOUj8Sq1,291573
Dru Hill,In My Bed,17228,0.828,0.654,10,-7.674,0,0.226,0.106,0.0,0.0689,0.817,95.254,spotify:track:0IBgCsG8dRnUtveiIaoFHF,242360
The Roots,What They Do,17229,0.885,0.414,0,-10.539,1,0.168,0.341,0.000289,0.0891,0.683,92.727,spotify:track:1B53Y95tPd4ah4FExO0egE,357200
The Isley Brothers,Tears,17230,0.532,0.516,1,-9.847,1,0.103,0.755,0.00019,0.328,0.545,150.372,spotify:track:3WAgCGsQ88VW3GFSMVK8td,285600
SWV,It's All About U,17231,0.838,0.401,0,-9.808,1,0.0506,0.111,0.00811,0.0478,0.74,93.49,spotify:track:1ask6D7sAOBSqe9xNOPL8t,224800
The Prodigy,Firestarter,17232,0.545,0.948,11,-5.098,1,0.0779,0.00335,0.364,0.226,0.355,141.507,spotify:track:1auX4gkGe7hbrOH0BXdpV4,279800
Amber,Colour Of Love,17233,0.642,0.754,1,-7.649,1,0.0272,0.116,0.0375,0.0601,0.736,127.025,spotify:track:6atodngcu0uc9uHkP1mdKS,212693
Spice Girls,Wannabe,17234,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,173027
Erykah Badu,On & On,17236,0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,226133
Leah Andreone,"It's Alright, It's Ok",17237,0.734,0.67,0,-5.838,0,0.0321,0.0113,1.25e-06,0.224,0.656,110.022,spotify:track:3VmMPFCqLlbELgN5hne7nu,265133
The Chemical Brothers,Setting Sun,17238,0.446,0.995,6,-1.169,1,0.223,0.000738,0.13,0.354,0.248,135.041,spotify:track:5JBGbFdBtLcCCygw8rtjli,328733
Brady Seals,"Another You, Another Me",17240,0.611,0.406,0,-8.71,1,0.03,0.323,0.0,0.0841,0.154,123.492,spotify:track:3XA6fH5pqQSjTnH7xhCwsZ,232773
Babyface,Every Time I Close My Eyes,17242,0.654,0.417,5,-7.699,1,0.025,0.0624,0.0,0.0963,0.279,143.676,spotify:track:2ezqQeBiC72gwMJoO4w1hA,296267
DJ Kool,Let Me Clear My Throat,17243,0.697,0.901,7,-7.154,1,0.259,0.169,0.0,0.356,0.535,103.145,spotify:track:7k3sn5TIQ3qRVJ8FPTG9kx,290160
Redman,Whateva Man,17245,0.581,0.712,6,-7.803,0,0.476,0.27,0.0,0.895,0.709,172.573,spotify:track:0pSaDwrMLM7F82LWJg9v6s,188547
