artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Smokey Robinson & The Miracles,"Baby, Baby Don't Cry",5496,0.521,0.354,7,-13.323,0,0.0252,0.5,0.0,0.109,0.662,95.727,spotify:track:5kJpLI5axvOQbGt0x4Nsko,242467
William Bell,I Forgot To Be Your Lover,5497,0.451,0.203,7,-18.199,1,0.0366,0.371,0.0,0.192,0.723,141.951,spotify:track:3PLKsooF2oGUBdGzblvOlI,138960
Frank Sinatra,Rain In My Heart,5498,0.191,0.232,11,-15.484,0,0.0318,0.921,0.0,0.138,0.208,170.965,spotify:track:2JzTfNN8k3O6l42DZMj80Q,201867
The Foundations,Build Me Up Buttercup,5499,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,spotify:track:6sPOmDulFtLzfX25zICNrC,177533
Arthur Conley,"Ob-La-Di, Ob-La-Da",5500,0.839,0.772,7,-7.197,1,0.0345,0.107,0.0,0.227,0.971,122.233,spotify:track:63qL37oSySINeOqrnIaYTJ,181400
John Sebastian,She's A Lady,5501,0.329,0.158,6,-18.594,0,0.035,0.619,0.0,0.0979,0.238,136.737,spotify:track:2ZQOM5XU77uO5FdSRirz6o,106867
The Turtles,You Showed Me,5502,0.315,0.356,0,-11.131,0,0.0407,0.762,1.67e-06,0.0671,0.491,181.588,spotify:track:7j1ABZOylWUPUIZTt5x6AL,196200
Paul Anka,Goodnight My Love,5505,0.153,0.49,3,-8.344,1,0.0366,0.846,0.0,0.191,0.315,199.391,spotify:track:60POG8q3enwJXhMROCrrxm,198653
Joe South,Games People Play,5506,0.334,0.714,9,-8.379,1,0.155,0.251,4.26e-05,0.257,0.595,172.288,spotify:track:50t8gshcAtXiUdk7nHfYDp,215160
Brian Hyland,Tragedy,5508,0.323,0.155,4,-16.781,1,0.0377,0.677,3.29e-05,0.126,0.267,145.193,spotify:track:6yoa4DtfyMUjEu9GRgUUNV,174533
Johnnie Taylor,Take Care Of Your Homework,5509,0.804,0.477,4,-12.228,1,0.0471,0.133,1.26e-05,0.0796,0.612,110.795,spotify:track:5dfHU6igXUSMJPyYjagKsd,157867
The First Edition,But You Know I Love You,5510,0.5,0.402,7,-14.336,1,0.0275,0.529,7.02e-06,0.146,0.569,90.442,spotify:track:3QL1WUVydAYUl5kM2d1K8X,187507
Spirit,I Got A Line On You,5511,0.422,0.597,4,-11.398,1,0.0344,0.104,0.0,0.314,0.9,74.27,spotify:track:7mc1UtdrlJ9nHKxOXL3lBv,166760
Jr. Walker & The All Stars,Home Cookin,5513,0.707,0.628,1,-10.311,1,0.0292,0.0584,0.0119,0.284,0.807,108.614,spotify:track:7BUBf9shtJ3NbQgZBKicHX,178000
Ella Washington,He Called Me Baby,5514,0.352,0.368,2,-8.219,1,0.0587,0.634,0.0754,0.285,0.494,76.994,spotify:track:6mu0nDX8yAEELwnBrieAmV,184773
Etta James,Almost Persuaded,5515,0.456,0.482,3,-8.409,1,0.0392,0.226,0.00755,0.23,0.311,156.553,spotify:track:2KqC5hNhhuTtDH8TypbOvS,200640
Al Wilson,Poor Side Of Town,5517,0.389,0.357,4,-11.988,1,0.0293,0.71,0.651,0.0985,0.551,81.501,spotify:track:6DQxtefRJmQ2aWPJ75IRbQ,236133
Bill Deal & The Rhondels,May I,5518,0.527,0.497,9,-7.931,1,0.0336,0.0691,9.89e-05,0.0241,0.677,127.732,spotify:track:6dKadknfQZ4iM26eI15oWS,152427
Tammi Terrell,This Old Heart Of Mine (Is Weak For You),5522,0.502,0.897,0,-3.863,1,0.0688,0.00969,0.00012,0.0821,0.899,86.761,spotify:track:6NiQpEbDmrjTV5y1uUPdAE,147440
Manfred Mann,Fox On The Run,5523,0.543,0.733,0,-6.974,1,0.0328,0.0561,0.0,0.345,0.792,97.497,spotify:track:0oxQWfkZuJW8L7uiItwsB0,162893
Sir Douglas Quintet,Mendocino,5524,0.544,0.727,2,-9.303,1,0.0305,0.894,0.000734,0.121,0.969,132.872,spotify:track:4AnFpWY63ksuVzGqusI5zA,159613
Joe Tex,That's Your Baby,5525,0.62,0.605,1,-8.548,1,0.0472,0.225,0.0,0.104,0.921,126.963,spotify:track:5zq1Mib1pAJ5UoqvLR2L0E,141960
Creedence Clearwater Revival,Proud Mary,5527,0.72,0.391,2,-16.595,1,0.0342,0.163,8.29e-05,0.046,0.786,120.794,spotify:track:2EZc13S7YRi6bTS3SKteRN,187227
James Brown,Give It Up Or Turnit A Loose,5528,0.703,0.88,11,-7.133,0,0.0608,0.00964,0.456,0.111,0.743,114.763,spotify:track:5TQcUuSZ9VUXCxGdVj7VxO,369960
Deep Purple,River Deep-Mountain High,5529,0.209,0.381,9,-14.704,1,0.0424,0.321,0.00645,0.283,0.196,170.592,spotify:track:475FJrQVjU80EYAqweZTS5,612800
Dion,Purple Haze,5530,0.409,0.29,1,-16.031,1,0.036,0.691,0.00438,0.251,0.414,148.333,spotify:track:5opz11K4IkIVD9gv90MToF,153160
Dorsey Burnette,The Greatest Love,5531,0.448,0.57,7,-13.631,1,0.0309,0.633,0.0322,0.0692,0.757,93.271,spotify:track:4Cf5RigFToa0AdrNDJIVS1,157747
1910 Fruitgum Co.,Indian Giver,5532,0.748,0.543,4,-12.093,0,0.0704,0.726,0.000293,0.0964,0.639,128.291,spotify:track:6AlRiYSieZSkMPCD22dlvp,162187
Porter Wagoner,The Carroll County Accident,5534,0.643,0.504,7,-11.231,1,0.0395,0.346,0.0,0.247,0.705,91.688,spotify:track:5b3Bvd2m81gEQRWrShNkx2,169200
Cream,Crossroads,5535,0.391,0.756,7,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,spotify:track:6PUabSMXmPnZna361Wwmf7,258467
Jose Feliciano,Hey! Baby,5536,0.584,0.469,4,-10.377,0,0.0444,0.67,0.0,0.58,0.607,106.337,spotify:track:3i4AZ2XuuS5teB5QHGy7Ao,166000
Marvin Gaye & Tammi Terrell,Good Lovin' Ain't Easy To Come By,5537,0.515,0.755,5,-7.377,0,0.124,0.64,0.0,0.312,0.625,200.928,spotify:track:5sUcX8YWRa4UR3QDyEnhJT,148640
Tommy Roe,Dizzy,5538,0.736,0.595,6,-5.847,1,0.0354,0.000512,0.0118,0.144,0.72,102.007,spotify:track:5LvIl1VHaqtCJJXwrB8QR9,177480
The Vogues,Woman Helping Man,5539,0.212,0.344,9,-12.77,1,0.0313,0.603,0.0,0.293,0.441,175.344,spotify:track:0oem2FjDstqU4UklvfIJvg,191773
Dionne Warwick,This Girl's In Love With You,5540,0.677,0.453,9,-8.686,1,0.032,0.345,6.69e-05,0.0865,0.364,91.013,spotify:track:5kYMMNGEZDfVZZiAAmP0y2,214040
