artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
"Evelyn ""Champagne"" King",Your Personal Touch,13450,0.729,0.794,10,-8.505,0,0.0519,0.00774,0.00458,0.0288,0.936,111.036,spotify:track:3RtWmHl5fZqQJstxi9vKMZ,290893
Thompson Twins,King For A Day,13452,0.71,0.778,4,-7.473,1,0.0437,0.102,1.39e-05,0.0482,0.633,109.1,spotify:track:0tBo8Uj7BmK3E5UBVhON2v,318147
Heart,These Dreams,13453,0.544,0.435,11,-11.442,1,0.0304,0.537,3.73e-06,0.0995,0.325,79.034,spotify:track:1gN4wxYZXt7WBM2LAlS8MH,255507
Sting,Russians,13454,0.437,0.282,0,-17.567,0,0.035,0.458,0.0,0.18,0.198,115.517,spotify:track:0MBYW7CcBJmsY3HTP05VQg,238267
ZZ Top,Stages,13455,0.453,0.787,7,-13.397,1,0.0327,0.0519,0.00478,0.166,0.834,75.876,spotify:track:4Sx0FBH0vNWZVxeUCpdHoL,212027
Elton John,Nikita,13456,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,spotify:track:3G0ENKW9vzV0SuYKaWFflI,343240
Aretha Franklin,Another Night,13457,0.673,0.678,7,-9.094,1,0.0447,0.137,0.000286,0.183,0.728,120.677,spotify:track:04lSEdjc0a6mszj94ZavmD,269893
ABC,(How To Be A) Millionaire,13458,0.728,0.751,2,-9.702,1,0.0516,0.269,9.26e-06,0.0728,0.833,121.68,spotify:track:3zC02nmo5OrDDMW3U905AU,215733
Marilyn Martin,Night Moves,13459,0.66,0.655,3,-12.967,0,0.0275,0.0818,0.0242,0.0734,0.672,130.224,spotify:track:3NiaJXqECvnb6GABk6bmoP,318613
Loverboy,This Could Be The Night,13460,0.545,0.363,1,-15.084,0,0.0255,0.319,0.0,0.105,0.315,84.578,spotify:track:2Qt6mXHybGb8fitLAA97HT,298440
INXS,What You Need,13461,0.685,0.827,11,-6.045,1,0.0546,0.0238,0.0159,0.328,0.477,116.085,spotify:track:04EnF5C2HvYZfGu64Bng7I,214000
Simple Minds,Sanctify Yourself,13462,0.564,0.924,0,-6.262,1,0.0417,0.0624,0.000171,0.716,0.71,128.243,spotify:track:0TQnIg57fXETVmdsn2F7fj,297907
Robert Tepper,No Easy Way Out,13463,0.543,0.829,4,-7.916,0,0.0497,0.00146,4.91e-05,0.289,0.64,126.195,spotify:track:5bnMKUXkMfYVXW8FjvFTuV,262027
Dan Seals,Bop,13464,0.805,0.575,1,-11.882,1,0.0304,0.346,0.0,0.109,0.975,123.203,spotify:track:0VWPd2zYt1430jL6XtUjep,226267
The Bangles,Manic Monday,13465,0.685,0.594,2,-10.906,1,0.0289,0.294,3.69e-06,0.358,0.853,121.761,spotify:track:00vYs0qZA40Z8AAaN7xmMO,184160
Opus,Live Is Life,13466,0.633,0.952,9,-4.274,0,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,spotify:track:5luOvrlnzfvJQdQjrScVj4,249500
Divinyls,Pleasure And Pain,13467,0.652,0.748,2,-10.278,0,0.0306,0.119,2.12e-06,0.287,0.802,135.684,spotify:track:5n4sNcxXDElyEZakYyqXNv,234093
Oingo Boingo,Just Another Day,13468,0.568,0.771,9,-10.715,1,0.0399,0.0817,2.11e-05,0.329,0.805,134.099,spotify:track:6w6I3AFRv7tQMmUTgAghUB,312467
David Pack,Prove Me Wrong,13470,0.526,0.808,5,-6.139,0,0.0414,0.252,3.37e-06,0.175,0.917,162.054,spotify:track:7Mm3r1zlXxJFecTMZuXQIR,258787
John Mellencamp,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),13471,0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79e-06,0.227,0.874,164.018,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,174360
Arcadia,Goodbye Is Forever,13472,0.695,0.552,0,-9.077,1,0.0319,0.0525,2.7e-06,0.129,0.835,103.348,spotify:track:75l1HJhqU1DKSXoiRra3um,228560
Force M.D.'s,Tender Love,13474,0.34,0.336,8,-7.288,1,0.0289,0.765,0.000114,0.126,0.0932,142.631,spotify:track:1WtkrKWpfFx75erK1VqtQh,234053
Electric Light Orchestra,Calling America,13475,0.645,0.701,2,-9.01,1,0.0315,0.0555,0.037,0.267,0.868,126.517,spotify:track:72eXfQYeBW1KsZEZ4fMnxP,210533
Peter Frampton,Lying,13477,0.494,0.884,9,-6.513,1,0.0419,0.00961,0.000297,0.946,0.393,114.596,spotify:track:4K2FHrkTVq8e63ZGxzNiqL,370467
Talk Talk,Life's What You Make It,13478,0.525,0.804,1,-7.575,1,0.0321,0.00367,0.285,0.0382,0.935,91.951,spotify:track:2iWTHXaFtRSMhd5OLpYD7f,268893
Falco,Rock Me Amadeus,13479,0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,202236
Robert Palmer,Addicted To Love,13480,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,spotify:track:5izGeTxueiFX1UPFGohY9w,363640
Phyllis Nelson,I Like You,13481,0.679,0.723,4,-8.311,0,0.0382,0.0338,1.46e-05,0.0946,0.773,121.475,spotify:track:4mqAag0mULGpUKHqd9WdEV,316027
Jennifer Rush,The Power Of Love,13482,0.521,0.654,8,-6.993,1,0.0401,0.452,6.12e-05,0.0984,0.125,139.071,spotify:track:18DfMhEx4ddoreHrvZDF6Q,268200
Sheena Easton,Jimmy Mack,13483,0.819,0.7,11,-7.535,0,0.033,0.372,0.0,0.146,0.899,130.664,spotify:track:5C7WURX42kGjADd6DKHGYu,225307
Five Star,Let Me Be The One,13484,0.874,0.538,7,-9.852,0,0.0598,0.073,0.00118,0.0766,0.944,114.651,spotify:track:7Ly6unSf5gXUdF3S3nGlSH,281600
Maurice White,I Need You,13485,0.576,0.408,1,-10.949,1,0.0251,0.59,3.73e-05,0.0987,0.291,76.793,spotify:track:2z0bWcFtSYWgszc1Dbj7o0,274773
Level 42,Something About You,13487,0.707,0.568,6,-13.52,0,0.0291,0.0319,0.0298,0.055,0.877,105.326,spotify:track:2uXewDKMktNkkMfotqSxN6,223440
The Alan Parsons Project,Stereotomy,13488,0.706,0.585,5,-11.77,0,0.0306,0.161,0.00818,0.494,0.35,136.046,spotify:track:5y1e75jvW8mr2K0l72Ktb2,437320
The Firm,All The Kings Horses,13490,0.449,0.467,9,-13.668,0,0.031,0.421,9.48e-05,0.215,0.346,125.642,spotify:track:1W9DHhVwvAjXxuBKIegw0L,198467
The Outfield,Your Love,13491,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,spotify:track:5dRQUolXAVX3BbCiIxmSsf,221840
Cherrelle With Alexander O'Neal,Saturday Love,13492,0.865,0.394,11,-12.235,1,0.0528,0.0832,0.00231,0.302,0.643,115.936,spotify:track:5W3Y5I9y5ps6M6rl09e7zg,521693
Klymaxx,The Men All Pause,13494,0.789,0.702,7,-12.603,1,0.0542,0.0603,0.454,0.0466,0.748,120.118,spotify:track:78VE3KQ85A5ejWZAKOVjNp,435333
The Cure,In Between Days,13495,0.541,0.83,9,-6.246,1,0.0316,0.109,0.701,0.167,0.711,142.592,spotify:track:07CyrZF9eVd02zzIse7tZA,177987
Prince And The Revolution,Kiss,13496,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,spotify:track:62LJFaYihsdVrrkgUOJC05,226240
Stevie Nicks,I Can't Wait,13497,0.61,0.931,9,-4.955,0,0.0874,0.0037,0.00352,0.873,0.449,125.399,spotify:track:4MI0gAD5TlqYXVyV6JePrT,275840
Jermaine Jackson,I Think It's Love,13498,0.466,0.899,7,-8.125,1,0.0494,0.351,1.73e-05,0.178,0.836,127.914,spotify:track:4UEIyuKqxfhsAFIttflI9f,233453
Stevie Wonder,Overjoyed,13499,0.37,0.475,10,-8.394,1,0.0274,0.46,0.0,0.129,0.189,82.798,spotify:track:467JyXjKy9MrywC4ZV5y96,224240
Dokken,In My Dreams,13500,0.542,0.839,3,-4.404,0,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,spotify:track:5IXUAYqwxmAFj69RWYFzbU,273013
New Edition,A Little Bit Of Love (Is All It Takes),13501,0.723,0.859,5,-8.963,0,0.137,0.0608,1.26e-05,0.165,0.467,100.2,spotify:track:5Xyvly56qugv3k5Y95eQ9t,393990
Janet Jackson,What Have You Done For Me Lately,13502,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045,spotify:track:2SFq0UIiBWkBgky0fkrHP0,299493
Dire Straits,So Far Away,13503,0.715,0.523,4,-9.718,1,0.028,0.228,0.0762,0.0612,0.673,114.325,spotify:track:3TLGupCTaupsxzy0rH6JLm,243467
Pet Shop Boys,West End Girls,13504,0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,spotify:track:2yzPBlE5UXK2sqvnNM9QQ0,285733
Jackson Browne,For America,13505,0.521,0.831,2,-8.083,0,0.0543,0.00508,1.55e-05,0.207,0.545,143.839,spotify:track:2r0oEagiOBdEAhVzc3ltly,307933
John Cafferty,Heart's On Fire,13506,0.576,0.896,7,-8.026,1,0.04,0.0317,0.0,0.211,0.617,136.586,spotify:track:5vI0C3TDTxySR6Oq8NWjE0,252920
Laura Branigan,I Found Someone,13507,0.711,0.737,1,-5.416,0,0.0263,0.194,0.0192,0.0696,0.303,102.031,spotify:track:2xqYkaATHkjeT87FHyvowM,240986
The Pointer Sisters,Twist My Arm,13508,0.686,0.987,2,-6.393,1,0.0456,0.108,0.000295,0.241,0.821,141.936,spotify:track:4o341c7WuPl5tZ8GI5TqM3,265013
Anne Murray,Now And Forever (You And Me),13509,0.509,0.62,7,-10.082,1,0.0272,0.198,0.0,0.0992,0.655,170.453,spotify:track:1cKuIR4VZCqYbILPCoG1oc,255067
John Taylor,I Do What I Do... (Theme For 9 1/2 Weeks),13511,0.485,0.951,2,-10.656,0,0.0576,0.000204,0.0014,0.116,0.746,164.264,spotify:track:6PRnTmFALCDZhIVpmmj4k1,225333
Miami Sound Machine,Bad Boy,13512,0.627,0.455,0,-16.185,0,0.0806,0.0475,0.0543,0.0432,0.858,181.498,spotify:track:5AM6VOkN7ficA2O04f5JG1,235507
Orchestral Manoeuvres In The Dark,If You Leave,13513,0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269,spotify:track:05oFyvdztPdpwSwpoclD4c,268547
Honeymoon Suite,Feel It Again,13514,0.6,0.574,10,-13.164,1,0.0395,0.00874,7.41e-06,0.117,0.559,122.141,spotify:track:27njtYcV3FjqmAvtxEUC4S,277293
Nu Shooz,I Can't Wait,13515,0.785,0.844,7,-4.63,0,0.0574,0.166,0.002,0.0681,0.94,103.968,spotify:track:647q0KZHceDZTyLExHU0ue,218827
Joe Cocker,Shelter Me,13516,0.674,0.668,9,-10.09,1,0.0396,0.216,0.00244,0.193,0.543,120.371,spotify:track:3uD5dlinp837w8rrWgLKI5,262840
Animotion,I Engineer,13517,0.614,0.786,9,-14.181,0,0.0472,0.000624,0.00465,0.062,0.805,115.224,spotify:track:3ilYhdbWqY3mE1nlAhhOmh,255200
The Rolling Stones,Harlem Shuffle,13518,0.742,0.94,2,-3.485,1,0.0756,0.0866,0.0279,0.319,0.782,121.747,spotify:track:2StkuotzPgX5FpSjMpTvlw,204427
Van Halen,Why Can't This Be Love,13519,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,227693
Bob Seger,American Storm,13520,0.501,0.943,4,-4.796,1,0.0468,0.0761,0.0,0.151,0.805,150.357,spotify:track:2t9qMdL9Pa6Sp6u2u413gi,243264
Phil Collins,Take Me Home,13521,0.62,0.807,8,-7.753,1,0.0548,0.471,0.108,0.0477,0.579,118.796,spotify:track:2s6wCS3vDZFPY9NOTlPXJZ,353573
Dionne Warwick,Whisper In The Dark,13522,0.694,0.663,6,-7.028,1,0.0295,0.499,0.00131,0.0508,0.625,90.726,spotify:track:0DTLwAomf9VRAlQtxbqD6p,274053
Feargal Sharkey,A Good Heart,13523,0.653,0.884,10,-10.224,1,0.0444,0.417,0.0,0.318,0.762,104.647,spotify:track:4umQbcdBF3YVsNBvvnFLiX,281800
Dennis DeYoung,Call Me,13524,0.577,0.316,0,-7.699,1,0.0294,0.831,1.21e-06,0.0528,0.147,119.205,spotify:track:5icgnsjQiYwiEq8i0YoGM5,285600
Wax,Right Between The Eyes,13525,0.63,0.645,9,-13.123,1,0.0266,0.156,0.0205,0.148,0.925,93.177,spotify:track:6QqEk3nHopgcZIIBmmuZfF,248627
Julian Lennon,Stick Around,13526,0.597,0.579,7,-10.724,1,0.0258,0.026,0.0218,0.149,0.557,88.822,spotify:track:7FIqkrMFzbORpWI8vjWp9L,245560
Mike + The Mechanics,All I Need Is A Miracle,13527,0.602,0.774,0,-13.083,1,0.0338,0.0312,5.68e-05,0.0497,0.971,135.125,spotify:track:1VKXBgsRK7lWDSVbfANlf3,252427
Starpoint,Restless,13528,0.733,0.595,9,-12.076,0,0.0438,0.0874,0.0028,0.306,0.962,117.92,spotify:track:1hfM5Sj9LaLW54m7Ihtpuy,231840
