artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Faith Hill,Where Are You Christmas?,18464,0.266,0.333,10,-9.876,1,0.031,0.59,0.0,0.121,0.0796,109.479,spotify:track:1msuiw6pnXYfxZ7Edyit9U,247040
P!nk,You Make Me Sick,18465,0.773,0.686,11,-6.596,0,0.163,0.00224,2.06e-06,0.347,0.661,100.542,spotify:track:1icygp76kVbs429RikF0jJ,247533
Crazy Town,Butterfly,18467,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,spotify:track:4BggEwLhGfrbrl7JBhC8EC,216733
A*Teens,Bouncing Off The Ceiling (Upside Down),18468,0.708,0.608,9,-8.885,1,0.0395,0.188,0.0024,0.254,0.897,121.997,spotify:track:0axx1CL1xLrcgZAp0J9WjN,193091
Modjo,Lady (Hear Me Tonight),18469,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,spotify:track:49X0LAl6faAusYq02PRAY6,307154
Tamia,Stranger In My House,18471,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,spotify:track:08GOEVXupC6ECbulhPGQKm,285387
Dido,Thank You,18472,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,spotify:track:751gBcu62kORDelX7FV0mM,217827
Koffee Brown,After Party,18473,0.802,0.552,5,-4.796,0,0.0503,0.0492,1.7e-06,0.0224,0.601,105.481,spotify:track:5cvMzT7kEvcxcdtcJz1vQY,214560
Sade,By Your Side,18474,0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073,spotify:track:7H3ojI1BsVy0dEJENqMt1k,274933
Darryl Worley,A Good Day To Run,18475,0.566,0.794,6,-5.537,1,0.0298,0.395,1.09e-05,0.145,0.725,147.106,spotify:track:3Ye4dPI87Y3SP3pH0EC3rC,188333
Diamond Rio,One More Day,18476,0.668,0.405,4,-7.629,1,0.0277,0.592,0.0,0.115,0.234,131.064,spotify:track:3TNoNv8Z80M3pfm6CcODsh,216173
Ludacris,Southern Hospitality,18477,0.827,0.905,0,-4.224,1,0.217,0.039,0.0,0.0932,0.64,95.193,spotify:track:2St8l2UhzQd6GS8mTFilXa,301933
Aerosmith,Jaded,18478,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,spotify:track:4iihDHIoKZdOeOW1kFDUtR,214333
Dave Matthews Band,I Did It,18479,0.578,0.86,2,-6.011,1,0.0366,0.00582,0.0,0.246,0.512,108.051,spotify:track:4u1WFYkW7pFmFvyUqUKP16,216293
Jessica Andrews,Who I Am,18480,0.463,0.674,7,-5.422,1,0.0319,0.0115,0.0,0.123,0.259,84.039,spotify:track:0rK4HCKzv2r1IXqKX3DKpq,255234
The Corrs,Breathless,18481,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,spotify:track:5OQGeJ1ceykovrykZsGhqL,207507
Bilal,Soul Sista,18483,0.706,0.326,8,-10.45,0,0.116,0.538,8.06e-06,0.171,0.705,145.976,spotify:track:1eetzMDPNpYSZOreBw7SSk,318667
Carolyn Dawn Johnson,Georgia,18484,0.533,0.621,0,-6.285,1,0.032,0.0549,0.0,0.219,0.279,81.594,spotify:track:72xOalbgbNEnV8RsMarPey,293160
Mya,Free,18485,0.785,0.784,11,-6.208,0,0.0578,0.0135,3.18e-05,0.07,0.653,108.013,spotify:track:50ShPJPVADSc24TUQw3nRN,318733
Snoop Dogg,Snoop Dogg,18486,0.855,0.812,1,-6.334,1,0.242,0.314,0.0,0.311,0.811,107.373,spotify:track:0ORVIeQlxjR4grPNhVErNd,243560
