artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Tesla,Signs,15301,0.333,0.74,7,-10.479,1,0.0459,0.161,0.0,0.982,0.481,162.042,spotify:track:0lyNsWWnut97Jm8aDnn3Us,194933
Deee-Lite,Power Of Love,15305,0.66,0.669,9,-14.895,0,0.0418,0.0214,0.0117,0.27,0.798,120.989,spotify:track:2BuTposwmSKxFBgEoi4jES,281760
Another Bad Creation,Iesha,15306,0.751,0.761,8,-8.151,1,0.147,0.0145,2.96e-06,0.0305,0.661,111.819,spotify:track:4PWaeUVCHIVbXlpXEuIcvR,260400
Mariah Carey,Someday,15309,0.684,0.818,1,-8.686,0,0.0405,0.207,2.19e-06,0.0251,0.937,109.864,spotify:track:6TSM5vkz0WzyZsNAKKYDcw,246107
Sting,All This Time,15310,0.637,0.463,2,-13.122,1,0.0337,0.0852,0.000132,0.0483,0.451,127.084,spotify:track:2cu8WtQZdxGe3lbetlzeNe,294333
George Michael,Waiting For That Day,15311,0.612,0.777,0,-10.903,1,0.0403,0.217,0.000454,0.104,0.557,172.412,spotify:track:1y8pNONQUfiCDXWME7IQBa,289997
Alias,Waiting For Love,15312,0.615,0.537,7,-10.728,1,0.0282,0.278,0.0,0.164,0.494,111.581,spotify:track:5TS6P84uJYubgKr2QTU1fk,278173
Tara Kemp,Hold You Tight,15313,0.739,0.675,1,-9.194,1,0.0444,0.0545,0.0112,0.0632,0.643,100.054,spotify:track:0otWaD7P1jqYsb0qSHNo6J,284345
Bell Biv DeVoe,When Will I See You Smile Again?,15314,0.727,0.436,6,-11.862,0,0.0281,0.0492,0.00338,0.0686,0.381,124.021,spotify:track:3q0QmvdwHBETS89ZvelClL,307133
The Adventures Of Stevie V,Jealousy,15315,0.85,0.742,4,-7.747,0,0.0733,0.0338,5.13e-06,0.0743,0.686,118.808,spotify:track:0cIUZg5uaTRmvktHJEbDPu,215403
The Cure,Close To Me,15316,0.725,0.524,11,-11.121,1,0.116,0.0748,0.764,0.0819,0.961,185.134,spotify:track:7ABE6G4uQxbNtYgVrpBBPA,203267
Gloria Estefan,Coming Out Of The Dark,15318,0.643,0.43,4,-11.694,1,0.0447,0.65,0.0,0.417,0.475,131.846,spotify:track:5x9MJycRilBm2SNavzt9yF,242627
Chicago,Chasin' The Wind,15319,0.423,0.641,7,-5.831,1,0.0301,0.105,0.0111,0.372,0.385,80.318,spotify:track:1HkwWmPgucFhkf3znwiKHE,259040
Bette Midler,Night And Day,15320,0.578,0.505,4,-13.012,1,0.0253,0.181,7e-05,0.63,0.316,133.902,spotify:track:0Fj3R6fZk7OnAYVmAvPCYa,330360
Phil Collins,Who Said I Would,15322,0.688,0.9,5,-5.534,1,0.049,0.164,0.00988,0.291,0.491,131.031,spotify:track:6JrbcoCC9Zotanq4Or4nST,241787
George Michael,Mother's Pride,15323,0.362,0.159,11,-17.144,1,0.0292,0.97,4e-05,0.119,0.115,158.536,spotify:track:2q1lPD9JAnCo5TDDrbC9Tm,239174
Susanna Hoffs,My Side Of The Bed,15324,0.585,0.667,2,-7.23,1,0.0317,0.301,1.02e-05,0.0486,0.574,113.096,spotify:track:4bYKBEeblMr5KLOEMD7OHu,208360
Heart,Secret,15325,0.499,0.536,9,-8.755,0,0.0352,0.444,0.0,0.287,0.284,127.792,spotify:track:7tQxhJ3Vl57OMuFW8PBGWS,254373
Lisette Melendez,Together Forever,15326,0.682,0.963,11,-4.046,1,0.057,0.0186,0.0719,0.344,0.71,118.937,spotify:track:2JejWNHxYQ71rwoJnERnZP,345800
Poison,Ride The Wind,15327,0.551,0.969,6,-2.41,1,0.0373,0.0727,7.55e-05,0.0991,0.431,136.507,spotify:track:5gpJr7OLgZWVYAyKWj0GuH,231400
Gerardo,Rico Suave,15328,0.798,0.817,11,-11.337,0,0.121,0.00596,6.29e-05,0.0548,0.446,105.931,spotify:track:6FfdQJ9HJcJAvsPVIyoGZ5,291667
Londonbeat,I've Been Thinking About You,15329,0.743,0.712,1,-6.012,1,0.0628,0.118,0.0,0.166,0.89,113.664,spotify:track:6bnKiqeXIQjOpZZSy0qTg7,204728
Winger,Easy Come Easy Go,15331,0.687,0.68,1,-10.835,1,0.0299,0.0128,1.73e-05,0.0702,0.825,118.03,spotify:track:0giUVQS9tpiaJJ5D9UeX6Y,245240
The Rembrandts,"Just The Way It Is, Baby",15332,0.794,0.613,3,-8.711,1,0.0295,0.329,2.67e-06,0.0764,0.823,110.738,spotify:track:4AgtVP8QGgkqYbVeLJCWDz,243893
ZZ Top,Give It Up,15333,0.664,0.665,10,-9.881,1,0.0282,0.00812,0.000114,0.149,0.53,123.95,spotify:track:470PZEQc7PUnvhp73hSrJc,209427
Enigma,Sadeness Part 1,15334,0.607,0.478,7,-13.677,1,0.0354,0.0866,0.106,0.0983,0.51,95.721,spotify:track:3MVm36ouM56jbP5rORxbVy,260400
