artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Nancy Sinatra & Lee Hazlewood,Some Velvet Morning,4897,0.28,0.48,1,-8.413,0,0.0318,0.5,0.0,0.168,0.345,125.674,spotify:track:0NWDIJCR2vOYJN8ipD8Ktb,221627
Joe Simon,No Sad Songs,4899,0.662,0.431,0,-12.635,1,0.0329,0.566,0.00708,0.138,0.916,133.429,spotify:track:742ePjImigmiox2eD6X4pP,139294
"Dave Dee, Dozy, Beaky, Mick And Tich",Zabadak,4900,0.487,0.879,7,-6.151,1,0.157,0.284,0.897,0.113,0.404,129.522,spotify:track:1FPmEIIIhzo6lSUXPoxVuS,228667
The Lovin' Spoonful,Money,4901,0.801,0.248,2,-15.871,1,0.0563,0.569,0.0232,0.122,0.578,114.82,spotify:track:5o179PzNeHCNvveju5xa1Q,113173
Spanky And Our Gang,Sunday Mornin',4902,0.297,0.549,6,-8.325,1,0.0313,0.801,0.00163,0.186,0.39,99.433,spotify:track:6UAj2VDOeHyb8OQl17Dogy,232800
James Carr,A Man Needs A Woman,4903,0.522,0.289,8,-11.47,1,0.0431,0.778,0.0,0.199,0.453,74.943,spotify:track:5w9C1f415WEIBm6QKyZCHv,170075
Neil Diamond,New Orleans,4904,0.563,0.989,7,-3.703,1,0.0651,0.0396,5.13e-05,0.144,0.953,88.792,spotify:track:0tsf1sI5lpIuWwIRwYRn3D,144747
The Temptations,I Wish It Would Rain,4906,0.388,0.449,3,-12.584,1,0.088,0.443,0.0,0.265,0.692,179.651,spotify:track:1tjpccwiGZTMDfHr5VGCmT,162707
Cream,Sunshine Of Your Love,4907,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,spotify:track:2K2M0TcglCRLLpFOzKeFZA,250400
The Cowsills,We Can Fly,4908,0.374,0.578,5,-9.577,1,0.0397,0.528,6.71e-06,0.194,0.654,143.72,spotify:track:4mf07kgBgBt4nChjn5M9SE,135160
Herman's Hermits,I Can Take Or Leave Your Loving,4909,0.578,0.633,7,-7.114,1,0.0275,0.0613,2.65e-06,0.094,0.832,126.96,spotify:track:7nxUD7qBjQnCqQ84UvfMdW,154147
Marvin Gaye,You,4910,0.653,0.49,0,-10.106,1,0.0408,0.323,4.13e-06,0.0832,0.963,110.202,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,177773
James & Bobby Purify,Do Unto Me,4911,0.666,0.699,0,-6.636,1,0.0459,0.458,1.06e-06,0.0993,0.669,117.357,spotify:track:6ykLs6tGHh7VY2mVTxjD8n,150093
"Oscar Toney, Jr.",Without Love (There Is Nothing),4912,0.261,0.376,7,-7.275,1,0.0289,0.587,0.00382,0.157,0.336,150.789,spotify:track:4BQVBVTok2VEEv5qyiOB3G,225733
Long John Baldry,Let The Heartaches Begin,4913,0.458,0.724,9,-8.547,1,0.0297,0.0674,2.08e-06,0.323,0.505,90.508,spotify:track:6qjz4HMcUErYWUz6TnRi3W,192853
Buffalo Springfield,Expecting To Fly,4914,0.161,0.348,5,-13.283,1,0.0319,0.795,0.329,0.0971,0.123,150.989,spotify:track:3uVmR6oQq0NluVZXkipKHV,224200
Dionne Warwick,(Theme From) Valley Of The Dolls,4916,0.231,0.273,5,-13.277,1,0.0344,0.871,2.41e-06,0.059,0.0881,76.183,spotify:track:5PvGMVHi4khdbeVB1ExwTW,218840
Bee Gees,Words,4917,0.259,0.289,2,-10.491,1,0.0285,0.14,0.0,0.162,0.246,80.326,spotify:track:07PIhdmyYIw8dMeDMsx9FU,198453
James Brown And The Famous Flames,There Was A Time,4918,0.823,0.68,0,-10.412,0,0.0486,0.245,0.0205,0.128,0.607,128.297,spotify:track:1NAIlRHOyqXyXoJfDzVxAM,327253
The Dells,There Is,4919,0.322,0.643,9,-14.51,0,0.0892,0.134,0.0,0.102,0.803,171.436,spotify:track:3BlKmOLN4e6DP4fG9pGt48,215307
Glen Campbell,Hey Little One,4920,0.598,0.524,11,-7.622,1,0.0232,0.233,2.06e-05,0.219,0.436,86.972,spotify:track:0bbazTsBa37DXVBl3RwBfu,157923
Clarence Carter,Looking For A Fox,4921,0.651,0.639,11,-14.515,0,0.0479,0.119,0.000468,0.123,0.878,114.933,spotify:track:3DXYb1QKSQn6XmClVorPqN,136069
Ruby Andrews,Hey Boy Take A Chance On Love,4922,0.526,0.595,5,-6.071,1,0.0259,0.481,0.0,0.491,0.82,94.646,spotify:track:2yglo7I0FEWVvu5yATre3y,163933
Linda Jones,Give My Love A Try,4923,0.406,0.486,1,-9.826,0,0.0373,0.786,0.0,0.674,0.651,72.219,spotify:track:0Cf60FPZbeZa3PKob5GKbM,152133
Frankie Laine,To Each His Own,4924,0.217,0.643,3,-10.102,1,0.0523,0.72,0.509,0.743,0.54,82.044,spotify:track:4qT8AobbFK8hDQOlHBWUMj,116149
