artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Deep Purple,Knocking At Your Back Door,13056,0.524,0.818,11,-6.701,0,0.0406,0.000915,4.47e-05,0.0916,0.525,121.699,spotify:track:1VJBQdDrOblSLmoZMeh1xh,425200
The Honeydrippers,Rockin' At Midnight,13057,0.487,0.789,9,-8.112,1,0.108,0.0515,4.25e-05,0.329,0.843,161.759,spotify:track:2KRL3DGRNhiKDQQA50MLS6,359853
Nolan Thomas,Yo Little Brother,13058,0.686,0.949,2,-8.841,0,0.0656,0.0161,0.000235,0.202,0.913,104.69,spotify:track:1g03xauno5osqJQoqVdqdx,319000
Eugene Wilde,Gotta Get You Home Tonight,13060,0.623,0.633,0,-6.768,1,0.0563,0.277,0.0,0.0384,0.575,93.116,spotify:track:35Z9SYT8AjvgvUag0H4iQt,314104
David Lee Roth,California Girls,13061,0.582,0.748,4,-5.93,1,0.0521,0.432,0.0,0.0707,0.433,115.13,spotify:track:4H3vuLX59XPqdtTpIesGyS,171456
Tina Turner,Private Dancer,13063,0.587,0.572,2,-9.656,1,0.0412,0.363,0.0883,0.0914,0.472,115.464,spotify:track:23xzKnzG5oKUpqn39cK3Ct,434373
Pat Benatar,Ooh Ooh Song,13064,0.363,0.715,5,-14.382,1,0.0371,0.0346,0.199,0.166,0.917,114.879,spotify:track:451AtTeM7b3piMwVroQN70,248373
Chaka Khan,This Is My Night,13066,0.735,0.893,4,-11.104,0,0.0718,0.0136,0.033,0.048,0.693,108.901,spotify:track:1EZmeztCbpOM1vqDlGyJLQ,280627
Jeffrey Osborne,The Borderlines,13067,0.848,0.89,7,-10.604,1,0.0394,0.181,0.00138,0.0826,0.968,133.614,spotify:track:4Wgm7YH6nP1LdOfQOAcnS7,327467
Kim Carnes,Invitation To Dance,13069,0.823,0.931,0,-5.191,1,0.0306,0.225,3.18e-06,0.301,0.963,122.774,spotify:track:69giSyXuflQcEoR8OpWQ36,219347
Journey,Only The Young,13070,0.331,0.833,7,-6.204,1,0.0408,0.0115,0.0,0.209,0.527,72.369,spotify:track:1E2iehquphUsbmj8VTzWdQ,244960
Julian Lennon,Too Late For Goodbyes,13071,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,spotify:track:2SPU97neddixGZ3wCMLAwx,214645
Billy Joel,Keeping The Faith,13072,0.781,0.672,2,-7.474,1,0.108,0.245,0.0,0.161,0.854,90.609,spotify:track:3nulzAA8PNw1nZcUbrNxcf,279000
Survivor,High On You,13073,0.659,0.714,7,-9.811,1,0.0321,0.398,1.15e-05,0.174,0.871,125.152,spotify:track:0kly0FygSDXVbvbXxsZ31S,248200
Commodores,Nightshift,13074,0.727,0.559,8,-10.194,1,0.0392,0.62,0.0114,0.0629,0.393,105.06,spotify:track:23IK8TF2MSiLnuEjaYPfVV,306560
Scandal Featuring Patty Smyth,Beat Of A Heart,13075,0.612,0.766,2,-5.58,0,0.0468,0.0276,2.18e-05,0.309,0.676,128.347,spotify:track:4BXCYOULbCWEQCkft8AWMc,285600
The Cars,Why Can't I Have You,13076,0.586,0.503,4,-10.001,0,0.0322,0.358,1.41e-05,0.0426,0.895,206.208,spotify:track:3hPljMlsrP2S4j2WQdhZo0,245507
Little River Band,Playing To Win,13077,0.654,0.948,7,-5.273,1,0.102,0.249,0.0,0.204,0.848,130.557,spotify:track:3bTC0dp9O6QH9YnOtrikc8,179120
Kenny Rogers,Crazy,13078,0.454,0.186,1,-16.281,1,0.031,0.727,5.49e-06,0.0783,0.303,136.173,spotify:track:1Cg8HzQLJ4rjjXprgotjJj,223667
John Waite,Restless Heart,13079,0.553,0.787,7,-8.72,1,0.0295,0.0412,0.0,0.155,0.852,134.243,spotify:track:1AUdiVjbhGgZ5hAKe5jA0N,270587
Animotion,Obsession,13080,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,spotify:track:3N7GqZMpZJW69Te1bfUTc3,337267
Duran Duran,Save A Prayer,13081,0.572,0.706,9,-8.707,0,0.0283,0.35,0.0,0.159,0.671,113.595,spotify:track:1ff8lsrJ2kuZuofMw81EQo,333307
Bryan Adams,Somebody,13082,0.545,0.749,9,-5.485,0,0.0273,0.00245,5.17e-06,0.0516,0.457,97.605,spotify:track:3KTxIOIZIE7UM6vwCX4Ofv,283387
David Bowie/Pat Metheny Group,This Is Not America,13083,0.715,0.674,0,-11.917,0,0.0376,0.0569,0.0033,0.0519,0.65,115.284,spotify:track:68Xn0WzQ1wdEFMP4R5gFW6,231427
Jermaine Stewart,The Word Is Out,13084,0.698,0.768,9,-8.308,0,0.0427,0.0144,0.116,0.0697,0.688,116.55,spotify:track:4LbFrIQwutqVBkw8qnfFrR,215560
The Manhattan Transfer,Baby Come Back To Me,13085,0.601,0.645,4,-8.803,0,0.0391,0.356,0.0,0.194,0.962,164.532,spotify:track:7udV34p4epT8rmsRCdsXMW,176093
Madonna,Material Girl,13087,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,spotify:track:22sLuJYcvZOSoLLRYev1s5,240280
Mick Jagger,Just Another Night,13088,0.766,0.878,9,-4.862,0,0.0585,0.127,0.00391,0.102,0.833,132.011,spotify:track:4pVTneBibGa5HU7HzAOvY8,315613
Phil Collins,One More Night,13089,0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,spotify:track:6fkvIT9KFKxO8poBeKfaEf,288973
Toto,Holyanna,13090,0.481,0.714,11,-15.129,0,0.0284,0.0286,7.89e-05,0.28,0.831,173.282,spotify:track:33GgRQ2PCzLGotP6KWwj1T,257773
