artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Milli Vanilli,All Or Nothing,14940,0.877,0.85,1,-13.03,1,0.0726,0.0154,0.00369,0.114,0.809,100.733,spotify:track:7sS1P9f8SDyl03hqC1etWU,200600
Warrant,Sometimes She Cries,14941,0.446,0.523,11,-11.716,1,0.027,0.00254,6.12e-06,0.349,0.655,146.482,spotify:track:0m5RdyFFcOKhut3sGkeWHG,283933
Michael Penn,No Myth,14942,0.633,0.795,0,-7.617,1,0.0319,0.054,8.83e-05,0.34,0.833,103.504,spotify:track:4SZozsPsG0vJ2Ti8BGxKsR,250813
Alannah Myles,Black Velvet,14943,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,spotify:track:1KU5EHSz04JhGg3rReGJ0N,287440
Billy Joel,I Go To Extremes,14944,0.592,0.918,5,-4.744,1,0.036,0.0143,1.25e-05,0.287,0.568,127.095,spotify:track:16LYB0chkPiblx33djiNTt,263200
Elton John,Sacrifice,14945,0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,spotify:track:0e3yhVeNaTfKIWQRw9U9sY,304133
Paul McCartney,Figure Of Eight,14946,0.723,0.595,4,-9.159,1,0.0301,0.158,0.000476,0.117,0.564,114.106,spotify:track:4o89rVjs2NpDQbhQmURsRs,207200
Janet Jackson,Escapade,14947,0.806,0.954,1,-6.741,1,0.0514,0.0259,0.000617,0.176,0.701,115.229,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,283934
Richard Marx,Too Late To Say Goodbye,14948,0.53,0.905,4,-9.166,0,0.0436,0.276,0.00303,0.106,0.373,101.297,spotify:track:30v1GJsSnw9GM1WndnsHIg,292600
Biz Markie,Just A Friend,14949,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,spotify:track:3yNVfRQlUPViUh8O2V9SQn,238267
Whitesnake,The Deeper The Love,14950,0.537,0.662,9,-7.52,1,0.0286,0.000611,1.43e-06,0.0863,0.471,104.977,spotify:track:63ZBSZ8zBvfGNK24BLMPAi,259901
Kevin Paige,Anything I Want,14952,0.738,0.821,8,-10.105,1,0.051,0.0273,0.00139,0.241,0.645,112.095,spotify:track:612ZS6tWAnroELI74JrrrW,287733
Belinda Carlisle,Summer Rain,14953,0.734,0.815,5,-9.203,1,0.0303,0.0407,2.85e-06,0.0555,0.958,128.869,spotify:track:4tWlR5VTAAa1mwi7E4qJb1,332400
Alice Cooper,House Of Fire,14954,0.479,0.979,10,-5.077,0,0.107,0.0207,0.0,0.722,0.292,124.765,spotify:track:3besbqbQ0SNltlL36FAMD2,226427
Skyy,Real Love,14955,0.674,0.451,11,-11.831,0,0.0304,0.578,0.000698,0.0865,0.67,135.435,spotify:track:5Z3zDee9HvKhDYVWBHTQog,314547
Taylor Dayne,Love Will Lead You Back,14956,0.547,0.513,1,-7.006,1,0.0267,0.201,0.0,0.0866,0.2,73.214,spotify:track:3HLgjHYaEhKFvV4SSvI9Te,277600
Joan Jett,Dirty Deeds,14957,0.645,0.8,2,-9.954,1,0.054,0.0651,2.83e-05,0.0644,0.661,137.127,spotify:track:5EmjBlrR2TzVzyveICMllj,197760
Sybil,Walk On By,14958,0.682,0.722,9,-7.599,1,0.0496,0.013,0.000816,0.0338,0.904,95.753,spotify:track:2FDIwfqSI44hVE9D6RmLQQ,247267
Technotronic,Get Up! (Before The Night Is Over),14959,0.79,0.727,6,-11.84,0,0.105,0.00418,0.000162,0.0628,0.67,123.958,spotify:track:2MOOJh1xUgND4rLjB6h4jY,337093
Lenny Kravitz,Let Love Rule,14961,0.689,0.452,0,-12.927,1,0.0407,0.0293,0.26,0.0672,0.696,152.814,spotify:track:2pmN85k5m9nO1rWaCDdrNE,342160
Yvonne,There's A Party Going On,14962,0.798,0.705,10,-11.501,0,0.0655,0.000893,0.205,0.0949,0.601,119.387,spotify:track:06ZJ2PnuA2aumouI5lOwZ5,383507
Enuff Z'Nuff,Fly High Michelle,14963,0.233,0.863,2,-4.319,1,0.0434,0.00999,0.0,0.228,0.496,175.657,spotify:track:6wUR8lnkxuQUeHa0rJOolR,230827
Madonna,Keep It Together,14964,0.719,0.819,7,-10.579,0,0.0448,0.231,0.0222,0.0808,0.794,103.078,spotify:track:04tSWZo4MLebMbf7RwSmyE,303200
Stevie B,Love Me For Life,14965,0.592,0.321,6,-13.953,1,0.0265,0.454,1.06e-05,0.0975,0.117,115.296,spotify:track:2Nw3ZpNLOhgpiY3XIKTDce,317200
Phil Collins,I Wish It Would Rain Down,14966,0.51,0.667,8,-4.715,1,0.0294,0.292,0.00683,0.313,0.356,125.887,spotify:track:4F2t297QK40XFcIHqkmLHs,327747
KISS,Forever,14967,0.435,0.666,6,-10.596,1,0.031,0.254,1.4e-05,0.0541,0.566,176.431,spotify:track:2o4u19nlQWOGg5mLanT7Pg,232640
Lisa Stansfield,All Around The World,14968,0.671,0.914,1,-4.598,1,0.107,0.573,2.77e-06,0.0856,0.806,101.201,spotify:track:1DapqOfkDAQCiKnvfwKo0g,265760
Jive Bunny & The Mastermixers,That's What I Like,14969,0.695,0.941,10,-5.534,1,0.108,0.0435,0.00095,0.116,0.788,165.006,spotify:track:5UmDpzngy9Km4ennDma7jq,241507
The Chimes,1-2-3,14970,0.826,0.611,6,-12.571,1,0.0648,0.0336,0.0224,0.0498,0.919,109.801,spotify:track:59SxsQ3e2bQ9U65GelEMqV,203360
The Rolling Stones,Almost Hear You Sigh,14973,0.648,0.815,1,-5.391,0,0.0232,0.275,0.000193,0.076,0.759,102.259,spotify:track:2r41JRUZ5Cjcx98ARVI0vo,277467
