artist,song,lyricId,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
Faces,Stay With Me,7235,0.458,0.869,9,-8.381,1,0.032,0.0969,0.0596,0.357,0.813,91.39,spotify:track:7fLTytvnvxy653VWxflTRf,279360
Climax,Precious And Few,7236,0.203,0.401,9,-12.341,1,0.0339,0.434,0.0,0.1,0.17,201.467,spotify:track:7uuM0HwvCG20e5ttu6ugmP,164653
T. Rex,Bang A Gong (Get It On),7237,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,spotify:track:6FsQrRpBLgsrFeAeiQqytm,267000
Robert John,The Lion Sleeps Tonight,7238,0.604,0.377,5,-12.179,1,0.0358,0.651,2.37e-06,0.103,0.9,128.523,spotify:track:79fwgYi0nxAn2Zda7sHlmC,153707
The 5th Dimension,Together Let's Find Love,7239,0.372,0.52,0,-10.883,0,0.0354,0.557,0.0,0.687,0.448,154.674,spotify:track:1LejPFshcBbPexpLUX6l1p,217280
Van Morrison,Tupelo Honey,7240,0.569,0.444,10,-10.097,1,0.0373,0.548,3.29e-05,0.119,0.515,71.426,spotify:track:5G4W4UzaJIpYl0ar95Cs17,415040
Jerry Reed,Another Puff,7242,0.726,0.441,0,-16.405,1,0.0945,0.955,0.2,0.096,0.685,86.717,spotify:track:4nSE6hEh0vxzjDVf8yvjjQ,245240
Detroit Emeralds,"You Want It, You Got It",7243,0.564,0.495,6,-9.129,0,0.0463,0.227,0.000113,0.0685,0.5,81.58,spotify:track:2zE47i0dZKBoSIFJGhtpG9,230360
The Supremes,Floy Joy,7245,0.634,0.654,2,-7.907,0,0.0321,0.516,2.37e-05,0.0758,0.851,136.074,spotify:track:4pZNhT4b0Kgh8goVuzATQX,170107
Grand Funk Railroad,Footstompin' Music,7246,0.387,0.899,0,-2.823,1,0.0473,0.000132,0.467,0.171,0.595,170.186,spotify:track:2Htzo9H8K5Kjf6tBoEUVS0,226520
Ten Years After,Baby Won't You Let Me Rock 'N Roll You,7248,0.289,0.934,2,-5.064,1,0.0574,0.0758,0.000712,0.279,0.846,155.02,spotify:track:5qP0zsvkc4uzRPMcDqOlDu,134667
Carpenters,Hurting Each Other,7249,0.341,0.325,4,-9.421,1,0.038,0.765,0.0,0.3,0.292,93.265,spotify:track:4wGKFjv7PUEZJsRk79wNKu,168533
Aretha Franklin,Oh Me Oh My (I'm A Fool For You Baby),7250,0.425,0.231,10,-13.895,1,0.0391,0.746,0.0,0.272,0.213,118.373,spotify:track:58yfJguiaxtLeYV3ly5nmR,222173
James Last,Music From Across The Way,7251,0.425,0.425,0,-8.907,1,0.0247,0.387,3.81e-06,0.192,0.414,85.879,spotify:track:1uSzy457bNbQxMzSf2a68V,186400
Traffic,Rock & Roll Stew...Part 1,7252,0.471,0.736,2,-12.186,0,0.0368,0.292,0.00254,0.0805,0.962,156.966,spotify:track:5xz0fGRk0gXkoFXpaa2azE,369827
The Osmonds,Down By The Lazy River,7253,0.6,0.909,1,-5.154,0,0.0742,0.433,0.0,0.337,0.94,141.678,spotify:track:49ZAeWd40u4py51DpjEY8p,163093
Delaney & Bonnie,Move 'Em Out,7256,0.524,0.671,0,-10.37,1,0.0357,0.258,4.68e-05,0.198,0.844,103.765,spotify:track:4P0CiSQQizUsq8tpZkBmND,170467
Roberta Flack,Will You Still Love Me Tomorrow,7257,0.329,0.0222,9,-25.0,1,0.0323,0.975,0.000345,0.0717,0.072,91.249,spotify:track:6n5647DTsQSR4llhBAqoUr,247227
Billy Preston,I Wrote A Simple Song,7258,0.705,0.494,7,-9.887,0,0.0336,0.576,0.000363,0.0865,0.649,96.525,spotify:track:6YMZ5TzoHef74i0q2H3rFZ,205827
Melanie,The Nickel Song,7259,0.525,0.282,5,-11.549,1,0.0504,0.737,0.0,0.0915,0.466,137.89,spotify:track:0f3efUtG7Ya6uJkmpJ1RRt,247987
Joe Tex,I Gotcha,7260,0.84,0.856,8,-11.277,1,0.328,0.182,0.000297,0.306,0.763,93.41,spotify:track:3t5caUWBhKDgy1ypsxRcg4,148813
The JB's,Gimme Some More,7262,0.821,0.426,2,-9.968,1,0.0766,0.203,0.0,0.0715,0.82,97.76,spotify:track:1NXyoATCYylbjSDFe8FHbJ,187560
War,Slippin' Into Darkness,7264,0.676,0.625,4,-8.747,0,0.0729,0.144,0.00658,0.0796,0.655,90.999,spotify:track:1jcTfIiBUz35bBqgHYItP6,227373
Bread,Everything I Own,7266,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241,spotify:track:52VIdyKqp1pJRSyUQaxKUA,187000
Bee Gees,My World,7267,0.767,0.43,4,-12.667,0,0.0619,0.045,0.00273,0.143,0.961,96.225,spotify:track:51VbUJoYc1TX1e7GPcLhFQ,206160
