date,rank,artist,song,lyricId
2019-01-05,1,Ariana Grande,"Thank U, Next",25230
2019-01-05,2,Halsey,Without Me,25187
2019-01-05,3,Mariah Carey,All I Want For Christmas Is You,18161
2019-01-05,4,Travis Scott,Sicko Mode,25076
2019-01-05,5,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),25208
2019-01-05,6,Panic! At The Disco,High Hopes,24967
2019-01-05,7,Marshmello & Bastille,Happier,25109
2019-01-05,8,Bobby Helms,Jingle Bell Rock,535
2019-01-05,9,Brenda Lee,Rockin' Around The Christmas Tree,534
2019-01-05,10,Burl Ives,A Holly Jolly Christmas,24278
2019-01-05,11,Nat King Cole,The Christmas Song (Merry Christmas To You),546
2019-01-05,12,Lil Baby & Gunna,Drip Too Hard,25148
2019-01-05,13,Andy Williams,It's The Most Wonderful Time Of The Year,24279
2019-01-05,14,Maroon 5 Featuring Cardi B,Girls Like You,24966
2019-01-05,15,Kodak Black Featuring Travis Scott & Offset,ZEZE,25200
2019-01-05,16,Gene Autry,Rudolph The Red-Nosed Reindeer,25266
2019-01-05,17,Sheck Wes,Mo Bamba,25120
2019-01-05,18,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,25149
2019-01-05,19,Cardi B,Money,25210
2019-01-05,20,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",25268
2019-01-05,21,"benny blanco, Halsey & Khalid",Eastside,25050
2019-01-05,22,Ariana Grande,Breathin,25106
2019-01-05,23,Post Malone,Better Now,24911
2019-01-05,24,5 Seconds Of Summer,Youngblood,24980
2019-01-05,25,Wham!,Last Christmas,24280
2019-01-05,26,The Ronettes,Sleigh Ride,25292
2019-01-05,27,Juice WRLD,Lucid Dreams,24940
2019-01-05,28,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),25291
2019-01-05,29,Jose Feliciano,Feliz Navidad,24277
2019-01-05,30,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,25170
2019-01-05,31,Bad Bunny Featuring Drake,MIA,25201
2019-01-05,32,Perry Como,(There's No Place Like) Home For The Holidays,25303
2019-01-05,33,Flipp Dinero,Leave Me Alone,25154
2019-01-05,34,Bing Crosby,White Christmas,533
2019-01-05,35,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,-1
2019-01-05,36,Meek Mill Featuring Drake,Going Bad,25263
2019-01-05,37,21 Savage,A Lot,25313
2019-01-05,38,Ella Mai,Trip,25094
2019-01-05,39,"Cardi B, Bad Bunny & J Balvin",I Like It,24870
2019-01-05,40,Elvis Presley,Blue Christmas,25314
2019-01-05,41,Dan + Shay,Speechless,25145
2019-01-05,42,John & Yoko/The Plastic Ono Band With The Harlem Community Choir,Happy Xmas (War Is Over),-1
2019-01-05,43,Darlene Love,Christmas (Baby Please Come Home),25305
2019-01-05,44,Kelly Clarkson,Underneath The Tree,23125
2019-01-05,45,Chuck Berry,Run Rudolph Run,25315
2019-01-05,46,Imagine Dragons,Natural,25063
2019-01-05,47,Post Malone,Wow.,25316
2019-01-05,48,Khalid & Normani,Love Lies,24802
2019-01-05,49,Frank Sinatra,Jingle Bells,25317
2019-01-05,50,Bazzi Featuring Camila Cabello,Beautiful,25091
2019-01-05,51,Khalid,Better,25151
2019-01-05,52,Lady Gaga & Bradley Cooper,Shallow,25171
2019-01-05,53,Katy Perry,Cozy Little Christmas,25307
2019-01-05,54,Luke Combs,She Got The Best Of Me,25104
2019-01-05,55,Lauren Daigle,The Christmas Song,25311
2019-01-05,56,Lil Wayne,Uproar,25164
2019-01-05,57,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,25318
2019-01-05,58,21 Savage,Can't Leave Without It,25319
2019-01-05,59,Lauren Daigle,You Say,25049
2019-01-05,60,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,-1
2019-01-05,61,Jimmie Allen,Best Shot,25155
2019-01-05,62,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,25044
2019-01-05,63,Dean Lewis,Be Alright,25228
2019-01-05,64,Mitchell Tenpenny,Drunk Me,25075
2019-01-05,65,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,25320
2019-01-05,66,A Boogie Wit da Hoodie,Look Back At It,25300
2019-01-05,67,21 Savage,All My Friends,25321
2019-01-05,68,XXXTENTACION,BAD!,25241
2019-01-05,69,Pardison Fontaine Featuring Cardi B,Backin' It Up,25160
2019-01-05,70,21 Savage,Break Da Law,25322
2019-01-05,71,Ariana Grande,Imagine,25302
2019-01-05,72,Tory Lanez & Rich The Kid,Talk To Me,25223
2019-01-05,73,21 Savage,Monster,25323
2019-01-05,74,Kodak Black,Calling My Spirit,25277
2019-01-05,75,Camila Cabello,Consequences,25238
2019-01-05,76,Juice WRLD,Armed And Dangerous,25242
2019-01-05,77,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,-1
2019-01-05,78,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,25279
2019-01-05,79,Thomas Rhett,Sixteen,25247
2019-01-05,80,Dierks Bentley Featuring Brothers Osborne,Burning Man,25221
2019-01-05,81,Luke Combs,Beautiful Crazy,24931
2019-01-05,82,Billie Eilish,When The Party's Over,25211
2019-01-05,83,Ava Max,Sweet But Psycho,25309
2019-01-05,84,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,25159
