date,rank,artist,song,lyricId
2006-01-07,1,Mariah Carey,Don't Forget About Us,19900
2006-01-07,2,Chris Brown,Run It!,19846
2006-01-07,3,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz,19929
2006-01-07,4,D4L,Laffy Taffy,19881
2006-01-07,5,Nickelback,Photograph,19857
2006-01-07,6,The Pussycat Dolls,Stickwitu,19901
2006-01-07,7,Beyonce Featuring Slim Thug,Check On It,19928
2006-01-07,8,Kanye West Featuring Jamie Foxx,Gold Digger,19822
2006-01-07,9,Juelz Santana,There It Go! (The Whistle Song),19893
2006-01-07,10,The Black Eyed Peas,My Humps,19841
2006-01-07,11,Kelly Clarkson,Because Of You,19856
2006-01-07,12,Mary J. Blige,Be Without You,19935
2006-01-07,13,Ray J,One Wish,19885
2006-01-07,14,Young Jeezy Featuring Akon,Soul Survivor,19851
2006-01-07,15,Fall Out Boy,"Dance, Dance",19913
2006-01-07,16,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",I Think They Like Me,19869
2006-01-07,17,Fall Out Boy,"Sugar, We're Goin' Down",19797
2006-01-07,18,Three 6 Mafia Featuring Young Buck & Eightball & MJG,Stay Fly,19870
2006-01-07,19,Eminem,When I'm Gone,19933
2006-01-07,20,T-Pain,I'm Sprung,19849
2006-01-07,21,The All-American Rejects,Dirty Little Secret,19827
2006-01-07,22,Sean Paul,We Be Burnin',19862
2006-01-07,23,Madonna,Hung Up,19912
2006-01-07,24,James Blunt,You're Beautiful,19926
2006-01-07,25,Ne-Yo,So Sick,19945
2006-01-07,26,Jamie Foxx Featuring Ludacris,Unpredictable,19943
2006-01-07,27,Trina Featuring Kelly Rowland,Here We Go,19887
2006-01-07,28,Gwen Stefani,Luxurious,19917
2006-01-07,29,Weezer,Beverly Hills,19723
2006-01-07,30,Lifehouse,You And Me,19668
2006-01-07,31,Green Day,Wake Me Up When September Ends,19832
2006-01-07,32,Gorillaz,Feel Good Inc,19765
2006-01-07,33,Carrie Underwood,"Jesus, Take The Wheel",19927
2006-01-07,34,Trace Adkins,Honky Tonk Badonkadonk,19918
2006-01-07,35,Kanye West Featuring Adam Levine,Heard 'Em Say,19911
2006-01-07,36,Rihanna,If It's Lovin' That You Want,19903
2006-01-07,37,The Pussycat Dolls Featuring Busta Rhymes,Don't Cha,19751
2006-01-07,38,Lil Wayne,Fireman,19930
2006-01-07,39,Purple Ribbon All-Stars,Kryptonite (I'm On It),19934
2006-01-07,40,Natasha Bedingfield,Unwritten,19944
2006-01-07,41,Chamillionaire Featuring Lil' Flip,Turn It Up,19920
2006-01-07,42,Mariah Carey,Shake It Off,19819
2006-01-07,43,Ludacris & Field Mob Featuring Jamie Foxx,Georgia,19962
2006-01-07,44,Mariah Carey,We Belong Together,19726
2006-01-07,45,Billy Currington,Must Be Doin' Somethin' Right,19905
2006-01-07,46,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",Nasty Girl,19950
2006-01-07,47,Keyshia Cole,I Should Have Cheated,19886
2006-01-07,48,Goo Goo Dolls,Better Days,19882
2006-01-07,49,Dierks Bentley,Come A Little Closer,19872
2006-01-07,50,Joe Nichols,Tequila Makes Her Clothes Fall Off,19895
2006-01-07,51,50 Cent,Window Shopper,19923
2006-01-07,52,Twista Featuring Trey Songz,Girl Tonite,19861
2006-01-07,53,Cascada,Everytime We Touch,19949
2006-01-07,54,Eminem Featuring Nate Dogg,Shake That,19955
2006-01-07,55,Alicia Keys,Unbreakable,19874
2006-01-07,56,Ashlee Simpson,L.O.V.E.,19916
2006-01-07,57,Little Big Town,Boondocks,19906
2006-01-07,58,Faith Hill,Like We Never Loved At All,19890
2006-01-07,59,George Strait,She Let Herself Go,19922
2006-01-07,60,System Of A Down,Hypnotize,19919
2006-01-07,61,The Black Eyed Peas,Pump It,19790
2006-01-07,62,Weezer,Perfect Situation,19959
2006-01-07,63,Death Cab For Cutie,Soul Meets Body,19892
2006-01-07,64,Ying Yang Twins Featuring Pitbull,Shake,19853
2006-01-07,65,Brad Paisley Featuring Dolly Parton,When I Get Where I'm Going,19937
2006-01-07,66,Kenny Chesney,Who You'd Be Today,19884
2006-01-07,67,Busta Rhymes,Touch It,19958
2006-01-07,68,Bow Wow Featuring J-Kwon & Jermaine Dupri,Fresh Azimiz,19957
2006-01-07,69,Juvenile,Rodeo,19947
2006-01-07,70,Avenged Sevenfold,Bat Country,19925
2006-01-07,71,Chris Brown,Yo (Excuse Me Miss),19965
2006-01-07,72,Daddy Yankee,Rompe,19938
2006-01-07,73,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),19964
2006-01-07,74,Korn,Twisted Transistor,19896
2006-01-07,75,Ashlee Simpson,Boyfriend,19866
2006-01-07,76,Bon Jovi,Have A Nice Day,19883
2006-01-07,77,Trey Songz,Gotta Go,19940
2006-01-07,78,Foo Fighters,DOA,19924
2006-01-07,79,Chris Cagle,Miss Me Baby,19908
2006-01-07,80,Shakira,Don't Bother,19915
2006-01-07,81,Keith Urban,Better Life,19860
2006-01-07,82,Shinedown,Save Me,19931
2006-01-07,83,Seether,Remedy,19825
2006-01-07,84,Garth Brooks,Good Ride Cowboy,19902
2006-01-07,85,Sugarland,Just Might (Make Me Believe),19939
2006-01-07,86,Miranda Lambert,Kerosene,19953
2006-01-07,87,Kirk Franklin,Looking For You,19946
2006-01-07,88,Frankie J,More Than Words,19864
2006-01-07,89,Cast Of Rent,Seasons Of Love,19839
2006-01-07,90,Keith Urban,Tonight I Wanna Cry,19963
