sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
-0.9836,0.0,0.902,0.098,1.6,97.5,3.08,16,351,294,38,25,Buckner & Garcia,Pac-Man Fever,11803
0.5932,0.05,0.91,0.039,1.2,98.41,3.07,9,432,346,51,23,Diana Ross,"Mirror, Mirror",11804
0.997,0.268,0.674,0.058,0.2,106.37,3.06,4,331,290,40,13,Peabo Bryson,Let The Feeling Flow,11805
0.998,0.276,0.688,0.036,1.0,99.02,2.76,14,355,290,47,8,Teddy Pendergrass,"You're My Latest, My Greatest Inspiration",11806
0.9656,0.192,0.676,0.133,2.0,96.28,4.23,13,212,178,20,3,ABBA,When All Is Said And Done,11807
0.9673,0.176,0.792,0.033,0.2,100.95,1.72,8,171,146,34,10,Journey,Open Arms,11808
0.9942,0.235,0.678,0.086,0.2,106.47,3.18,9,292,267,37,0,Stevie Wonder,That Girl,11809
-0.8658,0.029,0.883,0.089,4.4,73.95,4.06,11,253,165,28,14,The Police,Spirits In The Material World,11810
0.9969,0.291,0.632,0.076,2.5,95.06,4.53,9,283,243,24,4,Placido Domingo & John Denver,Perhaps Love,11811
0.9799,0.206,0.774,0.021,0.9,99.12,2.74,4,161,135,22,8,Cliff Richard,Daddy's Home,11812
0.7702,0.091,0.854,0.055,-0.3,107.48,2.48,6,213,197,32,9,AC/DC,Let's Get It Up,11813
0.9575,0.154,0.789,0.057,-0.5,108.09,2.24,3,214,192,34,14,Chilliwack,I Believe,11814
0.9751,0.124,0.876,0.0,1.3,98.21,2.8,7,251,210,30,9,The Oak Ridge Boys,Bobbie Sue,11815
0.9998,0.121,0.822,0.057,2.6,89.34,3.89,337,4616,3646,493,0,Smokey Robinson,Tell Me Tomorrow - Part I,11816
0.5475,0.115,0.771,0.114,4.0,85.79,4.73,10,552,427,39,24,Skyy,Call Me,11817
0.9973,0.298,0.64,0.062,-0.3,107.48,2.48,2,256,224,36,12,Soft Cell,Tainted Love,11818
0.9961,0.189,0.731,0.08,0.8,99.63,2.96,13,451,389,69,34,Rod Stewart,Tonight I'm Yours (Don't Hurt Me),11819
0.9926,0.162,0.838,0.0,1.7,97.2,3.2,5,306,255,32,13,"Earth, Wind & Fire",Wanna Be With You,11820
-0.9953,0.079,0.676,0.245,1.1,98.62,3.08,6,317,270,41,20,Player,If Looks Could Kill,11821
0.8818,0.143,0.794,0.064,0.7,105.15,3.4,3,161,144,17,0,The Pointer Sisters,Should I Do It,11822
0.99,0.105,0.81,0.086,7.9,48.67,4.9,423,3397,1925,333,0,The Steve Miller Band,Circle Of Love,11823
-0.9566,0.017,0.842,0.141,-0.6,108.4,2.12,6,176,159,30,8,Stevie Woods,Just Can't Win 'em All,11824
0.9839,0.177,0.747,0.076,2.1,90.77,3.83,27,331,252,42,8,Tom Tom Club,Genius Of Love,11825
0.941,0.147,0.819,0.034,1.8,96.99,3.49,5,222,188,23,26,Tommy Tutone,867-5309/jenny,11826
0.836,0.057,0.943,0.0,-0.6,108.19,2.2,4,201,187,34,11,Go-Go's,We Got The Beat,11827
0.9852,0.204,0.764,0.031,0.8,99.63,2.66,8,220,189,34,0,Sister Sledge,My Guy,11828
0.9992,0.367,0.625,0.008,0.4,106.06,3.18,7,328,287,38,6,Sammy Hagar,I'll Fall In Love Again,11829
0.9998,0.311,0.62,0.069,0.0,106.87,2.9,22,992,885,130,48,Bob & Doug McKenzie,Take Off,11830
0.9997,0.106,0.835,0.058,11.6,60.58,13.22,631,6087,4431,162,0,Conductor,Voice On The Radio,11831
0.3182,0.07,0.875,0.054,-0.3,107.48,2.88,9,215,198,32,10,Prism,Don't Let Him Know,11832
0.9954,0.254,0.736,0.01,2.6,89.45,3.15,6,219,174,24,14,Anne Murray,Another Sleepless Night,11833
0.9943,0.364,0.605,0.03,0.9,99.23,2.92,8,193,155,26,11,The Time,Cool (Part 1),11834
0.9418,0.066,0.934,0.0,0.4,100.54,1.88,9,281,233,50,21,T.G. Sheppard,Only One You,11835
0.9979,0.217,0.783,0.0,0.3,106.16,3.0,3,382,345,46,27,Joan Jett & the Blackhearts,I Love Rock 'N Roll,11836
0.9961,0.282,0.718,0.0,1.1,98.82,2.78,6,232,186,29,6,Huey Lewis & The News,Do You Believe In Love,11837
1.0,0.091,0.852,0.057,8.5,68.6,10.68,3118,20539,14854,762,0,Mike Post,Theme From Magnum P.i.,11838
0.9204,0.179,0.676,0.145,-0.2,107.18,2.81,10,217,195,30,9,The Doobie Brothers,Here To Love You,11839
0.9952,0.197,0.787,0.016,-0.3,107.58,2.56,6,367,323,53,22,Commodores,Why You Wanna Try Me,11840
0.9976,0.417,0.516,0.067,2.4,90.05,2.68,2,197,155,23,0,Van Halen,(oh) Pretty Woman,11841
0.9888,0.24,0.695,0.065,0.4,100.54,2.59,7,207,169,36,17,All Sports Band,Opposites Do Attract,11842
0.9985,0.31,0.69,0.0,0.4,100.54,2.64,13,318,264,56,40,Madleen Kane,You Can,11843
0.99,0.105,0.81,0.086,7.9,48.67,4.9,423,3397,1925,333,0,Petula Clark,Natural Love,11844
0.9941,0.209,0.736,0.055,-1.0,109.21,2.25,7,293,264,59,33,"Grover Washington, Jr.",Be Mine (Tonight),11845
0.985,0.163,0.803,0.034,0.6,100.14,2.04,7,345,290,57,37,Molly Hatchet,Power Play,11846
