sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
0.9978,0.284,0.6,0.116,1.6,97.5,3.82,10,378,324,42,5,Smokey Robinson & The Miracles,"Baby, Baby Don't Cry",5496
0.9907,0.229,0.723,0.048,1.6,97.5,3.31,7,208,177,23,2,William Bell,I Forgot To Be Your Lover,5497
0.7476,0.14,0.714,0.147,2.5,100.38,5.28,0,197,185,14,0,Frank Sinatra,Rain In My Heart,5498
0.9495,0.089,0.862,0.05,0.9,99.12,2.56,5,408,336,55,33,The Foundations,Build Me Up Buttercup,5499
0.9875,0.162,0.838,0.0,0.4,100.65,2.22,7,255,213,46,14,Arthur Conley,"Ob-La-Di, Ob-La-Da",5500
0.8122,0.086,0.899,0.015,0.5,100.24,2.66,8,147,121,24,3,John Sebastian,She's A Lady,5501
0.9971,0.292,0.708,0.0,-0.7,108.5,2.5,3,214,192,37,18,The Turtles,You Showed Me,5502
0.9999,0.129,0.822,0.049,9.8,70.77,11.37,433,6375,4943,192,0,Ray Charles & Jimmy Lewis,If It Wasn't For Bad Luck,5503
0.9804,0.216,0.747,0.036,-0.3,107.48,2.48,4,205,192,31,1,Nina Simone,Ain't Got No; I Got Life,5504
0.9985,0.492,0.482,0.026,0.8,99.53,2.28,2,165,136,24,9,Paul Anka,Goodnight My Love,5505
0.8377,0.112,0.809,0.08,0.9,99.33,3.14,15,445,357,61,19,Joe South,Games People Play,5506
1.0,0.157,0.738,0.105,19.1,41.1,20.57,2814,35123,24699,530,0,Nick DeCaro,If I Only Had Time,5507
0.5859,0.208,0.63,0.162,-0.1,107.08,2.64,1,100,93,14,4,Brian Hyland,Tragedy,5508
0.9748,0.152,0.833,0.015,1.0,98.92,2.75,8,206,171,27,0,Johnnie Taylor,Take Care Of Your Homework,5509
0.9578,0.162,0.756,0.082,-0.6,108.29,2.38,6,196,178,33,1,The First Edition,But You Know I Love You,5510
0.9842,0.181,0.819,0.0,-1.0,114.83,2.92,4,169,161,22,9,Spirit,I Got A Line On You,5511
-0.9874,0.172,0.478,0.35,-0.5,108.09,2.52,2,149,141,25,2,Betty Everett,There'll Come A Time,5512
0.9822,0.155,0.818,0.027,-0.6,108.4,2.31,15,234,212,40,7,Jr. Walker & The All Stars,Home Cookin,5513
0.9674,0.142,0.836,0.022,2.0,96.28,3.8,3,198,169,19,0,Ella Washington,He Called Me Baby,5514
0.9821,0.19,0.764,0.046,2.4,95.47,4.5,11,229,193,20,0,Etta James,Almost Persuaded,5515
0.9339,0.106,0.803,0.091,1.9,96.69,4.52,88,1005,823,97,0,Rock & Roll Double Bubble,Bubble Gum Music,5516
0.3029,0.076,0.85,0.075,-0.3,107.38,2.52,6,225,196,31,6,Al Wilson,Poor Side Of Town,5517
0.9906,0.274,0.726,0.0,-0.5,107.99,2.28,2,142,131,23,4,Bill Deal & The Rhondels,May I,5518
0.9643,0.094,0.893,0.013,1.5,97.6,3.35,12,302,257,34,13,The Fun And Games,The Grooviest Girl In The World,5519
0.9333,0.12,0.828,0.052,0.4,105.86,3.46,7,259,234,30,0,The Marvelettes,I'm Gonna Hold On Long As I Can,5520
0.9586,0.121,0.853,0.027,2.0,96.48,3.68,7,246,200,23,6,The Peppermint Rainbow,Will You Be Staying After Sunday,5521
0.5674,0.142,0.715,0.143,1.2,98.41,3.19,6,203,171,25,3,Tammi Terrell,This Old Heart Of Mine (Is Weak For You),5522
0.9712,0.18,0.721,0.099,0.2,106.37,3.35,5,306,277,38,19,Manfred Mann,Fox On The Run,5523
0.9855,0.208,0.749,0.043,2.4,89.95,2.98,5,195,156,23,8,Sir Douglas Quintet,Mendocino,5524
0.9434,0.11,0.839,0.051,0.2,106.47,3.13,5,354,315,44,12,Joe Tex,That's Your Baby,5525
-0.9266,0.083,0.763,0.154,1.6,97.5,3.35,13,350,292,38,6,Diana Ross & The Supremes,I'm Livin' In Shame,5526
0.9636,0.123,0.865,0.012,0.2,106.47,2.88,3,203,180,25,11,Creedence Clearwater Revival,Proud Mary,5527
0.6365,0.15,0.735,0.115,-0.2,107.28,2.81,6,179,160,25,2,James Brown,Give It Up Or Turnit A Loose,5528
0.999,0.424,0.539,0.037,0.6,100.04,2.08,5,284,240,46,15,Deep Purple,River Deep-Mountain High,5529
0.7184,0.142,0.809,0.049,1.6,92.08,2.44,4,89,71,15,2,Dion,Purple Haze,5530
-0.9812,0.106,0.787,0.107,9.3,66.57,10.42,3119,36408,25982,1208,1,Dorsey Burnette,The Greatest Love,5531
0.9883,0.252,0.727,0.022,1.3,98.21,3.38,6,172,139,20,3,1910 Fruitgum Co.,Indian Giver,5532
0.9731,0.277,0.675,0.048,-0.9,109.0,2.35,2,97,85,18,4,Glen Campbell & Bobbie Gentry,Let It Be Me,5533
-0.9578,0.106,0.725,0.169,3.4,87.42,4.64,20,334,261,28,1,Porter Wagoner,The Carroll County Accident,5534
0.875,0.069,0.931,0.0,2.7,94.66,4.45,10,188,157,15,2,Cream,Crossroads,5535
0.9897,0.198,0.802,0.0,0.6,99.94,2.12,4,236,205,39,5,Jose Feliciano,Hey! Baby,5536
0.9562,0.197,0.666,0.137,0.0,106.87,3.12,5,222,198,29,4,Marvin Gaye & Tammi Terrell,Good Lovin' Ain't Easy To Come By,5537
-0.7995,0.093,0.762,0.145,0.1,106.67,2.99,7,247,216,31,12,Tommy Roe,Dizzy,5538
0.8917,0.206,0.687,0.106,3.8,80.88,4.9,9,143,103,14,7,The Vogues,Woman Helping Man,5539
0.9956,0.287,0.713,0.0,-0.3,113.0,3.64,1,177,173,19,4,Dionne Warwick,This Girl's In Love With You,5540
0.9102,0.104,0.881,0.015,1.7,97.3,3.44,3,176,142,18,7,The Watts 103rd Street Rhythm Band,Do Your Thing,5541
