date,rank,artist,song,lyricId
1986-01-04,1,Lionel Richie,"Say You, Say Me",13395
1986-01-04,2,Eddie Murphy,Party All The Time,13362
1986-01-04,3,Simple Minds,Alive & Kicking,13371
1986-01-04,4,Dionne & Friends,That's What Friends Are For,13397
1986-01-04,5,Klymaxx,I Miss You,13338
1986-01-04,6,John Mellencamp,Small Town,13388
1986-01-04,7,Mr. Mister,Broken Wings,13343
1986-01-04,8,Phil Collins and Marilyn Martin,Separate Lives,13357
1986-01-04,9,The Cars,Tonight She Comes,13389
1986-01-04,10,Arcadia,Election Day,13379
1986-01-04,11,Stevie Nicks,Talk To Me,13403
1986-01-04,12,ZZ Top,Sleeping Bag,13370
1986-01-04,13,Dire Straits,Walk Of Life,13390
1986-01-04,14,Scritti Politti,Perfect Way,13328
1986-01-04,15,Survivor,Burning Heart,13391
1986-01-04,16,Bruce Springsteen,My Hometown,13426
1986-01-04,17,Sting,Love Is The Seventh Wave,13396
1986-01-04,18,Kool & The Gang,Emergency,13382
1986-01-04,19,Bryan Adams/Tina Turner,It's Only Love,13410
1986-01-04,20,Wham!,I'm Your Man,13418
1986-01-04,21,Miami Sound Machine,Conga,13378
1986-01-04,22,Stevie Wonder,Go Home,13412
1986-01-04,23,Clarence Clemons & Jackson Browne,You're A Friend Of Mine,13384
1986-01-04,24,Paul McCartney,Spies Like Us,13411
1986-01-04,25,Heart,Never,13336
1986-01-04,26,Starship,We Built This City,13326
1986-01-04,27,Night Ranger,Goodbye,13399
1986-01-04,28,Ta Mara & The Seen,Everybody Dance,13367
1986-01-04,29,Starpoint,Object Of My Desire,13351
1986-01-04,30,Jellybean Featuring Catherine Buchanan,Sidewalk Talk,-1
1986-01-04,31,Billy Ocean,"When The Going Gets Tough, The Tough Get Going",13419
1986-01-04,32,Pat Benatar,Sex As A Weapon,13413
1986-01-04,33,Pete Townshend,Face The Face,13401
1986-01-04,34,Aretha Franklin,Who's Zoomin' Who,13349
1986-01-04,35,Elton John,Wrap Her Up,13380
1986-01-04,36,Whitney Houston,How Will I Know,13427
1986-01-04,37,Sheila E.,A Love Bizarre,13404
1986-01-04,38,Sade,The Sweetest Taboo,13416
1986-01-04,39,Corey Hart,Everything In My Heart,13420
1986-01-04,40,Thompson Twins,Lay Your Hands On Me,13340
1986-01-04,41,Artists United Against Apartheid,Sun City,13392
1986-01-04,42,Eurythmics & Aretha Franklin,Sisters Are Doin' It For Themselves,13372
1986-01-04,43,a-ha,The Sun Always Shines on T.V.,13421
1986-01-04,44,James Brown,Living In America,13430
1986-01-04,45,Baltimora,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",-1
1986-01-04,46,The Dream Academy,Life In A Northern Town,13423
1986-01-04,47,Glenn Frey,You Belong To The City,13334
1986-01-04,48,Rush,The Big Money,13402
1986-01-04,49,Sheena Easton,Do It For Love,13381
1986-01-04,50,Mr. Mister,Kyrie,13440
1986-01-04,51,Wang Chung,To Live And Die In L.A.,13365
1986-01-04,52,Mike + The Mechanics,Silent Running (On Dangerous Ground),13417
1986-01-04,53,Asia,Go,13428
1986-01-04,54,Ready For The World,Digital Display,13431
1986-01-04,55,New Edition,Count Me Out,13394
1986-01-04,56,Twisted Sister,Leader Of The Pack,13422
1986-01-04,57,Paul Young,Everything Must Change,13414
1986-01-04,58,Stevie Wonder,Part-Time Lover,13321
1986-01-04,59,Jack Wagner,Too Young,13385
1986-01-04,60,Freddie Jackson,You Are My Lady,13327
1986-01-04,61,Jan Hammer,Miami Vice Theme,13324
1986-01-04,62,Freddie Jackson,He'll Never Love You (Like I Do),13439
1986-01-04,63,Barbra Streisand,Somewhere,13436
1986-01-04,64,Queen,One Vision,13429
1986-01-04,65,Starship,Sara,13444
1986-01-04,66,Hooters,Day By Day,13435
1986-01-04,67,"Isley, Jasper, Isley",Caravan Of Love,13433
1986-01-04,68,David Foster,Love Theme From St. Elmo's Fire (Instrumental),-1
1986-01-04,69,Tears For Fears,Head Over Heels,13332
1986-01-04,70,Lisa Lisa And Clult Jam With Full Force,Can You Feel The Beat,13409
1986-01-04,71,James Taylor,Everyday,13398
1986-01-04,72,Kenny Rogers,Morning Desire,13415
1986-01-04,73,Tina Turner,One Of The Living,13358
1986-01-04,74,Charlie Sexton,Beat's So Lonely,13438
1986-01-04,75,Kate Bush,Running Up That Hill,13331
1986-01-04,76,El DeBarge With DeBarge,The Heart Is Not So Smart,13432
1986-01-04,77,Orchestral Manoeuvres In The Dark,Secret,13437
1986-01-04,78,Chaka Khan,Own The Night,13443
1986-01-04,79,ABC,Be Near Me,13309
1986-01-04,80,Atlantic Starr,Secret Lovers,13445
1986-01-04,81,Nick Lowe And His Cowboy Outfit,I Knew The Bride (When She Use To Rock And Roll),-1
1986-01-04,82,Eugene Wilde,Don't Say No Tonight,13434
