date,rank,artist,song,lyricId
2020-01-04,1,Mariah Carey,All I Want For Christmas Is You,18161
2020-01-04,2,Brenda Lee,Rockin' Around The Christmas Tree,534
2020-01-04,3,Bobby Helms,Jingle Bell Rock,535
2020-01-04,4,Burl Ives,A Holly Jolly Christmas,24278
2020-01-04,5,Post Malone,Circles,25666
2020-01-04,6,Arizona Zervas,Roxanne,25766
2020-01-04,7,Andy Williams,It's The Most Wonderful Time Of The Year,24279
2020-01-04,8,Lewis Capaldi,Someone You Loved,25504
2020-01-04,9,Maroon 5,Memories,25705
2020-01-04,10,Lizzo,Good As Hell,25655
2020-01-04,11,Wham!,Last Christmas,24280
2020-01-04,12,Jose Feliciano,Feliz Navidad,24277
2020-01-04,13,Roddy Ricch,The Box,25814
2020-01-04,14,Tones And I,Dance Monkey,25737
2020-01-04,15,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",25268
2020-01-04,16,Nat King Cole,The Christmas Song (Merry Christmas To You),546
2020-01-04,17,Dan + Shay & Justin Bieber,"10,000 Hours",25726
2020-01-04,18,Selena Gomez,Lose You To Love Me,25748
2020-01-04,19,Mustard & Roddy Ricch,Ballin',25600
2020-01-04,20,DaBaby,BOP,25709
2020-01-04,21,The Ronettes,Sleigh Ride,25292
2020-01-04,22,Gene Autry,Rudolph The Red-Nosed Reindeer,25266
2020-01-04,23,Billie Eilish,Bad Guy,25446
2020-01-04,24,Andy Williams,Happy Holiday / The Holiday Season,25809
2020-01-04,25,Chris Brown Featuring Drake,No Guidance,25543
2020-01-04,26,Shawn Mendes & Camila Cabello,Senorita,25562
2020-01-04,27,Juice WRLD & YoungBoy Never Broke Again,Bandit,25727
2020-01-04,28,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,-1
2020-01-04,29,Darlene Love,Christmas (Baby Please Come Home),25305
2020-01-04,30,Lil Nas X,Panini,25563
2020-01-04,31,Kelly Clarkson,Underneath The Tree,23125
2020-01-04,32,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),25291
2020-01-04,33,Young Thug Featuring Gunna,Hot,25634
