date,rank,artist,song,lyricId
2012-01-07,1,LMFAO,Sexy And I Know It,22269
2012-01-07,2,Rihanna Featuring Calvin Harris,We Found Love,22290
2012-01-07,3,Katy Perry,The One That Got Away,22324
2012-01-07,4,Bruno Mars,It Will Rain,22300
2012-01-07,5,Jay Z Kanye West,Ni**as in Paris,22240
2012-01-07,6,Flo Rida,Good Feeling,22271
2012-01-07,7,Adele,Set Fire To The Rain,22011
2012-01-07,8,Adele,Someone Like You,22008
2012-01-07,9,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,21965
2012-01-07,10,Big Sean Featuring Nicki Minaj,Dance (A$$),22316
2012-01-07,11,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,22172
2012-01-07,12,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,22177
2012-01-07,13,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock,22302
2012-01-07,14,David Guetta Featuring Usher,Without You,22264
2012-01-07,15,Drake,Headlines,22234
2012-01-07,16,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free",22318
2012-01-07,17,J. Cole,Work Out,22200
2012-01-07,18,Toby Keith,Red Solo Cup,22335
2012-01-07,19,Justin Bieber,Mistletoe,22328
2012-01-07,20,Foster The People,Pumped Up Kicks,22093
2012-01-07,21,Drake Featuring Lil Wayne,The Motto,22365
2012-01-07,22,Rihanna,You Da One,22361
2012-01-07,23,Gavin DeGraw,Not Over You,22164
2012-01-07,24,Drake Featuring Nicki Minaj,Make Me Proud,22326
2012-01-07,25,Jessie J,Domino,22325
2012-01-07,26,Luke Bryan,I Don't Want This Night To End,22306
2012-01-07,27,Selena Gomez & The Scene,Love You Like A Love Song,22182
2012-01-07,28,Nicki Minaj,Super Bass,22094
2012-01-07,29,Hot Chelle Rae Featuring New Boyz,I Like It Like That,22310
2012-01-07,30,Taylor Swift Featuring The Civil Wars,Safe & Sound,22407
2012-01-07,31,Cobra Starship Featuring Sabi,You Make Me Feel...,22208
2012-01-07,32,Kelly Clarkson,Mr. Know It All,22276
2012-01-07,33,Pitbull Featuring Chris Brown,International Love,22149
2012-01-07,34,Jason Derulo,It Girl,22235
