date,rank,artist,song,lyricId
1960-01-02,1,Marty Robbins,El Paso,1
1960-01-02,2,Frankie Avalon,Why,2
1960-01-02,3,Miss Toni Fisher,The Big Hurt,3
1960-01-02,4,Johnny Preston,Running Bear,4
1960-01-02,5,Freddie Cannon,Way Down Yonder In New Orleans,-1
1960-01-02,6,Guy Mitchell,Heartaches By The Number,5
1960-01-02,7,Paul Anka,It's Time To Cry,6
1960-01-02,8,Connie Francis,Among My Souvenirs,7
1960-01-02,9,Steve Lawrence,Pretty Blue Eyes,8
1960-01-02,10,Jimmy Clanton,"Go, Jimmy, Go",9
1960-01-02,11,Bobby Rydell,We Got Love,10
1960-01-02,12,Bobby Darin,Mack The Knife,11
1960-01-02,13,Andy Williams,The Village Of St. Bernadette,12
1960-01-02,14,The Nutty Squirrels,Uh! Oh! Part 2,13
1960-01-02,15,Larry Hall,Sandy,14
1960-01-02,16,Fabian,Hound Dog Man,15
1960-01-02,17,The Browns,Scarlet Ribbons (For Her Hair),16
1960-01-02,18,Bill Black's Combo,Smokie - Part 2,17
1960-01-02,19,Della Reese,Not One Minute More,18
1960-01-02,20,Fabian,This Friendly World,19
1960-01-02,21,Ernie Fields & Orch.,In The Mood,20
1960-01-02,22,The Harry Simeone Chorale,The Little Drummer Boy,21
1960-01-02,23,Marv Johnson,You Got What It Takes,22
1960-01-02,24,Annette With The Afterbeats,First Name Initial,23
1960-01-02,25,Brook Benton,So Many Ways,24
1960-01-02,26,Neil Sedaka,Oh! Carol,25
1960-01-02,27,Fats Domino,Be My Guest,26
1960-01-02,28,Santo & Johnny,Tear Drop,27
1960-01-02,29,Mark Dinning,Teen Angel,28
1960-01-02,30,Lloyd Price and His Orchestra,Come Into My Heart,29
1960-01-02,31,The Fleetwoods,Mr. Blue,30
1960-01-02,32,Ricky Nelson,I Wanna Be Loved,31
1960-01-02,33,Conway Twitty,Danny Boy,32
1960-01-02,34,Della Reese,Don't You Know,33
1960-01-02,35,Jackie Wilson,Talk That Talk,34
1960-01-02,36,Rocco Granata and the International Quintet,Marina,-1
1960-01-02,37,Hugo & Luigi,Just Come Home,35
1960-01-02,38,Dee Clark,How About That,36
1960-01-02,39,Frankie Avalon,Swingin' On A Rainbow,37
1960-01-02,40,Johnny Mathis,Misty,38
1960-01-02,41,Jim Reeves,He'll Have To Go,39
1960-01-02,42,Royal Teens,Believe Me,40
1960-01-02,43,The Drifters,Dance With Me,41
1960-01-02,44,Bob Beckham,Just As Much As Ever,42
1960-01-02,45,"Dancer, Prancer And Nervous",The Happy Reindeer,43
1960-01-02,46,Duane Eddy His Twangy Guitar And The Rebels,Bonnie Came Back,-1
1960-01-02,47,Tommy Edwards,(New In) The Ways Of Love,44
1960-01-02,48,Rod Lauren,If I Had A Girl,45
1960-01-02,49,Ricky Nelson,Mighty Good,46
1960-01-02,50,The Coasters,What About Us,47
1960-01-02,51,Dion & The Belmonts,Where Or When,48
1960-01-02,52,The Spacemen,The Clouds,-1
1960-01-02,53,Stonewall Jackson,Mary Don't You Weep,49
1960-01-02,54,Willy Alberti,Marina,50
1960-01-02,55,The Drifters,"(If You Cry) True Love, True Love",51
1960-01-02,56,Webb Pierce,No Love Have I,52
1960-01-02,57,Johnny And The Hurricanes,Reveille Rock,53
1960-01-02,58,The Nutty Squirrels,Uh! Oh! Part 1,54
1960-01-02,59,Sammy Turner,Always,55
1960-01-02,60,Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",56
1960-01-02,61,David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),57
1960-01-02,62,The Four Preps,Down By The Station,58
1960-01-02,63,The Crests,A Year Ago Tonight,59
1960-01-02,64,Joe Turner,Honey Hush,60
1960-01-02,65,Conway Twitty,Lonely Blue Boy,61
1960-01-02,66,Lloyd Price and His Orchestra,Wont'cha Come Home,-1
1960-01-02,67,Jimmy Jones,Handy Man,62
1960-01-02,68,Bob Beckham,Crazy Arms,63
1960-01-02,69,Tommy Facenda,High School U.S.A.,64
1960-01-02,70,"Carl Dobkins, Jr.",Lucky Devil,65
1960-01-02,71,Clyde McPhatter,Let's Try Again,-1
1960-01-02,72,Dorothy Collins,Baciare Baciare (Kissing Kissing),-1
1960-01-02,73,Paul Evans and the Curls,(Seven Little Girls) Sitting In The Back Seat,66
1960-01-02,74,Jerry Wallace With The Jewels,Primrose Lane,67
1960-01-02,75,Brook Benton,This Time Of The Year,68
1960-01-02,76,The Clovers,Love Potion No. 9,69
1960-01-02,77,Tony Bennett,Climb Ev'ry Mountain,70
1960-01-02,78,Bill Haley And His Comets,Skokiaan (South African Song),-1
1960-01-02,79,Brenda Lee,Sweet Nothin's,71
1960-01-02,80,The Coasters,Run Red Run,72
1960-01-02,81,Anita Bryant,Promise Me A Rose (A Slight Detail),73
1960-01-02,82,Ray Smith,Rockin' Little Angel,74
1960-01-02,83,Ray Charles and his Orchestra,I'm Movin' On,75
1960-01-02,84,Spencer Ross,Tracy's Theme,76
1960-01-02,85,Johnny Cash,The Little Drummer Boy,77
1960-01-02,86,Joni James,Little Things Mean A Lot,78
1960-01-02,87,Faron Young,Riverboat,79
1960-01-02,88,The Viscounts,Harlem Nocturne,-1
1960-01-02,89,Connie Francis,God Bless America,80
1960-01-02,90,Patti Page,The Sound Of Music,81
1960-01-02,91,The Bluenotes,I Don't Know What It Is,82
1960-01-02,92,The Knockouts,Darling Lorraine,-1
