sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
1.0,0.097,0.809,0.093,4.8,89.08,6.63,3075,178907,148516,9300,59,Glenn Sutton,The Football Card,10537
0.971,0.091,0.901,0.009,1.3,98.11,3.66,16,400,343,48,23,Styx,Sing For The Day,10538
0.9287,0.204,0.734,0.062,1.1,98.72,3.08,4,103,84,13,2,Santana,Stormy,10539
0.998,0.309,0.628,0.063,2.8,89.04,3.38,6,339,270,35,21,The Babys,Every Time I Think Of You,10540
0.8074,0.172,0.74,0.088,-0.4,107.79,2.36,2,261,232,39,29,Gonzalez,Haven't Stopped Dancing Yet,10541
0.9632,0.145,0.819,0.036,0.4,100.44,1.92,7,242,202,42,5,Gene Chandler,Get Down,10542
0.9873,0.219,0.673,0.108,0.6,105.35,3.68,5,242,223,27,11,"Evelyn ""Champagne"" King",I Don't Know If It's Right,10543
-0.899,0.104,0.678,0.218,0.6,105.35,3.76,5,103,91,11,0,Ted Nugent,Need You Bad,10544
0.9949,0.214,0.756,0.029,0.5,105.55,3.24,2,278,260,32,9,Little River Band,Lady,10545
-0.5321,0.111,0.777,0.113,5.6,65.59,3.26,1153,18089,11321,1960,1,Donna Summer With Brooklyn Dreams,Heaven Knows,10546
0.9861,0.144,0.856,0.0,0.9,99.33,2.36,2,281,236,40,15,Sylvester,You Make Me Feel (Mighty Real),10547
0.9993,0.38,0.612,0.008,0.9,99.33,3.15,11,357,305,52,21,Shalamar,Take That To The Bank,10548
0.9951,0.177,0.809,0.015,0.4,100.44,2.65,17,381,329,68,29,Pablo Cruise,I Go To Rio,10549
0.985,0.146,0.785,0.069,1.1,98.62,2.75,14,414,359,54,20,Sad Cafe,Run Home Girl,10550
0.995,0.266,0.702,0.032,3.2,82.51,2.54,6,244,180,31,16,Herbie Mann,Superman,10551
0.9549,0.197,0.676,0.126,0.5,100.34,2.47,7,181,156,32,16,Poco,Crazy Love,10552
