date,rank,artist,song,lyricId
2001-01-06,1,Destiny's Child,Independent Women Part I,18378
2001-01-06,2,Dream,He Loves U Not,18387
2001-01-06,3,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,18409
2001-01-06,4,Mya,Case Of The Ex (Whatcha Gonna Do),18353
2001-01-06,5,Creed,With Arms Wide Open,18278
2001-01-06,6,OutKast,Ms. Jackson,18416
2001-01-06,7,Faith Hill,The Way You Love Me,18219
2001-01-06,8,Debelah Morgan,Dance With Me,18332
2001-01-06,9,matchbox twenty,If You're Gone,18397
2001-01-06,10,O-Town,Liquid Dreams,18447
2001-01-06,11,'N Sync,This I Promise You,18382
2001-01-06,12,JAY-Z,I Just Wanna Love U (Give It 2 Me),18404
2001-01-06,13,Lenny Kravitz,Again,18420
2001-01-06,14,Jennifer Lopez,Love Don't Cost A Thing,18436
2001-01-06,15,3 Doors Down,Kryptonite,18246
2001-01-06,16,P!nk,Most Girls,18345
2001-01-06,17,Samantha Mumba,Gotta Tell You,18370
2001-01-06,18,R. Kelly,I Wish,18383
2001-01-06,19,Nelly,E.I.,18389
2001-01-06,20,Barenaked Ladies,Pinch Me,18366
2001-01-06,21,Evan And Jaron,Crazy For This Girl,18410
2001-01-06,22,Britney Spears,Stronger,18430
2001-01-06,23,Mystikal Featuring Nivea,Danger (Been So Long),18445
2001-01-06,24,Ludacris Featuring Shawnna,What's Your Fantasy,18386
2001-01-06,25,Mikaila,So In Love With Two,18427
2001-01-06,26,Madonna,Don't Tell Me,18440
2001-01-06,27,Madonna,Music,18340
2001-01-06,28,U2,Beautiful Day,18390
2001-01-06,29,Backstreet Boys,Shape Of My Heart,18393
2001-01-06,30,Ja Rule Featuring Christina Milian,Between Me And You,18375
2001-01-06,31,Avant Featuring KeKe Wyatt,My First Love,18412
2001-01-06,32,K-Ci & JoJo,Crazy,18438
2001-01-06,33,Lil Bow Wow,Bow Wow (That's My Name),18428
2001-01-06,34,Fuel,Hemorrhage (In My Hands),18406
2001-01-06,35,Musiq,Just Friends (Sunny),18395
2001-01-06,36,Kandi,Don't Think I'm Not,18334
2001-01-06,37,Moby Featuring Gwen Stefani,South Side,18434
2001-01-06,38,matchbox twenty,Bent,18262
2001-01-06,39,Public Announcement,Mamacita,18448
2001-01-06,40,Tim McGraw,My Next Thirty Years,18399
2001-01-06,41,3LW,No More (Baby I'ma Do Right),18415
2001-01-06,42,NewSong,The Christmas Shoes,18457
2001-01-06,43,98 Degrees,My Everything,18437
2001-01-06,44,Dixie Chicks,Without You,18392
2001-01-06,45,Kenny Chesney,I Lost It,18400
2001-01-06,46,Sara Evans,Born To Fly,18402
2001-01-06,47,Cash Money Millionaires,Project Chick,18443
2001-01-06,48,Vertical Horizon,You're A God,18356
2001-01-06,49,Travis Tritt,Best Of Intentions,18355
2001-01-06,50,Jagged Edge,Promise,18450
2001-01-06,51,Dave Hollister,One Woman Man,18442
2001-01-06,52,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,18454
2001-01-06,53,Carl Thomas,Emotional,18425
