date,rank,artist,song,lyricId
1967-01-07,1,The Monkees,I'm A Believer,4178
1967-01-07,2,The Royal Guardsmen,Snoopy Vs. The Red Baron,4189
1967-01-07,3,Aaron Neville,Tell It Like It Is,4164
1967-01-07,4,The New Vaudeville Band,Winchester Cathedral,4107
1967-01-07,5,Nancy Sinatra,Sugar Town,4142
1967-01-07,6,Frank Sinatra,That's Life,4139
1967-01-07,7,Paul Revere & The Raiders Featuring Mark Lindsay,Good Thing,-1
1967-01-07,8,The Mamas & The Papas,Words Of Love,4165
1967-01-07,9,Four Tops,Standing In The Shadows Of Love,4190
1967-01-07,10,Donovan,Mellow Yellow,4126
1967-01-07,11,Bobby Vinton,Coming Home Soldier,4143
1967-01-07,12,Sandy Posey,Single Girl,4146
1967-01-07,13,The Temptations,(I Know) I'm Losing You,4140
1967-01-07,14,Mitch Ryder And The Detroit Wheels,Devil With A Blue Dress On & Good Golly Miss Molly,4069
1967-01-07,15,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Tell It To The Rain,-1
1967-01-07,16,The Music Machine,Talk Talk,4136
1967-01-07,17,The Beach Boys,Good Vibrations,4093
1967-01-07,18,Ronnie Dove,Cry,4163
1967-01-07,19,Stevie Wonder,A Place In The Sun,4130
1967-01-07,20,The Seekers,Georgy Girl,4166
1967-01-07,21,The Supremes,You Keep Me Hangin' On,4108
1967-01-07,22,Roger Williams,Born Free,3997
1967-01-07,23,Jimmy Ruffin,I've Passed This Way Before,4168
1967-01-07,24,The Lovin' Spoonful,Nashville Cats,4193
1967-01-07,25,? (Question Mark) & The Mysterians,I Need Somebody,4145
1967-01-07,26,Wilson Pickett,Mustang Sally,4149
1967-01-07,27,Herman's Hermits,East West,4167
1967-01-07,28,Petula Clark,Color My World,4202
1967-01-07,29,Eric Burdon & The Animals,Help Me Girl,4156
1967-01-07,30,The Yardbirds,Happenings Ten Years Time Ago,4162
1967-01-07,31,Blues Magoos,(We Ain't Got) Nothin' Yet,4183
1967-01-07,32,The Monkees,(I'm Not Your) Steppin' Stone,4191
1967-01-07,33,Senator Everett McKinley Dirksen,Gallant Men,-1
1967-01-07,34,Otis Redding,Try A Little Tenderness,4169
