date,rank,artist,song,lyricId
1973-01-06,1,Carly Simon,You're So Vain,7731
1973-01-06,2,Gilbert O'Sullivan,Clair,7669
1973-01-06,3,Billy Paul,Me And Mrs. Jones,7677
1973-01-06,4,Stevie Wonder,Superstition,7702
1973-01-06,5,Donna Fargo,Funny Face,7632
1973-01-06,6,Albert Hammond,It Never Rains In Southern California,7655
1973-01-06,7,Johnny Rivers,Rockin' Pneumonia - Boogie Woogie Flu,7638
1973-01-06,8,Kenny Loggins & Jim Messina,Your Mama Don't Dance,7694
1973-01-06,9,Curtis Mayfield,Superfly,7703
1973-01-06,10,Al Green,You Ought To Be With Me,7662
1973-01-06,11,Four Tops,Keeper Of The Castle,7690
1973-01-06,12,Jethro Tull,Living In The Past,7678
1973-01-06,13,Elton John,Crocodile Rock,7733
1973-01-06,14,Helen Reddy,I Am Woman,7503
1973-01-06,15,James Taylor,Don't Let Me Be Lonely Tonight,7720
1973-01-06,16,Austin Roberts,Something's Wrong With Me,7653
1973-01-06,17,Neil Diamond,Walk On Water,7693
1973-01-06,18,Cat Stevens,Sitting,7705
1973-01-06,19,Timmy Thomas,Why Can't We Live Together,7716
1973-01-06,20,Bread,Sweet Surrender,7689
1973-01-06,21,Three Dog Night,Pieces Of April,7706
1973-01-06,22,Wings,"Hi, Hi, Hi",7748
1973-01-06,23,Raspberries,I Wanna Be With You,7710
1973-01-06,24,Carole King,Been To Canaan,7713
1973-01-06,25,Hurricane Smith,"Oh, Babe, What Would You Say?",7723
1973-01-06,26,Marvin Gaye,Trouble Man,7743
1973-01-06,27,The Temptations,Papa Was A Rollin' Stone,7647
1973-01-06,28,Elvis Presley,Separate Ways,7722
1973-01-06,29,Blue Haze,Smoke Gets In Your Eyes,7696
1973-01-06,30,War,The World Is A Ghetto,7707
1973-01-06,31,Steely Dan,Do It Again,7709
1973-01-06,32,Brighter Side Of Darkness,Love Jones,7734
1973-01-06,33,Johnny Nash,I Can See Clearly Now,7601
1973-01-06,34,King Harvest,Dancing In The Moonlight,7671
1973-01-06,35,John Denver,Rocky Mountain High,7711
1973-01-06,36,Harold Melvin And The Blue Notes,If You Don't Know Me By Now,7628
1973-01-06,37,The Blue Ridge Rangers,Jambalaya (On The Bayou),-1
1973-01-06,38,Joni Mitchell,"You Turn Me On, I'm A Radio",7697
1973-01-06,39,Jackson 5,Corner Of The Sky,7670
1973-01-06,40,Chuck Berry,Reelin' & Rockin',7726
1973-01-06,41,Jermaine Jackson,Daddy's Home,7738
1973-01-06,42,Bobby Womack & Peace,Harry Hippie,-1
1973-01-06,43,The Who,The Relay,7736
1973-01-06,44,Seals & Crofts,Summer Breeze,7602
1973-01-06,45,The Hollies,Long Dark Road,7684
