date,rank,artist,song,lyricId
2013-01-05,1,Bruno Mars,Locked Out Of Heaven,22694
2013-01-05,2,Rihanna,Diamonds,22683
2013-01-05,3,The Lumineers,Ho Hey,22584
2013-01-05,4,Taylor Swift,I Knew You Were Trouble.,22702
2013-01-05,5,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,22595
2013-01-05,6,Ke$ha,Die Young,22682
2013-01-05,7,Maroon 5,One More Night,22594
2013-01-05,8,Flo Rida,I Cry,22685
2013-01-05,9,Phillip Phillips,Home,22569
2013-01-05,10,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,22656
2013-01-05,11,Swedish House Mafia Featuring John Martin,Don't You Worry Child,22674
2013-01-05,12,will.i.am & Britney Spears,Scream & Shout,22742
2013-01-05,13,P!nk,Try,22673
2013-01-05,14,fun.,Some Nights,22471
2013-01-05,15,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),22634
2013-01-05,16,Alicia Keys Featuring Nicki Minaj,Girl On Fire,22660
2013-01-05,17,Ed Sheeran,The A Team,22615
2013-01-05,18,Imagine Dragons,It's Time,22585
2013-01-05,19,PSY,Gangnam Style,22662
2013-01-05,20,Kendrick Lamar,Swimming Pools (Drank),22635
2013-01-05,21,Mariah Carey,All I Want For Christmas Is You,18161
2013-01-05,22,Florida Georgia Line Featuring Nelly,Cruise,22644
2013-01-05,23,"Kanye West, Jay-Z, Big Sean",Clique,22661
2013-01-05,24,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,22722
2013-01-05,25,Miguel,Adorn,22630
2013-01-05,26,Calvin Harris Featuring Florence Welch,Sweet Nothing,22710
2013-01-05,27,Pitbull Featuring TJR,Don't Stop The Party,22688
2013-01-05,28,Alex Clare,Too Close,22499
2013-01-05,29,Taylor Swift,We Are Never Ever Getting Back Together,22637
2013-01-05,30,Kelly Clarkson,Catch My Breath,22708
2013-01-05,31,Nicki Minaj,Va Va Voom,22521
2013-01-05,32,Of Monsters And Men,Little Talks,22525
2013-01-05,33,2 Chainz,I'm Different,22734
2013-01-05,34,Lil Wayne Featuring Detail,No Worries,22663
2013-01-05,35,Justin Bieber Featuring Big Sean,As Long As You Love Me,22588
