date,rank,artist,song,lyricId
1995-01-07,1,Boyz II Men,On Bended Knee,16606
1995-01-07,2,TLC,Creep,16599
1995-01-07,3,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",-1
1995-01-07,4,Real McCoy,Another Night,16541
1995-01-07,5,Bon Jovi,Always,16567
1995-01-07,6,Brandy,I Wanna Be Down,16564
1995-01-07,7,BLACKstreet,Before I Let You Go,16588
1995-01-07,8,69 Boyz,Tootsee Roll,16497
1995-01-07,9,Boyz II Men,I'll Make Love To You,16525
1995-01-07,10,Janet Jackson,You Want This/70's Love Groove,16583
1995-01-07,11,Melissa Etheridge,I'm The Only One,16523
1995-01-07,12,Madonna,Take A Bow,16630
1995-01-07,13,4PM,Sukiyaki,-1
1995-01-07,14,20 Fingers Featuring Gillette,Short Dick Man,16552
1995-01-07,15,Madonna,Secret,16570
1995-01-07,16,Des'ree,You Gotta Be,16548
1995-01-07,17,Sheryl Crow,All I Wanna Do,16519
1995-01-07,18,Barry White,Practice What You Preach,16571
1995-01-07,19,Immature,Constantly,16615
1995-01-07,20,Gloria Estefan,"Turn The Beat Around (From ""The Specialist"")",-1
1995-01-07,21,Corona,The Rhythm Of The Night,16603
1995-01-07,22,Tom Petty,You Don't Know How It Feels,16621
1995-01-07,23,Pretenders,I'll Stand By You,16529
1995-01-07,24,Vanessa Williams,The Sweetest Days,16602
1995-01-07,25,Hootie & The Blowfish,Hold My Hand,16574
1995-01-07,26,Crystal Waters,100% Pure Love,16461
1995-01-07,27,Deadeye Dick,"New Age Girl (From ""Dumb And Dumber"")",-1
1995-01-07,28,Jade,Every Day Of The Week,16613
1995-01-07,29,The 4 Seasons,"December 1963 (Oh, What A Night)",16528
1995-01-07,30,Toni Braxton,I Belong To You/How Many Ways,16569
1995-01-07,31,Craig Mack,Flava In Ya Ear,16526
1995-01-07,32,Ace Of Base,Living In Danger,16582
1995-01-07,33,Mary J. Blige,Be Happy,16596
1995-01-07,34,Brownstone,If You Love Me,16625
1995-01-07,35,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,16556
1995-01-07,36,R.E.M.,"What's The Frequency, Kenneth?",16558
1995-01-07,37,Scarface,I Never Seen A Man Cry (aka I Seen A Man Die),16608
1995-01-07,38,Immature,Never Lie,16513
1995-01-07,39,Babyface,When Can I See You,16473
1995-01-07,40,Rappin' 4-Tay,Playaz Club,16559
1995-01-07,41,B.M.U. (Black Men United),"U Will Know (From ""Jason's Lyric"")",-1
1995-01-07,42,Warren G,Do You See,16622
1995-01-07,43,Changing Faces,Foolin' Around,16612
1995-01-07,44,N2U,I Miss You,-1
1995-01-07,45,Method Man,Bring The Pain,16600
1995-01-07,46,John Mellencamp With Me'Shell Ndegeocello,Wild Night,-1
1995-01-07,47,Zhane,"Shame (From ""A Low Down Dirty Shame"")",16614
1995-01-07,48,Aerosmith,Blind Man,16601
1995-01-07,49,Da Brat,Fa All Y'all,16576
1995-01-07,50,Sting,When We Dance,16590
1995-01-07,51,Candlebox,Far Behind,16539
1995-01-07,52,Jon Secada,Mental Picture,16620
1995-01-07,53,Amy Grant With Vince Gill,House Of Love,16618
1995-01-07,54,Keith Murray,The Most Beautifullest Thing In This World,16587
1995-01-07,55,Guns N' Roses,"Sympathy For The Devil (""Interview With The Vampire"")",-1
1995-01-07,56,Elton John,"Circle Of Life (From ""The Lion King"")",16543
1995-01-07,57,Heavy D & The Boyz,Black Coffee,16595
1995-01-07,58,69 Boyz,Kitty Kitty,16626
1995-01-07,59,Luther Vandross,Always And Forever,16629
1995-01-07,60,Joe Diffie,Pickup Man,16635
1995-01-07,61,Lucas,Lucas With The Lid Off,16565
1995-01-07,62,John Mellencamp,Dance Naked,16591
1995-01-07,63,The Notorious B.I.G.,Juicy/Unbelievable,16540
1995-01-07,64,Andru Donalds,Mishale,16627
1995-01-07,65,2 Unlimited,Get Ready For This,15908
1995-01-07,66,Toad The Wet Sprocket,Something's Always Wrong,16566
1995-01-07,67,Craig Mack,Get Down,16640
1995-01-07,68,Hole,Doll Parts,16624
1995-01-07,69,Aaliyah,At Your Best (You Are Love),16546
1995-01-07,70,Luther Vandross & Mariah Carey,Endless Love,16551
1995-01-07,71,Soul For Real,Candy Rain,16644
1995-01-07,72,Eagles,Get Over It,16589
1995-01-07,73,Sheryl Crow,Strong Enough,16641
1995-01-07,74,Keith Sweat (Featuring Kut Klose),Get Up On It,16578
1995-01-07,75,Jeff Foxworthy,Redneck Stomp,16628
1995-01-07,76,Urge Overkill,"Girl, You'll Be A Woman Soon (From ""Pulp Fiction"")",16609
1995-01-07,77,"Harry Connick, Jr.",(I Could Only) Whisper Your Name,16585
1995-01-07,78,Reba McEntire,Till You Love Me,16634
1995-01-07,79,Mazzy Star,Fade Into You,16549
1995-01-07,80,Shaquille O'Neal,Biological Didn't Bother,16617
1995-01-07,81,Silk,"I Can Go Deep (From ""A Low Down Dirty Shame"")",16605
