date,rank,artist,song,lyricId
1964-01-04,1,Bobby Vinton,There! I've Said It Again,2228
1964-01-04,2,The Kingsmen,Louie Louie,2194
1964-01-04,3,The Singing Nun (Soeur Sourire),Dominique,2191
1964-01-04,4,Lenny Welch,Since I Fell For You,2177
1964-01-04,5,Bobby Rydell,Forget Him,2199
1964-01-04,6,The Murmaids,Popsicles And Icicles,2215
1964-01-04,7,Johnny Tillotson,Talk Back Trembling Lips,2198
1964-01-04,8,Martha & The Vandellas,Quicksand,2213
1964-01-04,9,Shirley Ellis,The Nitty Gritty,2207
1964-01-04,10,Joey Powers,Midnight Mary,2192
1964-01-04,11,The Caravelles,You Don't Have To Be A Baby To Cry,2182
1964-01-04,12,Dion Di Muci,Drip Drop,2204
1964-01-04,13,The Trashmen,Surfin' Bird,2247
1964-01-04,14,Brenda Lee,As Usual,2251
1964-01-04,15,Jack Jones,Wives And Lovers,2180
1964-01-04,16,Roy Orbison,Pretty Paper,2250
1964-01-04,17,Jan & Dean,Drag City,2241
1964-01-04,18,The Beach Boys,Be True To Your School,2181
1964-01-04,19,Nino Tempo & April Stevens,Whispering,2263
1964-01-04,20,The Secrets,The Boy Next Door,2193
1964-01-04,21,Dale & Grace,I'm Leaving It Up To You,2138
1964-01-04,22,Chubby Checker,Loddy Lo,2179
1964-01-04,23,Trini Lopez,Kansas City,2208
1964-01-04,24,Marvin Gaye,Can I Get A Witness,2165
1964-01-04,25,Tommy Roe,Everybody,2145
1964-01-04,26,Ray Charles,That Lucky Old Sun,2242
1964-01-04,27,Dick and DeeDee,Turn Around,2218
1964-01-04,28,The Supremes,When The Lovelight Starts Shining Through His Eyes,2232
1964-01-04,29,Garnet Mimms & The Enchanters,For Your Precious Love,2219
1964-01-04,30,The Duprees featuring Joey Vann,Have You Heard,-1
1964-01-04,31,The Tymes,Somewhere,2243
1964-01-04,32,Dionne Warwick,Anyone Who Had A Heart,2249
1964-01-04,33,The Marketts,Out Of Limits,-1
1964-01-04,34,Jerry Butler,Need To Belong,2214
1964-01-04,35,The Rip Chords,Hey Little Cobra,2254
1964-01-04,36,The Chiffons,I Have A Boyfriend,2209
1964-01-04,37,The Beach Boys,In My Room,2183
1964-01-04,38,"Peter, Paul & Mary",Stewball,2229
1964-01-04,39,The Miracles,I Gotta Dance To Keep From Crying,2223
1964-01-04,40,Jimmy Gilmer And The Fireballs,Daisy Petal Pickin',-1
1964-01-04,41,Rick Nelson,For You,2268
1964-01-04,42,The Ronettes,"Baby, I Love You",2267
1964-01-04,43,Robin Ward,Wonderful Summer,2178
1964-01-04,44,Chubby Checker,Hooka Tooka,2244
1964-01-04,45,Dean And Jean,Tra La La La Suzy,-1
1964-01-04,46,Garnet Mimms & The Enchanters,Baby Don't You Weep,-1
1964-01-04,47,The Chad Mitchell Trio,The Marvelous Toy,2233
1964-01-04,48,The Cookies,Girls Grow Up Faster Than Boys,2230
1964-01-04,49,Lesley Gore,You Don't Own Me,2269
1964-01-04,50,Rufus Thomas,Walking The Dog,2137
1964-01-04,51,The Marvelettes,As Long As I Know He's Mine,2203
1964-01-04,52,Neil Sedaka,Bad Girl,2205
1964-01-04,53,Murry Kellum,Long Tall Texan,-1
1964-01-04,54,Lesley Gore,She's A Fool,2121
1964-01-04,55,Steve & Eydie,I Can't Stop Talking About You,2264
1964-01-04,56,Cliff Richard,It's All In The Game,2245
1964-01-04,57,Rick Nelson,Today's Teardrops,2237
1964-01-04,58,Major Lance,"Um, Um, Um, Um, Um, Um",2280
1964-01-04,59,The Dynamics,Misery,2187
1964-01-04,60,Mary Wells,What's Easy For Two Is So Hard For One,2161
1964-01-04,61,Henry Mancini And His Orchestra,Charade,-1
1964-01-04,62,The Tams,What Kind Of Fool (Do You Think I Am),2253
1964-01-04,63,The Orlons,Bon-Doo-Wah,2260
1964-01-04,64,The Raindrops,That Boy John,2234
1964-01-04,65,The Kingston Trio,Ally Ally Oxen Free,2225
1964-01-04,66,Brooks O'Dell,Watch Your Step,2252
1964-01-04,67,The Baja Marimba Band,Comin' In The Back Door,-1
1964-01-04,68,The Girlfriends,"My One And Only, Jimmy Boy",2272
1964-01-04,69,Connie Francis,In The Summer Of His Years,2273
1964-01-04,70,Ginny Arnell,Dumb Head,2210
1964-01-04,71,Burl Ives,True Love Goes On And On,2270
1964-01-04,72,Tony Bennett,The Little Boy,2265
1964-01-04,73,Bobby Darin,Be Mad Little Girl,2221
1964-01-04,74,Dale Ward,Letter From Sherry,2271
1964-01-04,75,Frank Ifield,Please,2258
1964-01-04,76,Jay & The Americans,Come Dance With Me,2235
