date,rank,artist,song,lyricId
1994-01-01,1,Mariah Carey,Hero,16262
1994-01-01,2,Janet Jackson,Again,16260
1994-01-01,3,Ace Of Base,All That She Wants,16228
1994-01-01,4,Bryan Adams/Rod Stewart/Sting,All For Love,16293
1994-01-01,5,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),16224
1994-01-01,6,Toni Braxton,Breathe Again,16253
1994-01-01,7,DRS,Gangsta Lean,16255
1994-01-01,8,Snoop Dogg,What's My Name?,16303
1994-01-01,9,Michael Bolton,Said I Loved You...But I Lied,16276
1994-01-01,10,Salt-N-Pepa,Shoop,16240
1994-01-01,11,Tag Team,Whoomp! (There It Is),16131
1994-01-01,12,Bryan Adams,Please Forgive Me,16261
1994-01-01,13,Tevin Campbell,Can We Talk,16254
1994-01-01,14,2Pac,Keep Ya Head Up,16272
1994-01-01,15,Xscape,Just Kickin' It,16227
1994-01-01,16,The Cranberries,Linger,16267
1994-01-01,17,Domino,Getto Jam,16295
1994-01-01,18,Jodeci,Cry For You,16298
1994-01-01,19,"10,000 Maniacs",Because The Night,16280
1994-01-01,20,Culture Beat,Mr. Vain,16279
1994-01-01,21,Babyface,Never Keeping Secrets,16266
1994-01-01,22,Celine Dion,The Power Of Love,16300
1994-01-01,23,Jimmy Cliff,"I Can See Clearly Now (From ""Cool Runnings"")",16281
1994-01-01,24,Haddaway,What Is Love,16214
1994-01-01,25,Zhane,Hey Mr. D.J.,16212
1994-01-01,26,K7,Come Baby Come,16220
1994-01-01,27,R. Kelly,Sex Me (Parts I & II),16270
1994-01-01,28,Queen Latifah,U.N.I.T.Y.,16294
1994-01-01,29,Gabrielle,Dreams,16243
1994-01-01,30,Mariah Carey,Dreamlover,16194
1994-01-01,31,Hi-Five,"Never Should've Let You Go (From ""Sister Act 2"")",-1
1994-01-01,32,Billy Joel,All About Soul,16277
1994-01-01,33,Color Me Badd,Time And Chance,16273
1994-01-01,34,Aerosmith,Cryin',16190
1994-01-01,35,Joshua Kadison,Jessie,16251
1994-01-01,36,Aerosmith,Amazing,16306
1994-01-01,37,Shaquille O'Neal,(I Know I Got) Skillz,16263
1994-01-01,38,Tony Toni Tone,Anniversary,16231
1994-01-01,39,Gin Blossoms,Found Out About You,16290
1994-01-01,40,Billy Joel,The River Of Dreams,16188
1994-01-01,41,Inner Circle,Sweat (A La La La La Long),16196
1994-01-01,42,Eazy-E,Real Muthaphuckkin G's,16284
1994-01-01,43,Boyz II Men Featuring Brian McKnight,Let It Snow,16309
1994-01-01,44,Mr. Big,Wild World,16241
1994-01-01,45,UB40,Higher Ground,16249
1994-01-01,46,Xscape,Understanding,16318
1994-01-01,47,Zapp & Roger,Slow And Easy,16274
1994-01-01,48,Janet Jackson,If,16183
1994-01-01,49,Blind Melon,No Rain,16208
1994-01-01,50,Phil Collins,Both Sides Of The Story,16271
1994-01-01,51,US3,Cantaloop (Flip Fantasia),16299
1994-01-01,52,Def Leppard,"Two Steps Behind (From ""Last Action Hero"")",16221
1994-01-01,53,A Tribe Called Quest,Award Tour,16278
1994-01-01,54,Def Leppard,Miss You In A Heartbeat,16311
1994-01-01,55,Lisette Melendez,Goody Goody,16310
1994-01-01,56,Elton John & Kiki Dee,True Love,16296
1994-01-01,57,Little Texas,God Blessed Texas,16286
1994-01-01,58,Collage,I'll Be Loving You,16297
1994-01-01,59,Intro,Come Inside,16218
1994-01-01,60,Red Hot Chili Peppers,"Soul To Squeeze (From ""Coneheads"")",-1
