date,rank,artist,song,lyricId
1981-01-03,1,John Lennon,(Just Like) Starting Over,11355
1981-01-03,2,Leo Sayer,More Than I Can Say,11322
1981-01-03,3,Neil Diamond,Love On The Rocks,11354
1981-01-03,4,Kenny Rogers,Lady,11328
1981-01-03,5,Bruce Springsteen,Hungry Heart,11360
1981-01-03,6,Air Supply,Every Woman In The World,11350
1981-01-03,7,Barbra Streisand & Barry Gibb,Guilty,11356
1981-01-03,8,Blondie,The Tide Is High,11370
1981-01-03,9,Pat Benatar,Hit Me With Your Best Shot,11330
1981-01-03,10,Heart,Tell It Like It Is,11376
1981-01-03,11,Rod Stewart,Passion,11377
1981-01-03,12,The Police,"De Do Do Do, De Da Da Da",11348
1981-01-03,13,Stevie Wonder,Master Blaster (Jammin'),11314
1981-01-03,14,Queen,Another One Bites The Dust,11270
1981-01-03,15,Diana Ross,It's My Turn,11351
1981-01-03,16,Barry Manilow,I Made It Through The Rain,11379
1981-01-03,17,Kool & The Gang,Celebration,11352
1981-01-03,18,The Korgis,Everybody's Got To Learn Sometime,11336
1981-01-03,19,Eddie Rabbitt,I Love A Rainy Night,11367
1981-01-03,20,Steely Dan,Hey Nineteen,11388
1981-01-03,21,Andy Gibb,Time Is Time,11380
1981-01-03,22,Barbra Streisand,Woman In Love,11294
1981-01-03,23,Olivia Newton-John & Cliff Richard,Suddenly,11347
1981-01-03,24,Don Williams,I Believe In You,11327
1981-01-03,25,Daryl Hall John Oates,You've Lost That Lovin' Feeling,11319
1981-01-03,26,The Doobie Brothers,One Step Closer,11378
1981-01-03,27,Devo,Whip It,11291
1981-01-03,28,Delbert McClinton,Giving It Up For Your Love,11401
1981-01-03,29,Tierra,Together,11361
1981-01-03,30,Boz Scaggs,Miss Sun,11395
1981-01-03,31,Christopher Cross,Never Be The Same,11332
1981-01-03,32,Waylon,Theme From The Dukes Of Hazzard (Good Ol' Boys),11309
1981-01-03,33,Dolly Parton,9 To 5,11389
1981-01-03,34,Diana Ross,I'm Coming Out,11299
1981-01-03,35,Dr. Hook,Girls Can Get It,11358
1981-01-03,36,ABBA,The Winner Takes It All,11382
1981-01-03,37,Dan Fogelberg,Same Old Lang Syne,11402
1981-01-03,38,Harry Chapin,Sequel,11357
1981-01-03,39,REO Speedwagon,Keep On Loving You,11396
1981-01-03,40,Fred Knoblock & Susan Anton,Killin' Time,-1
1981-01-03,41,Donna Summer,Cold Love,11391
1981-01-03,42,The Babys,Turn And Walk Away,11369
1981-01-03,43,Michael Stanley Band,He Can't Love You,11385
1981-01-03,44,Queen,Need Your Loving Tonight,11390
1981-01-03,45,Bette Midler,My Mother's Eyes,11384
1981-01-03,46,L.T.D.,Shine On,11373
1981-01-03,47,Climax Blues Band,Gotta Have More Love,11371
1981-01-03,48,"Earth, Wind & Fire",You,11381
1981-01-03,49,Teena Marie,I Need Your Lovin',11387
1981-01-03,50,Ronnie Milsap,Smoky Mountain Rain,11393
1981-01-03,51,The Jacksons,Heartbreak Hotel,11399
1981-01-03,52,Teddy Pendergrass,Love T.K.O.,11394
1981-01-03,53,Rockpile,Teacher Teacher,11383
1981-01-03,54,The Alan Parsons Project,Games People Play,11398
