date,rank,artist,song,lyricId
1987-01-03,1,The Bangles,Walk Like An Egyptian,13731
1987-01-03,2,Wang Chung,Everybody Have Fun Tonight,13739
1987-01-03,3,Duran Duran,Notorious,13767
1987-01-03,4,Gregory Abbott,Shake You Down,13753
1987-01-03,5,Bruce Hornsby & The Range,The Way It Is,13723
1987-01-03,6,Robbie Nevil,C'est La Vie,13748
1987-01-03,7,Janet Jackson,Control,13770
1987-01-03,8,Bruce Springsteen,War,13794
1987-01-03,9,Ben E. King,Stand By Me,773
1987-01-03,10,Pretenders,Don't Get Me Wrong,13747
1987-01-03,11,Billy Idol,To Be A Lover,13738
1987-01-03,12,Survivor,Is This Love,13759
1987-01-03,13,Genesis,Land Of Confusion,13768
1987-01-03,14,Kool & The Gang,Victory,13769
1987-01-03,15,Billy Vera & The Beaters,At This Moment,13784
1987-01-03,16,Billy Ocean,Love Is Forever,13761
1987-01-03,17,Howard Jones,You Know I Love You ... Don't You?,13751
1987-01-03,18,Glass Tiger,Someday,13772
1987-01-03,19,Timbuk 3,"The Future's So Bright, I Gotta Wear Shades",13763
1987-01-03,20,Huey Lewis & The News,Hip To Be Square,13750
1987-01-03,21,Peter Cetera With Amy Grant,The Next Time I Fall,13719
1987-01-03,22,Madonna,Open Your Heart,13809
1987-01-03,23,Kansas,All I Wanted,13771
1987-01-03,24,Bon Jovi,You Give Love A Bad Name,13713
1987-01-03,25,Carly Simon,Coming Around Again,13776
1987-01-03,26,Cyndi Lauper,Change Of Heart,13800
1987-01-03,27,Samantha Fox,Touch Me (I Want Your Body),13774
1987-01-03,28,Miami Sound Machine,Falling In Love (Uh-Oh),13775
1987-01-03,29,Run-D.M.C.,You Be Illin',13764
1987-01-03,30,The Georgia Satellites,Keep Your Hands To Yourself,13798
1987-01-03,31,Tina Turner,Two People,13795
1987-01-03,32,Nancy Martinez,For Tonight,13744
1987-01-03,33,Cameo,Word Up,13715
1987-01-03,34,Billy Joel,This Is The Time,13785
1987-01-03,35,Boston,We're Ready,13810
1987-01-03,36,Chicago,Will You Still Love Me?,13786
1987-01-03,37,Chico DeBarge,Talk To Me,13778
1987-01-03,38,The Human League,Human,13714
1987-01-03,39,Ready For The World,Love You Down,13801
1987-01-03,40,Luther Vandross,Stop To Love,13787
1987-01-03,41,Lionel Richie,Love Will Conquer All,13737
1987-01-03,42,The Jets,You Got It All,13790
1987-01-03,43,Lionel Richie,Ballerina Girl,13811
1987-01-03,44,Benjamin Orr,Stay The Night,13780
1987-01-03,45,The Pointer Sisters,Goldmine,13773
1987-01-03,46,Cinderella,Nobody's Fool,13783
1987-01-03,47,Freddie Jackson,Tasty Love,13779
1987-01-03,48,Bon Jovi,Livin' On A Prayer,13819
1987-01-03,49,Journey,I'll Be Alright Without You,13812
1987-01-03,50,Peter Gabriel,Big Time,13803
1987-01-03,51,Talking Heads,Wild Wild Life,13711
1987-01-03,52,Aretha Franklin,Jimmy Lee,13815
1987-01-03,53,Jesse Johnson (Featuring Sly Stone),Crazay,13762
1987-01-03,54,The Human League,I Need Your Loving,13813
1987-01-03,55,Anita Baker,Caught Up In The Rapture,13805
1987-01-03,56,Don Johnson,Heartache Away,13796
1987-01-03,57,Madonna,True Blue,13736
1987-01-03,58,Boston,Amanda,13728
1987-01-03,59,Eddie Money,Take Me Home Tonight,13694
1987-01-03,60,Corey Hart,Can't Help Falling In Love,13818
1987-01-03,61,Debbie Harry,French Kissin,13799
1987-01-03,62,Jeff Lorber & Karyn White,Facts Of Love,13816
1987-01-03,63,Dead Or Alive,Brand New Lover,13804
1987-01-03,64,Toto,I'll Be Over You,13707
1987-01-03,65,Eddie Money,I Wanna Go Back,13824
1987-01-03,66,Ann Wilson,The Best Man In The World,13808
1987-01-03,67,Linda Ronstadt & James Ingram,"Somewhere Out There (From ""An American Tail"")",-1
1987-01-03,68,Beastie Boys,(You Gotta) Fight For Your Right (To Party!),13826
1987-01-03,69,Orchestral Manoeuvres In The Dark,(Forever) Live And Die,13733
1987-01-03,70,Grace Jones,I'm Not Perfect (But I'm Perfect For You),13807
1987-01-03,71,Oran 'Juice' Jones,The Rain,13717
1987-01-03,72,Bobby Brown,Girlfriend,13825
1987-01-03,73,Stacey Q,We Connect,13821
1987-01-03,74,Paul Young,Some People,13791
1987-01-03,75,Commodores,Goin' To The Bank,13777
1987-01-03,76,Pet Shop Boys,Suburbia,13817
1987-01-03,77,Toto,Without Your Love,13828
1987-01-03,78,David & David,Welcome To The Boomtown,13742
1987-01-03,79,Robert Palmer,I Didn't Mean To Turn You On,13691
1987-01-03,80,Cameo,Candy,13829
1987-01-03,81,Ric Ocasek,True To You,13827
1987-01-03,82,Paul Simon,Graceland,13814
1987-01-03,83,Bob Geldof,This Is The World Calling,13823
1987-01-03,84,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,All Cried Out,-1
1987-01-03,85,Daryl Hall,Foolish Pride,13752
1987-01-03,86,Ric Ocasek,Emotion In Motion,13710
1987-01-03,87,The Communards,Don't Leave Me This Way,13830
1987-01-03,88,Bob Seger,Miami,13788
1987-01-03,89,John Parr,Blame It On The Radio,13820
1987-01-03,90,El DeBarge,Someone,13831
1987-01-03,91,Secret Ties,Dancin' In My Sleep,13822
1987-01-03,92,Uptown,(I Know) I'm Losing You,13832
1987-01-03,93,Bananarama,A Trick Of The Night,13833
1987-01-03,94,Stacy Lattisaw,Nail It To The Wall,13755
1987-01-03,95,Eurythmics,Thorn In My Side,13789
1987-01-03,96,Five Star,If I Say Yes,13834
1987-01-03,97,Cyndi Lauper,True Colors,13703
1987-01-03,98,Anita Baker,Sweet Love,13690
1987-01-03,99,Steve Winwood,Freedom Overspill,13730
1987-01-03,100,Rod Stewart,Every Beat Of My Heart,13802
1987-01-10,1,The Bangles,Walk Like An Egyptian,13731
1987-01-10,2,Duran Duran,Notorious,13767
1987-01-10,3,Gregory Abbott,Shake You Down,13753
1987-01-10,4,Wang Chung,Everybody Have Fun Tonight,13739
1987-01-10,5,Robbie Nevil,C'est La Vie,13748
1987-01-10,6,Janet Jackson,Control,13770
1987-01-10,7,Bruce Hornsby & The Range,The Way It Is,13723
1987-01-10,8,Bruce Springsteen,War,13794
1987-01-10,9,Billy Vera & The Beaters,At This Moment,13784
1987-01-10,10,Survivor,Is This Love,13759
1987-01-10,11,Genesis,Land Of Confusion,13768
1987-01-10,12,Ben E. King,Stand By Me,773
1987-01-10,13,Kool & The Gang,Victory,13769
1987-01-10,14,Pretenders,Don't Get Me Wrong,13747
1987-01-10,15,Madonna,Open Your Heart,13809
1987-01-10,16,Billy Ocean,Love Is Forever,13761
1987-01-10,17,Glass Tiger,Someday,13772
1987-01-10,18,Billy Idol,To Be A Lover,13738
1987-01-10,19,Howard Jones,You Know I Love You ... Don't You?,13751
1987-01-10,20,Timbuk 3,"The Future's So Bright, I Gotta Wear Shades",13763
1987-01-10,21,Cyndi Lauper,Change Of Heart,13800
1987-01-10,22,Kansas,All I Wanted,13771
1987-01-10,23,Samantha Fox,Touch Me (I Want Your Body),13774
1987-01-10,24,Carly Simon,Coming Around Again,13776
1987-01-10,25,Peter Cetera With Amy Grant,The Next Time I Fall,13719
1987-01-10,26,Huey Lewis & The News,Hip To Be Square,13750
1987-01-10,27,The Georgia Satellites,Keep Your Hands To Yourself,13798
1987-01-10,28,Miami Sound Machine,Falling In Love (Uh-Oh),13775
1987-01-10,29,Bon Jovi,You Give Love A Bad Name,13713
1987-01-10,30,Tina Turner,Two People,13795
1987-01-10,31,Boston,We're Ready,13810
1987-01-10,32,Nancy Martinez,For Tonight,13744
1987-01-10,33,Billy Joel,This Is The Time,13785
1987-01-10,34,Chicago,Will You Still Love Me?,13786
1987-01-10,35,Run-D.M.C.,You Be Illin',13764
1987-01-10,36,Luther Vandross,Stop To Love,13787
1987-01-10,37,Chico DeBarge,Talk To Me,13778
1987-01-10,38,Ready For The World,Love You Down,13801
1987-01-10,39,Bon Jovi,Livin' On A Prayer,13819
1987-01-10,40,Lionel Richie,Ballerina Girl,13811
1987-01-10,41,The Jets,You Got It All,13790
1987-01-10,42,Cinderella,Nobody's Fool,13783
1987-01-10,43,Benjamin Orr,Stay The Night,13780
1987-01-10,44,Cameo,Word Up,13715
1987-01-10,45,Lionel Richie,Love Will Conquer All,13737
1987-01-10,46,Journey,I'll Be Alright Without You,13812
1987-01-10,47,Peter Gabriel,Big Time,13803
1987-01-10,48,Aretha Franklin,Jimmy Lee,13815
1987-01-10,49,The Human League,Human,13714
1987-01-10,50,The Human League,I Need Your Loving,13813
1987-01-10,51,The Pointer Sisters,Goldmine,13773
1987-01-10,52,Corey Hart,Can't Help Falling In Love,13818
1987-01-10,53,Jesse Johnson (Featuring Sly Stone),Crazay,13762
1987-01-10,54,Anita Baker,Caught Up In The Rapture,13805
1987-01-10,55,Freddie Jackson,Tasty Love,13779
1987-01-10,56,Don Johnson,Heartache Away,13796
1987-01-10,57,Debbie Harry,French Kissin,13799
1987-01-10,58,Jeff Lorber & Karyn White,Facts Of Love,13816
1987-01-10,59,Dead Or Alive,Brand New Lover,13804
